00AR               20211111                                                                                   
0601ARC8N       20220101000550100000005000 0800000030000251   
0601ARC8N       20220101000555100000005000 0800000030000258   
0601ARC8N       20220101000560100000005000 0800000030000265   
0601ARC8N       20220101000565100000005000 0800000030000270   
0601ARC8N       20220101000570100000005000 0800000030000276   
0601ARC8N       20220101000575100000005000 0800000030000282   
0601ARC8N       20220101000580100000005000 0800000030000288   
0601ARC8N       20220101000585100000005000 0800000030000294   
0601ARC8N       20220101000590100000005000 0800000030000300   
0601ARC8N       20220101000595100000005000 0800000030000305   
0601ARC8N       20220101000600100000005000 0800000030000311   
0601ARC8N       20220101000605100000005000 0800000030000317   
0601ARC8N       20220101000610100000005000 0800000030000324   
0601ARC8N       20220101000615100000005000 0800000030000330   
0601ARC8N       20220101000620100000005000 0800000030000336   
0601ARC8N       20220101000625100000005000 0800000030000343   
0601ARC8N       20220101000630100000005000 0800000030000350   
0601ARC8N       20220101000635100000005000 0800000030000356   
0601ARC8N       20220101000640100000005000 0800000030000361   
0601ARC8N       20220101000645100000005000 0800000030000367   
0601ARC8N       20220101000650100000005000 0800000030000373   
0601ARC8N       20220101000655100000005000 0800000030000380   
0601ARC8N       20220101000660100000005000 0800000030000386   
0601ARC8N       20220101000665100000005000 0800000030000391   
0601ARC8N       20220101000670100000005000 0800000030000397   
0601ARC8N       20220101000675100000005000 0800000030000403   
0601ARC8N       20220101000680100000005000 0800000030000409   
0601ARC8N       20220101000685100000005000 0800000030000415   
0601ARC8N       20220101000690100000005000 0800000030000420   
0601ARC8N       20220101000695100000005000 0800000030000425   
0601ARC8N       20220101000700100000005000 0800000030000431   
0601ARC8N       20220101000705100000005000 0800000030000437   
0601ARC8N       20220101000710100000005000 0800000030000442   
0601ARC8N       20220101000715100000005000 0800000030000447   
0601ARC8N       20220101000720100000005000 0800000030000453   
0601ARC8N       20220101000725100000005000 0800000030000458   
0601ARC8N       20220101000730100000005000 0800000030000464   
0601ARC8N       20220101000735100000005000 0800000030000469   
0601ARC8N       20220101000740100000005000 0800000030000473   
0601ARC8N       20220101000745100000005000 0800000030000479   
0601ARC8N       20220101000750100000005000 0800000030000485   
0601ARC8N       20220101000755100000005000 0800000030000490   
0601ARC8N       20220101000760100000005000 0800000030000496   
0601ARC8N       20220101000765100000005000 0800000030000501   
0601ARC8N       20220101000770100000005000 0800000030000507   
0601ARC8N       20220101000775100000005000 0800000030000513   
0601ARC8N       20220101000780100000005000 0800000030000519   
0601ARC8N       20220101000785100000005000 0800000030000524   
0601ARC8N       20220101000790100000005000 0800000030000529   
0601ARC8N       20220101000795100000005000 0800000030000535   
0601ARC8N       20220101000800100000005000 0800000030000541   
0601ARC8N       20220101000805100000005000 0800000030000546   
0601ARC8N       20220101000810100000005000 0800000030000551   
0601ARC8N       20220101000815100000005000 0800000030000556   
0601ARC8N       20220101000820100000005000 0800000030000561   
0601ARC8N       20220101000825100000005000 0800000030000567   
0601ARC8N       20220101000830100000005000 0800000030000572   
0601ARC8N       20220101000835100000005000 0800000030000576   
0601ARC8N       20220101000840100000005000 0800000030000582   
0601ARC8N       20220101000845100000005000 0800000030000587   
0601ARC8N       20220101000850100000005000 0800000030000592   
0601ARC8N       20220101000855100000005000 0800000030000597   
0601ARC8N       20220101000860100000005000 0800000030000601   
0601ARC8N       20220101000865100000005000 0800000030000606   
0601ARC8N       20220101000870100000005000 0800000030000612   
0601ARC8N       20220101000875100000005000 0800000030000616   
0601ARC8N       20220101000880100000005000 0800000030000620   
0601ARC8N       20220101000885100000005000 0800000030000625   
0601ARC8N       20220101000890100000005000 0800000030000629   
0601ARC8N       20220101000895100000005000 0800000030000635   
0601ARC8N       20220101000900100000005000 0800000030000639   
0601ARC8N       20220101000905100000005000 0800000030000643   
0601ARC8N       20220101000910100000005000 0800000030000647   
0601ARC8N       20220101000915100000005000 0800000030000652   
0601ARC8N       20220101000920100000005000 0800000030000657   
0601ARC8N       20220101000925100000005000 0800000030000661   
0601ARC8N       20220101000930100000005000 0800000030000665   
0601ARC8N       20220101000935100000005000 0800000030000669   
0601ARC8N       20220101000940100000005000 0800000030000673   
0601ARC8N       20220101000945100000005000 0800000030000679   
0601ARC8N       20220101000950100000005000 0800000030000683   
0601ARC8N       20220101000955100000005000 0800000030000687   
0601ARC8N       20220101000960100000005000 0800000030000692   
0601ARC8N       20220101000965100000005000 0800000030000697   
0601ARC8N       20220101000970100000005000 0800000030000702   
0601ARC8N       20220101000975100000005000 0800000030000706   
0601ARC8N       20220101000980100000005000 0800000030000710   
0601ARC8N       20220101000985100000005000 0800000030000714   
0601ARC8N       20220101000990100000005000 0800000030000719   
0601ARC8N       20220101000995100000005000 0800000030000723   
0601ARC8N       20220101001000100000005000 0800000030000727   
0601ARC8N       20220101001005100000005000 0800000030000731   
0601ARC8N       20220101001010100000005000 0800000030000736   
0601ARC8N       20220101001015100000005000 0800000030000741   
0601ARC8N       20220101001020100000005000 0800000030000745   
0601ARC8N       20220101001025100000005000 0800000030000748   
0601ARC8N       20220101001030100000005000 0800000030000752   
0601ARC8N       20220101001035100000005000 0800000030000756   
0601ARC8N       20220101001040100000005000 0800000030000761   
0601ARC8N       20220101001045100000005000 0800000030000765   
0601ARC8N       20220101001050100000005000 0800000030000769   
0601ARC8N       20220101001055100000005000 0800000030000773   
0601ARC8N       20220101001060100000005000 0800000030000777   
0601ARC8N       20220101001065100000005000 0800000030000781   
0601ARC8N       20220101001070100000005000 0800000030000784   
0601ARC8N       20220101001075100000005000 0800000030000788   
0601ARC8N       20220101001080100000005000 0800000030000792   
0601ARC8N       20220101001085100000005000 0800000030000796   
0601ARC8N       20220101001090100000005000 0800000030000800   
0601ARC8N       20220101001095100000005000 0800000030000803   
0601ARC8N       20220101001100100000005000 0800000030000807   
0601ARC8N       20220101001105100000005000 0800000030000811   
0601ARC8N       20220101001110100000005000 0800000030000817   
0601ARC8N       20220101001115100000005000 0800000030000822   
0601ARC8N       20220101001120100000005000 0800000030000826   
0601ARC8N       20220101001125100000005000 0800000030000831   
0601ARC8N       20220101001130100000005000 0800000030000836   
0601ARC8N       20220101001135100000005000 0800000030000842   
0601ARC8N       20220101001140100000005000 0800000030000846   
0601ARC8N       20220101001145100000005000 0800000030000851   
0601ARC8N       20220101001150100000005000 0800000030000855   
0601ARC8N       20220101001155100000005000 0800000030000860   
0601ARC8N       20220101001160100000005000 0800000030000865   
0601ARC8N       20220101001165100000005000 0800000030000870   
0601ARC8N       20220101001170100000005000 0800000030000874   
0601ARC8N       20220101001175100000005000 0800000030000879   
0601ARC8N       20220101001180100000005000 0800000030000885   
0601ARC8N       20220101001185100000005000 0800000030000889   
0601ARC8N       20220101001190100000005000 0800000030000894   
0601ARC8N       20220101001195100000005000 0800000030000898   
0601ARC8N       20220101001200100000005000 0800000030000903   
0601ARC8N       20220101001205100000005000 0800000030000908   
0601ARC8N       20220101001210100000005000 0800000030000913   
0601ARC8N       20220101001215100000005000 0800000030000917   
0601ARC8N       20220101001220100000005000 0800000030000921   
0601ARC8N       20220101001225100000005000 0800000030000926   
0601ARC8N       20220101001230100000005000 0800000030000931   
0601ARC8N       20220101001235100000005000 0800000030000935   
0601ARC8N       20220101001240100000005000 0800000030000939   
0601ARC8N       20220101001245100000005000 0800000030000945   
0601ARC8N       20220101001250100000005000 0800000030000949   
0601ARC8N       20220101001255100000005000 0800000030000953   
0601ARC8N       20220101001260100000005000 0800000030000958   
0601ARC8N       20220101001265100000005000 0800000030000962   
0601ARC8N       20220101001270100000005000 0800000030000966   
0601ARC8N       20220101001275100000005000 0800000030000970   
0601ARC8N       20220101001280100000005000 0800000030000975   
0601ARC8N       20220101001285100000005000 0800000030000979   
0601ARC8N       20220101001290100000005000 0800000030000983   
0601ARC8N       20220101001295100000005000 0800000030000988   
0601ARC8N       20220101001300100000005000 0800000030000992   
0601ARC8N       20220101001305100000005000 0800000030000997   
0601ARC8N       20220101001310100000005000 0800000030001002   
0601ARC8N       20220101001315100000005000 0800000030001006   
0601ARC8N       20220101001320100000005000 0800000030001010   
0601ARC8N       20220101001325100000005000 0800000030001015   
0601ARC8N       20220101001330100000005000 0800000030001019   
0601ARC8N       20220101001335100000005000 0800000030001023   
0601ARC8N       20220101001340100000005000 0800000030001028   
0601ARC8N       20220101001345100000005000 0800000030001032   
0601ARC8N       20220101001350100000005000 0800000030001036   
0601ARC8N       20220101001355100000005000 0800000030001040   
0601ARC8N       20220101001360100000005000 0800000030001044   
0601ARC8N       20220101001365100000005000 0800000030001048   
0601ARC8N       20220101001370100000005000 0800000030001053   
0601ARC8N       20220101001375100000005000 0800000030001057   
0601ARC8N       20220101001380100000005000 0800000030001061   
0601ARC8N       20220101001385100000005000 0800000030001065   
0601ARC8N       20220101001390100000005000 0800000030001069   
0601ARC8N       20220101001395100000005000 0800000030001072   
0601ARC8N       20220101001400100000005000 0800000030001077   
0601ARC8N       20220101001405100000005000 0800000030001081   
0601ARC8N       20220101001410100000005000 0800000030001085   
0601ARC8N       20220101001415100000005000 0800000030001090   
0601ARC8N       20220101001420100000005000 0800000030001094   
0601ARC8N       20220101001425100000005000 0800000030001098   
0601ARC8N       20220101001430100000005000 0800000030001102   
0601ARC8N       20220101001435100000005000 0800000030001106   
0601ARC8N       20220101001440100000005000 0800000030001110   
0601ARC8N       20220101001445100000005000 0800000030001114   
0601ARC8N       20220101001450100000005000 0800000030001118   
0601ARC8N       20220101001455100000005000 0800000030001122   
0601ARC8N       20220101001460100000005000 0800000030001126   
0601ARC8N       20220101001465100000005000 0800000030001130   
0601ARC8N       20220101001470100000005000 0800000030001134   
0601ARC8N       20220101001475100000005000 0800000030001137   
0601ARC8N       20220101001480100000005000 0800000030001142   
0601ARC8N       20220101001485100000005000 0800000030001145   
0601ARC8N       20220101001490100000005000 0800000030001149   
0601ARC8N       20220101001495100000005000 0800000030001153   
0601ARC8N       20220101001500100000005000 0800000030001157   
0601ARC8N       20220101001505100000005000 0800000030001161   
0601ARC8N       20220101001510100000005000 0800000030001166   
0601ARC8N       20220101001515100000005000 0800000030001169   
0601ARC8N       20220101001520100000005000 0800000030001173   
0601ARC8N       20220101001525100000005000 0800000030001177   
0601ARC8N       20220101001530100000005000 0800000030001181   
0601ARC8N       20220101001535100000005000 0800000030001185   
0601ARC8N       20220101001540100000005000 0800000030001189   
0601ARC8N       20220101001545100000005000 0800000030001193   
0601ARC8N       20220101001550100000005000 0800000030001196   
0601ARC8N       20220101001555100000005000 0800000030001200   
0601ARC8N       20220101001560100000005000 0800000030001204   
0601ARC8N       20220101001565100000005000 0800000030001208   
0601ARC8N       20220101001570100000005000 0800000030001212   
0601ARC8N       20220101001575100000005000 0800000030001216   
0601ARC8N       20220101001580100000005000 0800000030001219   
0601ARC8N       20220101001585100000005000 0800000030001224   
0601ARC8N       20220101001590100000005000 0800000030001228   
0601ARC8N       20220101001595100000005000 0800000030001231   
0601ARC8N       20220101001600100000005000 0800000030001236   
0601ARC8N       20220101001605100000005000 0800000030001239   
0601ARC8N       20220101001610100000005000 0800000030001243   
0601ARC8N       20220101001615100000005000 0800000030001246   
0601ARC8N       20220101001620100000005000 0800000030001251   
0601ARC8N       20220101001625100000005000 0800000030001255   
0601ARC8N       20220101001630100000005000 0800000030001258   
0601ARC8N       20220101001635100000005000 0800000030001263   
0601ARC8N       20220101001640100000005000 0800000030001266   
0601ARC8N       20220101001645100000005000 0800000030001270   
0601ARC8N       20220101001650100000005000 0800000030001275   
0601ARC8N       20220101001655100000005000 0800000030001279   
0601ARC8N       20220101001660100000005000 0800000030001282   
0601ARC8N       20220101001665100000005000 0800000030001287   
0601ARC8N       20220101001670100000005000 0800000030001291   
0601ARC8N       20220101001675100000005000 0800000030001295   
0601ARC8N       20220101001680100000005000 0800000030001300   
0601ARC8N       20220101001685100000005000 0800000030001304   
0601ARC8N       20220101001690100000005000 0800000030001308   
0601ARC8N       20220101001695100000005000 0800000030001313   
0601ARC8N       20220101001700100000005000 0800000030001317   
0601ARC8N       20220101001705100000005000 0800000030001321   
0601ARC8N       20220101001710100000005000 0800000030001326   
0601ARC8N       20220101001715100000005000 0800000030001330   
0601ARC8N       20220101001720100000005000 0800000030001334   
0601ARC8N       20220101001725100000005000 0800000030001339   
0601ARC8N       20220101001730100000005000 0800000030001343   
0601ARC8N       20220101001735100000005000 0800000030001347   
0601ARC8N       20220101001740100000005000 0800000030001351   
0601ARC8N       20220101001745100000005000 0800000030001355   
0601ARC8N       20220101001750100000005000 0800000030001359   
0601ARC8N       20220101001755100000005000 0800000030001364   
0601ARC8N       20220101001760100000005000 0800000030001368   
0601ARC8N       20220101001765100000005000 0800000030001372   
0601ARC8N       20220101001770100000005000 0800000030001377   
0601ARC8N       20220101001775100000005000 0800000030001380   
0601ARC8N       20220101001780100000005000 0800000030001385   
0601ARC8N       20220101001785100000005000 0800000030001388   
0601ARC8N       20220101001790100000005000 0800000030001393   
0601ARC8N       20220101001795100000005000 0800000030001397   
0601ARC8N       20220101001800100000005000 0800000030001401   
0601ARC8N       20220101001805100000005000 0800000030001405   
0601ARC8N       20220101001810100000005000 0800000030001409   
0601ARC8N       20220101001815100000005000 0800000030001413   
0601ARC8N       20220101001820100000005000 0800000030001417   
0601ARC8N       20220101001825100000005000 0800000030001421   
0601ARC8N       20220101001830100000005000 0800000030001425   
0601ARC8N       20220101001835100000005000 0800000030001429   
0601ARC8N       20220101001840100000005000 0800000030001433   
0601ARC8N       20220101001845100000005000 0800000030001437   
0601ARC8N       20220101001850100000005000 0800000030001441   
0601ARC8N       20220101001855100000005000 0800000030001445   
0601ARC8N       20220101001860100000005000 0800000030001448   
0601ARC8N       20220101001865100000005000 0800000030001452   
0601ARC8N       20220101001870100000005000 0800000030001456   
0601ARC8N       20220101001875100000005000 0800000030001460   
0601ARC8N       20220101001880100000005000 0800000030001464   
0601ARC8N       20220101001885100000005000 0800000030001467   
0601ARC8N       20220101001890100000005000 0800000030001471   
0601ARC8N       20220101001895100000005000 0800000030001475   
0601ARC8N       20220101001900100000005000 0800000030001478   
0601ARC8N       20220101001905100000005000 0800000030001482   
0601ARC8N       20220101001910100000005000 0800000030001486   
0601ARC8N       20220101001915100000005000 0800000030001489   
0601ARC8N       20220101001920100000005000 0800000030001493   
0601ARC8N       20220101001925100000005000 0800000030001497   
0601ARC8N       20220101001930100000005000 0800000030001500   
0601ARC8N       20220101001935100000005000 0800000030001504   
0601ARC8N       20220101001940100000005000 0800000030001508   
0601ARC8N       20220101001945100000005000 0800000030001511   
0601ARC8N       20220101001950100000005000 0800000030001514   
0601ARC8N       20220101001955100000005000 0800000030001517   
0601ARC8N       20220101001960100000005000 0800000030001521   
0601ARC8N       20220101001965100000005000 0800000030001525   
0601ARC8N       20220101001970100000005000 0800000030001528   
0601ARC8N       20220101001975100000005000 0800000030001532   
0601ARC8N       20220101001980100000005000 0800000030001535   
0601ARC8N       20220101001985100000005000 0800000030001538   
0601ARC8N       20220101001990100000005000 0800000030001542   
0601ARC8N       20220101001995100000005000 0800000030001545   
0601ARC8N       20220101002000100000005000 0800000030001548   
0601ARC8N       20220101002005100000005000 0800000030001552   
0601ARC8N       20220101002010100000005000 0800000030001555   
0601ARC8N       20220101002015100000005000 0800000030001558   
0601ARC8N       20220101002020100000005000 0800000030001562   
0601ARC8N       20220101002025100000005000 0800000030001565   
0601ARC8N       20220101002030100000005000 0800000030001568   
0601ARC8N       20220101002035100000005000 0800000030001572   
0601ARC8N       20220101002040100000005000 0800000030001575   
0601ARC8N       20220101002045100000005000 0800000030001578   
0601ARC8N       20220101002050100000005000 0800000030001582   
0601ARC8N       20220101002055100000005000 0800000030001585   
0601ARC8N       20220101002060100000005000 0800000030001588   
0601ARC8N       20220101002065100000005000 0800000030001591   
0601ARC8N       20220101002070100000005000 0800000030001594   
0601ARC8N       20220101002075100000005000 0800000030001597   
0601ARC8N       20220101002080100000005000 0800000030001601   
0601ARC8N       20220101002085100000005000 0800000030001603   
0601ARC8N       20220101002090100000005000 0800000030001606   
0601ARC8N       20220101002095100000005000 0800000030001610   
0601ARC8N       20220101002100100000005000 0800000030001613   
0601ARC8N       20220101002105100000005000 0800000030001616   
0601ARC8N       20220101002110100000005000 0800000030001619   
0601ARC8N       20220101002115100000005000 0800000030001622   
0601ARC8N       20220101002120100000005000 0800000030001625   
0601ARC8N       20220101002125100000005000 0800000030001627   
0601ARC8N       20220101002130100000005000 0800000030001631   
0601ARC8N       20220101002135100000005000 0800000030001634   
0601ARC8N       20220101002140100000005000 0800000030001636   
0601ARC8N       20220101002145100000005000 0800000030001640   
0601ARC8N       20220101002150100000005000 0800000030001643   
0601ARC8N       20220101002155100000005000 0800000030001645   
0601ARC8N       20220101002160100000005000 0800000030001649   
0601ARC8N       20220101002165100000005000 0800000030001651   
0601ARC8N       20220101002170100000005000 0800000030001654   
0601ARC8N       20220101002175100000005000 0800000030001657   
0601ARC8N       20220101002180100000005000 0800000030001660   
0601ARC8N       20220101002185100000005000 0800000030001663   
0601ARC8N       20220101002190100000005000 0800000030001666   
0601ARC8N       20220101002195100000005000 0800000030001669   
0601ARC8N       20220101002200100000005000 0800000030001671   
0601ARC8N       20220101002205100000005000 0800000030001674   
0601ARC8N       20220101002210100000005000 0800000030001677   
0601ARC8N       20220101002215100000005000 0800000030001680   
0601ARC8N       20220101002220100000005000 0800000030001683   
0601ARC8N       20220101002225100000005000 0800000030001685   
0601ARC8N       20220101002230100000005000 0800000030001688   
0601ARC8N       20220101002235100000005000 0800000030001691   
0601ARC8N       20220101002240100000005000 0800000030001693   
0601ARC8N       20220101002245100000005000 0800000030001696   
0601ARC8N       20220101002250100000005000 0800000030001699   
0601ARC8N       20220101002255100000005000 0800000030001701   
0601ARC8N       20220101002260100000005000 0800000030001704   
0601ARC8N       20220101002265100000005000 0800000030001707   
0601ARC8N       20220101002270100000005000 0800000030001709   
0601ARC8N       20220101002275100000005000 0800000030001712   
0601ARC8N       20220101002280100000005000 0800000030001715   
0601ARC8N       20220101002285100000005000 0800000030001717   
0601ARC8N       20220101002290100000005000 0800000030001720   
0601ARC8N       20220101002295100000005000 0800000030001722   
0601ARC8N       20220101002300100000005000 0800000030001725   
0601ARC8N       20220101002305100000005000 0800000030001728   
0601ARC8N       20220101002310100000005000 0800000030001730   
0601ARC8N       20220101002315100000005000 0800000030001733   
0601ARC8N       20220101002320100000005000 0800000030001735   
0601ARC8N       20220101002325100000005000 0800000030001738   
0601ARC8N       20220101002330100000005000 0800000030001741   
0601ARC8N       20220101002335100000005000 0800000030001743   
0601ARC8N       20220101002340100000005000 0800000030001745   
0601ARC8N       20220101002345100000005000 0800000030001748   
0601ARC8N       20220101002350100000005000 0800000030001751   
0601ARC8N       20220101002355100000005000 0800000030001753   
0601ARC8N       20220101002360100000005000 0800000030001756   
0601ARC8N       20220101002365100000005000 0800000030001758   
0601ARC8N       20220101002370100000005000 0800000030001760   
0601ARC8N       20220101002375100000005000 0800000030001763   
0601ARC8N       20220101002380100000005000 0800000030001765   
0601ARC8N       20220101002385100000005000 0800000030001768   
0601ARC8N       20220101002390100000005000 0800000030001770   
0601ARC8N       20220101002395100000005000 0800000030001772   
0601ARC8N       20220101002400100000005000 0800000030001775   
0601ARC8N       20220101002405100000005000 0800000030001778   
0601ARC8N       20220101002410100000005000 0800000030001780   
0601ARC8N       20220101002415100000005000 0800000030001782   
0601ARC8N       20220101002420100000005000 0800000030001785   
0601ARC8N       20220101002425100000005000 0800000030001787   
0601ARC8N       20220101002430100000005000 0800000030001789   
0601ARC8N       20220101002435100000005000 0800000030001792   
0601ARC8N       20220101002440100000005000 0800000030001794   
0601ARC8N       20220101002445100000005000 0800000030001796   
0601ARC8N       20220101002450100000005000 0800000030001799   
0601ARC8N       20220101002455100000005000 0800000030001801   
0601ARC8N       20220101002460100000005000 0800000030001803   
0601ARC8N       20220101002465100000005000 0800000030001805   
0601ARC8N       20220101002470100000005000 0800000030001808   
0601ARC8N       20220101002475100000005000 0800000030001810   
0601ARC8N       20220101002480100000005000 0800000030001812   
0601ARC8N       20220101002485100000005000 0800000030001814   
0601ARC8N       20220101002490100000005000 0800000030001816   
0601ARC8N       20220101002495100000005000 0800000030001819   
0601ARC8N       20220101002500100000500000 0800000030001921   
0601ARC8N       20220101003000100000500000 0800000030002079   
0601ARC8N       20220101003500100000500000 0800000030002196   
0601ARC8N       20220101004000100000500000 0800000030002272   
0601ARC8N       20220101004500100000500000 0800000030002327   
0601ARC9N       20220101000000100000115000 0900000030000026   
0601ARC9N       20220101000115100000005000 0900000030000026   
0601ARC9N       20220101000120100000005000 0900000030000024   
0601ARC9N       20220101000125100000005000 0900000030000024   
0601ARC9N       20220101000130100000005000 0900000030000023   
0601ARC9N       20220101000135100000005000 0900000030000022   
0601ARC9N       20220101000140100000005000 0900000030000021   
0601ARC9N       20220101000145100000005000 0900000030000020   
0601ARC9N       20220101000150100000005000 0900000030000020   
0601ARC9N       20220101000155100000005000 0900000030000019   
0601ARC9N       20220101000160100000005000 0900000030000018   
0601ARC9N       20220101000165100000005000 0900000030000018   
0601ARC9N       20220101000170100000005000 0900000030000017   
0601ARC9N       20220101000175100000005000 0900000030000017   
0601ARC9N       20220101000180100000005000 0900000030000016   
0601ARC9N       20220101000185100000005000 0900000030000016   
0601ARC9N       20220101000190100000005000 0900000030000016   
0601ARC9N       20220101000195100000005000 0900000030000015   
0601ARC9N       20220101000200100000005000 0900000030000015   
0601ARC9N       20220101000205100000005000 0900000030000014   
0601ARC9N       20220101000210100000005000 0900000030000014   
0601ARC9N       20220101000215100000005000 0900000030000014   
0601ARC9N       20220101000220100000005000 0900000030000013   
0601ARC9N       20220101000225100000005000 0900000030000013   
0601ARC9N       20220101000230100000005000 0900000030000013   
0601ARC9N       20220101000235100000005000 0900000030000013   
0601ARC9N       20220101000240100000005000 0900000030000012   
0601ARC9N       20220101000245100000005000 0900000030000012   
0601ARC9N       20220101000250100000005000 0900000030000012   
0601ARC9N       20220101000255100000005000 0900000030000012   
0601ARC9N       20220101000260100000005000 0900000030000011   
0601ARC9N       20220101000265100000005000 0900000030000011   
0601ARC9N       20220101000270100000005000 0900000030000011   
0601ARC9N       20220101000275100000005000 0900000030000011   
0601ARC9N       20220101000280100000005000 0900000030000011   
0601ARC9N       20220101000285100000005000 0900000030000010   
0601ARC9N       20220101000290100000005000 0900000030000010   
0601ARC9N       20220101000295100000005000 0900000030000010   
0601ARC9N       20220101000300100000005000 0900000030000010   
0601ARC9N       20220101000305100000005000 0900000030000010   
0601ARC9N       20220101000310100000005000 0900000030000010   
0601ARC9N       20220101000315100000005000 0900000030000009   
0601ARC9N       20220101000320100000005000 0900000030000009   
0601ARC9N       20220101000325100000005000 0900000030000009   
0601ARC9N       20220101000330100000005000 0900000030000009   
0601ARC9N       20220101000335100000005000 0900000030000009   
0601ARC9N       20220101000340100000005000 0900000030000009   
0601ARC9N       20220101000345100000005000 0900000030000009   
0601ARC9N       20220101000350100000005000 0900000030000009   
0601ARC9N       20220101000355100000005000 0900000030000008   
0601ARC9N       20220101000360100000005000 0900000030000008   
0601ARC9N       20220101000365100000005000 0900000030000008   
0601ARC9N       20220101000370100000005000 0900000030000008   
0601ARC9N       20220101000375100000005000 0900000030000008   
0601ARC9N       20220101000380100000005000 0900000030000008   
0601ARC9N       20220101000385100000005000 0900000030000008   
0601ARC9N       20220101000390100000005000 0900000030000008   
0601ARC9N       20220101000395100000005000 0900000030000008   
0601ARC9N       20220101000400100000005000 0900000030000007   
0601ARC9N       20220101000405100000005000 0900000030000007   
0601ARC9N       20220101000410100000005000 0900000030000007   
0601ARC9N       20220101000415100000005000 0900000030000007   
0601ARC9N       20220101000420100000005000 0900000030000007   
0601ARC9N       20220101000425100000005000 0900000030000007   
0601ARC9N       20220101000430100000005000 0900000030000007   
0601ARC9N       20220101000435100000005000 0900000030000007   
0601ARC9N       20220101000440100000005000 0900000030000007   
0601ARC9N       20220101000445100000005000 0900000030000011   
0601ARC9N       20220101000450100000005000 0900000030000017   
0601ARC9N       20220101000455100000005000 0900000030000022   
0601ARC9N       20220101000460100000005000 0900000030000029   
0601ARC9N       20220101000465100000005000 0900000030000038   
0601ARC9N       20220101000470100000005000 0900000030000047   
0601ARC9N       20220101000475100000005000 0900000030000055   
0601ARC9N       20220101000480100000005000 0900000030000064   
0601ARC9N       20220101000485100000005000 0900000030000073   
0601ARC9N       20220101000490100000005000 0900000030000083   
0601ARC9N       20220101000495100000005000 0900000030000093   
0601ARC9N       20220101000500100000005000 0900000030000102   
0601ARC9N       20220101000505100000005000 0900000030000111   
0601ARC9N       20220101000510100000005000 0900000030000120   
0601ARC9N       20220101000515100000005000 0900000030000129   
0601ARC9N       20220101000520100000005000 0900000030000138   
0601ARC9N       20220101000525100000005000 0900000030000147   
0601ARC9N       20220101000530100000005000 0900000030000156   
0601ARC9N       20220101000535100000005000 0900000030000165   
0601ARC9N       20220101000540100000005000 0900000030000174   
0601ARC9N       20220101000545100000005000 0900000030000181   
0601ARC9N       20220101000550100000005000 0900000030000187   
0601ARC9N       20220101000555100000005000 0900000030000193   
0601ARC9N       20220101000560100000005000 0900000030000200   
0601ARC9N       20220101000565100000005000 0900000030000206   
0601ARC9N       20220101000570100000005000 0900000030000212   
0601ARC9N       20220101000575100000005000 0900000030000218   
0601ARC9N       20220101000580100000005000 0900000030000225   
0601ARC9N       20220101000585100000005000 0900000030000231   
0601ARC9N       20220101000590100000005000 0900000030000237   
0601ARC9N       20220101000595100000005000 0900000030000243   
0601ARC9N       20220101000600100000005000 0900000030000248   
0601ARC9N       20220101000605100000005000 0900000030000255   
0601ARC9N       20220101000610100000005000 0900000030000261   
0601ARC9N       20220101000615100000005000 0900000030000267   
0601ARC9N       20220101000620100000005000 0900000030000272   
0601ARC9N       20220101000625100000005000 0900000030000278   
0601ARC9N       20220101000630100000005000 0900000030000285   
0601ARC9N       20220101000635100000005000 0900000030000290   
0601ARC9N       20220101000640100000005000 0900000030000295   
0601ARC9N       20220101000645100000005000 0900000030000300   
0601ARC9N       20220101000650100000005000 0900000030000306   
0601ARC9N       20220101000655100000005000 0900000030000312   
0601ARC9N       20220101000660100000005000 0900000030000317   
0601ARC9N       20220101000665100000005000 0900000030000323   
0601ARC9N       20220101000670100000005000 0900000030000329   
0601ARC9N       20220101000675100000005000 0900000030000335   
0601ARC9N       20220101000680100000005000 0900000030000342   
0601ARC9N       20220101000685100000005000 0900000030000348   
0601ARC9N       20220101000690100000005000 0900000030000354   
0601ARC9N       20220101000695100000005000 0900000030000359   
0601ARC9N       20220101000700100000005000 0900000030000365   
0601ARC9N       20220101000705100000005000 0900000030000372   
0601ARC9N       20220101000710100000005000 0900000030000377   
0601ARC9N       20220101000715100000005000 0900000030000383   
0601ARC9N       20220101000720100000005000 0900000030000389   
0601ARC9N       20220101000725100000005000 0900000030000394   
0601ARC9N       20220101000730100000005000 0900000030000400   
0601ARC9N       20220101000735100000005000 0900000030000405   
0601ARC9N       20220101000740100000005000 0900000030000411   
0601ARC9N       20220101000745100000005000 0900000030000416   
0601ARC9N       20220101000750100000005000 0900000030000422   
0601ARC9N       20220101000755100000005000 0900000030000427   
0601ARC9N       20220101000760100000005000 0900000030000432   
0601ARC9N       20220101000765100000005000 0900000030000437   
0601ARC9N       20220101000770100000005000 0900000030000443   
0601ARC9N       20220101000775100000005000 0900000030000448   
0601ARC9N       20220101000780100000005000 0900000030000453   
0601ARC9N       20220101000785100000005000 0900000030000458   
0601ARC9N       20220101000790100000005000 0900000030000463   
0601ARC9N       20220101000795100000005000 0900000030000468   
0601ARC9N       20220101000800100000005000 0900000030000473   
0601ARC9N       20220101000805100000005000 0900000030000478   
0601ARC9N       20220101000810100000005000 0900000030000483   
0601ARC9N       20220101000815100000005000 0900000030000489   
