00AR               20211111                                                                                   
0601ARA2N       20220101002335100000005000 0200000030002080   
0601ARA2N       20220101002340100000005000 0200000030002081   
0601ARA2N       20220101002345100000005000 0200000030002084   
0601ARA2N       20220101002350100000005000 0200000030002086   
0601ARA2N       20220101002355100000005000 0200000030002087   
0601ARA2N       20220101002360100000005000 0200000030002090   
0601ARA2N       20220101002365100000005000 0200000030002092   
0601ARA2N       20220101002370100000005000 0200000030002093   
0601ARA2N       20220101002375100000005000 0200000030002095   
0601ARA2N       20220101002380100000005000 0200000030002097   
0601ARA2N       20220101002385100000005000 0200000030002099   
0601ARA2N       20220101002390100000005000 0200000030002101   
0601ARA2N       20220101002395100000005000 0200000030002103   
0601ARA2N       20220101002400100000005000 0200000030002105   
0601ARA2N       20220101002405100000005000 0200000030002107   
0601ARA2N       20220101002410100000005000 0200000030002109   
0601ARA2N       20220101002415100000005000 0200000030002110   
0601ARA2N       20220101002420100000005000 0200000030002112   
0601ARA2N       20220101002425100000005000 0200000030002114   
0601ARA2N       20220101002430100000005000 0200000030002116   
0601ARA2N       20220101002435100000005000 0200000030002118   
0601ARA2N       20220101002440100000005000 0200000030002120   
0601ARA2N       20220101002445100000005000 0200000030002121   
0601ARA2N       20220101002450100000005000 0200000030002123   
0601ARA2N       20220101002455100000005000 0200000030002125   
0601ARA2N       20220101002460100000005000 0200000030002127   
0601ARA2N       20220101002465100000005000 0200000030002128   
0601ARA2N       20220101002470100000005000 0200000030002131   
0601ARA2N       20220101002475100000005000 0200000030002132   
0601ARA2N       20220101002480100000005000 0200000030002133   
0601ARA2N       20220101002485100000005000 0200000030002136   
0601ARA2N       20220101002490100000005000 0200000030002137   
0601ARA2N       20220101002495100000005000 0200000030002139   
0601ARA2N       20220101002500100000500000 0200000030002206   
0601ARA2N       20220101003000100000500000 0200000030002300   
0601ARA2N       20220101003500100000500000 0200000030002368   
0601ARA2N       20220101004000100000500000 0200000030002421   
0601ARA2N       20220101004500100000500000 0200000030002463   
0601ARA3N       20220101000000100000115000 0300000030000026   
0601ARA3N       20220101000115100000005000 0300000030000026   
0601ARA3N       20220101000120100000005000 0300000030000024   
0601ARA3N       20220101000125100000005000 0300000030000024   
0601ARA3N       20220101000130100000005000 0300000030000023   
0601ARA3N       20220101000135100000005000 0300000030000022   
0601ARA3N       20220101000140100000005000 0300000030000021   
0601ARA3N       20220101000145100000005000 0300000030000020   
0601ARA3N       20220101000150100000005000 0300000030000020   
0601ARA3N       20220101000155100000005000 0300000030000019   
0601ARA3N       20220101000160100000005000 0300000030000018   
0601ARA3N       20220101000165100000005000 0300000030000018   
0601ARA3N       20220101000170100000005000 0300000030000017   
0601ARA3N       20220101000175100000005000 0300000030000017   
0601ARA3N       20220101000180100000005000 0300000030000016   
0601ARA3N       20220101000185100000005000 0300000030000016   
0601ARA3N       20220101000190100000005000 0300000030000016   
0601ARA3N       20220101000195100000005000 0300000030000015   
0601ARA3N       20220101000200100000005000 0300000030000015   
0601ARA3N       20220101000205100000005000 0300000030000014   
0601ARA3N       20220101000210100000005000 0300000030000014   
0601ARA3N       20220101000215100000005000 0300000030000014   
0601ARA3N       20220101000220100000005000 0300000030000013   
0601ARA3N       20220101000225100000005000 0300000030000013   
0601ARA3N       20220101000230100000005000 0300000030000013   
0601ARA3N       20220101000235100000005000 0300000030000013   
0601ARA3N       20220101000240100000005000 0300000030000012   
0601ARA3N       20220101000245100000005000 0300000030000012   
0601ARA3N       20220101000250100000005000 0300000030000012   
0601ARA3N       20220101000255100000005000 0300000030000012   
0601ARA3N       20220101000260100000005000 0300000030000011   
0601ARA3N       20220101000265100000005000 0300000030000011   
0601ARA3N       20220101000270100000005000 0300000030000011   
0601ARA3N       20220101000275100000005000 0300000030000011   
0601ARA3N       20220101000280100000005000 0300000030000011   
0601ARA3N       20220101000285100000005000 0300000030000010   
0601ARA3N       20220101000290100000005000 0300000030000010   
0601ARA3N       20220101000295100000005000 0300000030000010   
0601ARA3N       20220101000300100000005000 0300000030000010   
0601ARA3N       20220101000305100000005000 0300000030000010   
0601ARA3N       20220101000310100000005000 0300000030000010   
0601ARA3N       20220101000315100000005000 0300000030000009   
0601ARA3N       20220101000320100000005000 0300000030000009   
0601ARA3N       20220101000325100000005000 0300000030000009   
0601ARA3N       20220101000330100000005000 0300000030000012   
0601ARA3N       20220101000335100000005000 0300000030000018   
0601ARA3N       20220101000340100000005000 0300000030000027   
0601ARA3N       20220101000345100000005000 0300000030000036   
0601ARA3N       20220101000350100000005000 0300000030000045   
0601ARA3N       20220101000355100000005000 0300000030000057   
0601ARA3N       20220101000360100000005000 0300000030000069   
0601ARA3N       20220101000365100000005000 0300000030000081   
0601ARA3N       20220101000370100000005000 0300000030000092   
0601ARA3N       20220101000375100000005000 0300000030000103   
0601ARA3N       20220101000380100000005000 0300000030000114   
0601ARA3N       20220101000385100000005000 0300000030000125   
0601ARA3N       20220101000390100000005000 0300000030000135   
0601ARA3N       20220101000395100000005000 0300000030000148   
0601ARA3N       20220101000400100000005000 0300000030000160   
0601ARA3N       20220101000405100000005000 0300000030000171   
0601ARA3N       20220101000410100000005000 0300000030000183   
0601ARA3N       20220101000415100000005000 0300000030000194   
0601ARA3N       20220101000420100000005000 0300000030000206   
0601ARA3N       20220101000425100000005000 0300000030000220   
0601ARA3N       20220101000430100000005000 0300000030000231   
0601ARA3N       20220101000435100000005000 0300000030000242   
0601ARA3N       20220101000440100000005000 0300000030000252   
0601ARA3N       20220101000445100000005000 0300000030000263   
0601ARA3N       20220101000450100000005000 0300000030000273   
0601ARA3N       20220101000455100000005000 0300000030000283   
0601ARA3N       20220101000460100000005000 0300000030000292   
0601ARA3N       20220101000465100000005000 0300000030000302   
0601ARA3N       20220101000470100000005000 0300000030000311   
0601ARA3N       20220101000475100000005000 0300000030000320   
0601ARA3N       20220101000480100000005000 0300000030000329   
0601ARA3N       20220101000485100000005000 0300000030000338   
0601ARA3N       20220101000490100000005000 0300000030000346   
0601ARA3N       20220101000495100000005000 0300000030000355   
0601ARA3N       20220101000500100000005000 0300000030000364   
0601ARA3N       20220101000505100000005000 0300000030000375   
0601ARA3N       20220101000510100000005000 0300000030000385   
0601ARA3N       20220101000515100000005000 0300000030000395   
0601ARA3N       20220101000520100000005000 0300000030000405   
0601ARA3N       20220101000525100000005000 0300000030000415   
0601ARA3N       20220101000530100000005000 0300000030000424   
0601ARA3N       20220101000535100000005000 0300000030000433   
0601ARA3N       20220101000540100000005000 0300000030000443   
0601ARA3N       20220101000545100000005000 0300000030000452   
0601ARA3N       20220101000550100000005000 0300000030000460   
0601ARA3N       20220101000555100000005000 0300000030000469   
0601ARA3N       20220101000560100000005000 0300000030000480   
0601ARA3N       20220101000565100000005000 0300000030000488   
0601ARA3N       20220101000570100000005000 0300000030000497   
0601ARA3N       20220101000575100000005000 0300000030000505   
0601ARA3N       20220101000580100000005000 0300000030000513   
0601ARA3N       20220101000585100000005000 0300000030000523   
0601ARA3N       20220101000590100000005000 0300000030000530   
0601ARA3N       20220101000595100000005000 0300000030000538   
0601ARA3N       20220101000600100000005000 0300000030000546   
0601ARA3N       20220101000605100000005000 0300000030000553   
0601ARA3N       20220101000610100000005000 0300000030000562   
0601ARA3N       20220101000615100000005000 0300000030000569   
0601ARA3N       20220101000620100000005000 0300000030000576   
0601ARA3N       20220101000625100000005000 0300000030000583   
0601ARA3N       20220101000630100000005000 0300000030000592   
0601ARA3N       20220101000635100000005000 0300000030000599   
0601ARA3N       20220101000640100000005000 0300000030000606   
0601ARA3N       20220101000645100000005000 0300000030000614   
0601ARA3N       20220101000650100000005000 0300000030000621   
0601ARA3N       20220101000655100000005000 0300000030000630   
0601ARA3N       20220101000660100000005000 0300000030000637   
0601ARA3N       20220101000665100000005000 0300000030000644   
0601ARA3N       20220101000670100000005000 0300000030000651   
0601ARA3N       20220101000675100000005000 0300000030000658   
0601ARA3N       20220101000680100000005000 0300000030000667   
0601ARA3N       20220101000685100000005000 0300000030000675   
0601ARA3N       20220101000690100000005000 0300000030000682   
0601ARA3N       20220101000695100000005000 0300000030000689   
0601ARA3N       20220101000700100000005000 0300000030000697   
0601ARA3N       20220101000705100000005000 0300000030000706   
0601ARA3N       20220101000710100000005000 0300000030000713   
0601ARA3N       20220101000715100000005000 0300000030000720   
0601ARA3N       20220101000720100000005000 0300000030000727   
0601ARA3N       20220101000725100000005000 0300000030000734   
0601ARA3N       20220101000730100000005000 0300000030000742   
0601ARA3N       20220101000735100000005000 0300000030000749   
0601ARA3N       20220101000740100000005000 0300000030000755   
0601ARA3N       20220101000745100000005000 0300000030000762   
0601ARA3N       20220101000750100000005000 0300000030000770   
0601ARA3N       20220101000755100000005000 0300000030000777   
0601ARA3N       20220101000760100000005000 0300000030000784   
0601ARA3N       20220101000765100000005000 0300000030000791   
0601ARA3N       20220101000770100000005000 0300000030000797   
0601ARA3N       20220101000775100000005000 0300000030000806   
0601ARA3N       20220101000780100000005000 0300000030000813   
0601ARA3N       20220101000785100000005000 0300000030000819   
0601ARA3N       20220101000790100000005000 0300000030000826   
0601ARA3N       20220101000795100000005000 0300000030000832   
0601ARA3N       20220101000800100000005000 0300000030000840   
0601ARA3N       20220101000805100000005000 0300000030000846   
0601ARA3N       20220101000810100000005000 0300000030000852   
0601ARA3N       20220101000815100000005000 0300000030000859   
0601ARA3N       20220101000820100000005000 0300000030000865   
0601ARA3N       20220101000825100000005000 0300000030000873   
0601ARA3N       20220101000830100000005000 0300000030000878   
0601ARA3N       20220101000835100000005000 0300000030000884   
0601ARA3N       20220101000840100000005000 0300000030000890   
0601ARA3N       20220101000845100000005000 0300000030000898   
0601ARA3N       20220101000850100000005000 0300000030000903   
0601ARA3N       20220101000855100000005000 0300000030000909   
0601ARA3N       20220101000860100000005000 0300000030000914   
0601ARA3N       20220101000865100000005000 0300000030000920   
0601ARA3N       20220101000870100000005000 0300000030000927   
0601ARA3N       20220101000875100000005000 0300000030000932   
0601ARA3N       20220101000880100000005000 0300000030000938   
0601ARA3N       20220101000885100000005000 0300000030000943   
0601ARA3N       20220101000890100000005000 0300000030000948   
0601ARA3N       20220101000895100000005000 0300000030000955   
0601ARA3N       20220101000900100000005000 0300000030000960   
0601ARA3N       20220101000905100000005000 0300000030000965   
0601ARA3N       20220101000910100000005000 0300000030000970   
0601ARA3N       20220101000915100000005000 0300000030000974   
0601ARA3N       20220101000920100000005000 0300000030000981   
0601ARA3N       20220101000925100000005000 0300000030000986   
0601ARA3N       20220101000930100000005000 0300000030000991   
0601ARA3N       20220101000935100000005000 0300000030000995   
0601ARA3N       20220101000940100000005000 0300000030001000   
0601ARA3N       20220101000945100000005000 0300000030001007   
0601ARA3N       20220101000950100000005000 0300000030001012   
0601ARA3N       20220101000955100000005000 0300000030001017   
0601ARA3N       20220101000960100000005000 0300000030001021   
0601ARA3N       20220101000965100000005000 0300000030001028   
0601ARA3N       20220101000970100000005000 0300000030001032   
0601ARA3N       20220101000975100000005000 0300000030001037   
0601ARA3N       20220101000980100000005000 0300000030001041   
0601ARA3N       20220101000985100000005000 0300000030001046   
0601ARA3N       20220101000990100000005000 0300000030001053   
0601ARA3N       20220101000995100000005000 0300000030001058   
0601ARA3N       20220101001000100000005000 0300000030001064   
0601ARA3N       20220101001005100000005000 0300000030001069   
0601ARA3N       20220101001010100000005000 0300000030001075   
0601ARA3N       20220101001015100000005000 0300000030001082   
0601ARA3N       20220101001020100000005000 0300000030001087   
0601ARA3N       20220101001025100000005000 0300000030001092   
0601ARA3N       20220101001030100000005000 0300000030001097   
0601ARA3N       20220101001035100000005000 0300000030001103   
0601ARA3N       20220101001040100000005000 0300000030001110   
0601ARA3N       20220101001045100000005000 0300000030001114   
0601ARA3N       20220101001050100000005000 0300000030001119   
0601ARA3N       20220101001055100000005000 0300000030001124   
0601ARA3N       20220101001060100000005000 0300000030001131   
0601ARA3N       20220101001065100000005000 0300000030001135   
0601ARA3N       20220101001070100000005000 0300000030001140   
0601ARA3N       20220101001075100000005000 0300000030001145   
0601ARA3N       20220101001080100000005000 0300000030001150   
0601ARA3N       20220101001085100000005000 0300000030001157   
0601ARA3N       20220101001090100000005000 0300000030001162   
0601ARA3N       20220101001095100000005000 0300000030001166   
0601ARA3N       20220101001100100000005000 0300000030001171   
0601ARA3N       20220101001105100000005000 0300000030001176   
0601ARA3N       20220101001110100000005000 0300000030001182   
0601ARA3N       20220101001115100000005000 0300000030001187   
0601ARA3N       20220101001120100000005000 0300000030001192   
0601ARA3N       20220101001125100000005000 0300000030001196   
0601ARA3N       20220101001130100000005000 0300000030001201   
0601ARA3N       20220101001135100000005000 0300000030001207   
0601ARA3N       20220101001140100000005000 0300000030001212   
0601ARA3N       20220101001145100000005000 0300000030001216   
0601ARA3N       20220101001150100000005000 0300000030001220   
0601ARA3N       20220101001155100000005000 0300000030001224   
0601ARA3N       20220101001160100000005000 0300000030001231   
0601ARA3N       20220101001165100000005000 0300000030001235   
0601ARA3N       20220101001170100000005000 0300000030001239   
0601ARA3N       20220101001175100000005000 0300000030001243   
0601ARA3N       20220101001180100000005000 0300000030001249   
0601ARA3N       20220101001185100000005000 0300000030001253   
0601ARA3N       20220101001190100000005000 0300000030001257   
0601ARA3N       20220101001195100000005000 0300000030001261   
0601ARA3N       20220101001200100000005000 0300000030001265   
0601ARA3N       20220101001205100000005000 0300000030001271   
0601ARA3N       20220101001210100000005000 0300000030001275   
0601ARA3N       20220101001215100000005000 0300000030001279   
0601ARA3N       20220101001220100000005000 0300000030001283   
0601ARA3N       20220101001225100000005000 0300000030001286   
0601ARA3N       20220101001230100000005000 0300000030001292   
0601ARA3N       20220101001235100000005000 0300000030001296   
0601ARA3N       20220101001240100000005000 0300000030001299   
0601ARA3N       20220101001245100000005000 0300000030001305   
0601ARA3N       20220101001250100000005000 0300000030001308   
0601ARA3N       20220101001255100000005000 0300000030001312   
0601ARA3N       20220101001260100000005000 0300000030001317   
0601ARA3N       20220101001265100000005000 0300000030001321   
0601ARA3N       20220101001270100000005000 0300000030001324   
0601ARA3N       20220101001275100000005000 0300000030001328   
0601ARA3N       20220101001280100000005000 0300000030001333   
0601ARA3N       20220101001285100000005000 0300000030001336   
0601ARA3N       20220101001290100000005000 0300000030001341   
0601ARA3N       20220101001295100000005000 0300000030001346   
0601ARA3N       20220101001300100000005000 0300000030001350   
0601ARA3N       20220101001305100000005000 0300000030001354   
0601ARA3N       20220101001310100000005000 0300000030001360   
0601ARA3N       20220101001315100000005000 0300000030001364   
0601ARA3N       20220101001320100000005000 0300000030001368   
0601ARA3N       20220101001325100000005000 0300000030001374   
0601ARA3N       20220101001330100000005000 0300000030001377   
0601ARA3N       20220101001335100000005000 0300000030001381   
0601ARA3N       20220101001340100000005000 0300000030001387   
0601ARA3N       20220101001345100000005000 0300000030001391   
0601ARA3N       20220101001350100000005000 0300000030001394   
0601ARA3N       20220101001355100000005000 0300000030001400   
0601ARA3N       20220101001360100000005000 0300000030001403   
0601ARA3N       20220101001365100000005000 0300000030001407   
0601ARA3N       20220101001370100000005000 0300000030001412   
0601ARA3N       20220101001375100000005000 0300000030001416   
0601ARA3N       20220101001380100000005000 0300000030001419   
0601ARA3N       20220101001385100000005000 0300000030001425   
0601ARA3N       20220101001390100000005000 0300000030001428   
0601ARA3N       20220101001395100000005000 0300000030001432   
0601ARA3N       20220101001400100000005000 0300000030001437   
0601ARA3N       20220101001405100000005000 0300000030001440   
0601ARA3N       20220101001410100000005000 0300000030001444   
0601ARA3N       20220101001415100000005000 0300000030001449   
0601ARA3N       20220101001420100000005000 0300000030001453   
0601ARA3N       20220101001425100000005000 0300000030001456   
0601ARA3N       20220101001430100000005000 0300000030001462   
0601ARA3N       20220101001435100000005000 0300000030001465   
0601ARA3N       20220101001440100000005000 0300000030001469   
0601ARA3N       20220101001445100000005000 0300000030001472   
0601ARA3N       20220101001450100000005000 0300000030001477   
0601ARA3N       20220101001455100000005000 0300000030001480   
0601ARA3N       20220101001460100000005000 0300000030001484   
0601ARA3N       20220101001465100000005000 0300000030001489   
0601ARA3N       20220101001470100000005000 0300000030001492   
0601ARA3N       20220101001475100000005000 0300000030001495   
0601ARA3N       20220101001480100000005000 0300000030001500   
0601ARA3N       20220101001485100000005000 0300000030001503   
0601ARA3N       20220101001490100000005000 0300000030001507   
0601ARA3N       20220101001495100000005000 0300000030001511   
0601ARA3N       20220101001500100000005000 0300000030001515   
0601ARA3N       20220101001505100000005000 0300000030001518   
0601ARA3N       20220101001510100000005000 0300000030001522   
0601ARA3N       20220101001515100000005000 0300000030001525   
0601ARA3N       20220101001520100000005000 0300000030001529   
0601ARA3N       20220101001525100000005000 0300000030001533   
0601ARA3N       20220101001530100000005000 0300000030001536   
0601ARA3N       20220101001535100000005000 0300000030001539   
0601ARA3N       20220101001540100000005000 0300000030001544   
0601ARA3N       20220101001545100000005000 0300000030001547   
0601ARA3N       20220101001550100000005000 0300000030001550   
0601ARA3N       20220101001555100000005000 0300000030001554   
0601ARA3N       20220101001560100000005000 0300000030001557   
0601ARA3N       20220101001565100000005000 0300000030001560   
0601ARA3N       20220101001570100000005000 0300000030001564   
0601ARA3N       20220101001575100000005000 0300000030001567   
0601ARA3N       20220101001580100000005000 0300000030001570   
0601ARA3N       20220101001585100000005000 0300000030001575   
0601ARA3N       20220101001590100000005000 0300000030001579   
0601ARA3N       20220101001595100000005000 0300000030001582   
0601ARA3N       20220101001600100000005000 0300000030001586   
0601ARA3N       20220101001605100000005000 0300000030001590   
0601ARA3N       20220101001610100000005000 0300000030001593   
0601ARA3N       20220101001615100000005000 0300000030001597   
0601ARA3N       20220101001620100000005000 0300000030001601   
0601ARA3N       20220101001625100000005000 0300000030001605   
0601ARA3N       20220101001630100000005000 0300000030001608   
0601ARA3N       20220101001635100000005000 0300000030001613   
0601ARA3N       20220101001640100000005000 0300000030001616   
0601ARA3N       20220101001645100000005000 0300000030001619   
0601ARA3N       20220101001650100000005000 0300000030001623   
0601ARA3N       20220101001655100000005000 0300000030001627   
0601ARA3N       20220101001660100000005000 0300000030001630   
0601ARA3N       20220101001665100000005000 0300000030001634   
0601ARA3N       20220101001670100000005000 0300000030001637   
0601ARA3N       20220101001675100000005000 0300000030001640   
0601ARA3N       20220101001680100000005000 0300000030001645   
0601ARA3N       20220101001685100000005000 0300000030001648   
0601ARA3N       20220101001690100000005000 0300000030001651   
0601ARA3N       20220101001695100000005000 0300000030001655   
0601ARA3N       20220101001700100000005000 0300000030001658   
0601ARA3N       20220101001705100000005000 0300000030001661   
0601ARA3N       20220101001710100000005000 0300000030001665   
0601ARA3N       20220101001715100000005000 0300000030001668   
0601ARA3N       20220101001720100000005000 0300000030001671   
0601ARA3N       20220101001725100000005000 0300000030001675   
0601ARA3N       20220101001730100000005000 0300000030001678   
0601ARA3N       20220101001735100000005000 0300000030001681   
0601ARA3N       20220101001740100000005000 0300000030001685   
0601ARA3N       20220101001745100000005000 0300000030001688   
0601ARA3N       20220101001750100000005000 0300000030001690   
0601ARA3N       20220101001755100000005000 0300000030001694   
0601ARA3N       20220101001760100000005000 0300000030001697   
0601ARA3N       20220101001765100000005000 0300000030001700   
0601ARA3N       20220101001770100000005000 0300000030001704   
0601ARA3N       20220101001775100000005000 0300000030001707   
0601ARA3N       20220101001780100000005000 0300000030001709   
0601ARA3N       20220101001785100000005000 0300000030001712   
0601ARA3N       20220101001790100000005000 0300000030001716   
0601ARA3N       20220101001795100000005000 0300000030001719   
0601ARA3N       20220101001800100000005000 0300000030001721   
0601ARA3N       20220101001805100000005000 0300000030001725   
0601ARA3N       20220101001810100000005000 0300000030001728   
0601ARA3N       20220101001815100000005000 0300000030001730   
0601ARA3N       20220101001820100000005000 0300000030001734   
0601ARA3N       20220101001825100000005000 0300000030001737   
0601ARA3N       20220101001830100000005000 0300000030001739   
0601ARA3N       20220101001835100000005000 0300000030001743   
0601ARA3N       20220101001840100000005000 0300000030001745   
0601ARA3N       20220101001845100000005000 0300000030001748   
0601ARA3N       20220101001850100000005000 0300000030001752   
0601ARA3N       20220101001855100000005000 0300000030001754   
0601ARA3N       20220101001860100000005000 0300000030001756   
0601ARA3N       20220101001865100000005000 0300000030001760   
0601ARA3N       20220101001870100000005000 0300000030001763   
0601ARA3N       20220101001875100000005000 0300000030001765   
0601ARA3N       20220101001880100000005000 0300000030001769   
0601ARA3N       20220101001885100000005000 0300000030001771   
0601ARA3N       20220101001890100000005000 0300000030001773   
0601ARA3N       20220101001895100000005000 0300000030001776   
0601ARA3N       20220101001900100000005000 0300000030001779   
0601ARA3N       20220101001905100000005000 0300000030001781   
0601ARA3N       20220101001910100000005000 0300000030001785   
0601ARA3N       20220101001915100000005000 0300000030001787   
0601ARA3N       20220101001920100000005000 0300000030001790   
0601ARA3N       20220101001925100000005000 0300000030001793   
0601ARA3N       20220101001930100000005000 0300000030001795   
0601ARA3N       20220101001935100000005000 0300000030001797   
0601ARA3N       20220101001940100000005000 0300000030001801   
0601ARA3N       20220101001945100000005000 0300000030001803   
0601ARA3N       20220101001950100000005000 0300000030001805   
0601ARA3N       20220101001955100000005000 0300000030001807   
0601ARA3N       20220101001960100000005000 0300000030001811   
0601ARA3N       20220101001965100000005000 0300000030001813   
0601ARA3N       20220101001970100000005000 0300000030001815   
0601ARA3N       20220101001975100000005000 0300000030001819   
0601ARA3N       20220101001980100000005000 0300000030001822   
0601ARA3N       20220101001985100000005000 0300000030001824   
0601ARA3N       20220101001990100000005000 0300000030001828   
0601ARA3N       20220101001995100000005000 0300000030001831   
0601ARA3N       20220101002000100000005000 0300000030001833   
0601ARA3N       20220101002005100000005000 0300000030001837   
0601ARA3N       20220101002010100000005000 0300000030001840   
0601ARA3N       20220101002015100000005000 0300000030001842   
0601ARA3N       20220101002020100000005000 0300000030001846   
0601ARA3N       20220101002025100000005000 0300000030001848   
0601ARA3N       20220101002030100000005000 0300000030001851   
0601ARA3N       20220101002035100000005000 0300000030001854   
0601ARA3N       20220101002040100000005000 0300000030001857   
0601ARA3N       20220101002045100000005000 0300000030001859   
0601ARA3N       20220101002050100000005000 0300000030001862   
0601ARA3N       20220101002055100000005000 0300000030001865   
0601ARA3N       20220101002060100000005000 0300000030001868   
0601ARA3N       20220101002065100000005000 0300000030001871   
0601ARA3N       20220101002070100000005000 0300000030001874   
0601ARA3N       20220101002075100000005000 0300000030001876   
0601ARA3N       20220101002080100000005000 0300000030001879   
0601ARA3N       20220101002085100000005000 0300000030001882   
0601ARA3N       20220101002090100000005000 0300000030001884   
0601ARA3N       20220101002095100000005000 0300000030001887   
0601ARA3N       20220101002100100000005000 0300000030001890   
0601ARA3N       20220101002105100000005000 0300000030001892   
0601ARA3N       20220101002110100000005000 0300000030001895   
0601ARA3N       20220101002115100000005000 0300000030001898   
0601ARA3N       20220101002120100000005000 0300000030001900   
0601ARA3N       20220101002125100000005000 0300000030001902   
0601ARA3N       20220101002130100000005000 0300000030001906   
0601ARA3N       20220101002135100000005000 0300000030001908   
0601ARA3N       20220101002140100000005000 0300000030001910   
0601ARA3N       20220101002145100000005000 0300000030001913   
0601ARA3N       20220101002150100000005000 0300000030001915   
0601ARA3N       20220101002155100000005000 0300000030001917   
0601ARA3N       20220101002160100000005000 0300000030001921   
0601ARA3N       20220101002165100000005000 0300000030001923   
0601ARA3N       20220101002170100000005000 0300000030001925   
0601ARA3N       20220101002175100000005000 0300000030001928   
0601ARA3N       20220101002180100000005000 0300000030001930   
0601ARA3N       20220101002185100000005000 0300000030001932   
0601ARA3N       20220101002190100000005000 0300000030001935   
0601ARA3N       20220101002195100000005000 0300000030001938   
0601ARA3N       20220101002200100000005000 0300000030001940   
0601ARA3N       20220101002205100000005000 0300000030001943   
0601ARA3N       20220101002210100000005000 0300000030001945   
0601ARA3N       20220101002215100000005000 0300000030001947   
0601ARA3N       20220101002220100000005000 0300000030001950   
0601ARA3N       20220101002225100000005000 0300000030001952   
0601ARA3N       20220101002230100000005000 0300000030001954   
0601ARA3N       20220101002235100000005000 0300000030001957   
0601ARA3N       20220101002240100000005000 0300000030001959   
0601ARA3N       20220101002245100000005000 0300000030001961   
0601ARA3N       20220101002250100000005000 0300000030001964   
0601ARA3N       20220101002255100000005000 0300000030001966   
0601ARA3N       20220101002260100000005000 0300000030001968   
0601ARA3N       20220101002265100000005000 0300000030001971   
0601ARA3N       20220101002270100000005000 0300000030001973   
0601ARA3N       20220101002275100000005000 0300000030001975   
0601ARA3N       20220101002280100000005000 0300000030001978   
0601ARA3N       20220101002285100000005000 0300000030001980   
0601ARA3N       20220101002290100000005000 0300000030001982   
0601ARA3N       20220101002295100000005000 0300000030001984   
0601ARA3N       20220101002300100000005000 0300000030001987   
0601ARA3N       20220101002305100000005000 0300000030001989   
0601ARA3N       20220101002310100000005000 0300000030001990   
0601ARA3N       20220101002315100000005000 0300000030001993   
0601ARA3N       20220101002320100000005000 0300000030001995   
0601ARA3N       20220101002325100000005000 0300000030001997   
0601ARA3N       20220101002330100000005000 0300000030002000   
0601ARA3N       20220101002335100000005000 0300000030002002   
0601ARA3N       20220101002340100000005000 0300000030002003   
0601ARA3N       20220101002345100000005000 0300000030002006   
0601ARA3N       20220101002350100000005000 0300000030002008   
0601ARA3N       20220101002355100000005000 0300000030002010   
0601ARA3N       20220101002360100000005000 0300000030002012   
0601ARA3N       20220101002365100000005000 0300000030002015   
0601ARA3N       20220101002370100000005000 0300000030002016   
0601ARA3N       20220101002375100000005000 0300000030002019   
0601ARA3N       20220101002380100000005000 0300000030002021   
0601ARA3N       20220101002385100000005000 0300000030002022   
0601ARA3N       20220101002390100000005000 0300000030002025   
0601ARA3N       20220101002395100000005000 0300000030002027   
0601ARA3N       20220101002400100000005000 0300000030002029   
0601ARA3N       20220101002405100000005000 0300000030002031   
0601ARA3N       20220101002410100000005000 0300000030002033   
0601ARA3N       20220101002415100000005000 0300000030002035   
0601ARA3N       20220101002420100000005000 0300000030002037   
0601ARA3N       20220101002425100000005000 0300000030002039   
0601ARA3N       20220101002430100000005000 0300000030002041   
0601ARA3N       20220101002435100000005000 0300000030002043   
0601ARA3N       20220101002440100000005000 0300000030002045   
0601ARA3N       20220101002445100000005000 0300000030002047   
0601ARA3N       20220101002450100000005000 0300000030002049   
0601ARA3N       20220101002455100000005000 0300000030002051   
0601ARA3N       20220101002460100000005000 0300000030002053   
0601ARA3N       20220101002465100000005000 0300000030002054   
0601ARA3N       20220101002470100000005000 0300000030002057   
0601ARA3N       20220101002475100000005000 0300000030002058   
0601ARA3N       20220101002480100000005000 0300000030002060   
0601ARA3N       20220101002485100000005000 0300000030002062   
0601ARA3N       20220101002490100000005000 0300000030002064   
0601ARA3N       20220101002495100000005000 0300000030002066   
0601ARA3N       20220101002500100000500000 0300000030002143   
0601ARA3N       20220101003000100000500000 0300000030002247   
0601ARA3N       20220101003500100000500000 0300000030002323   
0601ARA3N       20220101004000100000500000 0300000030002380   
0601ARA3N       20220101004500100000500000 0300000030002427   
0601ARA4N       20220101000000100000115000 0400000030000026   
0601ARA4N       20220101000115100000005000 0400000030000026   
0601ARA4N       20220101000120100000005000 0400000030000024   
0601ARA4N       20220101000125100000005000 0400000030000024   
0601ARA4N       20220101000130100000005000 0400000030000023   
0601ARA4N       20220101000135100000005000 0400000030000022   
0601ARA4N       20220101000140100000005000 0400000030000021   
0601ARA4N       20220101000145100000005000 0400000030000020   
0601ARA4N       20220101000150100000005000 0400000030000020   
0601ARA4N       20220101000155100000005000 0400000030000019   
0601ARA4N       20220101000160100000005000 0400000030000018   
0601ARA4N       20220101000165100000005000 0400000030000018   
0601ARA4N       20220101000170100000005000 0400000030000017   
0601ARA4N       20220101000175100000005000 0400000030000017   
0601ARA4N       20220101000180100000005000 0400000030000016   
0601ARA4N       20220101000185100000005000 0400000030000016   
