00AG               20211201                                                                                   
0601AGB9N       20220101000365100000005000 0900000020000010   
0601AGB9N       20220101000370100000005000 0900000020000010   
0601AGB9N       20220101000375100000005000 0900000020000010   
0601AGB9N       20220101000380100000005000 0900000020000010   
0601AGB9N       20220101000385100000005000 0900000020000010   
0601AGB9N       20220101000390100000005000 0900000020000010   
0601AGB9N       20220101000395100000005000 0900000020000010   
0601AGB9N       20220101000400100000005000 0900000020000010   
0601AGB9N       20220101000405100000005000 0900000020000010   
0601AGB9N       20220101000410100000005000 0900000020000010   
0601AGB9N       20220101000415100000005000 0900000020000010   
0601AGB9N       20220101000420100000005000 0900000020000010   
0601AGB9N       20220101000425100000005000 0900000020000010   
0601AGB9N       20220101000430100000005000 0900000020000010   
0601AGB9N       20220101000435100000005000 0900000020000010   
0601AGB9N       20220101000440100000005000 0900000020000010   
0601AGB9N       20220101000445100000005000 0900000020000010   
0601AGB9N       20220101000450100000005000 0900000020000010   
0601AGB9N       20220101000455100000005000 0900000020000010   
0601AGB9N       20220101000460100000005000 0900000020000010   
0601AGB9N       20220101000465100000005000 0900000020000010   
0601AGB9N       20220101000470100000005000 0900000020000010   
0601AGB9N       20220101000475100000005000 0900000020000010   
0601AGB9N       20220101000480100000005000 0900000020000010   
0601AGB9N       20220101000485100000005000 0900000020000010   
0601AGB9N       20220101000490100000005000 0900000020000010   
0601AGB9N       20220101000495100000005000 0900000020000010   
0601AGB9N       20220101000500100000005000 0900000020000010   
0601AGB9N       20220101000505100000005000 0900000020000010   
0601AGB9N       20220101000510100000005000 0900000020000010   
0601AGB9N       20220101000515100000005000 0900000020000010   
0601AGB9N       20220101000520100000005000 0900000020000010   
0601AGB9N       20220101000525100000005000 0900000020000010   
0601AGB9N       20220101000530100000005000 0900000020000010   
0601AGB9N       20220101000535100000005000 0900000020000010   
0601AGB9N       20220101000540100000005000 0900000020000010   
0601AGB9N       20220101000545100000005000 0900000020000010   
0601AGB9N       20220101000550100000005000 0900000020000010   
0601AGB9N       20220101000555100000005000 0900000020000010   
0601AGB9N       20220101000560100000005000 0900000020000010   
0601AGB9N       20220101000565100000005000 0900000020000010   
0601AGB9N       20220101000570100000005000 0900000020000010   
0601AGB9N       20220101000575100000005000 0900000020000010   
0601AGB9N       20220101000580100000005000 0900000020000010   
0601AGB9N       20220101000585100000005000 0900000020000010   
0601AGB9N       20220101000590100000005000 0900000020000010   
0601AGB9N       20220101000595100000005000 0900000020000010   
0601AGB9N       20220101000600100000005000 0900000020000010   
0601AGB9N       20220101000605100000005000 0900000020000010   
0601AGB9N       20220101000610100000005000 0900000020000010   
0601AGB9N       20220101000615100000005000 0900000020000010   
0601AGB9N       20220101000620100000005000 0900000020000010   
0601AGB9N       20220101000625100000005000 0900000020000010   
0601AGB9N       20220101000630100000005000 0900000020000010   
0601AGB9N       20220101000635100000005000 0900000020000010   
0601AGB9N       20220101000640100000005000 0900000020000010   
0601AGB9N       20220101000645100000005000 0900000020000010   
0601AGB9N       20220101000650100000005000 0900000020000010   
0601AGB9N       20220101000655100000005000 0900000020000010   
0601AGB9N       20220101000660100000005000 0900000020000010   
0601AGB9N       20220101000665100000005000 0900000020000010   
0601AGB9N       20220101000670100000005000 0900000020000010   
0601AGB9N       20220101000675100000005000 0900000020000010   
0601AGB9N       20220101000680100000005000 0900000020000010   
0601AGB9N       20220101000685100000005000 0900000020000010   
0601AGB9N       20220101000690100000005000 0900000020000010   
0601AGB9N       20220101000695100000005000 0900000020000010   
0601AGB9N       20220101000700100000005000 0900000020000010   
0601AGB9N       20220101000705100000005000 0900000020000010   
0601AGB9N       20220101000710100000005000 0900000020000010   
0601AGB9N       20220101000715100000005000 0900000020000010   
0601AGB9N       20220101000720100000005000 0900000020000010   
0601AGB9N       20220101000725100000005000 0900000020000010   
0601AGB9N       20220101000730100000005000 0900000020000010   
0601AGB9N       20220101000735100000005000 0900000020000010   
0601AGB9N       20220101000740100000005000 0900000020000010   
0601AGB9N       20220101000745100000005000 0900000020000010   
0601AGB9N       20220101000750100000005000 0900000020000010   
0601AGB9N       20220101000755100000005000 0900000020000010   
0601AGB9N       20220101000760100000005000 0900000020000010   
0601AGB9N       20220101000765100000005000 0900000020000010   
0601AGB9N       20220101000770100000005000 0900000020000010   
0601AGB9N       20220101000775100000005000 0900000020000010   
0601AGB9N       20220101000780100000005000 0900000020000010   
0601AGB9N       20220101000785100000005000 0900000020000010   
0601AGB9N       20220101000790100000005000 0900000020000010   
0601AGB9N       20220101000795100000005000 0900000020000010   
0601AGB9N       20220101000800100000005000 0900000020000010   
0601AGB9N       20220101000805100000005000 0900000020000010   
0601AGB9N       20220101000810100000005000 0900000020000010   
0601AGB9N       20220101000815100000005000 0900000020000010   
0601AGB9N       20220101000820100000005000 0900000020000010   
0601AGB9N       20220101000825100000005000 0900000020000010   
0601AGB9N       20220101000830100000005000 0900000020000010   
0601AGB9N       20220101000835100000005000 0900000020000010   
0601AGB9N       20220101000840100000005000 0900000020000010   
0601AGB9N       20220101000845100000005000 0900000020000010   
0601AGB9N       20220101000850100000005000 0900000020000010   
0601AGB9N       20220101000855100000005000 0900000020000010   
0601AGB9N       20220101000860100000005000 0900000020000010   
0601AGB9N       20220101000865100000005000 0900000020000010   
0601AGB9N       20220101000870100000005000 0900000020000010   
0601AGB9N       20220101000875100000005000 0900000020000010   
0601AGB9N       20220101000880100000005000 0900000020000010   
0601AGB9N       20220101000885100000005000 0900000020000010   
0601AGB9N       20220101000890100000005000 0900000020000010   
0601AGB9N       20220101000895100000005000 0900000020000010   
0601AGB9N       20220101000900100000005000 0900000020000010   
0601AGB9N       20220101000905100000005000 0900000020000010   
0601AGB9N       20220101000910100000005000 0900000020000010   
0601AGB9N       20220101000915100000005000 0900000020000010   
0601AGB9N       20220101000920100000005000 0900000020000010   
0601AGB9N       20220101000925100000005000 0900000020000010   
0601AGB9N       20220101000930100000005000 0900000020000010   
0601AGB9N       20220101000935100000005000 0900000020000010   
0601AGB9N       20220101000940100000005000 0900000020000010   
0601AGB9N       20220101000945100000005000 0900000020000010   
0601AGB9N       20220101000950100000005000 0900000020000010   
0601AGB9N       20220101000955100000005000 0900000020000010   
0601AGB9N       20220101000960100000005000 0900000020000010   
0601AGB9N       20220101000965100000005000 0900000020000010   
0601AGB9N       20220101000970100000005000 0900000020000020   
0601AGB9N       20220101000975100000005000 0900000020000020   
0601AGB9N       20220101000980100000005000 0900000020000030   
0601AGB9N       20220101000985100000005000 0900000020000030   
0601AGB9N       20220101000990100000005000 0900000020000030   
0601AGB9N       20220101000995100000005000 0900000020000030   
0601AGB9N       20220101001000100000050000 0900000020000050   
0601AGB9N       20220101001050100000050000 0900000020000080   
0601AGB9N       20220101001100100000050000 0900000020000110   
0601AGB9N       20220101001150100000050000 0900000020000150   
0601AGB9N       20220101001200100000050000 0900000020000180   
0601AGB9N       20220101001250100000050000 0900000020000210   
0601AGB9N       20220101001300100000050000 0900000020000250   
0601AGB9N       20220101001350100000050000 0900000020000280   
0601AGB9N       20220101001400100000050000 0900000020000320   
0601AGB9N       20220101001450100000050000 0900000020000360   
0601AGB9N       20220101001500100000050000 0900000020000390   
0601AGB9N       20220101001550100000050000 0900000020000430   
0601AGB9N       20220101001600100000050000 0900000020000460   
0601AGB9N       20220101001650100000050000 0900000020000490   
0601AGB9N       20220101001700100000050000 0900000020000520   
0601AGB9N       20220101001750100000050000 0900000020000560   
0601AGB9N       20220101001800100000050000 0900000020000610   
0601AGB9N       20220101001850100000050000 0900000020000650   
0601AGB9N       20220101001900100000050000 0900000020000690   
0601AGB9N       20220101001950100000050000 0900000020000740   
0601AGB9N       20220101002000100000050000 0900000020000780   
0601AGB9N       20220101002050100000050000 0900000020000820   
0601AGB9N       20220101002100100000050000 0900000020000870   
0601AGB9N       20220101002150100000050000 0900000020000920   
0601AGB9N       20220101002200100000050000 0900000020000960   
0601AGB9N       20220101002250100000050000 0900000020001010   
0601AGB9N       20220101002300100000050000 0900000020001050   
0601AGB9N       20220101002350100000050000 0900000020001090   
0601AGB9N       20220101002400100000050000 0900000020001130   
0601AGB9N       20220101002450100000050000 0900000020001170   
0601AGB9N       20220101002500100000050000 0900000020001200   
0601AGB9N       20220101002550100000050000 0900000020001240   
0601AGB9N       20220101002600100000050000 0900000020001270   
0601AGB9N       20220101002650100000050000 0900000020001300   
0601AGB9N       20220101002700100000050000 0900000020001330   
0601AGB9N       20220101002750100000050000 0900000020001360   
0601AGB9N       20220101002800100000050000 0900000020001390   
0601AGB9N       20220101002850100000050000 0900000020001420   
0601AGB9N       20220101002900100000050000 0900000020001450   
0601AGB9N       20220101002950100000050000 0900000020001480   
0601AGB9N       20220101003000100000500000 0900000020001610   
0601AGB9N       20220101003500100000500000 0900000020001810   
0601AGB9N       20220101004000100000500000 0900000020001960   
0601AGB9N       20220101004500100000500000 0900000020002090   
0601AGB9N       20220101005000100000500000 0900000020002190   
0601AGB9N       20220101005500100000500000 0900000020002280   
0601AGB9N       20220101006000100000500000 0900000020002350   
0601AGB9N       20220101006500100000500000 0900000020002410   
0601AGB9N       20220101007000100000500000 0900000020002460   
0601AGB9N       20220101007500100000500000 0900000020002510   
0601AGB9N       20220101008000100000500000 0900000020002560   
0601AGB9N       20220101008500100000500000 0900000020002600   
0601AGB9N       20220101009000100000500000 0900000020002630   
0601AGB9N       20220101009500100000500000 0900000020002660   
0601AGB0Y       20220101000000100000025000 0000000020000000   
0601AGB0Y       20220101000025100000005000 0000000020000000   
0601AGB0Y       20220101000030100000005000 0000000020000000   
0601AGB0Y       20220101000035100000005000 0000000020000000   
0601AGB0Y       20220101000040100000005000 0000000020000000   
0601AGB0Y       20220101000045100000005000 0000000020000000   
0601AGB0Y       20220101000050100000005000 0000000020000000   
0601AGB0Y       20220101000055100000005000 0000000020000000   
0601AGB0Y       20220101000060100000005000 0000000020000000   
0601AGB0Y       20220101000065100000005000 0000000020000000   
0601AGB0Y       20220101000070100000005000 0000000020000000   
0601AGB0Y       20220101000075100000005000 0000000020000000   
0601AGB0Y       20220101000080100000005000 0000000020000000   
0601AGB0Y       20220101000085100000005000 0000000020000000   
0601AGB0Y       20220101000090100000005000 0000000020000000   
0601AGB0Y       20220101000095100000005000 0000000020000000   
0601AGB0Y       20220101000100100000005000 0000000020000000   
0601AGB0Y       20220101000105100000005000 0000000020000000   
0601AGB0Y       20220101000110100000005000 0000000020000000   
0601AGB0Y       20220101000115100000005000 0000000020000000   
0601AGB0Y       20220101000120100000005000 0000000020000000   
0601AGB0Y       20220101000125100000005000 0000000020000000   
0601AGB0Y       20220101000130100000005000 0000000020000000   
0601AGB0Y       20220101000135100000005000 0000000020000000   
0601AGB0Y       20220101000140100000005000 0000000020000000   
0601AGB0Y       20220101000145100000005000 0000000020000000   
0601AGB0Y       20220101000150100000005000 0000000020000000   
0601AGB0Y       20220101000155100000005000 0000000020000000   
0601AGB0Y       20220101000160100000005000 0000000020000000   
0601AGB0Y       20220101000165100000005000 0000000020000000   
0601AGB0Y       20220101000170100000005000 0000000020000000   
0601AGB0Y       20220101000175100000005000 0000000020000000   
0601AGB0Y       20220101000180100000005000 0000000020000000   
0601AGB0Y       20220101000185100000005000 0000000020000000   
0601AGB0Y       20220101000190100000005000 0000000020000000   
0601AGB0Y       20220101000195100000005000 0000000020000000   
0601AGB0Y       20220101000200100000005000 0000000020000000   
0601AGB0Y       20220101000205100000005000 0000000020000000   
0601AGB0Y       20220101000210100000005000 0000000020000000   
0601AGB0Y       20220101000215100000005000 0000000020000000   
0601AGB0Y       20220101000220100000005000 0000000020000000   
0601AGB0Y       20220101000225100000005000 0000000020000000   
0601AGB0Y       20220101000230100000005000 0000000020000000   
0601AGB0Y       20220101000235100000005000 0000000020000000   
0601AGB0Y       20220101000240100000005000 0000000020000000   
0601AGB0Y       20220101000245100000005000 0000000020000020   
0601AGB0Y       20220101000250100000005000 0000000020000020   
0601AGB0Y       20220101000255100000005000 0000000020000020   
0601AGB0Y       20220101000260100000005000 0000000020000020   
0601AGB0Y       20220101000265100000005000 0000000020000030   
0601AGB0Y       20220101000270100000005000 0000000020000030   
0601AGB0Y       20220101000275100000005000 0000000020000030   
0601AGB0Y       20220101000280100000005000 0000000020000040   
0601AGB0Y       20220101000285100000005000 0000000020000040   
0601AGB0Y       20220101000290100000005000 0000000020000080   
0601AGB0Y       20220101000295100000005000 0000000020000090   
0601AGB0Y       20220101000300100000005000 0000000020000090   
0601AGB0Y       20220101000305100000005000 0000000020000100   
0601AGB0Y       20220101000310100000005000 0000000020000100   
0601AGB0Y       20220101000315100000005000 0000000020000110   
0601AGB0Y       20220101000320100000005000 0000000020000110   
0601AGB0Y       20220101000325100000005000 0000000020000110   
0601AGB0Y       20220101000330100000005000 0000000020000120   
0601AGB0Y       20220101000335100000005000 0000000020000120   
0601AGB0Y       20220101000340100000005000 0000000020000130   
0601AGB0Y       20220101000345100000005000 0000000020000140   
0601AGB0Y       20220101000350100000005000 0000000020000150   
0601AGB0Y       20220101000355100000005000 0000000020000160   
0601AGB0Y       20220101000360100000005000 0000000020000160   
0601AGB0Y       20220101000365100000005000 0000000020000170   
0601AGB0Y       20220101000370100000005000 0000000020000170   
0601AGB0Y       20220101000375100000005000 0000000020000180   
0601AGB0Y       20220101000380100000005000 0000000020000180   
0601AGB0Y       20220101000385100000005000 0000000020000190   
0601AGB0Y       20220101000390100000005000 0000000020000190   
0601AGB0Y       20220101000395100000005000 0000000020000200   
0601AGB0Y       20220101000400100000005000 0000000020000220   
0601AGB0Y       20220101000405100000005000 0000000020000230   
0601AGB0Y       20220101000410100000005000 0000000020000230   
0601AGB0Y       20220101000415100000005000 0000000020000230   
0601AGB0Y       20220101000420100000005000 0000000020000240   
0601AGB0Y       20220101000425100000005000 0000000020000250   
0601AGB0Y       20220101000430100000005000 0000000020000250   
0601AGB0Y       20220101000435100000005000 0000000020000260   
0601AGB0Y       20220101000440100000005000 0000000020000270   
0601AGB0Y       20220101000445100000005000 0000000020000270   
0601AGB0Y       20220101000450100000005000 0000000020000280   
0601AGB0Y       20220101000455100000005000 0000000020000300   
0601AGB0Y       20220101000460100000005000 0000000020000310   
0601AGB0Y       20220101000465100000005000 0000000020000310   
0601AGB0Y       20220101000470100000005000 0000000020000320   
0601AGB0Y       20220101000475100000005000 0000000020000320   
0601AGB0Y       20220101000480100000005000 0000000020000330   
0601AGB0Y       20220101000485100000005000 0000000020000330   
0601AGB0Y       20220101000490100000005000 0000000020000340   
0601AGB0Y       20220101000495100000005000 0000000020000340   
0601AGB0Y       20220101000500100000005000 0000000020000350   
0601AGB0Y       20220101000505100000005000 0000000020000350   
0601AGB0Y       20220101000510100000005000 0000000020000360   
0601AGB0Y       20220101000515100000005000 0000000020000370   
0601AGB0Y       20220101000520100000005000 0000000020000370   
0601AGB0Y       20220101000525100000005000 0000000020000380   
0601AGB0Y       20220101000530100000005000 0000000020000380   
0601AGB0Y       20220101000535100000005000 0000000020000390   
0601AGB0Y       20220101000540100000005000 0000000020000390   
0601AGB0Y       20220101000545100000005000 0000000020000400   
0601AGB0Y       20220101000550100000005000 0000000020000410   
0601AGB0Y       20220101000555100000005000 0000000020000410   
0601AGB0Y       20220101000560100000005000 0000000020000420   
0601AGB0Y       20220101000565100000005000 0000000020000430   
0601AGB0Y       20220101000570100000005000 0000000020000430   
0601AGB0Y       20220101000575100000005000 0000000020000440   
0601AGB0Y       20220101000580100000005000 0000000020000440   
0601AGB0Y       20220101000585100000005000 0000000020000450   
0601AGB0Y       20220101000590100000005000 0000000020000460   
0601AGB0Y       20220101000595100000005000 0000000020000460   
0601AGB0Y       20220101000600100000005000 0000000020000470   
0601AGB0Y       20220101000605100000005000 0000000020000470   
0601AGB0Y       20220101000610100000005000 0000000020000480   
0601AGB0Y       20220101000615100000005000 0000000020000490   
0601AGB0Y       20220101000620100000005000 0000000020000500   
0601AGB0Y       20220101000625100000005000 0000000020000510   
0601AGB0Y       20220101000630100000005000 0000000020000510   
0601AGB0Y       20220101000635100000005000 0000000020000520   
0601AGB0Y       20220101000640100000005000 0000000020000530   
0601AGB0Y       20220101000645100000005000 0000000020000530   
0601AGB0Y       20220101000650100000005000 0000000020000540   
0601AGB0Y       20220101000655100000005000 0000000020000550   
0601AGB0Y       20220101000660100000005000 0000000020000550   
0601AGB0Y       20220101000665100000005000 0000000020000560   
0601AGB0Y       20220101000670100000005000 0000000020000570   
0601AGB0Y       20220101000675100000005000 0000000020000570   
0601AGB0Y       20220101000680100000005000 0000000020000580   
0601AGB0Y       20220101000685100000005000 0000000020000590   
0601AGB0Y       20220101000690100000005000 0000000020000590   
0601AGB0Y       20220101000695100000005000 0000000020000600   
0601AGB0Y       20220101000700100000005000 0000000020000610   
0601AGB0Y       20220101000705100000005000 0000000020000610   
0601AGB0Y       20220101000710100000005000 0000000020000620   
0601AGB0Y       20220101000715100000005000 0000000020000620   
0601AGB0Y       20220101000720100000005000 0000000020000630   
0601AGB0Y       20220101000725100000005000 0000000020000640   
0601AGB0Y       20220101000730100000005000 0000000020000640   
0601AGB0Y       20220101000735100000005000 0000000020000650   
0601AGB0Y       20220101000740100000005000 0000000020000660   
0601AGB0Y       20220101000745100000005000 0000000020000660   
0601AGB0Y       20220101000750100000005000 0000000020000670   
0601AGB0Y       20220101000755100000005000 0000000020000680   
0601AGB0Y       20220101000760100000005000 0000000020000680   
0601AGB0Y       20220101000765100000005000 0000000020000690   
0601AGB0Y       20220101000770100000005000 0000000020000700   
0601AGB0Y       20220101000775100000005000 0000000020000700   
0601AGB0Y       20220101000780100000005000 0000000020000710   
0601AGB0Y       20220101000785100000005000 0000000020000720   
0601AGB0Y       20220101000790100000005000 0000000020000720   
0601AGB0Y       20220101000795100000005000 0000000020000730   
0601AGB0Y       20220101000800100000005000 0000000020000730   
0601AGB0Y       20220101000805100000005000 0000000020000740   
0601AGB0Y       20220101000810100000005000 0000000020000750   
0601AGB0Y       20220101000815100000005000 0000000020000750   
0601AGB0Y       20220101000820100000005000 0000000020000760   
0601AGB0Y       20220101000825100000005000 0000000020000760   
0601AGB0Y       20220101000830100000005000 0000000020000770   
0601AGB0Y       20220101000835100000005000 0000000020000780   
0601AGB0Y       20220101000840100000005000 0000000020000780   
0601AGB0Y       20220101000845100000005000 0000000020000790   
0601AGB0Y       20220101000850100000005000 0000000020000790   
0601AGB0Y       20220101000855100000005000 0000000020000800   
0601AGB0Y       20220101000860100000005000 0000000020000800   
0601AGB0Y       20220101000865100000005000 0000000020000810   
0601AGB0Y       20220101000870100000005000 0000000020000820   
0601AGB0Y       20220101000875100000005000 0000000020000820   
0601AGB0Y       20220101000880100000005000 0000000020000830   
0601AGB0Y       20220101000885100000005000 0000000020000830   
0601AGB0Y       20220101000890100000005000 0000000020000840   
0601AGB0Y       20220101000895100000005000 0000000020000850   
0601AGB0Y       20220101000900100000005000 0000000020000850   
0601AGB0Y       20220101000905100000005000 0000000020000860   
0601AGB0Y       20220101000910100000005000 0000000020000860   
0601AGB0Y       20220101000915100000005000 0000000020000870   
0601AGB0Y       20220101000920100000005000 0000000020000880   
0601AGB0Y       20220101000925100000005000 0000000020000880   
0601AGB0Y       20220101000930100000005000 0000000020000890   
0601AGB0Y       20220101000935100000005000 0000000020000890   
0601AGB0Y       20220101000940100000005000 0000000020000900   
0601AGB0Y       20220101000945100000005000 0000000020000910   
0601AGB0Y       20220101000950100000005000 0000000020000910   
0601AGB0Y       20220101000955100000005000 0000000020000920   
0601AGB0Y       20220101000960100000005000 0000000020000920   
0601AGB0Y       20220101000965100000005000 0000000020000930   
0601AGB0Y       20220101000970100000005000 0000000020000930   
0601AGB0Y       20220101000975100000005000 0000000020000940   
0601AGB0Y       20220101000980100000005000 0000000020000940   
0601AGB0Y       20220101000985100000005000 0000000020000950   
0601AGB0Y       20220101000990100000005000 0000000020000960   
0601AGB0Y       20220101000995100000005000 0000000020000960   
0601AGB0Y       20220101001000100000050000 0000000020000990   
0601AGB0Y       20220101001050100000050000 0000000020001040   
0601AGB0Y       20220101001100100000050000 0000000020001090   
0601AGB0Y       20220101001150100000050000 0000000020001150   
0601AGB0Y       20220101001200100000050000 0000000020001190   
0601AGB0Y       20220101001250100000050000 0000000020001240   
0601AGB0Y       20220101001300100000050000 0000000020001290   
0601AGB0Y       20220101001350100000050000 0000000020001340   
0601AGB0Y       20220101001400100000050000 0000000020001380   
0601AGB0Y       20220101001450100000050000 0000000020001430   
0601AGB0Y       20220101001500100000050000 0000000020001480   
0601AGB0Y       20220101001550100000050000 0000000020001530   
0601AGB0Y       20220101001600100000050000 0000000020001580   
0601AGB0Y       20220101001650100000050000 0000000020001630   
0601AGB0Y       20220101001700100000050000 0000000020001670   
0601AGB0Y       20220101001750100000050000 0000000020001720   
0601AGB0Y       20220101001800100000050000 0000000020001750   
0601AGB0Y       20220101001850100000050000 0000000020001790   
0601AGB0Y       20220101001900100000050000 0000000020001830   
0601AGB0Y       20220101001950100000050000 0000000020001860   
0601AGB0Y       20220101002000100000050000 0000000020001890   
0601AGB0Y       20220101002050100000050000 0000000020001920   
0601AGB0Y       20220101002100100000050000 0000000020001950   
0601AGB0Y       20220101002150100000050000 0000000020001980   
0601AGB0Y       20220101002200100000050000 0000000020002010   
0601AGB0Y       20220101002250100000050000 0000000020002040   
0601AGB0Y       20220101002300100000050000 0000000020002060   
0601AGB0Y       20220101002350100000050000 0000000020002090   
0601AGB0Y       20220101002400100000050000 0000000020002110   
0601AGB0Y       20220101002450100000050000 0000000020002130   
0601AGB0Y       20220101002500100000050000 0000000020002160   
0601AGB0Y       20220101002550100000050000 0000000020002180   
0601AGB0Y       20220101002600100000050000 0000000020002200   
0601AGB0Y       20220101002650100000050000 0000000020002220   
0601AGB0Y       20220101002700100000050000 0000000020002240   
0601AGB0Y       20220101002750100000050000 0000000020002260   
0601AGB0Y       20220101002800100000050000 0000000020002270   
0601AGB0Y       20220101002850100000050000 0000000020002290   
0601AGB0Y       20220101002900100000050000 0000000020002310   
0601AGB0Y       20220101002950100000050000 0000000020002320   
0601AGB0Y       20220101003000100000500000 0000000020002400   
0601AGB0Y       20220101003500100000500000 0000000020002530   
0601AGB0Y       20220101004000100000500000 0000000020002620   
0601AGB0Y       20220101004500100000500000 0000000020002700   
0601AGB0Y       20220101005000100000500000 0000000020002760   
0601AGB0Y       20220101005500100000500000 0000000020002810   
0601AGB0Y       20220101006000100000500000 0000000020002860   
0601AGB0Y       20220101006500100000500000 0000000020002900   
0601AGB0Y       20220101007000100000500000 0000000020002940   
0601AGB0Y       20220101007500100000500000 0000000020002970   
0601AGB0Y       20220101008000100000500000 0000000020003000   
0601AGB0Y       20220101008500100000500000 0000000020003020   
0601AGB0Y       20220101009000100000500000 0000000020003040   
0601AGB0Y       20220101009500100000500000 0000000020003050   
0601AGB1Y       20220101000000100000025000 0100000020000000   
0601AGB1Y       20220101000025100000005000 0100000020000000   
0601AGB1Y       20220101000030100000005000 0100000020000000   
0601AGB1Y       20220101000035100000005000 0100000020000000   
0601AGB1Y       20220101000040100000005000 0100000020000000   
0601AGB1Y       20220101000045100000005000 0100000020000000   
0601AGB1Y       20220101000050100000005000 0100000020000000   
0601AGB1Y       20220101000055100000005000 0100000020000000   
0601AGB1Y       20220101000060100000005000 0100000020000000   
0601AGB1Y       20220101000065100000005000 0100000020000000   
0601AGB1Y       20220101000070100000005000 0100000020000000   
0601AGB1Y       20220101000075100000005000 0100000020000000   
0601AGB1Y       20220101000080100000005000 0100000020000000   
0601AGB1Y       20220101000085100000005000 0100000020000000   
0601AGB1Y       20220101000090100000005000 0100000020000000   
0601AGB1Y       20220101000095100000005000 0100000020000000   
0601AGB1Y       20220101000100100000005000 0100000020000000   
0601AGB1Y       20220101000105100000005000 0100000020000000   
0601AGB1Y       20220101000110100000005000 0100000020000000   
0601AGB1Y       20220101000115100000005000 0100000020000000   
0601AGB1Y       20220101000120100000005000 0100000020000000   
0601AGB1Y       20220101000125100000005000 0100000020000000   
0601AGB1Y       20220101000130100000005000 0100000020000000   
0601AGB1Y       20220101000135100000005000 0100000020000000   
0601AGB1Y       20220101000140100000005000 0100000020000000   
0601AGB1Y       20220101000145100000005000 0100000020000000   
0601AGB1Y       20220101000150100000005000 0100000020000000   
0601AGB1Y       20220101000155100000005000 0100000020000000   
0601AGB1Y       20220101000160100000005000 0100000020000000   
0601AGB1Y       20220101000165100000005000 0100000020000000   
0601AGB1Y       20220101000170100000005000 0100000020000000   
0601AGB1Y       20220101000175100000005000 0100000020000000   
0601AGB1Y       20220101000180100000005000 0100000020000000   
0601AGB1Y       20220101000185100000005000 0100000020000000   
0601AGB1Y       20220101000190100000005000 0100000020000000   
0601AGB1Y       20220101000195100000005000 0100000020000000   
0601AGB1Y       20220101000200100000005000 0100000020000000   
0601AGB1Y       20220101000205100000005000 0100000020000000   
0601AGB1Y       20220101000210100000005000 0100000020000000   
0601AGB1Y       20220101000215100000005000 0100000020000000   
0601AGB1Y       20220101000220100000005000 0100000020000000   
0601AGB1Y       20220101000225100000005000 0100000020000000   
0601AGB1Y       20220101000230100000005000 0100000020000000   
0601AGB1Y       20220101000235100000005000 0100000020000000   
0601AGB1Y       20220101000240100000005000 0100000020000000   
0601AGB1Y       20220101000245100000005000 0100000020000000   
0601AGB1Y       20220101000250100000005000 0100000020000000   
0601AGB1Y       20220101000255100000005000 0100000020000000   
0601AGB1Y       20220101000260100000005000 0100000020000000   
0601AGB1Y       20220101000265100000005000 0100000020000000   
0601AGB1Y       20220101000270100000005000 0100000020000000   
0601AGB1Y       20220101000275100000005000 0100000020000000   
0601AGB1Y       20220101000280100000005000 0100000020000000   
0601AGB1Y       20220101000285100000005000 0100000020000000   
0601AGB1Y       20220101000290100000005000 0100000020000000   
0601AGB1Y       20220101000295100000005000 0100000020000000   
0601AGB1Y       20220101000300100000005000 0100000020000010   
0601AGB1Y       20220101000305100000005000 0100000020000010   
0601AGB1Y       20220101000310100000005000 0100000020000010   
0601AGB1Y       20220101000315100000005000 0100000020000010   
0601AGB1Y       20220101000320100000005000 0100000020000010   
0601AGB1Y       20220101000325100000005000 0100000020000010   
0601AGB1Y       20220101000330100000005000 0100000020000010   
0601AGB1Y       20220101000335100000005000 0100000020000010   
0601AGB1Y       20220101000340100000005000 0100000020000020   
0601AGB1Y       20220101000345100000005000 0100000020000020   
0601AGB1Y       20220101000350100000005000 0100000020000020   
0601AGB1Y       20220101000355100000005000 0100000020000020   
0601AGB1Y       20220101000360100000005000 0100000020000030   
0601AGB1Y       20220101000365100000005000 0100000020000030   
0601AGB1Y       20220101000370100000005000 0100000020000030   
0601AGB1Y       20220101000375100000005000 0100000020000070   
0601AGB1Y       20220101000380100000005000 0100000020000070   
0601AGB1Y       20220101000385100000005000 0100000020000070   
0601AGB1Y       20220101000390100000005000 0100000020000080   
0601AGB1Y       20220101000395100000005000 0100000020000080   
0601AGB1Y       20220101000400100000005000 0100000020000090   
0601AGB1Y       20220101000405100000005000 0100000020000090   
0601AGB1Y       20220101000410100000005000 0100000020000090   
0601AGB1Y       20220101000415100000005000 0100000020000100   
0601AGB1Y       20220101000420100000005000 0100000020000100   
0601AGB1Y       20220101000425100000005000 0100000020000100   
0601AGB1Y       20220101000430100000005000 0100000020000120   
0601AGB1Y       20220101000435100000005000 0100000020000120   
0601AGB1Y       20220101000440100000005000 0100000020000130   
0601AGB1Y       20220101000445100000005000 0100000020000130   
0601AGB1Y       20220101000450100000005000 0100000020000140   
0601AGB1Y       20220101000455100000005000 0100000020000140   
0601AGB1Y       20220101000460100000005000 0100000020000150   
0601AGB1Y       20220101000465100000005000 0100000020000150   
0601AGB1Y       20220101000470100000005000 0100000020000150   
0601AGB1Y       20220101000475100000005000 0100000020000160   
0601AGB1Y       20220101000480100000005000 0100000020000160   
