00GE               20211117                                                                                   
0601GEC4N       20220101006935005000020000 0400000000003205   
0601GEC4N       20220101006955005000020000 0400000000003207   
0601GEC4N       20220101006975005000020000 0400000000003209   
0601GEC4N       20220101006995005000020000 0400000000003211   
0601GEC4N       20220101007015005000020000 0400000000003213   
0601GEC4N       20220101007035005000020000 0400000000003215   
0601GEC4N       20220101007055005000020000 0400000000003217   
0601GEC4N       20220101007075005000020000 0400000000003219   
0601GEC4N       20220101007095005000020000 0400000000003221   
0601GEC4N       20220101007115005000020000 0400000000003222   
0601GEC4N       20220101007135005000020000 0400000000003225   
0601GEC4N       20220101007155005000020000 0400000000003226   
0601GEC4N       20220101007175005000020000 0400000000003229   
0601GEC4N       20220101007195005000020000 0400000000003231   
0601GEC4N       20220101007215005000020000 0400000000003234   
0601GEC4N       20220101007235005000020000 0400000000003236   
0601GEC4N       20220101007255005000020000 0400000000003238   
0601GEC4N       20220101007275005000020000 0400000000003241   
0601GEC4N       20220101007295005000020000 0400000000003243   
0601GEC4N       20220101007315005000020000 0400000000003245   
0601GEC4N       20220101007335005000020000 0400000000003247   
0601GEC4N       20220101007355005000020000 0400000000003250   
0601GEC4N       20220101007375005000020000 0400000000003252   
0601GEC4N       20220101007395005000020000 0400000000003254   
0601GEC4N       20220101007415005000020000 0400000000003257   
0601GEC4N       20220101007435005000020000 0400000000003259   
0601GEC4N       20220101007455005000020000 0400000000003261   
0601GEC4N       20220101007475005000020000 0400000000003263   
0601GEC4N       20220101007495005000020000 0400000000003266   
0601GEC4N       20220101007515005000020000 0400000000003268   
0601GEC4N       20220101007535005000020000 0400000000003270   
0601GEC4N       20220101007555005000020000 0400000000003272   
0601GEC4N       20220101007575005000020000 0400000000003275   
0601GEC4N       20220101007595005000020000 0400000000003277   
0601GEC4N       20220101007615005000020000 0400000000003279   
0601GEC4N       20220101007635005000020000 0400000000003282   
0601GEC4N       20220101007655005000020000 0400000000003284   
0601GEC4N       20220101007675005000020000 0400000000003286   
0601GEC4N       20220101007695005000020000 0400000000003289   
0601GEC4N       20220101007715005000020000 0400000000003291   
0601GEC4N       20220101007735005000020000 0400000000003293   
0601GEC4N       20220101007755005000020000 0400000000003295   
0601GEC4N       20220101007775005000020000 0400000000003298   
0601GEC4N       20220101007795005000020000 0400000000003300   
0601GEC4N       20220101007815005000020000 0400000000003302   
0601GEC4N       20220101007835005000020000 0400000000003304   
0601GEC4N       20220101007855005000020000 0400000000003307   
0601GEC4N       20220101007875005000020000 0400000000003309   
0601GEC4N       20220101007895005000020000 0400000000003311   
0601GEC4N       20220101007915005000020000 0400000000003313   
0601GEC4N       20220101007935005000020000 0400000000003315   
0601GEC4N       20220101007955005000020000 0400000000003318   
0601GEC4N       20220101007975005000020000 0400000000003320   
0601GEC4N       20220101007995005000020000 0400000000003322   
0601GEC4N       20220101008015005000020000 0400000000003324   
0601GEC4N       20220101008035005000020000 0400000000003326   
0601GEC4N       20220101008055005000020000 0400000000003328   
0601GEC4N       20220101008075005000020000 0400000000003330   
0601GEC4N       20220101008095005000020000 0400000000003332   
0601GEC4N       20220101008115005000020000 0400000000003334   
0601GEC4N       20220101008135005000020000 0400000000003337   
0601GEC4N       20220101008155005000020000 0400000000003339   
0601GEC4N       20220101008175005000020000 0400000000003341   
0601GEC4N       20220101008195005000020000 0400000000003343   
0601GEC4N       20220101008215005000020000 0400000000003345   
0601GEC4N       20220101008235005000020000 0400000000003347   
0601GEC4N       20220101008255005000020000 0400000000003349   
0601GEC4N       20220101008275005000020000 0400000000003351   
0601GEC4N       20220101008295005000020000 0400000000003353   
0601GEC4N       20220101008315005000020000 0400000000003355   
0601GEC4N       20220101008335005000020000 0400000000003357   
0601GEC4N       20220101008355005000020000 0400000000003359   
0601GEC4N       20220101008375005000020000 0400000000003360   
0601GEC4N       20220101008395005000020000 0400000000003362   
0601GEC4N       20220101008415005000020000 0400000000003364   
0601GEC4N       20220101008435005000020000 0400000000003366   
0601GEC4N       20220101008455005000020000 0400000000003368   
0601GEC4N       20220101008475005000020000 0400000000003370   
0601GEC4N       20220101008495005000020000 0400000000003372   
0601GEC4N       20220101008515005000020000 0400000000003373   
0601GEC4N       20220101008535005000020000 0400000000003375   
0601GEC4N       20220101008555005000020000 0400000000003376   
0601GEC4N       20220101008575005000020000 0400000000003378   
0601GEC4N       20220101008595005000020000 0400000000003379   
0601GEC4N       20220101008615005000020000 0400000000003381   
0601GEC4N       20220101008635005000020000 0400000000003382   
0601GEC4N       20220101008655005000020000 0400000000003384   
0601GEC4N       20220101008675005000020000 0400000000003385   
0601GEC4N       20220101008695005000020000 0400000000003387   
0601GEC4N       20220101008715005000020000 0400000000003389   
0601GEC4N       20220101008735005000020000 0400000000003390   
0601GEC4N       20220101008755005000020000 0400000000003391   
0601GEC4N       20220101008775005000020000 0400000000003393   
0601GEC4N       20220101008795005000020000 0400000000003395   
0601GEC4N       20220101008815005000020000 0400000000003396   
0601GEC4N       20220101008835005000020000 0400000000003397   
0601GEC4N       20220101008855005000020000 0400000000003399   
0601GEC4N       20220101008875005000020000 0400000000003400   
0601GEC4N       20220101008895005000020000 0400000000003402   
0601GEC4N       20220101008915005000020000 0400000000003403   
0601GEC4N       20220101008935005000020000 0400000000003405   
0601GEC4N       20220101008955005000020000 0400000000003406   
0601GEC4N       20220101008975005000020000 0400000000003408   
0601GEC4N       20220101008995005000020000 0400000000003409   
0601GEC4N       20220101009015005000020000 0400000000003410   
0601GEC4N       20220101009035005000020000 0400000000003412   
0601GEC4N       20220101009055005000020000 0400000000003413   
0601GEC4N       20220101009075005000020000 0400000000003415   
0601GEC4N       20220101009095005000020000 0400000000003416   
0601GEC4N       20220101009115005000020000 0400000000003417   
0601GEC4N       20220101009135005000020000 0400000000003419   
0601GEC4N       20220101009155005000020000 0400000000003420   
0601GEC4N       20220101009175005000020000 0400000000003422   
0601GEC4N       20220101009195005000020000 0400000000003423   
0601GEC4N       20220101009215005000020000 0400000000003424   
0601GEC4N       20220101009235005000020000 0400000000003426   
0601GEC4N       20220101009255005000020000 0400000000003427   
0601GEC4N       20220101009275005000020000 0400000000003428   
0601GEC4N       20220101009295005000020000 0400000000003430   
0601GEC4N       20220101009315005000020000 0400000000003431   
0601GEC4N       20220101009335005000020000 0400000000003432   
0601GEC4N       20220101009355005000020000 0400000000003434   
0601GEC4N       20220101009375005000020000 0400000000003435   
0601GEC4N       20220101009395005000020000 0400000000003436   
0601GEC4N       20220101009415005000020000 0400000000003437   
0601GEC4N       20220101009435005000020000 0400000000003439   
0601GEC4N       20220101009455005000020000 0400000000003440   
0601GEC4N       20220101009475005000020000 0400000000003441   
0601GEC4N       20220101009495005000020000 0400000000003443   
0601GEC4N       20220101009515005000020000 0400000000003444   
0601GEC4N       20220101009535005000020000 0400000000003445   
0601GEC4N       20220101009555005000020000 0400000000003446   
0601GEC4N       20220101009575005000020000 0400000000003448   
0601GEC4N       20220101009595005000020000 0400000000003449   
0601GEC4N       20220101009615005000020000 0400000000003450   
0601GEC4N       20220101009635005000020000 0400000000003451   
0601GEC4N       20220101009655005000020000 0400000000003453   
0601GEC4N       20220101009675005000020000 0400000000003454   
0601GEC4N       20220101009695005000020000 0400000000003455   
0601GEC4N       20220101009715005000020000 0400000000003456   
0601GEC4N       20220101009735005000020000 0400000000003458   
0601GEC4N       20220101009755005000020000 0400000000003459   
0601GEC4N       20220101009775005000020000 0400000000003460   
0601GEC4N       20220101009795005000020000 0400000000003461   
0601GEC4N       20220101009815005000020000 0400000000003462   
0601GEC4N       20220101009835005000020000 0400000000003464   
0601GEC4N       20220101009855005000020000 0400000000003465   
0601GEC4N       20220101009875005000020000 0400000000003466   
0601GEC4N       20220101009895005000020000 0400000000003467   
0601GEC4N       20220101009915005000020000 0400000000003468   
0601GEC4N       20220101009935005000020000 0400000000003470   
0601GEC4N       20220101009955005000020000 0400000000003471   
0601GEC4N       20220101009975005000020000 0400000000003472   
0601GEC4N       20220101009995005000020000 0400000000003473   
0601GEC4N       20220101010015005999999999 0400000000003474   
0601GEC5N       20220101000000100000620000 0500000000000000   
0601GEC5N       20220101000620005000005000 0500000000000005   
0601GEC5N       20220101000625005000005000 0500000000000011   
0601GEC5N       20220101000630005000005000 0500000000000017   
0601GEC5N       20220101000635005000005000 0500000000000023   
0601GEC5N       20220101000640005000005000 0500000000000028   
0601GEC5N       20220101000645005000005000 0500000000000034   
0601GEC5N       20220101000650005000005000 0500000000000040   
0601GEC5N       20220101000655005000005000 0500000000000046   
0601GEC5N       20220101000660005000005000 0500000000000051   
0601GEC5N       20220101000665005000005000 0500000000000057   
0601GEC5N       20220101000670005000005000 0500000000000063   
0601GEC5N       20220101000675005000005000 0500000000000068   
0601GEC5N       20220101000680005000005000 0500000000000074   
0601GEC5N       20220101000685005000005000 0500000000000080   
0601GEC5N       20220101000690005000005000 0500000000000086   
0601GEC5N       20220101000695005000005000 0500000000000093   
0601GEC5N       20220101000700005000005000 0500000000000099   
0601GEC5N       20220101000705005000005000 0500000000000105   
0601GEC5N       20220101000710005000005000 0500000000000111   
0601GEC5N       20220101000715005000005000 0500000000000118   
0601GEC5N       20220101000720005000005000 0500000000000124   
0601GEC5N       20220101000725005000005000 0500000000000130   
0601GEC5N       20220101000730005000005000 0500000000000137   
0601GEC5N       20220101000735005000005000 0500000000000144   
0601GEC5N       20220101000740005000005000 0500000000000150   
0601GEC5N       20220101000745005000005000 0500000000000157   
0601GEC5N       20220101000750005000005000 0500000000000164   
0601GEC5N       20220101000755005000005000 0500000000000171   
0601GEC5N       20220101000760005000005000 0500000000000177   
0601GEC5N       20220101000765005000005000 0500000000000184   
0601GEC5N       20220101000770005000005000 0500000000000191   
0601GEC5N       20220101000775005000005000 0500000000000198   
0601GEC5N       20220101000780005000005000 0500000000000205   
0601GEC5N       20220101000785005000005000 0500000000000212   
0601GEC5N       20220101000790005000005000 0500000000000219   
0601GEC5N       20220101000795005000005000 0500000000000226   
0601GEC5N       20220101000800005000005000 0500000000000233   
0601GEC5N       20220101000805005000005000 0500000000000240   
0601GEC5N       20220101000810005000005000 0500000000000247   
0601GEC5N       20220101000815005000005000 0500000000000255   
0601GEC5N       20220101000820005000005000 0500000000000262   
0601GEC5N       20220101000825005000005000 0500000000000270   
0601GEC5N       20220101000830005000005000 0500000000000277   
0601GEC5N       20220101000835005000005000 0500000000000284   
0601GEC5N       20220101000840005000005000 0500000000000292   
0601GEC5N       20220101000845005000005000 0500000000000299   
0601GEC5N       20220101000850005000005000 0500000000000306   
0601GEC5N       20220101000855005000005000 0500000000000313   
0601GEC5N       20220101000860005000005000 0500000000000320   
0601GEC5N       20220101000865005000005000 0500000000000327   
0601GEC5N       20220101000870005000005000 0500000000000334   
0601GEC5N       20220101000875005000005000 0500000000000341   
0601GEC5N       20220101000880005000005000 0500000000000348   
0601GEC5N       20220101000885005000005000 0500000000000354   
0601GEC5N       20220101000890005000005000 0500000000000361   
0601GEC5N       20220101000895005000005000 0500000000000368   
0601GEC5N       20220101000900005000005000 0500000000000374   
0601GEC5N       20220101000905005000005000 0500000000000383   
0601GEC5N       20220101000910005000005000 0500000000000391   
0601GEC5N       20220101000915005000005000 0500000000000399   
0601GEC5N       20220101000920005000005000 0500000000000408   
0601GEC5N       20220101000925005000005000 0500000000000416   
0601GEC5N       20220101000930005000005000 0500000000000424   
0601GEC5N       20220101000935005000005000 0500000000000432   
0601GEC5N       20220101000940005000005000 0500000000000440   
0601GEC5N       20220101000945005000005000 0500000000000448   
0601GEC5N       20220101000950005000005000 0500000000000456   
0601GEC5N       20220101000955005000005000 0500000000000464   
0601GEC5N       20220101000960005000005000 0500000000000473   
0601GEC5N       20220101000965005000005000 0500000000000481   
0601GEC5N       20220101000970005000005000 0500000000000489   
0601GEC5N       20220101000975005000005000 0500000000000497   
0601GEC5N       20220101000980005000005000 0500000000000505   
0601GEC5N       20220101000985005000005000 0500000000000512   
0601GEC5N       20220101000990005000005000 0500000000000520   
0601GEC5N       20220101000995005000005000 0500000000000528   
0601GEC5N       20220101001000005000005000 0500000000000537   
0601GEC5N       20220101001005005000005000 0500000000000545   
0601GEC5N       20220101001010005000005000 0500000000000553   
0601GEC5N       20220101001015005000005000 0500000000000561   
0601GEC5N       20220101001020005000005000 0500000000000569   
0601GEC5N       20220101001025005000005000 0500000000000577   
0601GEC5N       20220101001030005000005000 0500000000000585   
0601GEC5N       20220101001035005000005000 0500000000000593   
0601GEC5N       20220101001040005000005000 0500000000000601   
0601GEC5N       20220101001045005000005000 0500000000000609   
0601GEC5N       20220101001050005000005000 0500000000000617   
0601GEC5N       20220101001055005000005000 0500000000000624   
0601GEC5N       20220101001060005000005000 0500000000000632   
0601GEC5N       20220101001065005000005000 0500000000000640   
0601GEC5N       20220101001070005000005000 0500000000000647   
0601GEC5N       20220101001075005000005000 0500000000000655   
0601GEC5N       20220101001080005000005000 0500000000000662   
0601GEC5N       20220101001085005000005000 0500000000000670   
0601GEC5N       20220101001090005000005000 0500000000000678   
0601GEC5N       20220101001095005000005000 0500000000000686   
0601GEC5N       20220101001100005000005000 0500000000000693   
0601GEC5N       20220101001105005000005000 0500000000000701   
0601GEC5N       20220101001110005000005000 0500000000000709   
0601GEC5N       20220101001115005000005000 0500000000000716   
0601GEC5N       20220101001120005000005000 0500000000000724   
0601GEC5N       20220101001125005000005000 0500000000000732   
0601GEC5N       20220101001130005000005000 0500000000000739   
0601GEC5N       20220101001135005000005000 0500000000000746   
0601GEC5N       20220101001140005000005000 0500000000000754   
0601GEC5N       20220101001145005000005000 0500000000000761   
0601GEC5N       20220101001150005000005000 0500000000000769   
0601GEC5N       20220101001155005000005000 0500000000000776   
0601GEC5N       20220101001160005000005000 0500000000000783   
0601GEC5N       20220101001165005000005000 0500000000000791   
0601GEC5N       20220101001170005000005000 0500000000000798   
0601GEC5N       20220101001175005000005000 0500000000000805   
0601GEC5N       20220101001180005000005000 0500000000000813   
0601GEC5N       20220101001185005000005000 0500000000000820   
0601GEC5N       20220101001190005000005000 0500000000000827   
0601GEC5N       20220101001195005000005000 0500000000000834   
0601GEC5N       20220101001200005000005000 0500000000000842   
0601GEC5N       20220101001205005000005000 0500000000000849   
0601GEC5N       20220101001210005000005000 0500000000000856   
0601GEC5N       20220101001215005000005000 0500000000000864   
0601GEC5N       20220101001220005000005000 0500000000000871   
0601GEC5N       20220101001225005000005000 0500000000000878   
0601GEC5N       20220101001230005000005000 0500000000000885   
0601GEC5N       20220101001235005000005000 0500000000000892   
0601GEC5N       20220101001240005000005000 0500000000000899   
0601GEC5N       20220101001245005000005000 0500000000000906   
0601GEC5N       20220101001250005000005000 0500000000000913   
0601GEC5N       20220101001255005000005000 0500000000000920   
0601GEC5N       20220101001260005000005000 0500000000000927   
0601GEC5N       20220101001265005000005000 0500000000000934   
0601GEC5N       20220101001270005000005000 0500000000000941   
0601GEC5N       20220101001275005000005000 0500000000000948   
0601GEC5N       20220101001280005000005000 0500000000000955   
0601GEC5N       20220101001285005000005000 0500000000000962   
0601GEC5N       20220101001290005000005000 0500000000000969   
0601GEC5N       20220101001295005000005000 0500000000000976   
0601GEC5N       20220101001300005000005000 0500000000000983   
0601GEC5N       20220101001305005000005000 0500000000000989   
0601GEC5N       20220101001310005000005000 0500000000000996   
0601GEC5N       20220101001315005000005000 0500000000001003   
0601GEC5N       20220101001320005000005000 0500000000001010   
0601GEC5N       20220101001325005000005000 0500000000001017   
0601GEC5N       20220101001330005000005000 0500000000001023   
0601GEC5N       20220101001335005000005000 0500000000001030   
0601GEC5N       20220101001340005000005000 0500000000001036   
0601GEC5N       20220101001345005000005000 0500000000001043   
0601GEC5N       20220101001350005000005000 0500000000001049   
0601GEC5N       20220101001355005000005000 0500000000001056   
0601GEC5N       20220101001360005000005000 0500000000001063   
0601GEC5N       20220101001365005000005000 0500000000001069   
0601GEC5N       20220101001370005000005000 0500000000001076   
0601GEC5N       20220101001375005000005000 0500000000001082   
0601GEC5N       20220101001380005000005000 0500000000001089   
0601GEC5N       20220101001385005000005000 0500000000001095   
0601GEC5N       20220101001390005000005000 0500000000001102   
0601GEC5N       20220101001395005000005000 0500000000001108   
0601GEC5N       20220101001400005000005000 0500000000001114   
0601GEC5N       20220101001405005000005000 0500000000001121   
0601GEC5N       20220101001410005000005000 0500000000001127   
0601GEC5N       20220101001415005000005000 0500000000001133   
0601GEC5N       20220101001420005000005000 0500000000001140   
0601GEC5N       20220101001425005000005000 0500000000001147   
0601GEC5N       20220101001430005000005000 0500000000001153   
0601GEC5N       20220101001435005000005000 0500000000001159   
0601GEC5N       20220101001440005000005000 0500000000001166   
0601GEC5N       20220101001445005000005000 0500000000001172   
0601GEC5N       20220101001450005000005000 0500000000001179   
0601GEC5N       20220101001455005000005000 0500000000001185   
0601GEC5N       20220101001460005000005000 0500000000001191   
0601GEC5N       20220101001465005000005000 0500000000001198   
0601GEC5N       20220101001470005000005000 0500000000001204   
0601GEC5N       20220101001475005000005000 0500000000001211   
0601GEC5N       20220101001480005000005000 0500000000001217   
0601GEC5N       20220101001485005000005000 0500000000001224   
0601GEC5N       20220101001490005000005000 0500000000001231   
0601GEC5N       20220101001495005000005000 0500000000001237   
0601GEC5N       20220101001500005000005000 0500000000001244   
0601GEC5N       20220101001505005000005000 0500000000001251   
0601GEC5N       20220101001510005000005000 0500000000001257   
0601GEC5N       20220101001515005000005000 0500000000001264   
0601GEC5N       20220101001520005000005000 0500000000001270   
0601GEC5N       20220101001525005000005000 0500000000001276   
0601GEC5N       20220101001530005000005000 0500000000001283   
0601GEC5N       20220101001535005000005000 0500000000001289   
0601GEC5N       20220101001540005000005000 0500000000001295   
0601GEC5N       20220101001545005000005000 0500000000001302   
0601GEC5N       20220101001550005000005000 0500000000001308   
0601GEC5N       20220101001555005000005000 0500000000001314   
0601GEC5N       20220101001560005000005000 0500000000001321   
0601GEC5N       20220101001565005000005000 0500000000001327   
0601GEC5N       20220101001570005000005000 0500000000001332   
0601GEC5N       20220101001575005000005000 0500000000001338   
0601GEC5N       20220101001580005000005000 0500000000001345   
0601GEC5N       20220101001585005000005000 0500000000001351   
0601GEC5N       20220101001590005000005000 0500000000001356   
0601GEC5N       20220101001595005000005000 0500000000001363   
0601GEC5N       20220101001600005000005000 0500000000001368   
0601GEC5N       20220101001605005000005000 0500000000001374   
0601GEC5N       20220101001610005000005000 0500000000001380   
0601GEC5N       20220101001615005000005000 0500000000001386   
0601GEC5N       20220101001620005000005000 0500000000001391   
0601GEC5N       20220101001625005000005000 0500000000001398   
0601GEC5N       20220101001630005000005000 0500000000001403   
0601GEC5N       20220101001635005000005000 0500000000001409   
0601GEC5N       20220101001640005000005000 0500000000001415   
0601GEC5N       20220101001645005000005000 0500000000001420   
0601GEC5N       20220101001650005000005000 0500000000001425   
0601GEC5N       20220101001655005000005000 0500000000001431   
0601GEC5N       20220101001660005000005000 0500000000001437   
0601GEC5N       20220101001665005000005000 0500000000001442   
0601GEC5N       20220101001670005000005000 0500000000001448   
0601GEC5N       20220101001675005000005000 0500000000001453   
0601GEC5N       20220101001680005000005000 0500000000001459   
0601GEC5N       20220101001685005000005000 0500000000001465   
0601GEC5N       20220101001690005000005000 0500000000001470   
0601GEC5N       20220101001695005000005000 0500000000001475   
0601GEC5N       20220101001700005000005000 0500000000001481   
0601GEC5N       20220101001705005000005000 0500000000001486   
0601GEC5N       20220101001710005000005000 0500000000001492   
0601GEC5N       20220101001715005000005000 0500000000001497   
0601GEC5N       20220101001720005000005000 0500000000001503   
0601GEC5N       20220101001725005000005000 0500000000001508   
0601GEC5N       20220101001730005000005000 0500000000001513   
0601GEC5N       20220101001735005000005000 0500000000001519   
0601GEC5N       20220101001740005000005000 0500000000001524   
0601GEC5N       20220101001745005000005000 0500000000001529   
0601GEC5N       20220101001750005000005000 0500000000001535   
0601GEC5N       20220101001755005000005000 0500000000001540   
0601GEC5N       20220101001760005000005000 0500000000001545   
0601GEC5N       20220101001765005000005000 0500000000001550   
0601GEC5N       20220101001770005000005000 0500000000001555   
0601GEC5N       20220101001775005000005000 0500000000001560   
0601GEC5N       20220101001780005000005000 0500000000001565   
0601GEC5N       20220101001785005000005000 0500000000001570   
0601GEC5N       20220101001790005000005000 0500000000001575   
0601GEC5N       20220101001795005000005000 0500000000001581   
0601GEC5N       20220101001800005000005000 0500000000001585   
0601GEC5N       20220101001805005000005000 0500000000001590   
0601GEC5N       20220101001810005000005000 0500000000001595   
0601GEC5N       20220101001815005000005000 0500000000001600   
0601GEC5N       20220101001820005000005000 0500000000001605   
0601GEC5N       20220101001825005000005000 0500000000001610   
0601GEC5N       20220101001830005000005000 0500000000001615   
0601GEC5N       20220101001835005000005000 0500000000001619   
0601GEC5N       20220101001840005000005000 0500000000001624   
0601GEC5N       20220101001845005000005000 0500000000001629   
0601GEC5N       20220101001850005000005000 0500000000001634   
0601GEC5N       20220101001855005000005000 0500000000001638   
0601GEC5N       20220101001860005000005000 0500000000001643   
0601GEC5N       20220101001865005000005000 0500000000001648   
0601GEC5N       20220101001870005000005000 0500000000001652   
0601GEC5N       20220101001875005000005000 0500000000001657   
0601GEC5N       20220101001880005000005000 0500000000001662   
0601GEC5N       20220101001885005000005000 0500000000001666   
0601GEC5N       20220101001890005000005000 0500000000001671   
0601GEC5N       20220101001895005000005000 0500000000001675   
0601GEC5N       20220101001900005000005000 0500000000001680   
0601GEC5N       20220101001905005000005000 0500000000001685   
0601GEC5N       20220101001910005000005000 0500000000001689   
0601GEC5N       20220101001915005000005000 0500000000001693   
0601GEC5N       20220101001920005000005000 0500000000001698   
0601GEC5N       20220101001925005000005000 0500000000001702   
0601GEC5N       20220101001930005000005000 0500000000001706   
0601GEC5N       20220101001935005000005000 0500000000001711   
0601GEC5N       20220101001940005000005000 0500000000001715   
0601GEC5N       20220101001945005000005000 0500000000001720   
0601GEC5N       20220101001950005000005000 0500000000001724   
0601GEC5N       20220101001955005000005000 0500000000001728   
0601GEC5N       20220101001960005000005000 0500000000001732   
0601GEC5N       20220101001965005000010000 0500000000001739   
0601GEC5N       20220101001975005000010000 0500000000001747   
0601GEC5N       20220101001985005000010000 0500000000001755   
0601GEC5N       20220101001995005000010000 0500000000001764   
0601GEC5N       20220101002005005000010000 0500000000001772   
0601GEC5N       20220101002015005000010000 0500000000001780   
0601GEC5N       20220101002025005000010000 0500000000001788   
0601GEC5N       20220101002035005000010000 0500000000001796   
0601GEC5N       20220101002045005000010000 0500000000001804   
0601GEC5N       20220101002055005000010000 0500000000001812   
0601GEC5N       20220101002065005000010000 0500000000001820   
0601GEC5N       20220101002075005000010000 0500000000001827   
0601GEC5N       20220101002085005000010000 0500000000001835   
0601GEC5N       20220101002095005000010000 0500000000001842   
0601GEC5N       20220101002105005000010000 0500000000001850   
0601GEC5N       20220101002115005000010000 0500000000001858   
0601GEC5N       20220101002125005000010000 0500000000001865   
0601GEC5N       20220101002135005000010000 0500000000001872   
0601GEC5N       20220101002145005000010000 0500000000001880   
0601GEC5N       20220101002155005000010000 0500000000001887   
0601GEC5N       20220101002165005000010000 0500000000001894   
0601GEC5N       20220101002175005000010000 0500000000001901   
0601GEC5N       20220101002185005000010000 0500000000001908   
0601GEC5N       20220101002195005000010000 0500000000001915   
0601GEC5N       20220101002205005000010000 0500000000001922   
0601GEC5N       20220101002215005000010000 0500000000001929   
0601GEC5N       20220101002225005000010000 0500000000001935   
0601GEC5N       20220101002235005000010000 0500000000001942   
0601GEC5N       20220101002245005000010000 0500000000001949   
0601GEC5N       20220101002255005000010000 0500000000001955   
0601GEC5N       20220101002265005000010000 0500000000001962   
0601GEC5N       20220101002275005000010000 0500000000001968   
0601GEC5N       20220101002285005000010000 0500000000001975   
0601GEC5N       20220101002295005000010000 0500000000001981   
0601GEC5N       20220101002305005000010000 0500000000001988   
0601GEC5N       20220101002315005000010000 0500000000001994   
0601GEC5N       20220101002325005000010000 0500000000002000   
0601GEC5N       20220101002335005000010000 0500000000002006   
0601GEC5N       20220101002345005000010000 0500000000002012   
0601GEC5N       20220101002355005000010000 0500000000002019   
0601GEC5N       20220101002365005000010000 0500000000002025   
0601GEC5N       20220101002375005000010000 0500000000002030   
0601GEC5N       20220101002385005000010000 0500000000002037   
0601GEC5N       20220101002395005000010000 0500000000002043   
0601GEC5N       20220101002405005000010000 0500000000002048   
0601GEC5N       20220101002415005000010000 0500000000002054   
0601GEC5N       20220101002425005000010000 0500000000002060   
0601GEC5N       20220101002435005000010000 0500000000002066   
0601GEC5N       20220101002445005000010000 0500000000002071   
0601GEC5N       20220101002455005000010000 0500000000002077   
0601GEC5N       20220101002465005000010000 0500000000002083   
0601GEC5N       20220101002475005000010000 0500000000002088   
0601GEC5N       20220101002485005000010000 0500000000002094   
0601GEC5N       20220101002495005000010000 0500000000002099   
0601GEC5N       20220101002505005000010000 0500000000002105   
0601GEC5N       20220101002515005000010000 0500000000002110   
0601GEC5N       20220101002525005000010000 0500000000002115   
0601GEC5N       20220101002535005000010000 0500000000002121   
0601GEC5N       20220101002545005000010000 0500000000002126   
0601GEC5N       20220101002555005000010000 0500000000002131   
0601GEC5N       20220101002565005000010000 0500000000002137   
0601GEC5N       20220101002575005000010000 0500000000002142   
0601GEC5N       20220101002585005000010000 0500000000002148   
0601GEC5N       20220101002595005000010000 0500000000002153   
0601GEC5N       20220101002605005000010000 0500000000002158   
0601GEC5N       20220101002615005000010000 0500000000002164   
0601GEC5N       20220101002625005000010000 0500000000002169   
0601GEC5N       20220101002635005000010000 0500000000002174   
0601GEC5N       20220101002645005000010000 0500000000002179   
0601GEC5N       20220101002655005000010000 0500000000002184   
0601GEC5N       20220101002665005000010000 0500000000002190   
0601GEC5N       20220101002675005000010000 0500000000002194   
0601GEC5N       20220101002685005000010000 0500000000002200   
0601GEC5N       20220101002695005000010000 0500000000002205   
0601GEC5N       20220101002705005000010000 0500000000002209   
0601GEC5N       20220101002715005000010000 0500000000002214   
0601GEC5N       20220101002725005000010000 0500000000002219   
0601GEC5N       20220101002735005000010000 0500000000002224   
0601GEC5N       20220101002745005000010000 0500000000002229   
0601GEC5N       20220101002755005000010000 0500000000002234   
0601GEC5N       20220101002765005000010000 0500000000002239   
0601GEC5N       20220101002775005000010000 0500000000002243   
0601GEC5N       20220101002785005000010000 0500000000002248   
0601GEC5N       20220101002795005000010000 0500000000002253   
0601GEC5N       20220101002805005000010000 0500000000002257   
0601GEC5N       20220101002815005000010000 0500000000002262   
0601GEC5N       20220101002825005000010000 0500000000002267   
0601GEC5N       20220101002835005000010000 0500000000002271   
0601GEC5N       20220101002845005000010000 0500000000002275   
0601GEC5N       20220101002855005000010000 0500000000002280   
0601GEC5N       20220101002865005000010000 0500000000002285   
0601GEC5N       20220101002875005000010000 0500000000002289   
0601GEC5N       20220101002885005000010000 0500000000002293   
0601GEC5N       20220101002895005000010000 0500000000002298   
0601GEC5N       20220101002905005000010000 0500000000002302   
0601GEC5N       20220101002915005000010000 0500000000002306   
0601GEC5N       20220101002925005000010000 0500000000002311   
0601GEC5N       20220101002935005000010000 0500000000002315   
0601GEC5N       20220101002945005000010000 0500000000002319   
0601GEC5N       20220101002955005000010000 0500000000002323   
0601GEC5N       20220101002965005000010000 0500000000002328   
0601GEC5N       20220101002975005000010000 0500000000002332   
0601GEC5N       20220101002985005000010000 0500000000002336   
0601GEC5N       20220101002995005000010000 0500000000002340   
0601GEC5N       20220101003005005000010000 0500000000002344   
0601GEC5N       20220101003015005000010000 0500000000002348   
0601GEC5N       20220101003025005000010000 0500000000002352   
0601GEC5N       20220101003035005000010000 0500000000002356   
0601GEC5N       20220101003045005000010000 0500000000002360   
0601GEC5N       20220101003055005000010000 0500000000002364   
0601GEC5N       20220101003065005000010000 0500000000002368   
0601GEC5N       20220101003075005000010000 0500000000002372   
