00OW               20211111                                                                                   
0601OWB9Y       20220101000300100000005000 0900000030000010   
0601OWB9Y       20220101000305100000005000 0900000030000010   
0601OWB9Y       20220101000310100000005000 0900000030000010   
0601OWB9Y       20220101000315100000005000 0900000030000009   
0601OWB9Y       20220101000320100000005000 0900000030000009   
0601OWB9Y       20220101000325100000005000 0900000030000009   
0601OWB9Y       20220101000330100000005000 0900000030000009   
0601OWB9Y       20220101000335100000005000 0900000030000009   
0601OWB9Y       20220101000340100000005000 0900000030000009   
0601OWB9Y       20220101000345100000005000 0900000030000009   
0601OWB9Y       20220101000350100000005000 0900000030000009   
0601OWB9Y       20220101000355100000005000 0900000030000008   
0601OWB9Y       20220101000360100000005000 0900000030000008   
0601OWB9Y       20220101000365100000005000 0900000030000008   
0601OWB9Y       20220101000370100000005000 0900000030000008   
0601OWB9Y       20220101000375100000005000 0900000030000008   
0601OWB9Y       20220101000380100000005000 0900000030000008   
0601OWB9Y       20220101000385100000005000 0900000030000008   
0601OWB9Y       20220101000390100000005000 0900000030000008   
0601OWB9Y       20220101000395100000005000 0900000030000008   
0601OWB9Y       20220101000400100000005000 0900000030000007   
0601OWB9Y       20220101000405100000005000 0900000030000007   
0601OWB9Y       20220101000410100000005000 0900000030000007   
0601OWB9Y       20220101000415100000005000 0900000030000007   
0601OWB9Y       20220101000420100000005000 0900000030000007   
0601OWB9Y       20220101000425100000005000 0900000030000007   
0601OWB9Y       20220101000430100000005000 0900000030000007   
0601OWB9Y       20220101000435100000005000 0900000030000007   
0601OWB9Y       20220101000440100000005000 0900000030000007   
0601OWB9Y       20220101000445100000005000 0900000030000007   
0601OWB9Y       20220101000450100000005000 0900000030000007   
0601OWB9Y       20220101000455100000005000 0900000030000007   
0601OWB9Y       20220101000460100000005000 0900000030000006   
0601OWB9Y       20220101000465100000005000 0900000030000006   
0601OWB9Y       20220101000470100000005000 0900000030000006   
0601OWB9Y       20220101000475100000005000 0900000030000006   
0601OWB9Y       20220101000480100000005000 0900000030000006   
0601OWB9Y       20220101000485100000005000 0900000030000006   
0601OWB9Y       20220101000490100000005000 0900000030000006   
0601OWB9Y       20220101000495100000005000 0900000030000006   
0601OWB9Y       20220101000500100000005000 0900000030000006   
0601OWB9Y       20220101000505100000005000 0900000030000006   
0601OWB9Y       20220101000510100000005000 0900000030000006   
0601OWB9Y       20220101000515100000005000 0900000030000006   
0601OWB9Y       20220101000520100000005000 0900000030000006   
0601OWB9Y       20220101000525100000005000 0900000030000006   
0601OWB9Y       20220101000530100000005000 0900000030000006   
0601OWB9Y       20220101000535100000005000 0900000030000006   
0601OWB9Y       20220101000540100000005000 0900000030000006   
0601OWB9Y       20220101000545100000005000 0900000030000005   
0601OWB9Y       20220101000550100000005000 0900000030000005   
0601OWB9Y       20220101000555100000005000 0900000030000005   
0601OWB9Y       20220101000560100000005000 0900000030000005   
0601OWB9Y       20220101000565100000005000 0900000030000005   
0601OWB9Y       20220101000570100000005000 0900000030000005   
0601OWB9Y       20220101000575100000005000 0900000030000005   
0601OWB9Y       20220101000580100000005000 0900000030000005   
0601OWB9Y       20220101000585100000005000 0900000030000005   
0601OWB9Y       20220101000590100000005000 0900000030000005   
0601OWB9Y       20220101000595100000005000 0900000030000005   
0601OWB9Y       20220101000600100000005000 0900000030000005   
0601OWB9Y       20220101000605100000005000 0900000030000005   
0601OWB9Y       20220101000610100000005000 0900000030000005   
0601OWB9Y       20220101000615100000005000 0900000030000005   
0601OWB9Y       20220101000620100000005000 0900000030000005   
0601OWB9Y       20220101000625100000005000 0900000030000005   
0601OWB9Y       20220101000630100000005000 0900000030000005   
0601OWB9Y       20220101000635100000005000 0900000030000005   
0601OWB9Y       20220101000640100000005000 0900000030000005   
0601OWB9Y       20220101000645100000005000 0900000030000005   
0601OWB9Y       20220101000650100000005000 0900000030000005   
0601OWB9Y       20220101000655100000005000 0900000030000005   
0601OWB9Y       20220101000660100000005000 0900000030000005   
0601OWB9Y       20220101000665100000005000 0900000030000004   
0601OWB9Y       20220101000670100000005000 0900000030000004   
0601OWB9Y       20220101000675100000005000 0900000030000004   
0601OWB9Y       20220101000680100000005000 0900000030000004   
0601OWB9Y       20220101000685100000005000 0900000030000004   
0601OWB9Y       20220101000690100000005000 0900000030000004   
0601OWB9Y       20220101000695100000005000 0900000030000004   
0601OWB9Y       20220101000700100000005000 0900000030000004   
0601OWB9Y       20220101000705100000005000 0900000030000004   
0601OWB9Y       20220101000710100000005000 0900000030000004   
0601OWB9Y       20220101000715100000005000 0900000030000004   
0601OWB9Y       20220101000720100000005000 0900000030000004   
0601OWB9Y       20220101000725100000005000 0900000030000004   
0601OWB9Y       20220101000730100000005000 0900000030000004   
0601OWB9Y       20220101000735100000005000 0900000030000004   
0601OWB9Y       20220101000740100000005000 0900000030000004   
0601OWB9Y       20220101000745100000005000 0900000030000004   
0601OWB9Y       20220101000750100000005000 0900000030000004   
0601OWB9Y       20220101000755100000005000 0900000030000004   
0601OWB9Y       20220101000760100000005000 0900000030000004   
0601OWB9Y       20220101000765100000005000 0900000030000004   
0601OWB9Y       20220101000770100000005000 0900000030000004   
0601OWB9Y       20220101000775100000005000 0900000030000004   
0601OWB9Y       20220101000780100000005000 0900000030000004   
0601OWB9Y       20220101000785100000005000 0900000030000004   
0601OWB9Y       20220101000790100000005000 0900000030000004   
0601OWB9Y       20220101000795100000005000 0900000030000004   
0601OWB9Y       20220101000800100000005000 0900000030000004   
0601OWB9Y       20220101000805100000005000 0900000030000004   
0601OWB9Y       20220101000810100000005000 0900000030000004   
0601OWB9Y       20220101000815100000005000 0900000030000004   
0601OWB9Y       20220101000820100000005000 0900000030000004   
0601OWB9Y       20220101000825100000005000 0900000030000004   
0601OWB9Y       20220101000830100000005000 0900000030000004   
0601OWB9Y       20220101000835100000005000 0900000030000004   
0601OWB9Y       20220101000840100000005000 0900000030000004   
0601OWB9Y       20220101000845100000005000 0900000030000004   
0601OWB9Y       20220101000850100000005000 0900000030000004   
0601OWB9Y       20220101000855100000005000 0900000030000003   
0601OWB9Y       20220101000860100000005000 0900000030000003   
0601OWB9Y       20220101000865100000005000 0900000030000003   
0601OWB9Y       20220101000870100000005000 0900000030000003   
0601OWB9Y       20220101000875100000005000 0900000030000003   
0601OWB9Y       20220101000880100000005000 0900000030000003   
0601OWB9Y       20220101000885100000005000 0900000030000003   
0601OWB9Y       20220101000890100000005000 0900000030000003   
0601OWB9Y       20220101000895100000005000 0900000030000003   
0601OWB9Y       20220101000900100000005000 0900000030000003   
0601OWB9Y       20220101000905100000005000 0900000030000003   
0601OWB9Y       20220101000910100000005000 0900000030000008   
0601OWB9Y       20220101000915100000005000 0900000030000016   
0601OWB9Y       20220101000920100000005000 0900000030000024   
0601OWB9Y       20220101000925100000005000 0900000030000032   
0601OWB9Y       20220101000930100000005000 0900000030000039   
0601OWB9Y       20220101000935100000005000 0900000030000046   
0601OWB9Y       20220101000940100000005000 0900000030000054   
0601OWB9Y       20220101000945100000005000 0900000030000061   
0601OWB9Y       20220101000950100000005000 0900000030000068   
0601OWB9Y       20220101000955100000005000 0900000030000075   
0601OWB9Y       20220101000960100000005000 0900000030000083   
0601OWB9Y       20220101000965100000005000 0900000030000090   
0601OWB9Y       20220101000970100000005000 0900000030000097   
0601OWB9Y       20220101000975100000005000 0900000030000103   
0601OWB9Y       20220101000980100000005000 0900000030000111   
0601OWB9Y       20220101000985100000005000 0900000030000117   
0601OWB9Y       20220101000990100000005000 0900000030000123   
0601OWB9Y       20220101000995100000005000 0900000030000130   
0601OWB9Y       20220101001000100000005000 0900000030000137   
0601OWB9Y       20220101001005100000005000 0900000030000144   
0601OWB9Y       20220101001010100000005000 0900000030000149   
0601OWB9Y       20220101001015100000005000 0900000030000156   
0601OWB9Y       20220101001020100000005000 0900000030000162   
0601OWB9Y       20220101001025100000005000 0900000030000169   
0601OWB9Y       20220101001030100000005000 0900000030000174   
0601OWB9Y       20220101001035100000005000 0900000030000180   
0601OWB9Y       20220101001040100000005000 0900000030000187   
0601OWB9Y       20220101001045100000005000 0900000030000194   
0601OWB9Y       20220101001050100000005000 0900000030000199   
0601OWB9Y       20220101001055100000005000 0900000030000204   
0601OWB9Y       20220101001060100000005000 0900000030000211   
0601OWB9Y       20220101001065100000005000 0900000030000215   
0601OWB9Y       20220101001070100000005000 0900000030000220   
0601OWB9Y       20220101001075100000005000 0900000030000226   
0601OWB9Y       20220101001080100000005000 0900000030000231   
0601OWB9Y       20220101001085100000005000 0900000030000235   
0601OWB9Y       20220101001090100000005000 0900000030000241   
0601OWB9Y       20220101001095100000005000 0900000030000246   
0601OWB9Y       20220101001100100000005000 0900000030000250   
0601OWB9Y       20220101001105100000005000 0900000030000256   
0601OWB9Y       20220101001110100000005000 0900000030000260   
0601OWB9Y       20220101001115100000005000 0900000030000265   
0601OWB9Y       20220101001120100000005000 0900000030000270   
0601OWB9Y       20220101001125100000005000 0900000030000274   
0601OWB9Y       20220101001130100000005000 0900000030000278   
0601OWB9Y       20220101001135100000005000 0900000030000282   
0601OWB9Y       20220101001140100000005000 0900000030000288   
0601OWB9Y       20220101001145100000005000 0900000030000292   
0601OWB9Y       20220101001150100000005000 0900000030000297   
0601OWB9Y       20220101001155100000005000 0900000030000301   
0601OWB9Y       20220101001160100000005000 0900000030000305   
0601OWB9Y       20220101001165100000005000 0900000030000310   
0601OWB9Y       20220101001170100000005000 0900000030000314   
0601OWB9Y       20220101001175100000005000 0900000030000318   
0601OWB9Y       20220101001180100000005000 0900000030000321   
0601OWB9Y       20220101001185100000005000 0900000030000327   
0601OWB9Y       20220101001190100000005000 0900000030000330   
0601OWB9Y       20220101001195100000005000 0900000030000334   
0601OWB9Y       20220101001200100000005000 0900000030000338   
0601OWB9Y       20220101001205100000005000 0900000030000343   
0601OWB9Y       20220101001210100000005000 0900000030000346   
0601OWB9Y       20220101001215100000005000 0900000030000351   
0601OWB9Y       20220101001220100000005000 0900000030000354   
0601OWB9Y       20220101001225100000005000 0900000030000358   
0601OWB9Y       20220101001230100000005000 0900000030000363   
0601OWB9Y       20220101001235100000005000 0900000030000366   
0601OWB9Y       20220101001240100000005000 0900000030000369   
0601OWB9Y       20220101001245100000005000 0900000030000374   
0601OWB9Y       20220101001250100000005000 0900000030000378   
0601OWB9Y       20220101001255100000005000 0900000030000381   
0601OWB9Y       20220101001260100000005000 0900000030000386   
0601OWB9Y       20220101001265100000005000 0900000030000389   
0601OWB9Y       20220101001270100000005000 0900000030000392   
0601OWB9Y       20220101001275100000005000 0900000030000397   
0601OWB9Y       20220101001280100000005000 0900000030000400   
0601OWB9Y       20220101001285100000005000 0900000030000403   
0601OWB9Y       20220101001290100000005000 0900000030000408   
0601OWB9Y       20220101001295100000005000 0900000030000411   
0601OWB9Y       20220101001300100000005000 0900000030000414   
0601OWB9Y       20220101001305100000005000 0900000030000418   
0601OWB9Y       20220101001310100000005000 0900000030000421   
0601OWB9Y       20220101001315100000005000 0900000030000424   
0601OWB9Y       20220101001320100000005000 0900000030000428   
0601OWB9Y       20220101001325100000005000 0900000030000432   
0601OWB9Y       20220101001330100000005000 0900000030000435   
0601OWB9Y       20220101001335100000005000 0900000030000438   
0601OWB9Y       20220101001340100000005000 0900000030000442   
0601OWB9Y       20220101001345100000005000 0900000030000445   
0601OWB9Y       20220101001350100000005000 0900000030000448   
0601OWB9Y       20220101001355100000005000 0900000030000452   
0601OWB9Y       20220101001360100000005000 0900000030000455   
0601OWB9Y       20220101001365100000005000 0900000030000458   
0601OWB9Y       20220101001370100000005000 0900000030000461   
0601OWB9Y       20220101001375100000005000 0900000030000465   
0601OWB9Y       20220101001380100000005000 0900000030000467   
0601OWB9Y       20220101001385100000005000 0900000030000471   
0601OWB9Y       20220101001390100000005000 0900000030000474   
0601OWB9Y       20220101001395100000005000 0900000030000477   
0601OWB9Y       20220101001400100000005000 0900000030000480   
0601OWB9Y       20220101001405100000005000 0900000030000483   
0601OWB9Y       20220101001410100000005000 0900000030000486   
0601OWB9Y       20220101001415100000005000 0900000030000489   
0601OWB9Y       20220101001420100000005000 0900000030000492   
0601OWB9Y       20220101001425100000005000 0900000030000495   
0601OWB9Y       20220101001430100000005000 0900000030000498   
0601OWB9Y       20220101001435100000005000 0900000030000501   
0601OWB9Y       20220101001440100000005000 0900000030000503   
0601OWB9Y       20220101001445100000005000 0900000030000507   
0601OWB9Y       20220101001450100000005000 0900000030000509   
0601OWB9Y       20220101001455100000005000 0900000030000512   
0601OWB9Y       20220101001460100000005000 0900000030000514   
0601OWB9Y       20220101001465100000005000 0900000030000518   
0601OWB9Y       20220101001470100000005000 0900000030000520   
0601OWB9Y       20220101001475100000005000 0900000030000523   
0601OWB9Y       20220101001480100000005000 0900000030000526   
0601OWB9Y       20220101001485100000005000 0900000030000528   
0601OWB9Y       20220101001490100000005000 0900000030000531   
0601OWB9Y       20220101001495100000005000 0900000030000534   
0601OWB9Y       20220101001500100000500000 0900000030000649   
0601OWB9Y       20220101002000100000500000 0900000030000982   
0601OWB9Y       20220101002500100000500000 0900000030001256   
0601OWB9Y       20220101003000100000500000 0900000030001445   
0601OWB9Y       20220101003500100000500000 0900000030001583   
0601OWB9Y       20220101004000100000500000 0900000030001690   
0601OWB9Y       20220101004500100000500000 0900000030001774   
0601OWB9Y       20220101005000100000500000 0900000030001842   
0601OWB9Y       20220101005500100000500000 0900000030001898   
0601OWB9Y       20220101006000100000500000 0900000030001945   
0601OWB9Y       20220101006500100000500000 0900000030001985   
0601OWB9Y       20220101007000100000500000 0900000030002019   
0601OWB9Y       20220101007500100000500000 0900000030002050   
0601OWB9Y       20220101008000100000500000 0900000030002076   
0601OWB9Y       20220101008500100000500000 0900000030002099   
0601OWB9Y       20220101009000100000500000 0900000030002119   
0601OWB9Y       20220101009500100000500000 0900000030002131   
0601OWB9Y       20220101010000100000500000 0900000030002142   
0601OWB9Y       20220101010500100000500000 0900000030002152   
0601OWB9Y       20220101011000100000500000 0900000030002161   
0601OWB9Y       20220101011500100000500000 0900000030002169   
0601OWB9Y       20220101012000100000500000 0900000030002177   
0601OWB9Y       20220101012500100000500000 0900000030002184   
0601OWB9Y       20220101013000100000500000 0900000030002190   
0601OWB9Y       20220101013500100000500000 0900000030002196   
0601OWB9Y       20220101014000100000500000 0900000030002201   
0601OWB9Y       20220101014500100000500000 0900000030002207   
0601OWB9Y       20220101015000100000500000 0900000030002211   
0601OWB9Y       20220101015500100000500000 0900000030002216   
0601OWB9Y       20220101016000100000500000 0900000030002220   
0601OWB9Y       20220101016500100000500000 0900000030002224   
0601OWB9Y       20220101017000100000500000 0900000030002228   
0601OWB9Y       20220101017500100000500000 0900000030002231   
0601OWB9Y       20220101018000100000500000 0900000030002235   
0601OWB9Y       20220101018500100000500000 0900000030002238   
0601OWB9Y       20220101019000100000500000 0900000030002241   
0601OWB9Y       20220101019500100000500000 0900000030002244   
0601OWC0N       20220101000000100000040000 0000000030000000   
0601OWC0N       20220101000040100000005000 0000000030000071   
0601OWC0N       20220101000045100000005000 0000000030000063   
0601OWC0N       20220101000050100000005000 0000000030000057   
0601OWC0N       20220101000055100000005000 0000000030000052   
0601OWC0N       20220101000060100000005000 0000000030000048   
0601OWC0N       20220101000065100000005000 0000000030000044   
0601OWC0N       20220101000070100000005000 0000000030000041   
0601OWC0N       20220101000075100000005000 0000000030000039   
0601OWC0N       20220101000080100000005000 0000000030000036   
0601OWC0N       20220101000085100000005000 0000000030000034   
0601OWC0N       20220101000090100000005000 0000000030000032   
0601OWC0N       20220101000095100000005000 0000000030000031   
0601OWC0N       20220101000100100000005000 0000000030000029   
0601OWC0N       20220101000105100000005000 0000000030000028   
0601OWC0N       20220101000110100000005000 0000000030000027   
0601OWC0N       20220101000115100000005000 0000000030000026   
0601OWC0N       20220101000120100000005000 0000000030000024   
0601OWC0N       20220101000125100000005000 0000000030000024   
0601OWC0N       20220101000130100000005000 0000000030000023   
0601OWC0N       20220101000135100000005000 0000000030000022   
0601OWC0N       20220101000140100000005000 0000000030000021   
0601OWC0N       20220101000145100000005000 0000000030000020   
0601OWC0N       20220101000150100000005000 0000000030000020   
0601OWC0N       20220101000155100000005000 0000000030000019   
0601OWC0N       20220101000160100000005000 0000000030000018   
0601OWC0N       20220101000165100000005000 0000000030000018   
0601OWC0N       20220101000170100000005000 0000000030000017   
0601OWC0N       20220101000175100000005000 0000000030000028   
0601OWC0N       20220101000180100000005000 0000000030000055   
0601OWC0N       20220101000185100000005000 0000000030000075   
0601OWC0N       20220101000190100000005000 0000000030000104   
0601OWC0N       20220101000195100000005000 0000000030000127   
0601OWC0N       20220101000200100000005000 0000000030000148   
0601OWC0N       20220101000205100000005000 0000000030000169   
0601OWC0N       20220101000210100000005000 0000000030000188   
0601OWC0N       20220101000215100000005000 0000000030000207   
0601OWC0N       20220101000220100000005000 0000000030000225   
0601OWC0N       20220101000225100000005000 0000000030000242   
0601OWC0N       20220101000230100000005000 0000000030000258   
0601OWC0N       20220101000235100000005000 0000000030000274   
0601OWC0N       20220101000240100000005000 0000000030000289   
0601OWC0N       20220101000245100000005000 0000000030000303   
0601OWC0N       20220101000250100000005000 0000000030000317   
0601OWC0N       20220101000255100000005000 0000000030000330   
0601OWC0N       20220101000260100000005000 0000000030000343   
0601OWC0N       20220101000265100000005000 0000000030000355   
0601OWC0N       20220101000270100000005000 0000000030000367   
0601OWC0N       20220101000275100000005000 0000000030000378   
0601OWC0N       20220101000280100000005000 0000000030000389   
0601OWC0N       20220101000285100000005000 0000000030000403   
0601OWC0N       20220101000290100000005000 0000000030000414   
0601OWC0N       20220101000295100000005000 0000000030000424   
0601OWC0N       20220101000300100000005000 0000000030000436   
0601OWC0N       20220101000305100000005000 0000000030000446   
0601OWC0N       20220101000310100000005000 0000000030000454   
0601OWC0N       20220101000315100000005000 0000000030000466   
0601OWC0N       20220101000320100000005000 0000000030000474   
0601OWC0N       20220101000325100000005000 0000000030000485   
0601OWC0N       20220101000330100000005000 0000000030000493   
0601OWC0N       20220101000335100000005000 0000000030000504   
0601OWC0N       20220101000340100000005000 0000000030000514   
0601OWC0N       20220101000345100000005000 0000000030000524   
0601OWC0N       20220101000350100000005000 0000000030000536   
0601OWC0N       20220101000355100000005000 0000000030000548   
0601OWC0N       20220101000360100000005000 0000000030000557   
0601OWC0N       20220101000365100000005000 0000000030000569   
0601OWC0N       20220101000370100000005000 0000000030000577   
0601OWC0N       20220101000375100000005000 0000000030000588   
0601OWC0N       20220101000380100000005000 0000000030000599   
0601OWC0N       20220101000385100000005000 0000000030000606   
0601OWC0N       20220101000390100000005000 0000000030000617   
0601OWC0N       20220101000395100000005000 0000000030000626   
0601OWC0N       20220101000400100000005000 0000000030000636   
0601OWC0N       20220101000405100000005000 0000000030000645   
0601OWC0N       20220101000410100000005000 0000000030000655   
0601OWC0N       20220101000415100000005000 0000000030000661   
0601OWC0N       20220101000420100000005000 0000000030000670   
0601OWC0N       20220101000425100000005000 0000000030000678   
0601OWC0N       20220101000430100000005000 0000000030000689   
0601OWC0N       20220101000435100000005000 0000000030000699   
0601OWC0N       20220101000440100000005000 0000000030000712   
0601OWC0N       20220101000445100000005000 0000000030000720   
0601OWC0N       20220101000450100000005000 0000000030000731   
0601OWC0N       20220101000455100000005000 0000000030000741   
0601OWC0N       20220101000460100000005000 0000000030000750   
0601OWC0N       20220101000465100000005000 0000000030000759   
0601OWC0N       20220101000470100000005000 0000000030000768   
0601OWC0N       20220101000475100000005000 0000000030000775   
0601OWC0N       20220101000480100000005000 0000000030000783   
0601OWC0N       20220101000485100000005000 0000000030000790   
0601OWC0N       20220101000490100000005000 0000000030000798   
0601OWC0N       20220101000495100000005000 0000000030000804   
0601OWC0N       20220101000500100000005000 0000000030000810   
0601OWC0N       20220101000505100000005000 0000000030000818   
0601OWC0N       20220101000510100000005000 0000000030000825   
0601OWC0N       20220101000515100000005000 0000000030000833   
0601OWC0N       20220101000520100000005000 0000000030000840   
0601OWC0N       20220101000525100000005000 0000000030000847   
0601OWC0N       20220101000530100000005000 0000000030000854   
0601OWC0N       20220101000535100000005000 0000000030000861   
0601OWC0N       20220101000540100000005000 0000000030000868   
0601OWC0N       20220101000545100000005000 0000000030000873   
0601OWC0N       20220101000550100000005000 0000000030000880   
0601OWC0N       20220101000555100000005000 0000000030000886   
0601OWC0N       20220101000560100000005000 0000000030000892   
0601OWC0N       20220101000565100000005000 0000000030000899   
0601OWC0N       20220101000570100000005000 0000000030000903   
0601OWC0N       20220101000575100000005000 0000000030000907   
0601OWC0N       20220101000580100000005000 0000000030000913   
0601OWC0N       20220101000585100000005000 0000000030000917   
0601OWC0N       20220101000590100000005000 0000000030000923   
0601OWC0N       20220101000595100000005000 0000000030000927   
0601OWC0N       20220101000600100000005000 0000000030000933   
0601OWC0N       20220101000605100000005000 0000000030000937   
0601OWC0N       20220101000610100000005000 0000000030000942   
0601OWC0N       20220101000615100000005000 0000000030000947   
0601OWC0N       20220101000620100000005000 0000000030000951   
0601OWC0N       20220101000625100000005000 0000000030000956   
0601OWC0N       20220101000630100000005000 0000000030000961   
0601OWC0N       20220101000635100000005000 0000000030000966   
0601OWC0N       20220101000640100000005000 0000000030000970   
0601OWC0N       20220101000645100000005000 0000000030000975   
0601OWC0N       20220101000650100000005000 0000000030000978   
0601OWC0N       20220101000655100000005000 0000000030000983   
0601OWC0N       20220101000660100000005000 0000000030000987   
0601OWC0N       20220101000665100000005000 0000000030000990   
0601OWC0N       20220101000670100000005000 0000000030000995   
0601OWC0N       20220101000675100000005000 0000000030000999   
0601OWC0N       20220101000680100000005000 0000000030001002   
0601OWC0N       20220101000685100000005000 0000000030001007   
0601OWC0N       20220101000690100000005000 0000000030001011   
0601OWC0N       20220101000695100000005000 0000000030001015   
0601OWC0N       20220101000700100000005000 0000000030001018   
0601OWC0N       20220101000705100000005000 0000000030001022   
0601OWC0N       20220101000710100000005000 0000000030001026   
0601OWC0N       20220101000715100000005000 0000000030001030   
0601OWC0N       20220101000720100000005000 0000000030001033   
0601OWC0N       20220101000725100000005000 0000000030001036   
0601OWC0N       20220101000730100000005000 0000000030001040   
0601OWC0N       20220101000735100000005000 0000000030001045   
0601OWC0N       20220101000740100000005000 0000000030001049   
0601OWC0N       20220101000745100000005000 0000000030001053   
0601OWC0N       20220101000750100000005000 0000000030001056   
0601OWC0N       20220101000755100000005000 0000000030001060   
0601OWC0N       20220101000760100000005000 0000000030001062   
0601OWC0N       20220101000765100000005000 0000000030001066   
0601OWC0N       20220101000770100000005000 0000000030001071   
0601OWC0N       20220101000775100000005000 0000000030001074   
0601OWC0N       20220101000780100000005000 0000000030001077   
0601OWC0N       20220101000785100000005000 0000000030001081   
0601OWC0N       20220101000790100000005000 0000000030001084   
0601OWC0N       20220101000795100000005000 0000000030001087   
0601OWC0N       20220101000800100000005000 0000000030001090   
0601OWC0N       20220101000805100000005000 0000000030001093   
0601OWC0N       20220101000810100000005000 0000000030001097   
0601OWC0N       20220101000815100000005000 0000000030001100   
0601OWC0N       20220101000820100000005000 0000000030001104   
0601OWC0N       20220101000825100000005000 0000000030001107   
0601OWC0N       20220101000830100000005000 0000000030001110   
0601OWC0N       20220101000835100000005000 0000000030001113   
0601OWC0N       20220101000840100000005000 0000000030001116   
0601OWC0N       20220101000845100000005000 0000000030001120   
0601OWC0N       20220101000850100000005000 0000000030001124   
0601OWC0N       20220101000855100000005000 0000000030001127   
0601OWC0N       20220101000860100000005000 0000000030001129   
0601OWC0N       20220101000865100000005000 0000000030001133   
0601OWC0N       20220101000870100000005000 0000000030001136   
0601OWC0N       20220101000875100000005000 0000000030001138   
0601OWC0N       20220101000880100000005000 0000000030001142   
0601OWC0N       20220101000885100000005000 0000000030001145   
0601OWC0N       20220101000890100000005000 0000000030001148   
0601OWC0N       20220101000895100000005000 0000000030001151   
0601OWC0N       20220101000900100000005000 0000000030001155   
0601OWC0N       20220101000905100000005000 0000000030001157   
0601OWC0N       20220101000910100000005000 0000000030001161   
0601OWC0N       20220101000915100000005000 0000000030001163   
0601OWC0N       20220101000920100000005000 0000000030001166   
0601OWC0N       20220101000925100000005000 0000000030001169   
0601OWC0N       20220101000930100000005000 0000000030001172   
0601OWC0N       20220101000935100000005000 0000000030001174   
0601OWC0N       20220101000940100000005000 0000000030001178   
0601OWC0N       20220101000945100000005000 0000000030001181   
0601OWC0N       20220101000950100000005000 0000000030001184   
0601OWC0N       20220101000955100000005000 0000000030001187   
0601OWC0N       20220101000960100000005000 0000000030001191   
0601OWC0N       20220101000965100000005000 0000000030001194   
0601OWC0N       20220101000970100000005000 0000000030001197   
0601OWC0N       20220101000975100000005000 0000000030001199   
0601OWC0N       20220101000980100000005000 0000000030001202   
0601OWC0N       20220101000985100000005000 0000000030001205   
0601OWC0N       20220101000990100000005000 0000000030001207   
0601OWC0N       20220101000995100000005000 0000000030001210   
0601OWC0N       20220101001000100000005000 0000000030001213   
0601OWC0N       20220101001005100000005000 0000000030001216   
0601OWC0N       20220101001010100000005000 0000000030001219   
0601OWC0N       20220101001015100000005000 0000000030001222   
0601OWC0N       20220101001020100000005000 0000000030001224   
0601OWC0N       20220101001025100000005000 0000000030001228   
0601OWC0N       20220101001030100000005000 0000000030001231   
0601OWC0N       20220101001035100000005000 0000000030001234   
0601OWC0N       20220101001040100000005000 0000000030001236   
0601OWC0N       20220101001045100000005000 0000000030001239   
0601OWC0N       20220101001050100000005000 0000000030001243   
0601OWC0N       20220101001055100000005000 0000000030001245   
0601OWC0N       20220101001060100000005000 0000000030001249   
0601OWC0N       20220101001065100000005000 0000000030001252   
0601OWC0N       20220101001070100000005000 0000000030001254   
0601OWC0N       20220101001075100000005000 0000000030001258   
0601OWC0N       20220101001080100000005000 0000000030001261   
0601OWC0N       20220101001085100000005000 0000000030001263   
0601OWC0N       20220101001090100000005000 0000000030001266   
0601OWC0N       20220101001095100000005000 0000000030001269   
0601OWC0N       20220101001100100000005000 0000000030001272   
0601OWC0N       20220101001105100000005000 0000000030001275   
0601OWC0N       20220101001110100000005000 0000000030001278   
0601OWC0N       20220101001115100000005000 0000000030001281   
0601OWC0N       20220101001120100000005000 0000000030001285   
0601OWC0N       20220101001125100000005000 0000000030001289   
0601OWC0N       20220101001130100000005000 0000000030001292   
0601OWC0N       20220101001135100000005000 0000000030001295   
0601OWC0N       20220101001140100000005000 0000000030001298   
0601OWC0N       20220101001145100000005000 0000000030001303   
0601OWC0N       20220101001150100000005000 0000000030001306   
0601OWC0N       20220101001155100000005000 0000000030001310   
0601OWC0N       20220101001160100000005000 0000000030001313   
0601OWC0N       20220101001165100000005000 0000000030001316   
0601OWC0N       20220101001170100000005000 0000000030001320   
0601OWC0N       20220101001175100000005000 0000000030001324   
0601OWC0N       20220101001180100000005000 0000000030001327   
0601OWC0N       20220101001185100000005000 0000000030001331   
0601OWC0N       20220101001190100000005000 0000000030001334   
0601OWC0N       20220101001195100000005000 0000000030001338   
0601OWC0N       20220101001200100000005000 0000000030001341   
0601OWC0N       20220101001205100000005000 0000000030001343   
0601OWC0N       20220101001210100000005000 0000000030001348   
0601OWC0N       20220101001215100000005000 0000000030001350   
0601OWC0N       20220101001220100000005000 0000000030001354   
0601OWC0N       20220101001225100000005000 0000000030001357   
0601OWC0N       20220101001230100000005000 0000000030001360   
0601OWC0N       20220101001235100000005000 0000000030001364   
0601OWC0N       20220101001240100000005000 0000000030001367   
0601OWC0N       20220101001245100000005000 0000000030001370   
0601OWC0N       20220101001250100000005000 0000000030001374   
0601OWC0N       20220101001255100000005000 0000000030001377   
0601OWC0N       20220101001260100000005000 0000000030001380   
0601OWC0N       20220101001265100000005000 0000000030001384   
0601OWC0N       20220101001270100000005000 0000000030001387   
0601OWC0N       20220101001275100000005000 0000000030001390   
0601OWC0N       20220101001280100000005000 0000000030001393   
