00AI               20211129                                                                                   
0601AIC7N       20220101000045100000005000 0700000000000000   
0601AIC7N       20220101000050100000005000 0700000000000000   
0601AIC7N       20220101000055100000005000 0700000000000000   
0601AIC7N       20220101000060100000005000 0700000000000000   
0601AIC7N       20220101000065100000005000 0700000000000000   
0601AIC7N       20220101000070100000005000 0700000000000000   
0601AIC7N       20220101000075100000005000 0700000000000000   
0601AIC7N       20220101000080100000005000 0700000000000000   
0601AIC7N       20220101000085100000005000 0700000000000000   
0601AIC7N       20220101000090100000005000 0700000000000000   
0601AIC7N       20220101000095100000005000 0700000000000000   
0601AIC7N       20220101000100100000005000 0700000000000000   
0601AIC7N       20220101000105100000005000 0700000000000000   
0601AIC7N       20220101000110100000005000 0700000000000000   
0601AIC7N       20220101000115100000005000 0700000000000000   
0601AIC7N       20220101000120100000005000 0700000000000000   
0601AIC7N       20220101000125100000005000 0700000000000000   
0601AIC7N       20220101000130100000005000 0700000000000000   
0601AIC7N       20220101000135100000005000 0700000000000000   
0601AIC7N       20220101000140100000005000 0700000000000000   
0601AIC7N       20220101000145100000005000 0700000000000000   
0601AIC7N       20220101000150100000005000 0700000000000000   
0601AIC7N       20220101000155100000005000 0700000000000000   
0601AIC7N       20220101000160100000005000 0700000000000000   
0601AIC7N       20220101000165100000005000 0700000000000000   
0601AIC7N       20220101000170100000005000 0700000000000000   
0601AIC7N       20220101000175100000005000 0700000000000000   
0601AIC7N       20220101000180100000005000 0700000000000000   
0601AIC7N       20220101000185100000005000 0700000000000000   
0601AIC7N       20220101000190100000005000 0700000000000000   
0601AIC7N       20220101000195100000005000 0700000000000000   
0601AIC7N       20220101000200100000005000 0700000000000000   
0601AIC7N       20220101000205100000005000 0700000000000000   
0601AIC7N       20220101000210100000005000 0700000000000000   
0601AIC7N       20220101000215100000005000 0700000000000000   
0601AIC7N       20220101000220100000005000 0700000000000000   
0601AIC7N       20220101000225100000005000 0700000000000000   
0601AIC7N       20220101000230100000005000 0700000000000000   
0601AIC7N       20220101000235100000005000 0700000000000000   
0601AIC7N       20220101000240100000005000 0700000000000000   
0601AIC7N       20220101000245100000005000 0700000000000000   
0601AIC7N       20220101000250100000005000 0700000000000000   
0601AIC7N       20220101000255100000005000 0700000000000000   
0601AIC7N       20220101000260100000005000 0700000000000000   
0601AIC7N       20220101000265100000005000 0700000000000000   
0601AIC7N       20220101000270100000005000 0700000000000000   
0601AIC7N       20220101000275100000005000 0700000000000000   
0601AIC7N       20220101000280100000005000 0700000000000000   
0601AIC7N       20220101000285100000005000 0700000000000000   
0601AIC7N       20220101000290100000005000 0700000000000000   
0601AIC7N       20220101000295100000005000 0700000000000000   
0601AIC7N       20220101000300100000005000 0700000000000000   
0601AIC7N       20220101000305100000005000 0700000000000000   
0601AIC7N       20220101000310100000005000 0700000000000000   
0601AIC7N       20220101000315100000005000 0700000000000000   
0601AIC7N       20220101000320100000005000 0700000000000000   
0601AIC7N       20220101000325100000005000 0700000000000000   
0601AIC7N       20220101000330100000005000 0700000000000000   
0601AIC7N       20220101000335100000005000 0700000000000000   
0601AIC7N       20220101000340100000005000 0700000000000000   
0601AIC7N       20220101000345100000005000 0700000000000000   
0601AIC7N       20220101000350100000005000 0700000000000000   
0601AIC7N       20220101000355100000005000 0700000000000000   
0601AIC7N       20220101000360100000005000 0700000000000000   
0601AIC7N       20220101000365100000005000 0700000000000000   
0601AIC7N       20220101000370100000005000 0700000000000003   
0601AIC7N       20220101000375100000005000 0700000000000003   
0601AIC7N       20220101000380100000005000 0700000000000005   
0601AIC7N       20220101000385100000005000 0700000000000008   
0601AIC7N       20220101000390100000005000 0700000000000008   
0601AIC7N       20220101000395100000005000 0700000000000010   
0601AIC7N       20220101000400100000005000 0700000000000012   
0601AIC7N       20220101000405100000005000 0700000000000015   
0601AIC7N       20220101000410100000005000 0700000000000017   
0601AIC7N       20220101000415100000005000 0700000000000022   
0601AIC7N       20220101000420100000005000 0700000000000024   
0601AIC7N       20220101000425100000005000 0700000000000026   
0601AIC7N       20220101000430100000005000 0700000000000030   
0601AIC7N       20220101000435100000005000 0700000000000034   
0601AIC7N       20220101000440100000005000 0700000000000038   
0601AIC7N       20220101000445100000005000 0700000000000042   
0601AIC7N       20220101000450100000005000 0700000000000046   
0601AIC7N       20220101000455100000005000 0700000000000050   
0601AIC7N       20220101000460100000005000 0700000000000054   
0601AIC7N       20220101000465100000005000 0700000000000058   
0601AIC7N       20220101000470100000005000 0700000000000063   
0601AIC7N       20220101000475100000005000 0700000000000069   
0601AIC7N       20220101000480100000005000 0700000000000075   
0601AIC7N       20220101000485100000005000 0700000000000080   
0601AIC7N       20220101000490100000005000 0700000000000085   
0601AIC7N       20220101000495100000005000 0700000000000090   
0601AIC7N       20220101000500100000005000 0700000000000096   
0601AIC7N       20220101000505100000005000 0700000000000102   
0601AIC7N       20220101000510100000005000 0700000000000107   
0601AIC7N       20220101000515100000005000 0700000000000114   
0601AIC7N       20220101000520100000005000 0700000000000119   
0601AIC7N       20220101000525100000005000 0700000000000125   
0601AIC7N       20220101000530100000005000 0700000000000131   
0601AIC7N       20220101000535100000005000 0700000000000138   
0601AIC7N       20220101000540100000005000 0700000000000144   
0601AIC7N       20220101000545100000005000 0700000000000150   
0601AIC7N       20220101000550100000005000 0700000000000157   
0601AIC7N       20220101000555100000005000 0700000000000163   
0601AIC7N       20220101000560100000005000 0700000000000169   
0601AIC7N       20220101000565100000005000 0700000000000176   
0601AIC7N       20220101000570100000005000 0700000000000180   
0601AIC7N       20220101000575100000005000 0700000000000184   
0601AIC7N       20220101000580100000005000 0700000000000189   
0601AIC7N       20220101000585100000005000 0700000000000194   
0601AIC7N       20220101000590100000005000 0700000000000197   
0601AIC7N       20220101000595100000005000 0700000000000203   
0601AIC7N       20220101000600100000005000 0700000000000207   
0601AIC7N       20220101000605100000005000 0700000000000212   
0601AIC7N       20220101000610100000005000 0700000000000217   
0601AIC7N       20220101000615100000005000 0700000000000220   
0601AIC7N       20220101000620100000005000 0700000000000225   
0601AIC7N       20220101000625100000005000 0700000000000229   
0601AIC7N       20220101000630100000005000 0700000000000234   
0601AIC7N       20220101000635100000005000 0700000000000238   
0601AIC7N       20220101000640100000005000 0700000000000243   
0601AIC7N       20220101000645100000005000 0700000000000247   
0601AIC7N       20220101000650100000005000 0700000000000251   
0601AIC7N       20220101000655100000005000 0700000000000257   
0601AIC7N       20220101000660100000005000 0700000000000260   
0601AIC7N       20220101000665100000005000 0700000000000265   
0601AIC7N       20220101000670100000005000 0700000000000269   
0601AIC7N       20220101000675100000005000 0700000000000275   
0601AIC7N       20220101000680100000005000 0700000000000278   
0601AIC7N       20220101000685100000005000 0700000000000282   
0601AIC7N       20220101000690100000005000 0700000000000287   
0601AIC7N       20220101000695100000005000 0700000000000292   
0601AIC7N       20220101000700100000005000 0700000000000296   
0601AIC7N       20220101000705100000005000 0700000000000301   
0601AIC7N       20220101000710100000005000 0700000000000305   
0601AIC7N       20220101000715100000005000 0700000000000309   
0601AIC7N       20220101000720100000005000 0700000000000314   
0601AIC7N       20220101000725100000005000 0700000000000319   
0601AIC7N       20220101000730100000005000 0700000000000322   
0601AIC7N       20220101000735100000005000 0700000000000327   
0601AIC7N       20220101000740100000005000 0700000000000331   
0601AIC7N       20220101000745100000005000 0700000000000336   
0601AIC7N       20220101000750100000005000 0700000000000340   
0601AIC7N       20220101000755100000005000 0700000000000345   
0601AIC7N       20220101000760100000005000 0700000000000349   
0601AIC7N       20220101000765100000005000 0700000000000353   
0601AIC7N       20220101000770100000005000 0700000000000357   
0601AIC7N       20220101000775100000005000 0700000000000361   
0601AIC7N       20220101000780100000005000 0700000000000365   
0601AIC7N       20220101000785100000005000 0700000000000370   
0601AIC7N       20220101000790100000005000 0700000000000374   
0601AIC7N       20220101000795100000005000 0700000000000377   
0601AIC7N       20220101000800100000005000 0700000000000381   
0601AIC7N       20220101000805100000005000 0700000000000386   
0601AIC7N       20220101000810100000005000 0700000000000390   
0601AIC7N       20220101000815100000005000 0700000000000394   
0601AIC7N       20220101000820100000005000 0700000000000398   
0601AIC7N       20220101000825100000005000 0700000000000401   
0601AIC7N       20220101000830100000005000 0700000000000406   
0601AIC7N       20220101000835100000005000 0700000000000410   
0601AIC7N       20220101000840100000005000 0700000000000413   
0601AIC7N       20220101000845100000005000 0700000000000417   
0601AIC7N       20220101000850100000005000 0700000000000421   
0601AIC7N       20220101000855100000005000 0700000000000424   
0601AIC7N       20220101000860100000005000 0700000000000428   
0601AIC7N       20220101000865100000005000 0700000000000432   
0601AIC7N       20220101000870100000005000 0700000000000436   
0601AIC7N       20220101000875100000005000 0700000000000439   
0601AIC7N       20220101000880100000005000 0700000000000443   
0601AIC7N       20220101000885100000005000 0700000000000446   
0601AIC7N       20220101000890100000005000 0700000000000449   
0601AIC7N       20220101000895100000005000 0700000000000453   
0601AIC7N       20220101000900100000005000 0700000000000457   
0601AIC7N       20220101000905100000005000 0700000000000460   
0601AIC7N       20220101000910100000005000 0700000000000464   
0601AIC7N       20220101000915100000005000 0700000000000466   
0601AIC7N       20220101000920100000005000 0700000000000469   
0601AIC7N       20220101000925100000005000 0700000000000473   
0601AIC7N       20220101000930100000005000 0700000000000476   
0601AIC7N       20220101000935100000005000 0700000000000479   
0601AIC7N       20220101000940100000005000 0700000000000483   
0601AIC7N       20220101000945100000005000 0700000000000485   
0601AIC7N       20220101000950100000005000 0700000000000489   
0601AIC7N       20220101000955100000005000 0700000000000493   
0601AIC7N       20220101000960100000005000 0700000000000497   
0601AIC7N       20220101000965100000005000 0700000000000500   
0601AIC7N       20220101000970100000005000 0700000000000504   
0601AIC7N       20220101000975100000005000 0700000000000507   
0601AIC7N       20220101000980100000005000 0700000000000511   
0601AIC7N       20220101000985100000005000 0700000000000514   
0601AIC7N       20220101000990100000005000 0700000000000518   
0601AIC7N       20220101000995100000005000 0700000000000521   
0601AIC7N       20220101001000100000005000 0700000000000525   
0601AIC7N       20220101001005100000005000 0700000000000529   
0601AIC7N       20220101001010100000005000 0700000000000532   
0601AIC7N       20220101001015100000005000 0700000000000538   
0601AIC7N       20220101001020100000005000 0700000000000542   
0601AIC7N       20220101001025100000005000 0700000000000547   
0601AIC7N       20220101001030100000005000 0700000000000551   
0601AIC7N       20220101001035100000005000 0700000000000556   
0601AIC7N       20220101001040100000005000 0700000000000560   
0601AIC7N       20220101001045100000005000 0700000000000565   
0601AIC7N       20220101001050100000005000 0700000000000570   
0601AIC7N       20220101001055100000005000 0700000000000574   
0601AIC7N       20220101001060100000005000 0700000000000579   
0601AIC7N       20220101001065100000005000 0700000000000584   
0601AIC7N       20220101001070100000005000 0700000000000587   
0601AIC7N       20220101001075100000005000 0700000000000592   
0601AIC7N       20220101001080100000005000 0700000000000597   
0601AIC7N       20220101001085100000005000 0700000000000600   
0601AIC7N       20220101001090100000005000 0700000000000605   
0601AIC7N       20220101001095100000005000 0700000000000610   
0601AIC7N       20220101001100100000005000 0700000000000614   
0601AIC7N       20220101001105100000005000 0700000000000619   
0601AIC7N       20220101001110100000005000 0700000000000623   
0601AIC7N       20220101001115100000005000 0700000000000627   
0601AIC7N       20220101001120100000005000 0700000000000632   
0601AIC7N       20220101001125100000005000 0700000000000636   
0601AIC7N       20220101001130100000005000 0700000000000640   
0601AIC7N       20220101001135100000005000 0700000000000644   
0601AIC7N       20220101001140100000005000 0700000000000649   
0601AIC7N       20220101001145100000005000 0700000000000654   
0601AIC7N       20220101001150100000005000 0700000000000658   
0601AIC7N       20220101001155100000005000 0700000000000662   
0601AIC7N       20220101001160100000005000 0700000000000667   
0601AIC7N       20220101001165100000005000 0700000000000671   
0601AIC7N       20220101001170100000005000 0700000000000675   
0601AIC7N       20220101001175100000005000 0700000000000679   
0601AIC7N       20220101001180100000005000 0700000000000682   
0601AIC7N       20220101001185100000005000 0700000000000686   
0601AIC7N       20220101001190100000005000 0700000000000691   
0601AIC7N       20220101001195100000005000 0700000000000695   
0601AIC7N       20220101001200100000005000 0700000000000699   
0601AIC7N       20220101001205100000005000 0700000000000702   
0601AIC7N       20220101001210100000005000 0700000000000707   
0601AIC7N       20220101001215100000005000 0700000000000710   
0601AIC7N       20220101001220100000005000 0700000000000714   
0601AIC7N       20220101001225100000005000 0700000000000719   
0601AIC7N       20220101001230100000005000 0700000000000722   
0601AIC7N       20220101001235100000005000 0700000000000726   
0601AIC7N       20220101001240100000005000 0700000000000731   
0601AIC7N       20220101001245100000005000 0700000000000735   
0601AIC7N       20220101001250100000005000 0700000000000739   
0601AIC7N       20220101001255100000005000 0700000000000744   
0601AIC7N       20220101001260100000005000 0700000000000747   
0601AIC7N       20220101001265100000005000 0700000000000752   
0601AIC7N       20220101001270100000005000 0700000000000755   
0601AIC7N       20220101001275100000005000 0700000000000760   
0601AIC7N       20220101001280100000005000 0700000000000763   
0601AIC7N       20220101001285100000005000 0700000000000767   
0601AIC7N       20220101001290100000005000 0700000000000771   
0601AIC7N       20220101001295100000005000 0700000000000775   
0601AIC7N       20220101001300100000005000 0700000000000779   
0601AIC7N       20220101001305100000005000 0700000000000783   
0601AIC7N       20220101001310100000005000 0700000000000787   
0601AIC7N       20220101001315100000005000 0700000000000791   
0601AIC7N       20220101001320100000005000 0700000000000795   
0601AIC7N       20220101001325100000005000 0700000000000798   
0601AIC7N       20220101001330100000005000 0700000000000802   
0601AIC7N       20220101001335100000005000 0700000000000806   
0601AIC7N       20220101001340100000005000 0700000000000810   
0601AIC7N       20220101001345100000005000 0700000000000814   
0601AIC7N       20220101001350100000005000 0700000000000818   
0601AIC7N       20220101001355100000005000 0700000000000822   
0601AIC7N       20220101001360100000005000 0700000000000826   
0601AIC7N       20220101001365100000005000 0700000000000829   
0601AIC7N       20220101001370100000005000 0700000000000834   
0601AIC7N       20220101001375100000005000 0700000000000838   
0601AIC7N       20220101001380100000005000 0700000000000841   
0601AIC7N       20220101001385100000005000 0700000000000845   
0601AIC7N       20220101001390100000005000 0700000000000849   
0601AIC7N       20220101001395100000005000 0700000000000852   
0601AIC7N       20220101001400100000005000 0700000000000856   
0601AIC7N       20220101001405100000005000 0700000000000860   
0601AIC7N       20220101001410100000005000 0700000000000863   
0601AIC7N       20220101001415100000005000 0700000000000866   
0601AIC7N       20220101001420100000005000 0700000000000870   
0601AIC7N       20220101001425100000005000 0700000000000874   
0601AIC7N       20220101001430100000005000 0700000000000878   
0601AIC7N       20220101001435100000005000 0700000000000882   
0601AIC7N       20220101001440100000005000 0700000000000886   
0601AIC7N       20220101001445100000005000 0700000000000890   
0601AIC7N       20220101001450100000005000 0700000000000893   
0601AIC7N       20220101001455100000005000 0700000000000897   
0601AIC7N       20220101001460100000005000 0700000000000901   
0601AIC7N       20220101001465100000005000 0700000000000904   
0601AIC7N       20220101001470100000005000 0700000000000908   
0601AIC7N       20220101001475100000005000 0700000000000912   
0601AIC7N       20220101001480100000005000 0700000000000915   
0601AIC7N       20220101001485100000005000 0700000000000918   
0601AIC7N       20220101001490100000005000 0700000000000923   
0601AIC7N       20220101001495100000005000 0700000000000926   
0601AIC7N       20220101001500100000005000 0700000000000930   
0601AIC7N       20220101001505100000005000 0700000000000934   
0601AIC7N       20220101001510100000005000 0700000000000938   
0601AIC7N       20220101001515100000005000 0700000000000941   
0601AIC7N       20220101001520100000005000 0700000000000944   
0601AIC7N       20220101001525100000005000 0700000000000948   
0601AIC7N       20220101001530100000005000 0700000000000952   
0601AIC7N       20220101001535100000005000 0700000000000955   
0601AIC7N       20220101001540100000005000 0700000000000959   
0601AIC7N       20220101001545100000005000 0700000000000963   
0601AIC7N       20220101001550100000005000 0700000000000967   
0601AIC7N       20220101001555100000005000 0700000000000971   
0601AIC7N       20220101001560100000005000 0700000000000975   
0601AIC7N       20220101001565100000005000 0700000000000978   
0601AIC7N       20220101001570100000005000 0700000000000982   
0601AIC7N       20220101001575100000005000 0700000000000986   
0601AIC7N       20220101001580100000005000 0700000000000990   
0601AIC7N       20220101001585100000005000 0700000000000993   
0601AIC7N       20220101001590100000005000 0700000000000998   
0601AIC7N       20220101001595100000005000 0700000000001002   
0601AIC7N       20220101001600100000005000 0700000000001006   
0601AIC7N       20220101001605100000005000 0700000000001010   
0601AIC7N       20220101001610100000005000 0700000000001015   
0601AIC7N       20220101001615100000005000 0700000000001019   
0601AIC7N       20220101001620100000005000 0700000000001024   
0601AIC7N       20220101001625100000005000 0700000000001027   
0601AIC7N       20220101001630100000005000 0700000000001032   
0601AIC7N       20220101001635100000005000 0700000000001036   
0601AIC7N       20220101001640100000005000 0700000000001041   
0601AIC7N       20220101001645100000005000 0700000000001045   
0601AIC7N       20220101001650100000005000 0700000000001049   
0601AIC7N       20220101001655100000005000 0700000000001053   
0601AIC7N       20220101001660100000005000 0700000000001058   
0601AIC7N       20220101001665100000005000 0700000000001062   
0601AIC7N       20220101001670100000005000 0700000000001066   
0601AIC7N       20220101001675100000005000 0700000000001071   
0601AIC7N       20220101001680100000005000 0700000000001075   
0601AIC7N       20220101001685100000005000 0700000000001079   
0601AIC7N       20220101001690100000005000 0700000000001083   
0601AIC7N       20220101001695100000005000 0700000000001087   
0601AIC7N       20220101001700100000100000 0700000000001129   
0601AIC7N       20220101001800100000100000 0700000000001202   
0601AIC7N       20220101001900100000100000 0700000000001269   
0601AIC7N       20220101002000100000100000 0700000000001330   
0601AIC7N       20220101002100100000100000 0700000000001386   
0601AIC7N       20220101002200100000100000 0700000000001437   
0601AIC7N       20220101002300100000100000 0700000000001484   
0601AIC7N       20220101002400100000100000 0700000000001528   
0601AIC7N       20220101002500100000100000 0700000000001568   
0601AIC7N       20220101002600100000100000 0700000000001605   
0601AIC7N       20220101002700100000100000 0700000000001640   
0601AIC7N       20220101002800100000100000 0700000000001672   
0601AIC7N       20220101002900100000100000 0700000000001700   
0601AIC7N       20220101003000100000100000 0700000000001726   
0601AIC7N       20220101003100100000100000 0700000000001751   
0601AIC7N       20220101003200100000100000 0700000000001774   
0601AIC7N       20220101003300100000100000 0700000000001796   
0601AIC7N       20220101003400100000100000 0700000000001816   
0601AIC7N       20220101003500100000100000 0700000000001836   
0601AIC7N       20220101003600100000100000 0700000000001854   
0601AIC7N       20220101003700100000100000 0700000000001872   
0601AIC7N       20220101003800100000100000 0700000000001888   
0601AIC7N       20220101003900100000100000 0700000000001904   
0601AIC7N       20220101004000100000100000 0700000000001917   
0601AIC7N       20220101004100100000100000 0700000000001930   
0601AIC7N       20220101004200100000100000 0700000000001942   
0601AIC7N       20220101004300100000100000 0700000000001953   
0601AIC7N       20220101004400100000100000 0700000000001964   
0601AIC7N       20220101004500100000100000 0700000000001975   
0601AIC7N       20220101004600100000100000 0700000000001985   
0601AIC7N       20220101004700100000100000 0700000000001994   
0601AIC7N       20220101004800100000100000 0700000000002004   
0601AIC7N       20220101004900100000100000 0700000000002013   
0601AIC7N       20220101005000100000100000 0700000000002021   
0601AIC7N       20220101005100100000100000 0700000000002029   
0601AIC7N       20220101005200100000100000 0700000000002037   
0601AIC7N       20220101005300100000100000 0700000000002045   
0601AIC7N       20220101005400100000100000 0700000000002052   
0601AIC7N       20220101005500100000100000 0700000000002059   
0601AIC7N       20220101005600100000100000 0700000000002066   
0601AIC7N       20220101005700100000100000 0700000000002072   
0601AIC7N       20220101005800100000100000 0700000000002079   
0601AIC7N       20220101005900100000100000 0700000000002085   
0601AIC7N       20220101006000100000100000 0700000000002091   
0601AIC7N       20220101006100100000100000 0700000000002097   
0601AIC7N       20220101006200100000100000 0700000000002102   
0601AIC7N       20220101006300100000100000 0700000000002108   
0601AIC7N       20220101006400100000100000 0700000000002113   
0601AIC7N       20220101006500100000100000 0700000000002118   
0601AIC7N       20220101006600100000100000 0700000000002123   
0601AIC7N       20220101006700100000100000 0700000000002128   
0601AIC7N       20220101006800100000100000 0700000000002132   
0601AIC7N       20220101006900100000100000 0700000000002137   
0601AIC7N       20220101007000100000100000 0700000000002141   
0601AIC7N       20220101007100100000100000 0700000000002145   
0601AIC7N       20220101007200100000100000 0700000000002150   
0601AIC7N       20220101007300100000100000 0700000000002154   
0601AIC7N       20220101007400100000100000 0700000000002158   
0601AIC7N       20220101007500100000100000 0700000000002162   
0601AIC7N       20220101007600100000100000 0700000000002165   
0601AIC7N       20220101007700100000100000 0700000000002169   
0601AIC7N       20220101007800100000100000 0700000000002172   
0601AIC7N       20220101007900100000100000 0700000000002176   
0601AIC7N       20220101008000100000100000 0700000000002179   
0601AIC7N       20220101008100100000100000 0700000000002183   
0601AIC7N       20220101008200100000100000 0700000000002186   
0601AIC7N       20220101008300100000100000 0700000000002189   
0601AIC7N       20220101008400100000100000 0700000000002192   
0601AIC7N       20220101008500100000100000 0700000000002195   
0601AIC7N       20220101008600100000100000 0700000000002198   
0601AIC7N       20220101008700100000100000 0700000000002199   
0601AIC7N       20220101008800100000100000 0700000000002200   
0601AIC7N       20220101008900100000100000 0700000000002202   
0601AIC7N       20220101009000100000100000 0700000000002203   
0601AIC7N       20220101009100100000100000 0700000000002204   
0601AIC7N       20220101009200100000100000 0700000000002205   
0601AIC7N       20220101009300100000100000 0700000000002207   
0601AIC7N       20220101009400100000100000 0700000000002208   
0601AIC7N       20220101009500100000100000 0700000000002209   
0601AIC7N       20220101009600100000100000 0700000000002210   
0601AIC7N       20220101009700100000100000 0700000000002211   
0601AIC7N       20220101009800100000100000 0700000000002212   
0601AIC7N       20220101009900100000100000 0700000000002213   
0601AIC7N       20220101010000100000100000 0700000000002214   
0601AIC7N       20220101010100100000100000 0700000000002215   
0601AIC7N       20220101010200100000100000 0700000000002216   
0601AIC7N       20220101010300100000100000 0700000000002217   
0601AIC7N       20220101010400100000100000 0700000000002218   
0601AIC7N       20220101010500100000100000 0700000000002219   
0601AIC7N       20220101010600100000100000 0700000000002220   
0601AIC7N       20220101010700100000100000 0700000000002221   
0601AIC7N       20220101010800100000100000 0700000000002222   
0601AIC7N       20220101010900100000100000 0700000000002223   
0601AIC7N       20220101011000100000100000 0700000000002224   
0601AIC7N       20220101011100100000100000 0700000000002224   
0601AIC7N       20220101011200100000100000 0700000000002225   
0601AIC7N       20220101011300100000100000 0700000000002226   
0601AIC7N       20220101011400100000100000 0700000000002227   
0601AIC7N       20220101011500100000100000 0700000000002228   
0601AIC7N       20220101011600100000100000 0700000000002228   
0601AIC7N       20220101011700100000100000 0700000000002229   
0601AIC7N       20220101011800100000100000 0700000000002230   
0601AIC7N       20220101011900100000100000 0700000000002231   
0601AIC7N       20220101012000100000100000 0700000000002231   
0601AIC7N       20220101012100100000100000 0700000000002232   
0601AIC7N       20220101012200100000100000 0700000000002233   
0601AIC7N       20220101012300100000100000 0700000000002234   
0601AIC7N       20220101012400100000100000 0700000000002234   
0601AIC7N       20220101012500100000100000 0700000000002235   
0601AIC7N       20220101012600100000100000 0700000000002235   
0601AIC7N       20220101012700100000100000 0700000000002236   
0601AIC8N       20220101000000100000025000 0800000000000000   
0601AIC8N       20220101000025100000005000 0800000000000000   
0601AIC8N       20220101000030100000005000 0800000000000000   
0601AIC8N       20220101000035100000005000 0800000000000000   
0601AIC8N       20220101000040100000005000 0800000000000000   
0601AIC8N       20220101000045100000005000 0800000000000000   
0601AIC8N       20220101000050100000005000 0800000000000000   
0601AIC8N       20220101000055100000005000 0800000000000000   
0601AIC8N       20220101000060100000005000 0800000000000000   
0601AIC8N       20220101000065100000005000 0800000000000000   
0601AIC8N       20220101000070100000005000 0800000000000000   
0601AIC8N       20220101000075100000005000 0800000000000000   
0601AIC8N       20220101000080100000005000 0800000000000000   
0601AIC8N       20220101000085100000005000 0800000000000000   
0601AIC8N       20220101000090100000005000 0800000000000000   
0601AIC8N       20220101000095100000005000 0800000000000000   
0601AIC8N       20220101000100100000005000 0800000000000000   
0601AIC8N       20220101000105100000005000 0800000000000000   
0601AIC8N       20220101000110100000005000 0800000000000000   
0601AIC8N       20220101000115100000005000 0800000000000000   
0601AIC8N       20220101000120100000005000 0800000000000000   
0601AIC8N       20220101000125100000005000 0800000000000000   
0601AIC8N       20220101000130100000005000 0800000000000000   
0601AIC8N       20220101000135100000005000 0800000000000000   
0601AIC8N       20220101000140100000005000 0800000000000000   
0601AIC8N       20220101000145100000005000 0800000000000000   
0601AIC8N       20220101000150100000005000 0800000000000000   
0601AIC8N       20220101000155100000005000 0800000000000000   
0601AIC8N       20220101000160100000005000 0800000000000000   
0601AIC8N       20220101000165100000005000 0800000000000000   
0601AIC8N       20220101000170100000005000 0800000000000000   
0601AIC8N       20220101000175100000005000 0800000000000000   
0601AIC8N       20220101000180100000005000 0800000000000000   
0601AIC8N       20220101000185100000005000 0800000000000000   
0601AIC8N       20220101000190100000005000 0800000000000000   
0601AIC8N       20220101000195100000005000 0800000000000000   
0601AIC8N       20220101000200100000005000 0800000000000000   
0601AIC8N       20220101000205100000005000 0800000000000000   
0601AIC8N       20220101000210100000005000 0800000000000000   
0601AIC8N       20220101000215100000005000 0800000000000000   
0601AIC8N       20220101000220100000005000 0800000000000000   
0601AIC8N       20220101000225100000005000 0800000000000000   
0601AIC8N       20220101000230100000005000 0800000000000000   
0601AIC8N       20220101000235100000005000 0800000000000000   
0601AIC8N       20220101000240100000005000 0800000000000000   
0601AIC8N       20220101000245100000005000 0800000000000000   
0601AIC8N       20220101000250100000005000 0800000000000000   
0601AIC8N       20220101000255100000005000 0800000000000000   
0601AIC8N       20220101000260100000005000 0800000000000000   
0601AIC8N       20220101000265100000005000 0800000000000000   
0601AIC8N       20220101000270100000005000 0800000000000000   
0601AIC8N       20220101000275100000005000 0800000000000000   
0601AIC8N       20220101000280100000005000 0800000000000000   
0601AIC8N       20220101000285100000005000 0800000000000000   
0601AIC8N       20220101000290100000005000 0800000000000000   
0601AIC8N       20220101000295100000005000 0800000000000000   
0601AIC8N       20220101000300100000005000 0800000000000000   
0601AIC8N       20220101000305100000005000 0800000000000000   
0601AIC8N       20220101000310100000005000 0800000000000000   
0601AIC8N       20220101000315100000005000 0800000000000000   
0601AIC8N       20220101000320100000005000 0800000000000000   
0601AIC8N       20220101000325100000005000 0800000000000000   
0601AIC8N       20220101000330100000005000 0800000000000000   
0601AIC8N       20220101000335100000005000 0800000000000000   
0601AIC8N       20220101000340100000005000 0800000000000000   
0601AIC8N       20220101000345100000005000 0800000000000000   
0601AIC8N       20220101000350100000005000 0800000000000000   
0601AIC8N       20220101000355100000005000 0800000000000000   
0601AIC8N       20220101000360100000005000 0800000000000000   
0601AIC8N       20220101000365100000005000 0800000000000000   
0601AIC8N       20220101000370100000005000 0800000000000000   
0601AIC8N       20220101000375100000005000 0800000000000000   
0601AIC8N       20220101000380100000005000 0800000000000000   
0601AIC8N       20220101000385100000005000 0800000000000000   
0601AIC8N       20220101000390100000005000 0800000000000000   
0601AIC8N       20220101000395100000005000 0800000000000000   
0601AIC8N       20220101000400100000005000 0800000000000000   
0601AIC8N       20220101000405100000005000 0800000000000000   
0601AIC8N       20220101000410100000005000 0800000000000000   
0601AIC8N       20220101000415100000005000 0800000000000000   
0601AIC8N       20220101000420100000005000 0800000000000002   
0601AIC8N       20220101000425100000005000 0800000000000005   
0601AIC8N       20220101000430100000005000 0800000000000005   
0601AIC8N       20220101000435100000005000 0800000000000007   
0601AIC8N       20220101000440100000005000 0800000000000009   
0601AIC8N       20220101000445100000005000 0800000000000009   
0601AIC8N       20220101000450100000005000 0800000000000013   
0601AIC8N       20220101000455100000005000 0800000000000015   
0601AIC8N       20220101000460100000005000 0800000000000017   
0601AIC8N       20220101000465100000005000 0800000000000021   
0601AIC8N       20220101000470100000005000 0800000000000023   
0601AIC8N       20220101000475100000005000 0800000000000027   
0601AIC8N       20220101000480100000005000 0800000000000029   
0601AIC8N       20220101000485100000005000 0800000000000035   
0601AIC8N       20220101000490100000005000 0800000000000039   
