00AI               20211129                                                                                   
0601AIA9N       20220101000940100000005000 0900000000000045   
0601AIA9N       20220101000945100000005000 0900000000000049   
0601AIA9N       20220101000950100000005000 0900000000000051   
0601AIA9N       20220101000955100000005000 0900000000000054   
0601AIA9N       20220101000960100000005000 0900000000000058   
0601AIA9N       20220101000965100000005000 0900000000000062   
0601AIA9N       20220101000970100000005000 0900000000000066   
0601AIA9N       20220101000975100000005000 0900000000000071   
0601AIA9N       20220101000980100000005000 0900000000000074   
0601AIA9N       20220101000985100000005000 0900000000000078   
0601AIA9N       20220101000990100000005000 0900000000000083   
0601AIA9N       20220101000995100000005000 0900000000000088   
0601AIA9N       20220101001000100000005000 0900000000000093   
0601AIA9N       20220101001005100000005000 0900000000000097   
0601AIA9N       20220101001010100000005000 0900000000000101   
0601AIA9N       20220101001015100000005000 0900000000000105   
0601AIA9N       20220101001020100000005000 0900000000000111   
0601AIA9N       20220101001025100000005000 0900000000000115   
0601AIA9N       20220101001030100000005000 0900000000000120   
0601AIA9N       20220101001035100000005000 0900000000000125   
0601AIA9N       20220101001040100000005000 0900000000000130   
0601AIA9N       20220101001045100000005000 0900000000000136   
0601AIA9N       20220101001050100000005000 0900000000000141   
0601AIA9N       20220101001055100000005000 0900000000000145   
0601AIA9N       20220101001060100000005000 0900000000000151   
0601AIA9N       20220101001065100000005000 0900000000000156   
0601AIA9N       20220101001070100000005000 0900000000000160   
0601AIA9N       20220101001075100000005000 0900000000000165   
0601AIA9N       20220101001080100000005000 0900000000000170   
0601AIA9N       20220101001085100000005000 0900000000000176   
0601AIA9N       20220101001090100000005000 0900000000000180   
0601AIA9N       20220101001095100000005000 0900000000000185   
0601AIA9N       20220101001100100000005000 0900000000000190   
0601AIA9N       20220101001105100000005000 0900000000000196   
0601AIA9N       20220101001110100000005000 0900000000000201   
0601AIA9N       20220101001115100000005000 0900000000000207   
0601AIA9N       20220101001120100000005000 0900000000000212   
0601AIA9N       20220101001125100000005000 0900000000000218   
0601AIA9N       20220101001130100000005000 0900000000000224   
0601AIA9N       20220101001135100000005000 0900000000000229   
0601AIA9N       20220101001140100000005000 0900000000000235   
0601AIA9N       20220101001145100000005000 0900000000000240   
0601AIA9N       20220101001150100000005000 0900000000000246   
0601AIA9N       20220101001155100000005000 0900000000000251   
0601AIA9N       20220101001160100000005000 0900000000000256   
0601AIA9N       20220101001165100000005000 0900000000000261   
0601AIA9N       20220101001170100000005000 0900000000000267   
0601AIA9N       20220101001175100000005000 0900000000000273   
0601AIA9N       20220101001180100000005000 0900000000000277   
0601AIA9N       20220101001185100000005000 0900000000000282   
0601AIA9N       20220101001190100000005000 0900000000000288   
0601AIA9N       20220101001195100000005000 0900000000000293   
0601AIA9N       20220101001200100000005000 0900000000000298   
0601AIA9N       20220101001205100000005000 0900000000000303   
0601AIA9N       20220101001210100000005000 0900000000000308   
0601AIA9N       20220101001215100000005000 0900000000000314   
0601AIA9N       20220101001220100000005000 0900000000000319   
0601AIA9N       20220101001225100000005000 0900000000000323   
0601AIA9N       20220101001230100000005000 0900000000000329   
0601AIA9N       20220101001235100000005000 0900000000000334   
0601AIA9N       20220101001240100000005000 0900000000000340   
0601AIA9N       20220101001245100000005000 0900000000000344   
0601AIA9N       20220101001250100000005000 0900000000000350   
0601AIA9N       20220101001255100000005000 0900000000000355   
0601AIA9N       20220101001260100000005000 0900000000000360   
0601AIA9N       20220101001265100000005000 0900000000000365   
0601AIA9N       20220101001270100000005000 0900000000000369   
0601AIA9N       20220101001275100000005000 0900000000000374   
0601AIA9N       20220101001280100000005000 0900000000000380   
0601AIA9N       20220101001285100000005000 0900000000000384   
0601AIA9N       20220101001290100000005000 0900000000000389   
0601AIA9N       20220101001295100000005000 0900000000000395   
0601AIA9N       20220101001300100000005000 0900000000000399   
0601AIA9N       20220101001305100000005000 0900000000000403   
0601AIA9N       20220101001310100000005000 0900000000000408   
0601AIA9N       20220101001315100000005000 0900000000000413   
0601AIA9N       20220101001320100000005000 0900000000000417   
0601AIA9N       20220101001325100000005000 0900000000000423   
0601AIA9N       20220101001330100000005000 0900000000000427   
0601AIA9N       20220101001335100000005000 0900000000000432   
0601AIA9N       20220101001340100000005000 0900000000000436   
0601AIA9N       20220101001345100000005000 0900000000000440   
0601AIA9N       20220101001350100000005000 0900000000000445   
0601AIA9N       20220101001355100000005000 0900000000000449   
0601AIA9N       20220101001360100000005000 0900000000000454   
0601AIA9N       20220101001365100000005000 0900000000000458   
0601AIA9N       20220101001370100000005000 0900000000000462   
0601AIA9N       20220101001375100000005000 0900000000000466   
0601AIA9N       20220101001380100000005000 0900000000000471   
0601AIA9N       20220101001385100000005000 0900000000000475   
0601AIA9N       20220101001390100000005000 0900000000000479   
0601AIA9N       20220101001395100000005000 0900000000000483   
0601AIA9N       20220101001400100000005000 0900000000000488   
0601AIA9N       20220101001405100000005000 0900000000000492   
0601AIA9N       20220101001410100000005000 0900000000000498   
0601AIA9N       20220101001415100000005000 0900000000000502   
0601AIA9N       20220101001420100000005000 0900000000000508   
0601AIA9N       20220101001425100000005000 0900000000000512   
0601AIA9N       20220101001430100000005000 0900000000000517   
0601AIA9N       20220101001435100000005000 0900000000000522   
0601AIA9N       20220101001440100000005000 0900000000000526   
0601AIA9N       20220101001445100000005000 0900000000000531   
0601AIA9N       20220101001450100000005000 0900000000000536   
0601AIA9N       20220101001455100000005000 0900000000000541   
0601AIA9N       20220101001460100000005000 0900000000000546   
0601AIA9N       20220101001465100000005000 0900000000000551   
0601AIA9N       20220101001470100000005000 0900000000000556   
0601AIA9N       20220101001475100000005000 0900000000000560   
0601AIA9N       20220101001480100000005000 0900000000000565   
0601AIA9N       20220101001485100000005000 0900000000000569   
0601AIA9N       20220101001490100000005000 0900000000000574   
0601AIA9N       20220101001495100000005000 0900000000000579   
0601AIA9N       20220101001500100000005000 0900000000000584   
0601AIA9N       20220101001505100000005000 0900000000000588   
0601AIA9N       20220101001510100000005000 0900000000000592   
0601AIA9N       20220101001515100000005000 0900000000000597   
0601AIA9N       20220101001520100000005000 0900000000000602   
0601AIA9N       20220101001525100000005000 0900000000000606   
0601AIA9N       20220101001530100000005000 0900000000000611   
0601AIA9N       20220101001535100000005000 0900000000000616   
0601AIA9N       20220101001540100000005000 0900000000000620   
0601AIA9N       20220101001545100000005000 0900000000000625   
0601AIA9N       20220101001550100000005000 0900000000000630   
0601AIA9N       20220101001555100000005000 0900000000000634   
0601AIA9N       20220101001560100000005000 0900000000000639   
0601AIA9N       20220101001565100000005000 0900000000000643   
0601AIA9N       20220101001570100000005000 0900000000000648   
0601AIA9N       20220101001575100000005000 0900000000000652   
0601AIA9N       20220101001580100000005000 0900000000000657   
0601AIA9N       20220101001585100000005000 0900000000000661   
0601AIA9N       20220101001590100000005000 0900000000000665   
0601AIA9N       20220101001595100000005000 0900000000000669   
0601AIA9N       20220101001600100000005000 0900000000000674   
0601AIA9N       20220101001605100000005000 0900000000000678   
0601AIA9N       20220101001610100000005000 0900000000000682   
0601AIA9N       20220101001615100000005000 0900000000000686   
0601AIA9N       20220101001620100000005000 0900000000000691   
0601AIA9N       20220101001625100000005000 0900000000000695   
0601AIA9N       20220101001630100000005000 0900000000000699   
0601AIA9N       20220101001635100000005000 0900000000000703   
0601AIA9N       20220101001640100000005000 0900000000000707   
0601AIA9N       20220101001645100000005000 0900000000000711   
0601AIA9N       20220101001650100000005000 0900000000000715   
0601AIA9N       20220101001655100000005000 0900000000000719   
0601AIA9N       20220101001660100000005000 0900000000000723   
0601AIA9N       20220101001665100000005000 0900000000000727   
0601AIA9N       20220101001670100000005000 0900000000000731   
0601AIA9N       20220101001675100000005000 0900000000000734   
0601AIA9N       20220101001680100000005000 0900000000000739   
0601AIA9N       20220101001685100000005000 0900000000000743   
0601AIA9N       20220101001690100000005000 0900000000000747   
0601AIA9N       20220101001695100000005000 0900000000000751   
0601AIA9N       20220101001700100000100000 0900000000000795   
0601AIA9N       20220101001800100000100000 0900000000000874   
0601AIA9N       20220101001900100000100000 0900000000000944   
0601AIA9N       20220101002000100000100000 0900000000001013   
0601AIA9N       20220101002100100000100000 0900000000001079   
0601AIA9N       20220101002200100000100000 0900000000001135   
0601AIA9N       20220101002300100000100000 0900000000001187   
0601AIA9N       20220101002400100000100000 0900000000001241   
0601AIA9N       20220101002500100000100000 0900000000001292   
0601AIA9N       20220101002600100000100000 0900000000001340   
0601AIA9N       20220101002700100000100000 0900000000001382   
0601AIA9N       20220101002800100000100000 0900000000001421   
0601AIA9N       20220101002900100000100000 0900000000001456   
0601AIA9N       20220101003000100000100000 0900000000001489   
0601AIA9N       20220101003100100000100000 0900000000001520   
0601AIA9N       20220101003200100000100000 0900000000001550   
0601AIA9N       20220101003300100000100000 0900000000001577   
0601AIA9N       20220101003400100000100000 0900000000001603   
0601AIA9N       20220101003500100000100000 0900000000001627   
0601AIA9N       20220101003600100000100000 0900000000001650   
0601AIA9N       20220101003700100000100000 0900000000001672   
0601AIA9N       20220101003800100000100000 0900000000001693   
0601AIA9N       20220101003900100000100000 0900000000001712   
0601AIA9N       20220101004000100000100000 0900000000001731   
0601AIA9N       20220101004100100000100000 0900000000001749   
0601AIA9N       20220101004200100000100000 0900000000001766   
0601AIA9N       20220101004300100000100000 0900000000001782   
0601AIA9N       20220101004400100000100000 0900000000001798   
0601AIA9N       20220101004500100000100000 0900000000001812   
0601AIA9N       20220101004600100000100000 0900000000001826   
0601AIA9N       20220101004700100000100000 0900000000001840   
0601AIA9N       20220101004800100000100000 0900000000001853   
0601AIA9N       20220101004900100000100000 0900000000001865   
0601AIA9N       20220101005000100000100000 0900000000001877   
0601AIA9N       20220101005100100000100000 0900000000001889   
0601AIA9N       20220101005200100000100000 0900000000001900   
0601AIA9N       20220101005300100000100000 0900000000001910   
0601AIA9N       20220101005400100000100000 0900000000001921   
0601AIA9N       20220101005500100000100000 0900000000001931   
0601AIA9N       20220101005600100000100000 0900000000001940   
0601AIA9N       20220101005700100000100000 0900000000001949   
0601AIA9N       20220101005800100000100000 0900000000001958   
0601AIA9N       20220101005900100000100000 0900000000001967   
0601AIA9N       20220101006000100000100000 0900000000001975   
0601AIA9N       20220101006100100000100000 0900000000001983   
0601AIA9N       20220101006200100000100000 0900000000001991   
0601AIA9N       20220101006300100000100000 0900000000001998   
0601AIA9N       20220101006400100000100000 0900000000002006   
0601AIA9N       20220101006500100000100000 0900000000002013   
0601AIA9N       20220101006600100000100000 0900000000002020   
0601AIA9N       20220101006700100000100000 0900000000002026   
0601AIA9N       20220101006800100000100000 0900000000002033   
0601AIA9N       20220101006900100000100000 0900000000002039   
0601AIA9N       20220101007000100000100000 0900000000002045   
0601AIA9N       20220101007100100000100000 0900000000002051   
0601AIA9N       20220101007200100000100000 0900000000002057   
0601AIA9N       20220101007300100000100000 0900000000002062   
0601AIA9N       20220101007400100000100000 0900000000002068   
0601AIA9N       20220101007500100000100000 0900000000002073   
0601AIA9N       20220101007600100000100000 0900000000002078   
0601AIA9N       20220101007700100000100000 0900000000002083   
0601AIA9N       20220101007800100000100000 0900000000002087   
0601AIA9N       20220101007900100000100000 0900000000002090   
0601AIA9N       20220101008000100000100000 0900000000002093   
0601AIA9N       20220101008100100000100000 0900000000002095   
0601AIA9N       20220101008200100000100000 0900000000002098   
0601AIA9N       20220101008300100000100000 0900000000002101   
0601AIA9N       20220101008400100000100000 0900000000002103   
0601AIA9N       20220101008500100000100000 0900000000002106   
0601AIA9N       20220101008600100000100000 0900000000002108   
0601AIA9N       20220101008700100000100000 0900000000002111   
0601AIA9N       20220101008800100000100000 0900000000002113   
0601AIA9N       20220101008900100000100000 0900000000002115   
0601AIA9N       20220101009000100000100000 0900000000002117   
0601AIA9N       20220101009100100000100000 0900000000002120   
0601AIA9N       20220101009200100000100000 0900000000002122   
0601AIA9N       20220101009300100000100000 0900000000002124   
0601AIA9N       20220101009400100000100000 0900000000002126   
0601AIA9N       20220101009500100000100000 0900000000002128   
0601AIA9N       20220101009600100000100000 0900000000002130   
0601AIA9N       20220101009700100000100000 0900000000002132   
0601AIA9N       20220101009800100000100000 0900000000002134   
0601AIA9N       20220101009900100000100000 0900000000002136   
0601AIA9N       20220101010000100000100000 0900000000002137   
0601AIA9N       20220101010100100000100000 0900000000002139   
0601AIA9N       20220101010200100000100000 0900000000002141   
0601AIA9N       20220101010300100000100000 0900000000002143   
0601AIA9N       20220101010400100000100000 0900000000002144   
0601AIA9N       20220101010500100000100000 0900000000002146   
0601AIA9N       20220101010600100000100000 0900000000002148   
0601AIA9N       20220101010700100000100000 0900000000002149   
0601AIA9N       20220101010800100000100000 0900000000002151   
0601AIA9N       20220101010900100000100000 0900000000002152   
0601AIA9N       20220101011000100000100000 0900000000002154   
0601AIA9N       20220101011100100000100000 0900000000002155   
0601AIA9N       20220101011200100000100000 0900000000002157   
0601AIA9N       20220101011300100000100000 0900000000002158   
0601AIA9N       20220101011400100000100000 0900000000002159   
0601AIA9N       20220101011500100000100000 0900000000002161   
0601AIA9N       20220101011600100000100000 0900000000002162   
0601AIA9N       20220101011700100000100000 0900000000002163   
0601AIA9N       20220101011800100000100000 0900000000002165   
0601AIA9N       20220101011900100000100000 0900000000002166   
0601AIA9N       20220101012000100000100000 0900000000002167   
0601AIA9N       20220101012100100000100000 0900000000002169   
0601AIA9N       20220101012200100000100000 0900000000002170   
0601AIA9N       20220101012300100000100000 0900000000002171   
0601AIA9N       20220101012400100000100000 0900000000002172   
0601AIA9N       20220101012500100000100000 0900000000002173   
0601AIA9N       20220101012600100000100000 0900000000002174   
0601AIA9N       20220101012700100000100000 0900000000002176   
0601AIA0Y       20220101000000100000020000 0000000000000000   
0601AIA0Y       20220101000020100000005000 0000000000000000   
0601AIA0Y       20220101000025100000005000 0000000000000000   
0601AIA0Y       20220101000030100000005000 0000000000000000   
0601AIA0Y       20220101000035100000005000 0000000000000000   
0601AIA0Y       20220101000040100000005000 0000000000000000   
0601AIA0Y       20220101000045100000005000 0000000000000000   
0601AIA0Y       20220101000050100000005000 0000000000000000   
0601AIA0Y       20220101000055100000005000 0000000000000000   
0601AIA0Y       20220101000060100000005000 0000000000000000   
0601AIA0Y       20220101000065100000005000 0000000000000000   
0601AIA0Y       20220101000070100000005000 0000000000000000   
0601AIA0Y       20220101000075100000005000 0000000000000000   
0601AIA0Y       20220101000080100000005000 0000000000000012   
0601AIA0Y       20220101000085100000005000 0000000000000023   
0601AIA0Y       20220101000090100000005000 0000000000000032   
0601AIA0Y       20220101000095100000005000 0000000000000031   
0601AIA0Y       20220101000100100000005000 0000000000000039   
0601AIA0Y       20220101000105100000005000 0000000000000047   
0601AIA0Y       20220101000110100000005000 0000000000000062   
0601AIA0Y       20220101000115100000005000 0000000000000068   
0601AIA0Y       20220101000120100000005000 0000000000000082   
0601AIA0Y       20220101000125100000005000 0000000000000094   
0601AIA0Y       20220101000130100000005000 0000000000000098   
0601AIA0Y       20220101000135100000005000 0000000000000109   
0601AIA0Y       20220101000140100000005000 0000000000000119   
0601AIA0Y       20220101000145100000005000 0000000000000136   
0601AIA0Y       20220101000150100000005000 0000000000000151   
0601AIA0Y       20220101000155100000005000 0000000000000159   
0601AIA0Y       20220101000160100000005000 0000000000000172   
0601AIA0Y       20220101000165100000005000 0000000000000179   
0601AIA0Y       20220101000170100000005000 0000000000000197   
0601AIA0Y       20220101000175100000005000 0000000000000208   
0601AIA0Y       20220101000180100000005000 0000000000000219   
0601AIA0Y       20220101000185100000005000 0000000000000235   
0601AIA0Y       20220101000190100000005000 0000000000000244   
0601AIA0Y       20220101000195100000005000 0000000000000253   
0601AIA0Y       20220101000200100000005000 0000000000000267   
0601AIA0Y       20220101000205100000005000 0000000000000284   
0601AIA0Y       20220101000210100000005000 0000000000000292   
0601AIA0Y       20220101000215100000005000 0000000000000303   
0601AIA0Y       20220101000220100000005000 0000000000000315   
0601AIA0Y       20220101000225100000005000 0000000000000334   
0601AIA0Y       20220101000230100000005000 0000000000000348   
0601AIA0Y       20220101000235100000005000 0000000000000358   
0601AIA0Y       20220101000240100000005000 0000000000000375   
0601AIA0Y       20220101000245100000005000 0000000000000388   
0601AIA0Y       20220101000250100000005000 0000000000000400   
0601AIA0Y       20220101000255100000005000 0000000000000416   
0601AIA0Y       20220101000260100000005000 0000000000000423   
0601AIA0Y       20220101000265100000005000 0000000000000434   
0601AIA0Y       20220101000270100000005000 0000000000000448   
0601AIA0Y       20220101000275100000005000 0000000000000461   
0601AIA0Y       20220101000280100000005000 0000000000000474   
0601AIA0Y       20220101000285100000005000 0000000000000483   
0601AIA0Y       20220101000290100000005000 0000000000000496   
0601AIA0Y       20220101000295100000005000 0000000000000508   
0601AIA0Y       20220101000300100000005000 0000000000000519   
0601AIA0Y       20220101000305100000005000 0000000000000530   
0601AIA0Y       20220101000310100000005000 0000000000000538   
0601AIA0Y       20220101000315100000005000 0000000000000551   
0601AIA0Y       20220101000320100000005000 0000000000000561   
0601AIA0Y       20220101000325100000005000 0000000000000574   
0601AIA0Y       20220101000330100000005000 0000000000000583   
0601AIA0Y       20220101000335100000005000 0000000000000596   
0601AIA0Y       20220101000340100000005000 0000000000000601   
0601AIA0Y       20220101000345100000005000 0000000000000613   
0601AIA0Y       20220101000350100000005000 0000000000000621   
0601AIA0Y       20220101000355100000005000 0000000000000632   
0601AIA0Y       20220101000360100000005000 0000000000000643   
0601AIA0Y       20220101000365100000005000 0000000000000650   
0601AIA0Y       20220101000370100000005000 0000000000000660   
0601AIA0Y       20220101000375100000005000 0000000000000670   
0601AIA0Y       20220101000380100000005000 0000000000000680   
0601AIA0Y       20220101000385100000005000 0000000000000689   
0601AIA0Y       20220101000390100000005000 0000000000000693   
0601AIA0Y       20220101000395100000005000 0000000000000702   
0601AIA0Y       20220101000400100000005000 0000000000000711   
0601AIA0Y       20220101000405100000005000 0000000000000719   
0601AIA0Y       20220101000410100000005000 0000000000000727   
0601AIA0Y       20220101000415100000005000 0000000000000733   
0601AIA0Y       20220101000420100000005000 0000000000000741   
0601AIA0Y       20220101000425100000005000 0000000000000749   
0601AIA0Y       20220101000430100000005000 0000000000000756   
0601AIA0Y       20220101000435100000005000 0000000000000763   
0601AIA0Y       20220101000440100000005000 0000000000000771   
0601AIA0Y       20220101000445100000005000 0000000000000773   
0601AIA0Y       20220101000450100000005000 0000000000000780   
0601AIA0Y       20220101000455100000005000 0000000000000787   
0601AIA0Y       20220101000460100000005000 0000000000000796   
0601AIA0Y       20220101000465100000005000 0000000000000802   
0601AIA0Y       20220101000470100000005000 0000000000000806   
0601AIA0Y       20220101000475100000005000 0000000000000817   
0601AIA0Y       20220101000480100000005000 0000000000000825   
0601AIA0Y       20220101000485100000005000 0000000000000833   
0601AIA0Y       20220101000490100000005000 0000000000000841   
0601AIA0Y       20220101000495100000005000 0000000000000846   
0601AIA0Y       20220101000500100000005000 0000000000000854   
0601AIA0Y       20220101000505100000005000 0000000000000861   
0601AIA0Y       20220101000510100000005000 0000000000000868   
0601AIA0Y       20220101000515100000005000 0000000000000875   
0601AIA0Y       20220101000520100000005000 0000000000000880   
0601AIA0Y       20220101000525100000005000 0000000000000889   
0601AIA0Y       20220101000530100000005000 0000000000000896   
0601AIA0Y       20220101000535100000005000 0000000000000902   
0601AIA0Y       20220101000540100000005000 0000000000000909   
0601AIA0Y       20220101000545100000005000 0000000000000913   
0601AIA0Y       20220101000550100000005000 0000000000000919   
0601AIA0Y       20220101000555100000005000 0000000000000926   
0601AIA0Y       20220101000560100000005000 0000000000000932   
0601AIA0Y       20220101000565100000005000 0000000000000937   
0601AIA0Y       20220101000570100000005000 0000000000000943   
0601AIA0Y       20220101000575100000005000 0000000000000947   
0601AIA0Y       20220101000580100000005000 0000000000000953   
0601AIA0Y       20220101000585100000005000 0000000000000958   
0601AIA0Y       20220101000590100000005000 0000000000000964   
0601AIA0Y       20220101000595100000005000 0000000000000971   
0601AIA0Y       20220101000600100000005000 0000000000000973   
0601AIA0Y       20220101000605100000005000 0000000000000979   
0601AIA0Y       20220101000610100000005000 0000000000000984   
0601AIA0Y       20220101000615100000005000 0000000000000989   
0601AIA0Y       20220101000620100000005000 0000000000000994   
0601AIA0Y       20220101000625100000005000 0000000000000998   
0601AIA0Y       20220101000630100000005000 0000000000001004   
0601AIA0Y       20220101000635100000005000 0000000000001009   
0601AIA0Y       20220101000640100000005000 0000000000001013   
0601AIA0Y       20220101000645100000005000 0000000000001018   
0601AIA0Y       20220101000650100000005000 0000000000001021   
0601AIA0Y       20220101000655100000005000 0000000000001025   
0601AIA0Y       20220101000660100000005000 0000000000001031   
0601AIA0Y       20220101000665100000005000 0000000000001035   
0601AIA0Y       20220101000670100000005000 0000000000001039   
0601AIA0Y       20220101000675100000005000 0000000000001042   
0601AIA0Y       20220101000680100000005000 0000000000001046   
0601AIA0Y       20220101000685100000005000 0000000000001050   
0601AIA0Y       20220101000690100000005000 0000000000001056   
0601AIA0Y       20220101000695100000005000 0000000000001059   
0601AIA0Y       20220101000700100000005000 0000000000001063   
0601AIA0Y       20220101000705100000005000 0000000000001066   
0601AIA0Y       20220101000710100000005000 0000000000001071   
0601AIA0Y       20220101000715100000005000 0000000000001075   
0601AIA0Y       20220101000720100000005000 0000000000001078   
0601AIA0Y       20220101000725100000005000 0000000000001082   
0601AIA0Y       20220101000730100000005000 0000000000001084   
0601AIA0Y       20220101000735100000005000 0000000000001087   
0601AIA0Y       20220101000740100000005000 0000000000001092   
0601AIA0Y       20220101000745100000005000 0000000000001096   
0601AIA0Y       20220101000750100000005000 0000000000001099   
0601AIA0Y       20220101000755100000005000 0000000000001101   
0601AIA0Y       20220101000760100000005000 0000000000001104   
0601AIA0Y       20220101000765100000005000 0000000000001109   
0601AIA0Y       20220101000770100000005000 0000000000001112   
0601AIA0Y       20220101000775100000005000 0000000000001116   
0601AIA0Y       20220101000780100000005000 0000000000001119   
0601AIA0Y       20220101000785100000005000 0000000000001124   
0601AIA0Y       20220101000790100000005000 0000000000001129   
0601AIA0Y       20220101000795100000005000 0000000000001134   
0601AIA0Y       20220101000800100000005000 0000000000001139   
0601AIA0Y       20220101000805100000005000 0000000000001142   
0601AIA0Y       20220101000810100000005000 0000000000001147   
0601AIA0Y       20220101000815100000005000 0000000000001152   
0601AIA0Y       20220101000820100000005000 0000000000001157   
0601AIA0Y       20220101000825100000005000 0000000000001163   
0601AIA0Y       20220101000830100000005000 0000000000001168   
0601AIA0Y       20220101000835100000005000 0000000000001170   
0601AIA0Y       20220101000840100000005000 0000000000001176   
0601AIA0Y       20220101000845100000005000 0000000000001181   
0601AIA0Y       20220101000850100000005000 0000000000001186   
0601AIA0Y       20220101000855100000005000 0000000000001191   
0601AIA0Y       20220101000860100000005000 0000000000001194   
0601AIA0Y       20220101000865100000005000 0000000000001199   
0601AIA0Y       20220101000870100000005000 0000000000001203   
0601AIA0Y       20220101000875100000005000 0000000000001208   
0601AIA0Y       20220101000880100000005000 0000000000001214   
0601AIA0Y       20220101000885100000005000 0000000000001216   
0601AIA0Y       20220101000890100000005000 0000000000001220   
0601AIA0Y       20220101000895100000005000 0000000000001226   
0601AIA0Y       20220101000900100000005000 0000000000001230   
0601AIA0Y       20220101000905100000005000 0000000000001234   
0601AIA0Y       20220101000910100000005000 0000000000001237   
0601AIA0Y       20220101000915100000005000 0000000000001241   
0601AIA0Y       20220101000920100000005000 0000000000001246   
0601AIA0Y       20220101000925100000005000 0000000000001251   
0601AIA0Y       20220101000930100000005000 0000000000001255   
0601AIA0Y       20220101000935100000005000 0000000000001259   
0601AIA0Y       20220101000940100000005000 0000000000001263   
0601AIA0Y       20220101000945100000005000 0000000000001266   
0601AIA0Y       20220101000950100000005000 0000000000001271   
0601AIA0Y       20220101000955100000005000 0000000000001275   
0601AIA0Y       20220101000960100000005000 0000000000001279   
0601AIA0Y       20220101000965100000005000 0000000000001283   
0601AIA0Y       20220101000970100000005000 0000000000001286   
0601AIA0Y       20220101000975100000005000 0000000000001292   
0601AIA0Y       20220101000980100000005000 0000000000001296   
0601AIA0Y       20220101000985100000005000 0000000000001299   
0601AIA0Y       20220101000990100000005000 0000000000001303   
0601AIA0Y       20220101000995100000005000 0000000000001308   
0601AIA0Y       20220101001000100000005000 0000000000001312   
0601AIA0Y       20220101001005100000005000 0000000000001316   
0601AIA0Y       20220101001010100000005000 0000000000001320   
0601AIA0Y       20220101001015100000005000 0000000000001323   
0601AIA0Y       20220101001020100000005000 0000000000001328   
0601AIA0Y       20220101001025100000005000 0000000000001331   
0601AIA0Y       20220101001030100000005000 0000000000001335   
0601AIA0Y       20220101001035100000005000 0000000000001339   
0601AIA0Y       20220101001040100000005000 0000000000001343   
0601AIA0Y       20220101001045100000005000 0000000000001346   
0601AIA0Y       20220101001050100000005000 0000000000001350   
0601AIA0Y       20220101001055100000005000 0000000000001353   
0601AIA0Y       20220101001060100000005000 0000000000001357   
0601AIA0Y       20220101001065100000005000 0000000000001361   
0601AIA0Y       20220101001070100000005000 0000000000001364   
0601AIA0Y       20220101001075100000005000 0000000000001367   
0601AIA0Y       20220101001080100000005000 0000000000001370   
0601AIA0Y       20220101001085100000005000 0000000000001376   
0601AIA0Y       20220101001090100000005000 0000000000001379   
0601AIA0Y       20220101001095100000005000 0000000000001383   
0601AIA0Y       20220101001100100000005000 0000000000001387   
0601AIA0Y       20220101001105100000005000 0000000000001392   
0601AIA0Y       20220101001110100000005000 0000000000001396   
0601AIA0Y       20220101001115100000005000 0000000000001400   
0601AIA0Y       20220101001120100000005000 0000000000001404   
0601AIA0Y       20220101001125100000005000 0000000000001408   
0601AIA0Y       20220101001130100000005000 0000000000001412   
0601AIA0Y       20220101001135100000005000 0000000000001415   
0601AIA0Y       20220101001140100000005000 0000000000001420   
0601AIA0Y       20220101001145100000005000 0000000000001423   
0601AIA0Y       20220101001150100000005000 0000000000001428   
0601AIA0Y       20220101001155100000005000 0000000000001432   
0601AIA0Y       20220101001160100000005000 0000000000001436   
0601AIA0Y       20220101001165100000005000 0000000000001439   
0601AIA0Y       20220101001170100000005000 0000000000001442   
0601AIA0Y       20220101001175100000005000 0000000000001446   
0601AIA0Y       20220101001180100000005000 0000000000001450   
0601AIA0Y       20220101001185100000005000 0000000000001453   
0601AIA0Y       20220101001190100000005000 0000000000001457   
0601AIA0Y       20220101001195100000005000 0000000000001461   
0601AIA0Y       20220101001200100000005000 0000000000001464   
0601AIA0Y       20220101001205100000005000 0000000000001468   
0601AIA0Y       20220101001210100000005000 0000000000001471   
0601AIA0Y       20220101001215100000005000 0000000000001476   
0601AIA0Y       20220101001220100000005000 0000000000001479   
0601AIA0Y       20220101001225100000005000 0000000000001482   
0601AIA0Y       20220101001230100000005000 0000000000001486   
0601AIA0Y       20220101001235100000005000 0000000000001488   
0601AIA0Y       20220101001240100000005000 0000000000001492   
0601AIA0Y       20220101001245100000005000 0000000000001496   
0601AIA0Y       20220101001250100000005000 0000000000001500   
0601AIA0Y       20220101001255100000005000 0000000000001503   
0601AIA0Y       20220101001260100000005000 0000000000001507   
0601AIA0Y       20220101001265100000005000 0000000000001510   
0601AIA0Y       20220101001270100000005000 0000000000001513   
0601AIA0Y       20220101001275100000005000 0000000000001516   
0601AIA0Y       20220101001280100000005000 0000000000001520   
0601AIA0Y       20220101001285100000005000 0000000000001524   
0601AIA0Y       20220101001290100000005000 0000000000001526   
0601AIA0Y       20220101001295100000005000 0000000000001530   
0601AIA0Y       20220101001300100000005000 0000000000001533   
0601AIA0Y       20220101001305100000005000 0000000000001536   
0601AIA0Y       20220101001310100000005000 0000000000001540   
0601AIA0Y       20220101001315100000005000 0000000000001543   
0601AIA0Y       20220101001320100000005000 0000000000001546   
0601AIA0Y       20220101001325100000005000 0000000000001549   
0601AIA0Y       20220101001330100000005000 0000000000001552   
