00LU               20211201                                                                                   
0601LUB7N       20220101003960100000005000 0700000130001985   
0601LUB7N       20220101003965100000005000 0700000130001986   
0601LUB7N       20220101003970100000005000 0700000130001987   
0601LUB7N       20220101003975100000005000 0700000130001988   
0601LUB7N       20220101003980100000005000 0700000130001990   
0601LUB7N       20220101003985100000005000 0700000130001991   
0601LUB7N       20220101003990100000005000 0700000130001992   
0601LUB7N       20220101003995100000005000 0700000130001994   
0601LUB7N       20220101004000100002000000 0700000130002190   
0601LUB7N       20220101006000100002000000 0700000130002414   
0601LUB7N       20220101008000100002000000 0700000130002538   
0601LUB8N       20220101000000100000120000 0800000130000000   
0601LUB8N       20220101000120100000005000 0800000130000106   
0601LUB8N       20220101000125100000005000 0800000130000102   
0601LUB8N       20220101000130100000005000 0800000130000098   
0601LUB8N       20220101000135100000005000 0800000130000095   
0601LUB8N       20220101000140100000005000 0800000130000091   
0601LUB8N       20220101000145100000005000 0800000130000088   
0601LUB8N       20220101000150100000005000 0800000130000085   
0601LUB8N       20220101000155100000005000 0800000130000083   
0601LUB8N       20220101000160100000005000 0800000130000080   
0601LUB8N       20220101000165100000005000 0800000130000078   
0601LUB8N       20220101000170100000005000 0800000130000075   
0601LUB8N       20220101000175100000005000 0800000130000073   
0601LUB8N       20220101000180100000005000 0800000130000071   
0601LUB8N       20220101000185100000005000 0800000130000069   
0601LUB8N       20220101000190100000005000 0800000130000068   
0601LUB8N       20220101000195100000005000 0800000130000066   
0601LUB8N       20220101000200100000005000 0800000130000064   
0601LUB8N       20220101000205100000005000 0800000130000063   
0601LUB8N       20220101000210100000005000 0800000130000061   
0601LUB8N       20220101000215100000005000 0800000130000060   
0601LUB8N       20220101000220100000005000 0800000130000058   
0601LUB8N       20220101000225100000005000 0800000130000057   
0601LUB8N       20220101000230100000005000 0800000130000056   
0601LUB8N       20220101000235100000005000 0800000130000055   
0601LUB8N       20220101000240100000005000 0800000130000054   
0601LUB8N       20220101000245100000005000 0800000130000053   
0601LUB8N       20220101000250100000005000 0800000130000051   
0601LUB8N       20220101000255100000005000 0800000130000050   
0601LUB8N       20220101000260100000005000 0800000130000050   
0601LUB8N       20220101000265100000005000 0800000130000049   
0601LUB8N       20220101000270100000005000 0800000130000048   
0601LUB8N       20220101000275100000005000 0800000130000047   
0601LUB8N       20220101000280100000005000 0800000130000046   
0601LUB8N       20220101000285100000005000 0800000130000045   
0601LUB8N       20220101000290100000005000 0800000130000044   
0601LUB8N       20220101000295100000005000 0800000130000044   
0601LUB8N       20220101000300100000005000 0800000130000043   
0601LUB8N       20220101000305100000005000 0800000130000042   
0601LUB8N       20220101000310100000005000 0800000130000042   
0601LUB8N       20220101000315100000005000 0800000130000041   
0601LUB8N       20220101000320100000005000 0800000130000040   
0601LUB8N       20220101000325100000005000 0800000130000040   
0601LUB8N       20220101000330100000005000 0800000130000039   
0601LUB8N       20220101000335100000005000 0800000130000039   
0601LUB8N       20220101000340100000005000 0800000130000038   
0601LUB8N       20220101000345100000005000 0800000130000037   
0601LUB8N       20220101000350100000005000 0800000130000037   
0601LUB8N       20220101000355100000005000 0800000130000036   
0601LUB8N       20220101000360100000005000 0800000130000036   
0601LUB8N       20220101000365100000005000 0800000130000035   
0601LUB8N       20220101000370100000005000 0800000130000035   
0601LUB8N       20220101000375100000005000 0800000130000034   
0601LUB8N       20220101000380100000005000 0800000130000034   
0601LUB8N       20220101000385100000005000 0800000130000034   
0601LUB8N       20220101000390100000005000 0800000130000033   
0601LUB8N       20220101000395100000005000 0800000130000033   
0601LUB8N       20220101000400100000005000 0800000130000032   
0601LUB8N       20220101000405100000005000 0800000130000032   
0601LUB8N       20220101000410100000005000 0800000130000032   
0601LUB8N       20220101000415100000005000 0800000130000031   
0601LUB8N       20220101000420100000005000 0800000130000031   
0601LUB8N       20220101000425100000005000 0800000130000030   
0601LUB8N       20220101000430100000005000 0800000130000030   
0601LUB8N       20220101000435100000005000 0800000130000030   
0601LUB8N       20220101000440100000005000 0800000130000029   
0601LUB8N       20220101000445100000005000 0800000130000029   
0601LUB8N       20220101000450100000005000 0800000130000029   
0601LUB8N       20220101000455100000005000 0800000130000028   
0601LUB8N       20220101000460100000005000 0800000130000028   
0601LUB8N       20220101000465100000005000 0800000130000028   
0601LUB8N       20220101000470100000005000 0800000130000028   
0601LUB8N       20220101000475100000005000 0800000130000027   
0601LUB8N       20220101000480100000005000 0800000130000027   
0601LUB8N       20220101000485100000005000 0800000130000027   
0601LUB8N       20220101000490100000005000 0800000130000026   
0601LUB8N       20220101000495100000005000 0800000130000026   
0601LUB8N       20220101000500100000005000 0800000130000026   
0601LUB8N       20220101000505100000005000 0800000130000026   
0601LUB8N       20220101000510100000005000 0800000130000025   
0601LUB8N       20220101000515100000005000 0800000130000025   
0601LUB8N       20220101000520100000005000 0800000130000025   
0601LUB8N       20220101000525100000005000 0800000130000025   
0601LUB8N       20220101000530100000005000 0800000130000024   
0601LUB8N       20220101000535100000005000 0800000130000024   
0601LUB8N       20220101000540100000005000 0800000130000024   
0601LUB8N       20220101000545100000005000 0800000130000024   
0601LUB8N       20220101000550100000005000 0800000130000024   
0601LUB8N       20220101000555100000005000 0800000130000023   
0601LUB8N       20220101000560100000005000 0800000130000023   
0601LUB8N       20220101000565100000005000 0800000130000023   
0601LUB8N       20220101000570100000005000 0800000130000023   
0601LUB8N       20220101000575100000005000 0800000130000023   
0601LUB8N       20220101000580100000005000 0800000130000022   
0601LUB8N       20220101000585100000005000 0800000130000022   
0601LUB8N       20220101000590100000005000 0800000130000022   
0601LUB8N       20220101000595100000005000 0800000130000022   
0601LUB8N       20220101000600100000005000 0800000130000022   
0601LUB8N       20220101000605100000005000 0800000130000021   
0601LUB8N       20220101000610100000005000 0800000130000021   
0601LUB8N       20220101000615100000005000 0800000130000021   
0601LUB8N       20220101000620100000005000 0800000130000021   
0601LUB8N       20220101000625100000005000 0800000130000021   
0601LUB8N       20220101000630100000005000 0800000130000021   
0601LUB8N       20220101000635100000005000 0800000130000020   
0601LUB8N       20220101000640100000005000 0800000130000020   
0601LUB8N       20220101000645100000005000 0800000130000020   
0601LUB8N       20220101000650100000005000 0800000130000020   
0601LUB8N       20220101000655100000005000 0800000130000020   
0601LUB8N       20220101000660100000005000 0800000130000020   
0601LUB8N       20220101000665100000005000 0800000130000019   
0601LUB8N       20220101000670100000005000 0800000130000019   
0601LUB8N       20220101000675100000005000 0800000130000019   
0601LUB8N       20220101000680100000005000 0800000130000019   
0601LUB8N       20220101000685100000005000 0800000130000019   
0601LUB8N       20220101000690100000005000 0800000130000019   
0601LUB8N       20220101000695100000005000 0800000130000019   
0601LUB8N       20220101000700100000005000 0800000130000019   
0601LUB8N       20220101000705100000005000 0800000130000018   
0601LUB8N       20220101000710100000005000 0800000130000018   
0601LUB8N       20220101000715100000005000 0800000130000018   
0601LUB8N       20220101000720100000005000 0800000130000018   
0601LUB8N       20220101000725100000005000 0800000130000018   
0601LUB8N       20220101000730100000005000 0800000130000018   
0601LUB8N       20220101000735100000005000 0800000130000018   
0601LUB8N       20220101000740100000005000 0800000130000018   
0601LUB8N       20220101000745100000005000 0800000130000017   
0601LUB8N       20220101000750100000005000 0800000130000017   
0601LUB8N       20220101000755100000005000 0800000130000017   
0601LUB8N       20220101000760100000005000 0800000130000017   
0601LUB8N       20220101000765100000005000 0800000130000017   
0601LUB8N       20220101000770100000005000 0800000130000017   
0601LUB8N       20220101000775100000005000 0800000130000017   
0601LUB8N       20220101000780100000005000 0800000130000017   
0601LUB8N       20220101000785100000005000 0800000130000017   
0601LUB8N       20220101000790100000005000 0800000130000016   
0601LUB8N       20220101000795100000005000 0800000130000016   
0601LUB8N       20220101000800100000005000 0800000130000016   
0601LUB8N       20220101000805100000005000 0800000130000016   
0601LUB8N       20220101000810100000005000 0800000130000016   
0601LUB8N       20220101000815100000005000 0800000130000016   
0601LUB8N       20220101000820100000005000 0800000130000016   
0601LUB8N       20220101000825100000005000 0800000130000016   
0601LUB8N       20220101000830100000005000 0800000130000016   
0601LUB8N       20220101000835100000005000 0800000130000016   
0601LUB8N       20220101000840100000005000 0800000130000015   
0601LUB8N       20220101000845100000005000 0800000130000015   
0601LUB8N       20220101000850100000005000 0800000130000015   
0601LUB8N       20220101000855100000005000 0800000130000015   
0601LUB8N       20220101000860100000005000 0800000130000015   
0601LUB8N       20220101000865100000005000 0800000130000016   
0601LUB8N       20220101000870100000005000 0800000130000016   
0601LUB8N       20220101000875100000005000 0800000130000017   
0601LUB8N       20220101000880100000005000 0800000130000018   
0601LUB8N       20220101000885100000005000 0800000130000018   
0601LUB8N       20220101000890100000005000 0800000130000019   
0601LUB8N       20220101000895100000005000 0800000130000020   
0601LUB8N       20220101000900100000005000 0800000130000022   
0601LUB8N       20220101000905100000005000 0800000130000024   
0601LUB8N       20220101000910100000005000 0800000130000027   
0601LUB8N       20220101000915100000005000 0800000130000032   
0601LUB8N       20220101000920100000005000 0800000130000036   
0601LUB8N       20220101000925100000005000 0800000130000041   
0601LUB8N       20220101000930100000005000 0800000130000045   
0601LUB8N       20220101000935100000005000 0800000130000050   
0601LUB8N       20220101000940100000005000 0800000130000055   
0601LUB8N       20220101000945100000005000 0800000130000060   
0601LUB8N       20220101000950100000005000 0800000130000065   
0601LUB8N       20220101000955100000005000 0800000130000070   
0601LUB8N       20220101000960100000005000 0800000130000075   
0601LUB8N       20220101000965100000005000 0800000130000080   
0601LUB8N       20220101000970100000005000 0800000130000085   
0601LUB8N       20220101000975100000005000 0800000130000090   
0601LUB8N       20220101000980100000005000 0800000130000096   
0601LUB8N       20220101000985100000005000 0800000130000101   
0601LUB8N       20220101000990100000005000 0800000130000108   
0601LUB8N       20220101000995100000005000 0800000130000114   
0601LUB8N       20220101001000100000005000 0800000130000120   
0601LUB8N       20220101001005100000005000 0800000130000126   
0601LUB8N       20220101001010100000005000 0800000130000132   
0601LUB8N       20220101001015100000005000 0800000130000138   
0601LUB8N       20220101001020100000005000 0800000130000144   
0601LUB8N       20220101001025100000005000 0800000130000150   
0601LUB8N       20220101001030100000005000 0800000130000155   
0601LUB8N       20220101001035100000005000 0800000130000162   
0601LUB8N       20220101001040100000005000 0800000130000168   
0601LUB8N       20220101001045100000005000 0800000130000173   
0601LUB8N       20220101001050100000005000 0800000130000179   
0601LUB8N       20220101001055100000005000 0800000130000184   
0601LUB8N       20220101001060100000005000 0800000130000189   
0601LUB8N       20220101001065100000005000 0800000130000195   
0601LUB8N       20220101001070100000005000 0800000130000200   
0601LUB8N       20220101001075100000005000 0800000130000205   
0601LUB8N       20220101001080100000005000 0800000130000211   
0601LUB8N       20220101001085100000005000 0800000130000215   
0601LUB8N       20220101001090100000005000 0800000130000221   
0601LUB8N       20220101001095100000005000 0800000130000226   
0601LUB8N       20220101001100100000005000 0800000130000230   
0601LUB8N       20220101001105100000005000 0800000130000236   
0601LUB8N       20220101001110100000005000 0800000130000241   
0601LUB8N       20220101001115100000005000 0800000130000247   
0601LUB8N       20220101001120100000005000 0800000130000251   
0601LUB8N       20220101001125100000005000 0800000130000256   
0601LUB8N       20220101001130100000005000 0800000130000261   
0601LUB8N       20220101001135100000005000 0800000130000265   
0601LUB8N       20220101001140100000005000 0800000130000271   
0601LUB8N       20220101001145100000005000 0800000130000276   
0601LUB8N       20220101001150100000005000 0800000130000280   
0601LUB8N       20220101001155100000005000 0800000130000285   
0601LUB8N       20220101001160100000005000 0800000130000291   
0601LUB8N       20220101001165100000005000 0800000130000296   
0601LUB8N       20220101001170100000005000 0800000130000299   
0601LUB8N       20220101001175100000005000 0800000130000304   
0601LUB8N       20220101001180100000005000 0800000130000309   
0601LUB8N       20220101001185100000005000 0800000130000314   
0601LUB8N       20220101001190100000005000 0800000130000318   
0601LUB8N       20220101001195100000005000 0800000130000322   
0601LUB8N       20220101001200100000005000 0800000130000326   
0601LUB8N       20220101001205100000005000 0800000130000331   
0601LUB8N       20220101001210100000005000 0800000130000336   
0601LUB8N       20220101001215100000005000 0800000130000340   
0601LUB8N       20220101001220100000005000 0800000130000344   
0601LUB8N       20220101001225100000005000 0800000130000348   
0601LUB8N       20220101001230100000005000 0800000130000353   
0601LUB8N       20220101001235100000005000 0800000130000357   
0601LUB8N       20220101001240100000005000 0800000130000361   
0601LUB8N       20220101001245100000005000 0800000130000366   
0601LUB8N       20220101001250100000005000 0800000130000370   
0601LUB8N       20220101001255100000005000 0800000130000373   
0601LUB8N       20220101001260100000005000 0800000130000378   
0601LUB8N       20220101001265100000005000 0800000130000382   
0601LUB8N       20220101001270100000005000 0800000130000386   
0601LUB8N       20220101001275100000005000 0800000130000391   
0601LUB8N       20220101001280100000005000 0800000130000394   
0601LUB8N       20220101001285100000005000 0800000130000398   
0601LUB8N       20220101001290100000005000 0800000130000402   
0601LUB8N       20220101001295100000005000 0800000130000406   
0601LUB8N       20220101001300100000005000 0800000130000409   
0601LUB8N       20220101001305100000005000 0800000130000413   
0601LUB8N       20220101001310100000005000 0800000130000418   
0601LUB8N       20220101001315100000005000 0800000130000420   
0601LUB8N       20220101001320100000005000 0800000130000424   
0601LUB8N       20220101001325100000005000 0800000130000429   
0601LUB8N       20220101001330100000005000 0800000130000432   
0601LUB8N       20220101001335100000005000 0800000130000435   
0601LUB8N       20220101001340100000005000 0800000130000439   
0601LUB8N       20220101001345100000005000 0800000130000443   
0601LUB8N       20220101001350100000005000 0800000130000446   
0601LUB8N       20220101001355100000005000 0800000130000450   
0601LUB8N       20220101001360100000005000 0800000130000454   
0601LUB8N       20220101001365100000005000 0800000130000457   
0601LUB8N       20220101001370100000005000 0800000130000461   
0601LUB8N       20220101001375100000005000 0800000130000464   
0601LUB8N       20220101001380100000005000 0800000130000467   
0601LUB8N       20220101001385100000005000 0800000130000471   
0601LUB8N       20220101001390100000005000 0800000130000475   
0601LUB8N       20220101001395100000005000 0800000130000477   
0601LUB8N       20220101001400100000005000 0800000130000481   
0601LUB8N       20220101001405100000005000 0800000130000485   
0601LUB8N       20220101001410100000005000 0800000130000487   
0601LUB8N       20220101001415100000005000 0800000130000491   
0601LUB8N       20220101001420100000005000 0800000130000494   
0601LUB8N       20220101001425100000005000 0800000130000497   
0601LUB8N       20220101001430100000005000 0800000130000501   
0601LUB8N       20220101001435100000005000 0800000130000504   
0601LUB8N       20220101001440100000005000 0800000130000507   
0601LUB8N       20220101001445100000005000 0800000130000511   
0601LUB8N       20220101001450100000005000 0800000130000514   
0601LUB8N       20220101001455100000005000 0800000130000516   
0601LUB8N       20220101001460100000005000 0800000130000519   
0601LUB8N       20220101001465100000005000 0800000130000523   
0601LUB8N       20220101001470100000005000 0800000130000525   
0601LUB8N       20220101001475100000005000 0800000130000528   
0601LUB8N       20220101001480100000005000 0800000130000532   
0601LUB8N       20220101001485100000005000 0800000130000534   
0601LUB8N       20220101001490100000005000 0800000130000537   
0601LUB8N       20220101001495100000005000 0800000130000540   
0601LUB8N       20220101001500100000005000 0800000130000543   
0601LUB8N       20220101001505100000005000 0800000130000546   
0601LUB8N       20220101001510100000005000 0800000130000549   
0601LUB8N       20220101001515100000005000 0800000130000552   
0601LUB8N       20220101001520100000005000 0800000130000554   
0601LUB8N       20220101001525100000005000 0800000130000558   
0601LUB8N       20220101001530100000005000 0800000130000560   
0601LUB8N       20220101001535100000005000 0800000130000563   
0601LUB8N       20220101001540100000005000 0800000130000566   
0601LUB8N       20220101001545100000005000 0800000130000569   
0601LUB8N       20220101001550100000005000 0800000130000571   
0601LUB8N       20220101001555100000005000 0800000130000574   
0601LUB8N       20220101001560100000005000 0800000130000577   
0601LUB8N       20220101001565100000005000 0800000130000579   
0601LUB8N       20220101001570100000005000 0800000130000582   
0601LUB8N       20220101001575100000005000 0800000130000584   
0601LUB8N       20220101001580100000005000 0800000130000587   
0601LUB8N       20220101001585100000005000 0800000130000591   
0601LUB8N       20220101001590100000005000 0800000130000593   
0601LUB8N       20220101001595100000005000 0800000130000597   
0601LUB8N       20220101001600100000005000 0800000130000599   
0601LUB8N       20220101001605100000005000 0800000130000603   
0601LUB8N       20220101001610100000005000 0800000130000605   
0601LUB8N       20220101001615100000005000 0800000130000608   
0601LUB8N       20220101001620100000005000 0800000130000611   
0601LUB8N       20220101001625100000005000 0800000130000614   
0601LUB8N       20220101001630100000005000 0800000130000617   
0601LUB8N       20220101001635100000005000 0800000130000620   
0601LUB8N       20220101001640100000005000 0800000130000623   
0601LUB8N       20220101001645100000005000 0800000130000627   
0601LUB8N       20220101001650100000005000 0800000130000632   
0601LUB8N       20220101001655100000005000 0800000130000636   
0601LUB8N       20220101001660100000005000 0800000130000639   
0601LUB8N       20220101001665100000005000 0800000130000645   
0601LUB8N       20220101001670100000005000 0800000130000648   
0601LUB8N       20220101001675100000005000 0800000130000652   
0601LUB8N       20220101001680100000005000 0800000130000657   
0601LUB8N       20220101001685100000005000 0800000130000661   
0601LUB8N       20220101001690100000005000 0800000130000665   
0601LUB8N       20220101001695100000005000 0800000130000670   
0601LUB8N       20220101001700100000005000 0800000130000674   
0601LUB8N       20220101001705100000005000 0800000130000678   
0601LUB8N       20220101001710100000005000 0800000130000683   
0601LUB8N       20220101001715100000005000 0800000130000686   
0601LUB8N       20220101001720100000005000 0800000130000690   
0601LUB8N       20220101001725100000005000 0800000130000695   
0601LUB8N       20220101001730100000005000 0800000130000699   
0601LUB8N       20220101001735100000005000 0800000130000703   
0601LUB8N       20220101001740100000005000 0800000130000708   
0601LUB8N       20220101001745100000005000 0800000130000711   
0601LUB8N       20220101001750100000005000 0800000130000714   
0601LUB8N       20220101001755100000005000 0800000130000718   
0601LUB8N       20220101001760100000005000 0800000130000723   
0601LUB8N       20220101001765100000005000 0800000130000726   
0601LUB8N       20220101001770100000005000 0800000130000730   
0601LUB8N       20220101001775100000005000 0800000130000735   
0601LUB8N       20220101001780100000005000 0800000130000738   
0601LUB8N       20220101001785100000005000 0800000130000742   
0601LUB8N       20220101001790100000005000 0800000130000747   
0601LUB8N       20220101001795100000005000 0800000130000750   
0601LUB8N       20220101001800100000005000 0800000130000755   
0601LUB8N       20220101001805100000005000 0800000130000759   
0601LUB8N       20220101001810100000005000 0800000130000762   
0601LUB8N       20220101001815100000005000 0800000130000766   
0601LUB8N       20220101001820100000005000 0800000130000771   
0601LUB8N       20220101001825100000005000 0800000130000774   
0601LUB8N       20220101001830100000005000 0800000130000778   
0601LUB8N       20220101001835100000005000 0800000130000783   
0601LUB8N       20220101001840100000005000 0800000130000786   
0601LUB8N       20220101001845100000005000 0800000130000789   
0601LUB8N       20220101001850100000005000 0800000130000794   
0601LUB8N       20220101001855100000005000 0800000130000797   
0601LUB8N       20220101001860100000005000 0800000130000801   
0601LUB8N       20220101001865100000005000 0800000130000805   
0601LUB8N       20220101001870100000005000 0800000130000809   
0601LUB8N       20220101001875100000005000 0800000130000813   
0601LUB8N       20220101001880100000005000 0800000130000817   
0601LUB8N       20220101001885100000005000 0800000130000821   
0601LUB8N       20220101001890100000005000 0800000130000824   
0601LUB8N       20220101001895100000005000 0800000130000828   
0601LUB8N       20220101001900100000005000 0800000130000832   
0601LUB8N       20220101001905100000005000 0800000130000836   
0601LUB8N       20220101001910100000005000 0800000130000839   
0601LUB8N       20220101001915100000005000 0800000130000844   
0601LUB8N       20220101001920100000005000 0800000130000847   
0601LUB8N       20220101001925100000005000 0800000130000850   
0601LUB8N       20220101001930100000005000 0800000130000855   
0601LUB8N       20220101001935100000005000 0800000130000859   
0601LUB8N       20220101001940100000005000 0800000130000863   
0601LUB8N       20220101001945100000005000 0800000130000868   
0601LUB8N       20220101001950100000005000 0800000130000872   
0601LUB8N       20220101001955100000005000 0800000130000876   
0601LUB8N       20220101001960100000005000 0800000130000881   
0601LUB8N       20220101001965100000005000 0800000130000885   
0601LUB8N       20220101001970100000005000 0800000130000889   
0601LUB8N       20220101001975100000005000 0800000130000894   
0601LUB8N       20220101001980100000005000 0800000130000897   
0601LUB8N       20220101001985100000005000 0800000130000901   
0601LUB8N       20220101001990100000005000 0800000130000906   
0601LUB8N       20220101001995100000005000 0800000130000910   
0601LUB8N       20220101002000100000005000 0800000130000914   
0601LUB8N       20220101002005100000005000 0800000130000919   
0601LUB8N       20220101002010100000005000 0800000130000923   
0601LUB8N       20220101002015100000005000 0800000130000926   
0601LUB8N       20220101002020100000005000 0800000130000932   
0601LUB8N       20220101002025100000005000 0800000130000936   
0601LUB8N       20220101002030100000005000 0800000130000939   
0601LUB8N       20220101002035100000005000 0800000130000945   
0601LUB8N       20220101002040100000005000 0800000130000949   
0601LUB8N       20220101002045100000005000 0800000130000953   
0601LUB8N       20220101002050100000005000 0800000130000957   
0601LUB8N       20220101002055100000005000 0800000130000962   
0601LUB8N       20220101002060100000005000 0800000130000966   
0601LUB8N       20220101002065100000005000 0800000130000971   
0601LUB8N       20220101002070100000005000 0800000130000976   
0601LUB8N       20220101002075100000005000 0800000130000980   
0601LUB8N       20220101002080100000005000 0800000130000984   
0601LUB8N       20220101002085100000005000 0800000130000990   
0601LUB8N       20220101002090100000005000 0800000130000994   
0601LUB8N       20220101002095100000005000 0800000130000998   
0601LUB8N       20220101002100100000005000 0800000130001004   
0601LUB8N       20220101002105100000005000 0800000130001007   
0601LUB8N       20220101002110100000005000 0800000130001012   
0601LUB8N       20220101002115100000005000 0800000130001017   
0601LUB8N       20220101002120100000005000 0800000130001021   
0601LUB8N       20220101002125100000005000 0800000130001025   
0601LUB8N       20220101002130100000005000 0800000130001031   
0601LUB8N       20220101002135100000005000 0800000130001035   
0601LUB8N       20220101002140100000005000 0800000130001039   
0601LUB8N       20220101002145100000005000 0800000130001044   
0601LUB8N       20220101002150100000005000 0800000130001049   
0601LUB8N       20220101002155100000005000 0800000130001053   
0601LUB8N       20220101002160100000005000 0800000130001058   
0601LUB8N       20220101002165100000005000 0800000130001062   
0601LUB8N       20220101002170100000005000 0800000130001066   
0601LUB8N       20220101002175100000005000 0800000130001071   
0601LUB8N       20220101002180100000005000 0800000130001075   
0601LUB8N       20220101002185100000005000 0800000130001079   
0601LUB8N       20220101002190100000005000 0800000130001083   
0601LUB8N       20220101002195100000005000 0800000130001088   
0601LUB8N       20220101002200100000005000 0800000130001092   
0601LUB8N       20220101002205100000005000 0800000130001096   
0601LUB8N       20220101002210100000005000 0800000130001101   
0601LUB8N       20220101002215100000005000 0800000130001104   
0601LUB8N       20220101002220100000005000 0800000130001108   
0601LUB8N       20220101002225100000005000 0800000130001113   
0601LUB8N       20220101002230100000005000 0800000130001117   
0601LUB8N       20220101002235100000005000 0800000130001121   
0601LUB8N       20220101002240100000005000 0800000130001126   
0601LUB8N       20220101002245100000005000 0800000130001130   
0601LUB8N       20220101002250100000005000 0800000130001133   
0601LUB8N       20220101002255100000005000 0800000130001138   
0601LUB8N       20220101002260100000005000 0800000130001142   
0601LUB8N       20220101002265100000005000 0800000130001145   
0601LUB8N       20220101002270100000005000 0800000130001150   
0601LUB8N       20220101002275100000005000 0800000130001154   
0601LUB8N       20220101002280100000005000 0800000130001158   
0601LUB8N       20220101002285100000005000 0800000130001162   
0601LUB8N       20220101002290100000005000 0800000130001166   
0601LUB8N       20220101002295100000005000 0800000130001170   
0601LUB8N       20220101002300100000005000 0800000130001174   
0601LUB8N       20220101002305100000005000 0800000130001178   
0601LUB8N       20220101002310100000005000 0800000130001181   
0601LUB8N       20220101002315100000005000 0800000130001186   
0601LUB8N       20220101002320100000005000 0800000130001189   
0601LUB8N       20220101002325100000005000 0800000130001193   
0601LUB8N       20220101002330100000005000 0800000130001197   
0601LUB8N       20220101002335100000005000 0800000130001201   
0601LUB8N       20220101002340100000005000 0800000130001204   
0601LUB8N       20220101002345100000005000 0800000130001208   
0601LUB8N       20220101002350100000005000 0800000130001212   
0601LUB8N       20220101002355100000005000 0800000130001216   
0601LUB8N       20220101002360100000005000 0800000130001219   
0601LUB8N       20220101002365100000005000 0800000130001223   
0601LUB8N       20220101002370100000005000 0800000130001227   
0601LUB8N       20220101002375100000005000 0800000130001230   
0601LUB8N       20220101002380100000005000 0800000130001234   
0601LUB8N       20220101002385100000005000 0800000130001238   
0601LUB8N       20220101002390100000005000 0800000130001241   
0601LUB8N       20220101002395100000005000 0800000130001245   
0601LUB8N       20220101002400100000005000 0800000130001249   
0601LUB8N       20220101002405100000005000 0800000130001252   
0601LUB8N       20220101002410100000005000 0800000130001256   
0601LUB8N       20220101002415100000005000 0800000130001260   
0601LUB8N       20220101002420100000005000 0800000130001262   
0601LUB8N       20220101002425100000005000 0800000130001267   
0601LUB8N       20220101002430100000005000 0800000130001270   
0601LUB8N       20220101002435100000005000 0800000130001273   
0601LUB8N       20220101002440100000005000 0800000130001277   
0601LUB8N       20220101002445100000005000 0800000130001280   
0601LUB8N       20220101002450100000005000 0800000130001284   
0601LUB8N       20220101002455100000005000 0800000130001288   
0601LUB8N       20220101002460100000005000 0800000130001291   
0601LUB8N       20220101002465100000005000 0800000130001294   
0601LUB8N       20220101002470100000005000 0800000130001298   
0601LUB8N       20220101002475100000005000 0800000130001301   
0601LUB8N       20220101002480100000005000 0800000130001304   
0601LUB8N       20220101002485100000005000 0800000130001307   
0601LUB8N       20220101002490100000005000 0800000130001311   
0601LUB8N       20220101002495100000005000 0800000130001314   
0601LUB8N       20220101002500100000005000 0800000130001317   
0601LUB8N       20220101002505100000005000 0800000130001321   
0601LUB8N       20220101002510100000005000 0800000130001324   
0601LUB8N       20220101002515100000005000 0800000130001327   
0601LUB8N       20220101002520100000005000 0800000130001331   
0601LUB8N       20220101002525100000005000 0800000130001334   
0601LUB8N       20220101002530100000005000 0800000130001337   
0601LUB8N       20220101002535100000005000 0800000130001341   
0601LUB8N       20220101002540100000005000 0800000130001344   
0601LUB8N       20220101002545100000005000 0800000130001346   
0601LUB8N       20220101002550100000005000 0800000130001350   
0601LUB8N       20220101002555100000005000 0800000130001353   
0601LUB8N       20220101002560100000005000 0800000130001356   
0601LUB8N       20220101002565100000005000 0800000130001360   
0601LUB8N       20220101002570100000005000 0800000130001363   
0601LUB8N       20220101002575100000005000 0800000130001366   
0601LUB8N       20220101002580100000005000 0800000130001369   
0601LUB8N       20220101002585100000005000 0800000130001372   
0601LUB8N       20220101002590100000005000 0800000130001375   
0601LUB8N       20220101002595100000005000 0800000130001379   
0601LUB8N       20220101002600100000005000 0800000130001381   
0601LUB8N       20220101002605100000005000 0800000130001384   
0601LUB8N       20220101002610100000005000 0800000130001388   
0601LUB8N       20220101002615100000005000 0800000130001391   
0601LUB8N       20220101002620100000005000 0800000130001393   
0601LUB8N       20220101002625100000005000 0800000130001396   
0601LUB8N       20220101002630100000005000 0800000130001399   
0601LUB8N       20220101002635100000005000 0800000130001402   
0601LUB8N       20220101002640100000005000 0800000130001405   
0601LUB8N       20220101002645100000005000 0800000130001408   
0601LUB8N       20220101002650100000005000 0800000130001411   
0601LUB8N       20220101002655100000005000 0800000130001414   
0601LUB8N       20220101002660100000005000 0800000130001417   
0601LUB8N       20220101002665100000005000 0800000130001420   
0601LUB8N       20220101002670100000005000 0800000130001423   
0601LUB8N       20220101002675100000005000 0800000130001426   
0601LUB8N       20220101002680100000005000 0800000130001429   
0601LUB8N       20220101002685100000005000 0800000130001431   
0601LUB8N       20220101002690100000005000 0800000130001435   
0601LUB8N       20220101002695100000005000 0800000130001437   
0601LUB8N       20220101002700100000005000 0800000130001440   
0601LUB8N       20220101002705100000005000 0800000130001443   
0601LUB8N       20220101002710100000005000 0800000130001446   
0601LUB8N       20220101002715100000005000 0800000130001448   
0601LUB8N       20220101002720100000005000 0800000130001452   
0601LUB8N       20220101002725100000005000 0800000130001454   
0601LUB8N       20220101002730100000005000 0800000130001457   
0601LUB8N       20220101002735100000005000 0800000130001460   
0601LUB8N       20220101002740100000005000 0800000130001463   
