00LU               20211201                                                                                   
0601LUA6Y       20220101003415100000005000 0600000130002150   
0601LUA6Y       20220101003420100000005000 0600000130002152   
0601LUA6Y       20220101003425100000005000 0600000130002153   
0601LUA6Y       20220101003430100000005000 0600000130002154   
0601LUA6Y       20220101003435100000005000 0600000130002157   
0601LUA6Y       20220101003440100000005000 0600000130002157   
0601LUA6Y       20220101003445100000005000 0600000130002159   
0601LUA6Y       20220101003450100000005000 0600000130002161   
0601LUA6Y       20220101003455100000005000 0600000130002162   
0601LUA6Y       20220101003460100000005000 0600000130002163   
0601LUA6Y       20220101003465100000005000 0600000130002165   
0601LUA6Y       20220101003470100000005000 0600000130002166   
0601LUA6Y       20220101003475100000005000 0600000130002167   
0601LUA6Y       20220101003480100000005000 0600000130002169   
0601LUA6Y       20220101003485100000005000 0600000130002170   
0601LUA6Y       20220101003490100000005000 0600000130002171   
0601LUA6Y       20220101003495100000005000 0600000130002173   
0601LUA6Y       20220101003500100000005000 0600000130002174   
0601LUA6Y       20220101003505100000005000 0600000130002175   
0601LUA6Y       20220101003510100000005000 0600000130002177   
0601LUA6Y       20220101003515100000005000 0600000130002179   
0601LUA6Y       20220101003520100000005000 0600000130002179   
0601LUA6Y       20220101003525100000005000 0600000130002181   
0601LUA6Y       20220101003530100000005000 0600000130002183   
0601LUA6Y       20220101003535100000005000 0600000130002183   
0601LUA6Y       20220101003540100000005000 0600000130002185   
0601LUA6Y       20220101003545100000005000 0600000130002187   
0601LUA6Y       20220101003550100000005000 0600000130002187   
0601LUA6Y       20220101003555100000005000 0600000130002189   
0601LUA6Y       20220101003560100000005000 0600000130002191   
0601LUA6Y       20220101003565100000005000 0600000130002191   
0601LUA6Y       20220101003570100000005000 0600000130002193   
0601LUA6Y       20220101003575100000005000 0600000130002195   
0601LUA6Y       20220101003580100000005000 0600000130002195   
0601LUA6Y       20220101003585100000005000 0600000130002197   
0601LUA6Y       20220101003590100000005000 0600000130002198   
0601LUA6Y       20220101003595100000005000 0600000130002199   
0601LUA6Y       20220101003600100000005000 0600000130002200   
0601LUA6Y       20220101003605100000005000 0600000130002202   
0601LUA6Y       20220101003610100000005000 0600000130002203   
0601LUA6Y       20220101003615100000005000 0600000130002204   
0601LUA6Y       20220101003620100000005000 0600000130002206   
0601LUA6Y       20220101003625100000005000 0600000130002207   
0601LUA6Y       20220101003630100000005000 0600000130002208   
0601LUA6Y       20220101003635100000005000 0600000130002210   
0601LUA6Y       20220101003640100000005000 0600000130002211   
0601LUA6Y       20220101003645100000005000 0600000130002212   
0601LUA6Y       20220101003650100000005000 0600000130002214   
0601LUA6Y       20220101003655100000005000 0600000130002215   
0601LUA6Y       20220101003660100000005000 0600000130002216   
0601LUA6Y       20220101003665100000005000 0600000130002217   
0601LUA6Y       20220101003670100000005000 0600000130002219   
0601LUA6Y       20220101003675100000005000 0600000130002219   
0601LUA6Y       20220101003680100000005000 0600000130002221   
0601LUA6Y       20220101003685100000005000 0600000130002222   
0601LUA6Y       20220101003690100000005000 0600000130002223   
0601LUA6Y       20220101003695100000005000 0600000130002224   
0601LUA6Y       20220101003700100000005000 0600000130002226   
0601LUA6Y       20220101003705100000005000 0600000130002227   
0601LUA6Y       20220101003710100000005000 0600000130002228   
0601LUA6Y       20220101003715100000005000 0600000130002230   
0601LUA6Y       20220101003720100000005000 0600000130002231   
0601LUA6Y       20220101003725100000005000 0600000130002232   
0601LUA6Y       20220101003730100000005000 0600000130002233   
0601LUA6Y       20220101003735100000005000 0600000130002234   
0601LUA6Y       20220101003740100000005000 0600000130002235   
0601LUA6Y       20220101003745100000005000 0600000130002237   
0601LUA6Y       20220101003750100000005000 0600000130002238   
0601LUA6Y       20220101003755100000005000 0600000130002239   
0601LUA6Y       20220101003760100000005000 0600000130002241   
0601LUA6Y       20220101003765100000005000 0600000130002242   
0601LUA6Y       20220101003770100000005000 0600000130002242   
0601LUA6Y       20220101003775100000005000 0600000130002244   
0601LUA6Y       20220101003780100000005000 0600000130002245   
0601LUA6Y       20220101003785100000005000 0600000130002246   
0601LUA6Y       20220101003790100000005000 0600000130002248   
0601LUA6Y       20220101003795100000005000 0600000130002249   
0601LUA6Y       20220101003800100000005000 0600000130002250   
0601LUA6Y       20220101003805100000005000 0600000130002250   
0601LUA6Y       20220101003810100000005000 0600000130002252   
0601LUA6Y       20220101003815100000005000 0600000130002253   
0601LUA6Y       20220101003820100000005000 0600000130002254   
0601LUA6Y       20220101003825100000005000 0600000130002256   
0601LUA6Y       20220101003830100000005000 0600000130002256   
0601LUA6Y       20220101003835100000005000 0600000130002257   
0601LUA6Y       20220101003840100000005000 0600000130002259   
0601LUA6Y       20220101003845100000005000 0600000130002260   
0601LUA6Y       20220101003850100000005000 0600000130002261   
0601LUA6Y       20220101003855100000005000 0600000130002262   
0601LUA6Y       20220101003860100000005000 0600000130002263   
0601LUA6Y       20220101003865100000005000 0600000130002264   
0601LUA6Y       20220101003870100000005000 0600000130002266   
0601LUA6Y       20220101003875100000005000 0600000130002267   
0601LUA6Y       20220101003880100000005000 0600000130002267   
0601LUA6Y       20220101003885100000005000 0600000130002269   
0601LUA6Y       20220101003890100000005000 0600000130002270   
0601LUA6Y       20220101003895100000005000 0600000130002271   
0601LUA6Y       20220101003900100000005000 0600000130002272   
0601LUA6Y       20220101003905100000005000 0600000130002273   
0601LUA6Y       20220101003910100000005000 0600000130002274   
0601LUA6Y       20220101003915100000005000 0600000130002276   
0601LUA6Y       20220101003920100000005000 0600000130002277   
0601LUA6Y       20220101003925100000005000 0600000130002278   
0601LUA6Y       20220101003930100000005000 0600000130002279   
0601LUA6Y       20220101003935100000005000 0600000130002280   
0601LUA6Y       20220101003940100000005000 0600000130002281   
0601LUA6Y       20220101003945100000005000 0600000130002282   
0601LUA6Y       20220101003950100000005000 0600000130002283   
0601LUA6Y       20220101003955100000005000 0600000130002284   
0601LUA6Y       20220101003960100000005000 0600000130002285   
0601LUA6Y       20220101003965100000005000 0600000130002286   
0601LUA6Y       20220101003970100000005000 0600000130002287   
0601LUA6Y       20220101003975100000005000 0600000130002288   
0601LUA6Y       20220101003980100000005000 0600000130002290   
0601LUA6Y       20220101003985100000005000 0600000130002290   
0601LUA6Y       20220101003990100000005000 0600000130002291   
0601LUA6Y       20220101003995100000005000 0600000130002293   
0601LUA6Y       20220101004000100002000000 0600000130002461   
0601LUA6Y       20220101006000100002000000 0600000130002652   
0601LUA6Y       20220101008000100002000000 0600000130002735   
0601LUA7Y       20220101000000100000120000 0700000130000000   
0601LUA7Y       20220101000120100000005000 0700000130000106   
0601LUA7Y       20220101000125100000005000 0700000130000102   
0601LUA7Y       20220101000130100000005000 0700000130000098   
0601LUA7Y       20220101000135100000005000 0700000130000095   
0601LUA7Y       20220101000140100000005000 0700000130000091   
0601LUA7Y       20220101000145100000005000 0700000130000088   
0601LUA7Y       20220101000150100000005000 0700000130000085   
0601LUA7Y       20220101000155100000005000 0700000130000083   
0601LUA7Y       20220101000160100000005000 0700000130000080   
0601LUA7Y       20220101000165100000005000 0700000130000078   
0601LUA7Y       20220101000170100000005000 0700000130000075   
0601LUA7Y       20220101000175100000005000 0700000130000073   
0601LUA7Y       20220101000180100000005000 0700000130000071   
0601LUA7Y       20220101000185100000005000 0700000130000069   
0601LUA7Y       20220101000190100000005000 0700000130000068   
0601LUA7Y       20220101000195100000005000 0700000130000066   
0601LUA7Y       20220101000200100000005000 0700000130000064   
0601LUA7Y       20220101000205100000005000 0700000130000063   
0601LUA7Y       20220101000210100000005000 0700000130000061   
0601LUA7Y       20220101000215100000005000 0700000130000060   
0601LUA7Y       20220101000220100000005000 0700000130000058   
0601LUA7Y       20220101000225100000005000 0700000130000057   
0601LUA7Y       20220101000230100000005000 0700000130000056   
0601LUA7Y       20220101000235100000005000 0700000130000055   
0601LUA7Y       20220101000240100000005000 0700000130000054   
0601LUA7Y       20220101000245100000005000 0700000130000053   
0601LUA7Y       20220101000250100000005000 0700000130000051   
0601LUA7Y       20220101000255100000005000 0700000130000050   
0601LUA7Y       20220101000260100000005000 0700000130000050   
0601LUA7Y       20220101000265100000005000 0700000130000049   
0601LUA7Y       20220101000270100000005000 0700000130000048   
0601LUA7Y       20220101000275100000005000 0700000130000047   
0601LUA7Y       20220101000280100000005000 0700000130000046   
0601LUA7Y       20220101000285100000005000 0700000130000045   
0601LUA7Y       20220101000290100000005000 0700000130000044   
0601LUA7Y       20220101000295100000005000 0700000130000044   
0601LUA7Y       20220101000300100000005000 0700000130000043   
0601LUA7Y       20220101000305100000005000 0700000130000042   
0601LUA7Y       20220101000310100000005000 0700000130000042   
0601LUA7Y       20220101000315100000005000 0700000130000041   
0601LUA7Y       20220101000320100000005000 0700000130000040   
0601LUA7Y       20220101000325100000005000 0700000130000040   
0601LUA7Y       20220101000330100000005000 0700000130000039   
0601LUA7Y       20220101000335100000005000 0700000130000039   
0601LUA7Y       20220101000340100000005000 0700000130000038   
0601LUA7Y       20220101000345100000005000 0700000130000037   
0601LUA7Y       20220101000350100000005000 0700000130000037   
0601LUA7Y       20220101000355100000005000 0700000130000036   
0601LUA7Y       20220101000360100000005000 0700000130000036   
0601LUA7Y       20220101000365100000005000 0700000130000035   
0601LUA7Y       20220101000370100000005000 0700000130000035   
0601LUA7Y       20220101000375100000005000 0700000130000034   
0601LUA7Y       20220101000380100000005000 0700000130000034   
0601LUA7Y       20220101000385100000005000 0700000130000034   
0601LUA7Y       20220101000390100000005000 0700000130000033   
0601LUA7Y       20220101000395100000005000 0700000130000033   
0601LUA7Y       20220101000400100000005000 0700000130000032   
0601LUA7Y       20220101000405100000005000 0700000130000032   
0601LUA7Y       20220101000410100000005000 0700000130000032   
0601LUA7Y       20220101000415100000005000 0700000130000031   
0601LUA7Y       20220101000420100000005000 0700000130000031   
0601LUA7Y       20220101000425100000005000 0700000130000030   
0601LUA7Y       20220101000430100000005000 0700000130000030   
0601LUA7Y       20220101000435100000005000 0700000130000030   
0601LUA7Y       20220101000440100000005000 0700000130000029   
0601LUA7Y       20220101000445100000005000 0700000130000029   
0601LUA7Y       20220101000450100000005000 0700000130000029   
0601LUA7Y       20220101000455100000005000 0700000130000028   
0601LUA7Y       20220101000460100000005000 0700000130000028   
0601LUA7Y       20220101000465100000005000 0700000130000028   
0601LUA7Y       20220101000470100000005000 0700000130000028   
0601LUA7Y       20220101000475100000005000 0700000130000027   
0601LUA7Y       20220101000480100000005000 0700000130000027   
0601LUA7Y       20220101000485100000005000 0700000130000027   
0601LUA7Y       20220101000490100000005000 0700000130000026   
0601LUA7Y       20220101000495100000005000 0700000130000026   
0601LUA7Y       20220101000500100000005000 0700000130000026   
0601LUA7Y       20220101000505100000005000 0700000130000026   
0601LUA7Y       20220101000510100000005000 0700000130000025   
0601LUA7Y       20220101000515100000005000 0700000130000025   
0601LUA7Y       20220101000520100000005000 0700000130000025   
0601LUA7Y       20220101000525100000005000 0700000130000025   
0601LUA7Y       20220101000530100000005000 0700000130000024   
0601LUA7Y       20220101000535100000005000 0700000130000024   
0601LUA7Y       20220101000540100000005000 0700000130000024   
0601LUA7Y       20220101000545100000005000 0700000130000024   
0601LUA7Y       20220101000550100000005000 0700000130000024   
0601LUA7Y       20220101000555100000005000 0700000130000023   
0601LUA7Y       20220101000560100000005000 0700000130000023   
0601LUA7Y       20220101000565100000005000 0700000130000023   
0601LUA7Y       20220101000570100000005000 0700000130000023   
0601LUA7Y       20220101000575100000005000 0700000130000023   
0601LUA7Y       20220101000580100000005000 0700000130000022   
0601LUA7Y       20220101000585100000005000 0700000130000022   
0601LUA7Y       20220101000590100000005000 0700000130000022   
0601LUA7Y       20220101000595100000005000 0700000130000022   
0601LUA7Y       20220101000600100000005000 0700000130000022   
0601LUA7Y       20220101000605100000005000 0700000130000021   
0601LUA7Y       20220101000610100000005000 0700000130000021   
0601LUA7Y       20220101000615100000005000 0700000130000021   
0601LUA7Y       20220101000620100000005000 0700000130000021   
0601LUA7Y       20220101000625100000005000 0700000130000021   
0601LUA7Y       20220101000630100000005000 0700000130000021   
0601LUA7Y       20220101000635100000005000 0700000130000020   
0601LUA7Y       20220101000640100000005000 0700000130000020   
0601LUA7Y       20220101000645100000005000 0700000130000020   
0601LUA7Y       20220101000650100000005000 0700000130000020   
0601LUA7Y       20220101000655100000005000 0700000130000020   
0601LUA7Y       20220101000660100000005000 0700000130000020   
0601LUA7Y       20220101000665100000005000 0700000130000019   
0601LUA7Y       20220101000670100000005000 0700000130000019   
0601LUA7Y       20220101000675100000005000 0700000130000021   
0601LUA7Y       20220101000680100000005000 0700000130000022   
0601LUA7Y       20220101000685100000005000 0700000130000022   
0601LUA7Y       20220101000690100000005000 0700000130000023   
0601LUA7Y       20220101000695100000005000 0700000130000024   
0601LUA7Y       20220101000700100000005000 0700000130000027   
0601LUA7Y       20220101000705100000005000 0700000130000030   
0601LUA7Y       20220101000710100000005000 0700000130000032   
0601LUA7Y       20220101000715100000005000 0700000130000035   
0601LUA7Y       20220101000720100000005000 0700000130000037   
0601LUA7Y       20220101000725100000005000 0700000130000043   
0601LUA7Y       20220101000730100000005000 0700000130000046   
0601LUA7Y       20220101000735100000005000 0700000130000053   
0601LUA7Y       20220101000740100000005000 0700000130000059   
0601LUA7Y       20220101000745100000005000 0700000130000067   
0601LUA7Y       20220101000750100000005000 0700000130000076   
0601LUA7Y       20220101000755100000005000 0700000130000083   
0601LUA7Y       20220101000760100000005000 0700000130000092   
0601LUA7Y       20220101000765100000005000 0700000130000100   
0601LUA7Y       20220101000770100000005000 0700000130000109   
0601LUA7Y       20220101000775100000005000 0700000130000117   
0601LUA7Y       20220101000780100000005000 0700000130000125   
0601LUA7Y       20220101000785100000005000 0700000130000135   
0601LUA7Y       20220101000790100000005000 0700000130000143   
0601LUA7Y       20220101000795100000005000 0700000130000152   
0601LUA7Y       20220101000800100000005000 0700000130000160   
0601LUA7Y       20220101000805100000005000 0700000130000168   
0601LUA7Y       20220101000810100000005000 0700000130000176   
0601LUA7Y       20220101000815100000005000 0700000130000187   
0601LUA7Y       20220101000820100000005000 0700000130000196   
0601LUA7Y       20220101000825100000005000 0700000130000205   
0601LUA7Y       20220101000830100000005000 0700000130000214   
0601LUA7Y       20220101000835100000005000 0700000130000222   
0601LUA7Y       20220101000840100000005000 0700000130000230   
0601LUA7Y       20220101000845100000005000 0700000130000240   
0601LUA7Y       20220101000850100000005000 0700000130000248   
0601LUA7Y       20220101000855100000005000 0700000130000255   
0601LUA7Y       20220101000860100000005000 0700000130000263   
0601LUA7Y       20220101000865100000005000 0700000130000272   
0601LUA7Y       20220101000870100000005000 0700000130000280   
0601LUA7Y       20220101000875100000005000 0700000130000287   
0601LUA7Y       20220101000880100000005000 0700000130000296   
0601LUA7Y       20220101000885100000005000 0700000130000303   
0601LUA7Y       20220101000890100000005000 0700000130000310   
0601LUA7Y       20220101000895100000005000 0700000130000319   
0601LUA7Y       20220101000900100000005000 0700000130000326   
0601LUA7Y       20220101000905100000005000 0700000130000333   
0601LUA7Y       20220101000910100000005000 0700000130000340   
0601LUA7Y       20220101000915100000005000 0700000130000348   
0601LUA7Y       20220101000920100000005000 0700000130000354   
0601LUA7Y       20220101000925100000005000 0700000130000363   
0601LUA7Y       20220101000930100000005000 0700000130000370   
0601LUA7Y       20220101000935100000005000 0700000130000378   
0601LUA7Y       20220101000940100000005000 0700000130000384   
0601LUA7Y       20220101000945100000005000 0700000130000391   
0601LUA7Y       20220101000950100000005000 0700000130000397   
0601LUA7Y       20220101000955100000005000 0700000130000404   
0601LUA7Y       20220101000960100000005000 0700000130000410   
0601LUA7Y       20220101000965100000005000 0700000130000418   
0601LUA7Y       20220101000970100000005000 0700000130000425   
0601LUA7Y       20220101000975100000005000 0700000130000432   
0601LUA7Y       20220101000980100000005000 0700000130000439   
0601LUA7Y       20220101000985100000005000 0700000130000446   
0601LUA7Y       20220101000990100000005000 0700000130000452   
0601LUA7Y       20220101000995100000005000 0700000130000459   
0601LUA7Y       20220101001000100000005000 0700000130000466   
0601LUA7Y       20220101001005100000005000 0700000130000472   
0601LUA7Y       20220101001010100000005000 0700000130000479   
0601LUA7Y       20220101001015100000005000 0700000130000486   
0601LUA7Y       20220101001020100000005000 0700000130000492   
0601LUA7Y       20220101001025100000005000 0700000130000498   
0601LUA7Y       20220101001030100000005000 0700000130000505   
0601LUA7Y       20220101001035100000005000 0700000130000513   
0601LUA7Y       20220101001040100000005000 0700000130000519   
0601LUA7Y       20220101001045100000005000 0700000130000525   
0601LUA7Y       20220101001050100000005000 0700000130000531   
0601LUA7Y       20220101001055100000005000 0700000130000537   
0601LUA7Y       20220101001060100000005000 0700000130000543   
0601LUA7Y       20220101001065100000005000 0700000130000549   
0601LUA7Y       20220101001070100000005000 0700000130000555   
0601LUA7Y       20220101001075100000005000 0700000130000561   
0601LUA7Y       20220101001080100000005000 0700000130000566   
0601LUA7Y       20220101001085100000005000 0700000130000572   
0601LUA7Y       20220101001090100000005000 0700000130000578   
0601LUA7Y       20220101001095100000005000 0700000130000583   
0601LUA7Y       20220101001100100000005000 0700000130000589   
0601LUA7Y       20220101001105100000005000 0700000130000595   
0601LUA7Y       20220101001110100000005000 0700000130000600   
0601LUA7Y       20220101001115100000005000 0700000130000608   
0601LUA7Y       20220101001120100000005000 0700000130000613   
0601LUA7Y       20220101001125100000005000 0700000130000618   
0601LUA7Y       20220101001130100000005000 0700000130000623   
0601LUA7Y       20220101001135100000005000 0700000130000629   
0601LUA7Y       20220101001140100000005000 0700000130000635   
0601LUA7Y       20220101001145100000005000 0700000130000641   
0601LUA7Y       20220101001150100000005000 0700000130000646   
0601LUA7Y       20220101001155100000005000 0700000130000651   
0601LUA7Y       20220101001160100000005000 0700000130000658   
0601LUA7Y       20220101001165100000005000 0700000130000663   
0601LUA7Y       20220101001170100000005000 0700000130000668   
0601LUA7Y       20220101001175100000005000 0700000130000673   
0601LUA7Y       20220101001180100000005000 0700000130000678   
0601LUA7Y       20220101001185100000005000 0700000130000685   
0601LUA7Y       20220101001190100000005000 0700000130000689   
0601LUA7Y       20220101001195100000005000 0700000130000694   
0601LUA7Y       20220101001200100000005000 0700000130000699   
0601LUA7Y       20220101001205100000005000 0700000130000705   
0601LUA7Y       20220101001210100000005000 0700000130000709   
0601LUA7Y       20220101001215100000005000 0700000130000714   
0601LUA7Y       20220101001220100000005000 0700000130000719   
0601LUA7Y       20220101001225100000005000 0700000130000723   
0601LUA7Y       20220101001230100000005000 0700000130000729   
0601LUA7Y       20220101001235100000005000 0700000130000734   
0601LUA7Y       20220101001240100000005000 0700000130000738   
0601LUA7Y       20220101001245100000005000 0700000130000744   
0601LUA7Y       20220101001250100000005000 0700000130000748   
0601LUA7Y       20220101001255100000005000 0700000130000753   
0601LUA7Y       20220101001260100000005000 0700000130000759   
0601LUA7Y       20220101001265100000005000 0700000130000763   
0601LUA7Y       20220101001270100000005000 0700000130000768   
0601LUA7Y       20220101001275100000005000 0700000130000775   
0601LUA7Y       20220101001280100000005000 0700000130000780   
0601LUA7Y       20220101001285100000005000 0700000130000784   
0601LUA7Y       20220101001290100000005000 0700000130000791   
0601LUA7Y       20220101001295100000005000 0700000130000796   
0601LUA7Y       20220101001300100000005000 0700000130000802   
0601LUA7Y       20220101001305100000005000 0700000130000806   
0601LUA7Y       20220101001310100000005000 0700000130000813   
0601LUA7Y       20220101001315100000005000 0700000130000817   
0601LUA7Y       20220101001320100000005000 0700000130000823   
0601LUA7Y       20220101001325100000005000 0700000130000829   
0601LUA7Y       20220101001330100000005000 0700000130000834   
0601LUA7Y       20220101001335100000005000 0700000130000839   
0601LUA7Y       20220101001340100000005000 0700000130000845   
0601LUA7Y       20220101001345100000005000 0700000130000850   
0601LUA7Y       20220101001350100000005000 0700000130000855   
0601LUA7Y       20220101001355100000005000 0700000130000861   
0601LUA7Y       20220101001360100000005000 0700000130000865   
0601LUA7Y       20220101001365100000005000 0700000130000870   
0601LUA7Y       20220101001370100000005000 0700000130000877   
0601LUA7Y       20220101001375100000005000 0700000130000881   
0601LUA7Y       20220101001380100000005000 0700000130000885   
0601LUA7Y       20220101001385100000005000 0700000130000892   
0601LUA7Y       20220101001390100000005000 0700000130000896   
0601LUA7Y       20220101001395100000005000 0700000130000900   
0601LUA7Y       20220101001400100000005000 0700000130000906   
0601LUA7Y       20220101001405100000005000 0700000130000911   
0601LUA7Y       20220101001410100000005000 0700000130000915   
0601LUA7Y       20220101001415100000005000 0700000130000921   
0601LUA7Y       20220101001420100000005000 0700000130000925   
0601LUA7Y       20220101001425100000005000 0700000130000930   
0601LUA7Y       20220101001430100000005000 0700000130000935   
0601LUA7Y       20220101001435100000005000 0700000130000939   
0601LUA7Y       20220101001440100000005000 0700000130000944   
0601LUA7Y       20220101001445100000005000 0700000130000949   
0601LUA7Y       20220101001450100000005000 0700000130000954   
0601LUA7Y       20220101001455100000005000 0700000130000957   
0601LUA7Y       20220101001460100000005000 0700000130000961   
0601LUA7Y       20220101001465100000005000 0700000130000967   
0601LUA7Y       20220101001470100000005000 0700000130000970   
0601LUA7Y       20220101001475100000005000 0700000130000975   
0601LUA7Y       20220101001480100000005000 0700000130000980   
0601LUA7Y       20220101001485100000005000 0700000130000984   
0601LUA7Y       20220101001490100000005000 0700000130000988   
0601LUA7Y       20220101001495100000005000 0700000130000993   
0601LUA7Y       20220101001500100000005000 0700000130000997   
0601LUA7Y       20220101001505100000005000 0700000130001000   
0601LUA7Y       20220101001510100000005000 0700000130001006   
0601LUA7Y       20220101001515100000005000 0700000130001010   
0601LUA7Y       20220101001520100000005000 0700000130001013   
0601LUA7Y       20220101001525100000005000 0700000130001019   
0601LUA7Y       20220101001530100000005000 0700000130001022   
0601LUA7Y       20220101001535100000005000 0700000130001026   
0601LUA7Y       20220101001540100000005000 0700000130001031   
0601LUA7Y       20220101001545100000005000 0700000130001034   
0601LUA7Y       20220101001550100000005000 0700000130001038   
0601LUA7Y       20220101001555100000005000 0700000130001043   
0601LUA7Y       20220101001560100000005000 0700000130001046   
0601LUA7Y       20220101001565100000005000 0700000130001051   
0601LUA7Y       20220101001570100000005000 0700000130001056   
0601LUA7Y       20220101001575100000005000 0700000130001060   
0601LUA7Y       20220101001580100000005000 0700000130001064   
0601LUA7Y       20220101001585100000005000 0700000130001070   
0601LUA7Y       20220101001590100000005000 0700000130001074   
0601LUA7Y       20220101001595100000005000 0700000130001078   
0601LUA7Y       20220101001600100000005000 0700000130001082   
0601LUA7Y       20220101001605100000005000 0700000130001087   
0601LUA7Y       20220101001610100000005000 0700000130001091   
0601LUA7Y       20220101001615100000005000 0700000130001096   
0601LUA7Y       20220101001620100000005000 0700000130001101   
0601LUA7Y       20220101001625100000005000 0700000130001105   
0601LUA7Y       20220101001630100000005000 0700000130001109   
0601LUA7Y       20220101001635100000005000 0700000130001115   
0601LUA7Y       20220101001640100000005000 0700000130001118   
0601LUA7Y       20220101001645100000005000 0700000130001122   
0601LUA7Y       20220101001650100000005000 0700000130001127   
0601LUA7Y       20220101001655100000005000 0700000130001131   
0601LUA7Y       20220101001660100000005000 0700000130001135   
0601LUA7Y       20220101001665100000005000 0700000130001141   
0601LUA7Y       20220101001670100000005000 0700000130001144   
0601LUA7Y       20220101001675100000005000 0700000130001148   
0601LUA7Y       20220101001680100000005000 0700000130001153   
0601LUA7Y       20220101001685100000005000 0700000130001157   
0601LUA7Y       20220101001690100000005000 0700000130001160   
0601LUA7Y       20220101001695100000005000 0700000130001166   
0601LUA7Y       20220101001700100000005000 0700000130001169   
0601LUA7Y       20220101001705100000005000 0700000130001173   
0601LUA7Y       20220101001710100000005000 0700000130001178   
0601LUA7Y       20220101001715100000005000 0700000130001181   
0601LUA7Y       20220101001720100000005000 0700000130001185   
0601LUA7Y       20220101001725100000005000 0700000130001190   
0601LUA7Y       20220101001730100000005000 0700000130001193   
0601LUA7Y       20220101001735100000005000 0700000130001197   
0601LUA7Y       20220101001740100000005000 0700000130001202   
0601LUA7Y       20220101001745100000005000 0700000130001205   
0601LUA7Y       20220101001750100000005000 0700000130001209   
0601LUA7Y       20220101001755100000005000 0700000130001212   
0601LUA7Y       20220101001760100000005000 0700000130001216   
0601LUA7Y       20220101001765100000005000 0700000130001220   
0601LUA7Y       20220101001770100000005000 0700000130001223   
0601LUA7Y       20220101001775100000005000 0700000130001228   
0601LUA7Y       20220101001780100000005000 0700000130001231   
0601LUA7Y       20220101001785100000005000 0700000130001235   
0601LUA7Y       20220101001790100000005000 0700000130001239   
0601LUA7Y       20220101001795100000005000 0700000130001242   
0601LUA7Y       20220101001800100000005000 0700000130001245   
0601LUA7Y       20220101001805100000005000 0700000130001250   
0601LUA7Y       20220101001810100000005000 0700000130001253   
0601LUA7Y       20220101001815100000005000 0700000130001256   
0601LUA7Y       20220101001820100000005000 0700000130001261   
0601LUA7Y       20220101001825100000005000 0700000130001264   
0601LUA7Y       20220101001830100000005000 0700000130001267   
0601LUA7Y       20220101001835100000005000 0700000130001271   
0601LUA7Y       20220101001840100000005000 0700000130001274   
0601LUA7Y       20220101001845100000005000 0700000130001277   
0601LUA7Y       20220101001850100000005000 0700000130001282   
0601LUA7Y       20220101001855100000005000 0700000130001286   
0601LUA7Y       20220101001860100000005000 0700000130001289   
0601LUA7Y       20220101001865100000005000 0700000130001294   
0601LUA7Y       20220101001870100000005000 0700000130001297   
0601LUA7Y       20220101001875100000005000 0700000130001301   
0601LUA7Y       20220101001880100000005000 0700000130001306   
0601LUA7Y       20220101001885100000005000 0700000130001309   
0601LUA7Y       20220101001890100000005000 0700000130001312   
0601LUA7Y       20220101001895100000005000 0700000130001315   
0601LUA7Y       20220101001900100000005000 0700000130001320   
0601LUA7Y       20220101001905100000005000 0700000130001324   
0601LUA7Y       20220101001910100000005000 0700000130001327   
0601LUA7Y       20220101001915100000005000 0700000130001331   
0601LUA7Y       20220101001920100000005000 0700000130001335   
0601LUA7Y       20220101001925100000005000 0700000130001338   
0601LUA7Y       20220101001930100000005000 0700000130001342   
0601LUA7Y       20220101001935100000005000 0700000130001346   
0601LUA7Y       20220101001940100000005000 0700000130001349   
0601LUA7Y       20220101001945100000005000 0700000130001354   
0601LUA7Y       20220101001950100000005000 0700000130001357   
0601LUA7Y       20220101001955100000005000 0700000130001360   
0601LUA7Y       20220101001960100000005000 0700000130001364   
0601LUA7Y       20220101001965100000005000 0700000130001367   
0601LUA7Y       20220101001970100000005000 0700000130001370   
0601LUA7Y       20220101001975100000005000 0700000130001374   
0601LUA7Y       20220101001980100000005000 0700000130001378   
0601LUA7Y       20220101001985100000005000 0700000130001381   
0601LUA7Y       20220101001990100000005000 0700000130001385   
0601LUA7Y       20220101001995100000005000 0700000130001388   
0601LUA7Y       20220101002000100000005000 0700000130001391   
0601LUA7Y       20220101002005100000005000 0700000130001395   
0601LUA7Y       20220101002010100000005000 0700000130001398   
0601LUA7Y       20220101002015100000005000 0700000130001401   
0601LUA7Y       20220101002020100000005000 0700000130001405   
0601LUA7Y       20220101002025100000005000 0700000130001408   
0601LUA7Y       20220101002030100000005000 0700000130001411   
0601LUA7Y       20220101002035100000005000 0700000130001415   
0601LUA7Y       20220101002040100000005000 0700000130001418   
0601LUA7Y       20220101002045100000005000 0700000130001421   
0601LUA7Y       20220101002050100000005000 0700000130001424   
0601LUA7Y       20220101002055100000005000 0700000130001428   
0601LUA7Y       20220101002060100000005000 0700000130001431   
0601LUA7Y       20220101002065100000005000 0700000130001434   
0601LUA7Y       20220101002070100000005000 0700000130001438   
0601LUA7Y       20220101002075100000005000 0700000130001441   
0601LUA7Y       20220101002080100000005000 0700000130001444   
0601LUA7Y       20220101002085100000005000 0700000130001448   
0601LUA7Y       20220101002090100000005000 0700000130001451   
0601LUA7Y       20220101002095100000005000 0700000130001454   
0601LUA7Y       20220101002100100000005000 0700000130001458   
