00SG               20211210                                                                                   
0601SGB2N       20220101002285100000005000 0200000050001740   
0601SGB2N       20220101002290100000005000 0200000050001741   
0601SGB2N       20220101002295100000005000 0200000050001745   
0601SGB2N       20220101002300100000005000 0200000050001748   
0601SGB2N       20220101002305100000005000 0200000050001750   
0601SGB2N       20220101002310100000005000 0200000050001753   
0601SGB2N       20220101002315100000005000 0200000050001757   
0601SGB2N       20220101002320100000005000 0200000050001758   
0601SGB2N       20220101002325100000005000 0200000050001761   
0601SGB2N       20220101002330100000005000 0200000050001765   
0601SGB2N       20220101002335100000005000 0200000050001766   
0601SGB2N       20220101002340100000005000 0200000050001769   
0601SGB2N       20220101002345100000005000 0200000050001771   
0601SGB2N       20220101002350100000005000 0200000050001774   
0601SGB2N       20220101002355100000005000 0200000050001777   
0601SGB2N       20220101002360100000005000 0200000050001779   
0601SGB2N       20220101002365100000005000 0200000050001782   
0601SGB2N       20220101002370100000005000 0200000050001785   
0601SGB2N       20220101002375100000005000 0200000050001787   
0601SGB2N       20220101002380100000005000 0200000050001790   
0601SGB2N       20220101002385100000005000 0200000050001793   
0601SGB2N       20220101002390100000005000 0200000050001794   
0601SGB2N       20220101002395100000005000 0200000050001798   
0601SGB2N       20220101002400100000005000 0200000050001801   
0601SGB2N       20220101002405100000005000 0200000050001802   
0601SGB2N       20220101002410100000005000 0200000050001805   
0601SGB2N       20220101002415100000005000 0200000050001808   
0601SGB2N       20220101002420100000005000 0200000050001810   
0601SGB2N       20220101002425100000005000 0200000050001813   
0601SGB2N       20220101002430100000005000 0200000050001816   
0601SGB2N       20220101002435100000005000 0200000050001817   
0601SGB2N       20220101002440100000005000 0200000050001820   
0601SGB2N       20220101002445100000005000 0200000050001823   
0601SGB2N       20220101002450100000005000 0200000050001825   
0601SGB2N       20220101002455100000005000 0200000050001828   
0601SGB2N       20220101002460100000005000 0200000050001831   
0601SGB2N       20220101002465100000005000 0200000050001832   
0601SGB2N       20220101002470100000005000 0200000050001835   
0601SGB2N       20220101002475100000005000 0200000050001838   
0601SGB2N       20220101002480100000005000 0200000050001839   
0601SGB2N       20220101002485100000005000 0200000050001842   
0601SGB2N       20220101002490100000005000 0200000050001845   
0601SGB2N       20220101002495100000005000 0200000050001846   
0601SGB2N       20220101002500100000050000 0200000050001859   
0601SGB2N       20220101002550100000050000 0200000050001883   
0601SGB2N       20220101002600100000050000 0200000050001904   
0601SGB2N       20220101002650100000050000 0200000050001925   
0601SGB2N       20220101002700100000050000 0200000050001944   
0601SGB2N       20220101002750100000050000 0200000050001964   
0601SGB2N       20220101002800100000050000 0200000050001983   
0601SGB2N       20220101002850100000050000 0200000050002001   
0601SGB2N       20220101002900100000050000 0200000050002018   
0601SGB2N       20220101002950100000050000 0200000050002035   
0601SGB2N       20220101003000100000050000 0200000050002052   
0601SGB2N       20220101003050100000050000 0200000050002068   
0601SGB2N       20220101003100100000050000 0200000050002082   
0601SGB2N       20220101003150100000050000 0200000050002097   
0601SGB2N       20220101003200100000050000 0200000050002111   
0601SGB2N       20220101003250100000050000 0200000050002125   
0601SGB2N       20220101003300100000050000 0200000050002139   
0601SGB2N       20220101003350100000050000 0200000050002152   
0601SGB2N       20220101003400100000050000 0200000050002165   
0601SGB2N       20220101003450100000050000 0200000050002178   
0601SGB2N       20220101003500100000050000 0200000050002189   
0601SGB2N       20220101003550100000050000 0200000050002201   
0601SGB2N       20220101003600100000050000 0200000050002211   
0601SGB2N       20220101003650100000050000 0200000050002223   
0601SGB2N       20220101003700100000050000 0200000050002234   
0601SGB2N       20220101003750100000050000 0200000050002244   
0601SGB2N       20220101003800100000050000 0200000050002254   
0601SGB2N       20220101003850100000050000 0200000050002264   
0601SGB2N       20220101003900100000050000 0200000050002274   
0601SGB2N       20220101003950100000050000 0200000050002284   
0601SGB2N       20220101004000100000050000 0200000050002292   
0601SGB2N       20220101004050100000050000 0200000050002301   
0601SGB2N       20220101004100100000050000 0200000050002309   
0601SGB2N       20220101004150100000050000 0200000050002318   
0601SGB2N       20220101004200100000050000 0200000050002327   
0601SGB2N       20220101004250100000050000 0200000050002335   
0601SGB2N       20220101004300100000050000 0200000050002343   
0601SGB2N       20220101004350100000050000 0200000050002351   
0601SGB2N       20220101004400100000050000 0200000050002358   
0601SGB2N       20220101004450100000050000 0200000050002366   
0601SGB2N       20220101004500100000050000 0200000050002372   
0601SGB2N       20220101004550100000050000 0200000050002380   
0601SGB2N       20220101004600100000050000 0200000050002387   
0601SGB2N       20220101004650100000050000 0200000050002393   
0601SGB2N       20220101004700100000050000 0200000050002400   
0601SGB2N       20220101004750100000050000 0200000050002406   
0601SGB2N       20220101004800100000050000 0200000050002413   
0601SGB2N       20220101004850100000050000 0200000050002420   
0601SGB2N       20220101004900100000050000 0200000050002425   
0601SGB2N       20220101004950100000050000 0200000050002431   
0601SGB2N       20220101005000100000050000 0200000050002437   
0601SGB2N       20220101005050100000050000 0200000050002442   
0601SGB2N       20220101005100100000050000 0200000050002446   
0601SGB2N       20220101005150100000050000 0200000050002449   
0601SGB2N       20220101005200100000050000 0200000050002453   
0601SGB2N       20220101005250100000050000 0200000050002457   
0601SGB2N       20220101005300100000050000 0200000050002461   
0601SGB2N       20220101005350100000050000 0200000050002464   
0601SGB2N       20220101005400100000050000 0200000050002467   
0601SGB2N       20220101005450100000050000 0200000050002471   
0601SGB2N       20220101005500100000050000 0200000050002475   
0601SGB2N       20220101005550100000050000 0200000050002478   
0601SGB2N       20220101005600100000050000 0200000050002481   
0601SGB2N       20220101005650100000050000 0200000050002484   
0601SGB2N       20220101005700100000050000 0200000050002487   
0601SGB2N       20220101005750100000050000 0200000050002491   
0601SGB2N       20220101005800100000050000 0200000050002493   
0601SGB2N       20220101005850100000050000 0200000050002496   
0601SGB2N       20220101005900100000050000 0200000050002499   
0601SGB2N       20220101005950100000050000 0200000050002502   
0601SGB2N       20220101006000100000050000 0200000050002505   
0601SGB2N       20220101006050100000050000 0200000050002507   
0601SGB2N       20220101006100100000050000 0200000050002510   
0601SGB2N       20220101006150100000050000 0200000050002513   
0601SGB2N       20220101006200100000050000 0200000050002516   
0601SGB2N       20220101006250100000050000 0200000050002518   
0601SGB2N       20220101006300100000050000 0200000050002521   
0601SGB2N       20220101006350100000050000 0200000050002523   
0601SGB2N       20220101006400100000050000 0200000050002526   
0601SGB2N       20220101006450100000050000 0200000050002528   
0601SGB2N       20220101006500100000050000 0200000050002531   
0601SGB2N       20220101006550100000050000 0200000050002533   
0601SGB2N       20220101006600100000050000 0200000050002535   
0601SGB2N       20220101006650100000050000 0200000050002538   
0601SGB2N       20220101006700100000050000 0200000050002540   
0601SGB2N       20220101006750100000050000 0200000050002542   
0601SGB2N       20220101006800100000050000 0200000050002544   
0601SGB2N       20220101006850100000050000 0200000050002547   
0601SGB2N       20220101006900100000050000 0200000050002549   
0601SGB2N       20220101006950100000050000 0200000050002551   
0601SGB2N       20220101007000100000050000 0200000050002553   
0601SGB2N       20220101007050100000050000 0200000050002555   
0601SGB2N       20220101007100100000050000 0200000050002557   
0601SGB2N       20220101007150100000050000 0200000050002559   
0601SGB2N       20220101007200100000050000 0200000050002561   
0601SGB2N       20220101007250100000050000 0200000050002563   
0601SGB2N       20220101007300100000050000 0200000050002565   
0601SGB2N       20220101007350100000050000 0200000050002567   
0601SGB2N       20220101007400100000050000 0200000050002569   
0601SGB2N       20220101007450100000050000 0200000050002570   
0601SGB2N       20220101007500100000050000 0200000050002572   
0601SGB2N       20220101007550100000050000 0200000050002574   
0601SGB2N       20220101007600100000050000 0200000050002576   
0601SGB2N       20220101007650100000050000 0200000050002577   
0601SGB2N       20220101007700100000050000 0200000050002579   
0601SGB2N       20220101007750100000050000 0200000050002581   
0601SGB2N       20220101007800100000050000 0200000050002583   
0601SGB2N       20220101007850100000050000 0200000050002584   
0601SGB2N       20220101007900100000050000 0200000050002586   
0601SGB2N       20220101007950100000050000 0200000050002587   
0601SGB2N       20220101008000100000050000 0200000050002589   
0601SGB2N       20220101008050100000050000 0200000050002591   
0601SGB2N       20220101008100100000050000 0200000050002592   
0601SGB2N       20220101008150100000050000 0200000050002594   
0601SGB2N       20220101008200100000050000 0200000050002595   
0601SGB2N       20220101008250100000050000 0200000050002597   
0601SGB2N       20220101008300100000050000 0200000050002598   
0601SGB2N       20220101008350100000050000 0200000050002599   
0601SGB2N       20220101008400100000050000 0200000050002601   
0601SGB2N       20220101008450100000050000 0200000050002603   
0601SGB2N       20220101008500100000050000 0200000050002604   
0601SGB2N       20220101008550100000050000 0200000050002605   
0601SGB2N       20220101008600100000050000 0200000050002606   
0601SGB2N       20220101008650100000050000 0200000050002608   
0601SGB2N       20220101008700100000050000 0200000050002609   
0601SGB2N       20220101008750100000050000 0200000050002609   
0601SGB2N       20220101008800100000050000 0200000050002610   
0601SGB2N       20220101008850100000050000 0200000050002610   
0601SGB2N       20220101008900100000050000 0200000050002611   
0601SGB2N       20220101008950100000050000 0200000050002612   
0601SGB2N       20220101009000100000050000 0200000050002612   
0601SGB2N       20220101009050100000050000 0200000050002613   
0601SGB2N       20220101009100100000050000 0200000050002613   
0601SGB2N       20220101009150100000050000 0200000050002614   
0601SGB2N       20220101009200100000050000 0200000050002614   
0601SGB2N       20220101009250100000050000 0200000050002615   
0601SGB2N       20220101009300100000050000 0200000050002615   
0601SGB2N       20220101009350100000050000 0200000050002616   
0601SGB2N       20220101009400100000050000 0200000050002616   
0601SGB2N       20220101009450100000050000 0200000050002617   
0601SGB2N       20220101009500100000050000 0200000050002617   
0601SGB2N       20220101009550100000050000 0200000050002618   
0601SGB2N       20220101009600100000050000 0200000050002618   
0601SGB2N       20220101009650100000050000 0200000050002619   
0601SGB2N       20220101009700100000050000 0200000050002619   
0601SGB2N       20220101009750100000050000 0200000050002619   
0601SGB2N       20220101009800100000050000 0200000050002620   
0601SGB2N       20220101009850100000050000 0200000050002621   
0601SGB2N       20220101009900100000050000 0200000050002621   
0601SGB2N       20220101009950100000050000 0200000050002621   
0601SGB2N       20220101010000100000050000 0200000050002622   
0601SGB2N       20220101010050100000050000 0200000050002622   
0601SGB2N       20220101010100100000050000 0200000050002623   
0601SGB2N       20220101010150100000050000 0200000050002623   
0601SGB2N       20220101010200100000050000 0200000050002624   
0601SGB2N       20220101010250100000050000 0200000050002624   
0601SGB2N       20220101010300100000050000 0200000050002624   
0601SGB2N       20220101010350100000050000 0200000050002625   
0601SGB2N       20220101010400100000050000 0200000050002625   
0601SGB2N       20220101010450100000050000 0200000050002626   
0601SGB2N       20220101010500100000050000 0200000050002626   
0601SGB2N       20220101010550100000050000 0200000050002626   
0601SGB2N       20220101010600100000050000 0200000050002627   
0601SGB2N       20220101010650100000050000 0200000050002627   
0601SGB2N       20220101010700100000050000 0200000050002627   
0601SGB2N       20220101010750100000050000 0200000050002628   
0601SGB2N       20220101010800100000050000 0200000050002628   
0601SGB2N       20220101010850100000050000 0200000050002629   
0601SGB2N       20220101010900100000050000 0200000050002629   
0601SGB2N       20220101010950100000050000 0200000050002629   
0601SGB2N       20220101011000100000050000 0200000050002630   
0601SGB2N       20220101011050100000050000 0200000050002630   
0601SGB2N       20220101011100100000050000 0200000050002630   
0601SGB2N       20220101011150100000050000 0200000050002631   
0601SGB2N       20220101011200100000050000 0200000050002631   
0601SGB2N       20220101011250100000050000 0200000050002632   
0601SGB2N       20220101011300100000050000 0200000050002632   
0601SGB2N       20220101011350100000050000 0200000050002632   
0601SGB2N       20220101011400100000050000 0200000050002633   
0601SGB2N       20220101011450100000050000 0200000050002633   
0601SGB2N       20220101011500100000050000 0200000050002633   
0601SGB2N       20220101011550100000050000 0200000050002633   
0601SGB2N       20220101011600100000050000 0200000050002634   
0601SGB2N       20220101011650100000050000 0200000050002634   
0601SGB2N       20220101011700100000050000 0200000050002634   
0601SGB2N       20220101011750100000050000 0200000050002635   
0601SGB2N       20220101011800100000050000 0200000050002635   
0601SGB2N       20220101011850100000050000 0200000050002635   
0601SGB2N       20220101011900100000050000 0200000050002636   
0601SGB2N       20220101011950100000050000 0200000050002636   
0601SGB2N       20220101012000100000050000 0200000050002636   
0601SGB2N       20220101012050100000050000 0200000050002636   
0601SGB2N       20220101012100100000050000 0200000050002637   
0601SGB2N       20220101012150100000050000 0200000050002637   
0601SGB2N       20220101012200100000050000 0200000050002637   
0601SGB2N       20220101012250100000050000 0200000050002638   
0601SGB2N       20220101012300100000050000 0200000050002638   
0601SGB2N       20220101012350100000050000 0200000050002638   
0601SGB2N       20220101012400100000050000 0200000050002639   
0601SGB2N       20220101012450100000050000 0200000050002639   
0601SGB2N       20220101012500100087500000 0200000050002639   
0601SGB3N       20220101000000100000005000 0300000050002000   
0601SGB3N       20220101000005100000005000 0300000050000667   
0601SGB3N       20220101000010100000005000 0300000050000400   
0601SGB3N       20220101000015100000005000 0300000050000286   
0601SGB3N       20220101000020100000005000 0300000050000222   
0601SGB3N       20220101000025100000005000 0300000050000182   
0601SGB3N       20220101000030100000005000 0300000050000154   
0601SGB3N       20220101000035100000005000 0300000050000133   
0601SGB3N       20220101000040100000005000 0300000050000118   
0601SGB3N       20220101000045100000005000 0300000050000105   
0601SGB3N       20220101000050100000005000 0300000050000095   
0601SGB3N       20220101000055100000005000 0300000050000087   
0601SGB3N       20220101000060100000005000 0300000050000080   
0601SGB3N       20220101000065100000005000 0300000050000074   
0601SGB3N       20220101000070100000005000 0300000050000069   
0601SGB3N       20220101000075100000005000 0300000050000065   
0601SGB3N       20220101000080100000005000 0300000050000061   
0601SGB3N       20220101000085100000005000 0300000050000057   
0601SGB3N       20220101000090100000005000 0300000050000054   
0601SGB3N       20220101000095100000005000 0300000050000051   
0601SGB3N       20220101000100100000005000 0300000050000049   
0601SGB3N       20220101000105100000005000 0300000050000047   
0601SGB3N       20220101000110100000005000 0300000050000044   
0601SGB3N       20220101000115100000005000 0300000050000043   
0601SGB3N       20220101000120100000005000 0300000050000041   
0601SGB3N       20220101000125100000005000 0300000050000039   
0601SGB3N       20220101000130100000005000 0300000050000038   
0601SGB3N       20220101000135100000005000 0300000050000036   
0601SGB3N       20220101000140100000005000 0300000050000035   
0601SGB3N       20220101000145100000005000 0300000050000034   
0601SGB3N       20220101000150100000005000 0300000050000033   
0601SGB3N       20220101000155100000005000 0300000050000032   
0601SGB3N       20220101000160100000005000 0300000050000031   
0601SGB3N       20220101000165100000005000 0300000050000030   
0601SGB3N       20220101000170100000005000 0300000050000029   
0601SGB3N       20220101000175100000005000 0300000050000028   
0601SGB3N       20220101000180100000005000 0300000050000027   
0601SGB3N       20220101000185100000005000 0300000050000027   
0601SGB3N       20220101000190100000005000 0300000050000026   
0601SGB3N       20220101000195100000005000 0300000050000025   
0601SGB3N       20220101000200100000005000 0300000050000025   
0601SGB3N       20220101000205100000005000 0300000050000024   
0601SGB3N       20220101000210100000005000 0300000050000024   
0601SGB3N       20220101000215100000005000 0300000050000023   
0601SGB3N       20220101000220100000005000 0300000050000022   
0601SGB3N       20220101000225100000005000 0300000050000022   
0601SGB3N       20220101000230100000005000 0300000050000022   
0601SGB3N       20220101000235100000005000 0300000050000021   
0601SGB3N       20220101000240100000005000 0300000050000021   
0601SGB3N       20220101000245100000005000 0300000050000020   
0601SGB3N       20220101000250100000005000 0300000050000020   
0601SGB3N       20220101000255100000005000 0300000050000019   
0601SGB3N       20220101000260100000005000 0300000050000019   
0601SGB3N       20220101000265100000005000 0300000050000019   
0601SGB3N       20220101000270100000005000 0300000050000018   
0601SGB3N       20220101000275100000005000 0300000050000018   
0601SGB3N       20220101000280100000005000 0300000050000018   
0601SGB3N       20220101000285100000005000 0300000050000017   
0601SGB3N       20220101000290100000005000 0300000050000017   
0601SGB3N       20220101000295100000005000 0300000050000017   
0601SGB3N       20220101000300100000005000 0300000050000017   
0601SGB3N       20220101000305100000005000 0300000050000016   
0601SGB3N       20220101000310100000005000 0300000050000016   
0601SGB3N       20220101000315100000005000 0300000050000016   
0601SGB3N       20220101000320100000005000 0300000050000016   
0601SGB3N       20220101000325100000005000 0300000050000015   
0601SGB3N       20220101000330100000005000 0300000050000015   
0601SGB3N       20220101000335100000005000 0300000050000015   
0601SGB3N       20220101000340100000005000 0300000050000015   
0601SGB3N       20220101000345100000005000 0300000050000014   
0601SGB3N       20220101000350100000005000 0300000050000014   
0601SGB3N       20220101000355100000005000 0300000050000014   
0601SGB3N       20220101000360100000005000 0300000050000014   
0601SGB3N       20220101000365100000005000 0300000050000014   
0601SGB3N       20220101000370100000005000 0300000050000013   
0601SGB3N       20220101000375100000005000 0300000050000013   
0601SGB3N       20220101000380100000005000 0300000050000013   
0601SGB3N       20220101000385100000005000 0300000050000013   
0601SGB3N       20220101000390100000005000 0300000050000013   
0601SGB3N       20220101000395100000005000 0300000050000013   
0601SGB3N       20220101000400100000005000 0300000050000012   
0601SGB3N       20220101000405100000005000 0300000050000012   
0601SGB3N       20220101000410100000005000 0300000050000012   
0601SGB3N       20220101000415100000005000 0300000050000012   
0601SGB3N       20220101000420100000005000 0300000050000012   
0601SGB3N       20220101000425100000005000 0300000050000012   
0601SGB3N       20220101000430100000005000 0300000050000012   
0601SGB3N       20220101000435100000005000 0300000050000011   
0601SGB3N       20220101000440100000005000 0300000050000011   
0601SGB3N       20220101000445100000005000 0300000050000011   
0601SGB3N       20220101000450100000005000 0300000050000011   
0601SGB3N       20220101000455100000005000 0300000050000011   
0601SGB3N       20220101000460100000005000 0300000050000011   
0601SGB3N       20220101000465100000005000 0300000050000011   
0601SGB3N       20220101000470100000005000 0300000050000011   
0601SGB3N       20220101000475100000005000 0300000050000010   
0601SGB3N       20220101000480100000005000 0300000050000010   
0601SGB3N       20220101000485100000005000 0300000050000010   
0601SGB3N       20220101000490100000005000 0300000050000010   
0601SGB3N       20220101000495100000005000 0300000050000010   
0601SGB3N       20220101000500100000005000 0300000050000010   
0601SGB3N       20220101000505100000005000 0300000050000010   
0601SGB3N       20220101000510100000005000 0300000050000010   
0601SGB3N       20220101000515100000005000 0300000050000010   
0601SGB3N       20220101000520100000005000 0300000050000010   
0601SGB3N       20220101000525100000005000 0300000050000009   
0601SGB3N       20220101000530100000005000 0300000050000009   
0601SGB3N       20220101000535100000005000 0300000050000009   
0601SGB3N       20220101000540100000005000 0300000050000009   
0601SGB3N       20220101000545100000005000 0300000050000009   
0601SGB3N       20220101000550100000005000 0300000050000009   
0601SGB3N       20220101000555100000005000 0300000050000009   
0601SGB3N       20220101000560100000005000 0300000050000009   
0601SGB3N       20220101000565100000005000 0300000050000009   
0601SGB3N       20220101000570100000005000 0300000050000009   
0601SGB3N       20220101000575100000005000 0300000050000009   
0601SGB3N       20220101000580100000005000 0300000050000009   
0601SGB3N       20220101000585100000005000 0300000050000009   
0601SGB3N       20220101000590100000005000 0300000050000008   
0601SGB3N       20220101000595100000005000 0300000050000008   
0601SGB3N       20220101000600100000005000 0300000050000008   
0601SGB3N       20220101000605100000005000 0300000050000008   
0601SGB3N       20220101000610100000005000 0300000050000008   
0601SGB3N       20220101000615100000005000 0300000050000008   
0601SGB3N       20220101000620100000005000 0300000050000011   
0601SGB3N       20220101000625100000005000 0300000050000016   
0601SGB3N       20220101000630100000005000 0300000050000023   
0601SGB3N       20220101000635100000005000 0300000050000027   
0601SGB3N       20220101000640100000005000 0300000050000032   
0601SGB3N       20220101000645100000005000 0300000050000038   
0601SGB3N       20220101000650100000005000 0300000050000043   
0601SGB3N       20220101000655100000005000 0300000050000049   
0601SGB3N       20220101000660100000005000 0300000050000053   
0601SGB3N       20220101000665100000005000 0300000050000060   
0601SGB3N       20220101000670100000005000 0300000050000064   
0601SGB3N       20220101000675100000005000 0300000050000071   
0601SGB3N       20220101000680100000005000 0300000050000075   
0601SGB3N       20220101000685100000005000 0300000050000081   
0601SGB3N       20220101000690100000005000 0300000050000085   
0601SGB3N       20220101000695100000005000 0300000050000091   
0601SGB3N       20220101000700100000005000 0300000050000098   
0601SGB3N       20220101000705100000005000 0300000050000107   
0601SGB3N       20220101000710100000005000 0300000050000113   
0601SGB3N       20220101000715100000005000 0300000050000119   
0601SGB3N       20220101000720100000005000 0300000050000128   
0601SGB3N       20220101000725100000005000 0300000050000134   
0601SGB3N       20220101000730100000005000 0300000050000142   
0601SGB3N       20220101000735100000005000 0300000050000148   
0601SGB3N       20220101000740100000005000 0300000050000157   
0601SGB3N       20220101000745100000005000 0300000050000162   
0601SGB3N       20220101000750100000005000 0300000050000170   
0601SGB3N       20220101000755100000005000 0300000050000176   
0601SGB3N       20220101000760100000005000 0300000050000184   
0601SGB3N       20220101000765100000005000 0300000050000189   
0601SGB3N       20220101000770100000005000 0300000050000197   
0601SGB3N       20220101000775100000005000 0300000050000202   
0601SGB3N       20220101000780100000005000 0300000050000207   
0601SGB3N       20220101000785100000005000 0300000050000214   
0601SGB3N       20220101000790100000005000 0300000050000219   
0601SGB3N       20220101000795100000005000 0300000050000227   
0601SGB3N       20220101000800100000005000 0300000050000231   
0601SGB3N       20220101000805100000005000 0300000050000239   
0601SGB3N       20220101000810100000005000 0300000050000243   
0601SGB3N       20220101000815100000005000 0300000050000250   
0601SGB3N       20220101000820100000005000 0300000050000255   
0601SGB3N       20220101000825100000005000 0300000050000262   
0601SGB3N       20220101000830100000005000 0300000050000266   
0601SGB3N       20220101000835100000005000 0300000050000273   
0601SGB3N       20220101000840100000005000 0300000050000277   
0601SGB3N       20220101000845100000005000 0300000050000281   
0601SGB3N       20220101000850100000005000 0300000050000288   
0601SGB3N       20220101000855100000005000 0300000050000292   
0601SGB3N       20220101000860100000005000 0300000050000298   
0601SGB3N       20220101000865100000005000 0300000050000302   
0601SGB3N       20220101000870100000005000 0300000050000309   
0601SGB3N       20220101000875100000005000 0300000050000312   
0601SGB3N       20220101000880100000005000 0300000050000319   
0601SGB3N       20220101000885100000005000 0300000050000322   
0601SGB3N       20220101000890100000005000 0300000050000328   
0601SGB3N       20220101000895100000005000 0300000050000332   
0601SGB3N       20220101000900100000005000 0300000050000338   
0601SGB3N       20220101000905100000005000 0300000050000341   
0601SGB3N       20220101000910100000005000 0300000050000345   
0601SGB3N       20220101000915100000005000 0300000050000351   
0601SGB3N       20220101000920100000005000 0300000050000354   
0601SGB3N       20220101000925100000005000 0300000050000360   
0601SGB3N       20220101000930100000005000 0300000050000363   
0601SGB3N       20220101000935100000005000 0300000050000369   
0601SGB3N       20220101000940100000005000 0300000050000372   
0601SGB3N       20220101000945100000005000 0300000050000378   
0601SGB3N       20220101000950100000005000 0300000050000381   
0601SGB3N       20220101000955100000005000 0300000050000386   
0601SGB3N       20220101000960100000005000 0300000050000389   
0601SGB3N       20220101000965100000005000 0300000050000394   
0601SGB3N       20220101000970100000005000 0300000050000397   
0601SGB3N       20220101000975100000005000 0300000050000403   
0601SGB3N       20220101000980100000005000 0300000050000405   
0601SGB3N       20220101000985100000005000 0300000050000408   
0601SGB3N       20220101000990100000005000 0300000050000413   
0601SGB3N       20220101000995100000005000 0300000050000416   
0601SGB3N       20220101001000100000005000 0300000050000421   
0601SGB3N       20220101001005100000005000 0300000050000424   
0601SGB3N       20220101001010100000005000 0300000050000429   
0601SGB3N       20220101001015100000005000 0300000050000431   
0601SGB3N       20220101001020100000005000 0300000050000436   
0601SGB3N       20220101001025100000005000 0300000050000441   
0601SGB3N       20220101001030100000005000 0300000050000447   
0601SGB3N       20220101001035100000005000 0300000050000451   
0601SGB3N       20220101001040100000005000 0300000050000457   
0601SGB3N       20220101001045100000005000 0300000050000462   
0601SGB3N       20220101001050100000005000 0300000050000467   
0601SGB3N       20220101001055100000005000 0300000050000475   
0601SGB3N       20220101001060100000005000 0300000050000481   
0601SGB3N       20220101001065100000005000 0300000050000489   
0601SGB3N       20220101001070100000005000 0300000050000494   
0601SGB3N       20220101001075100000005000 0300000050000502   
0601SGB3N       20220101001080100000005000 0300000050000510   
0601SGB3N       20220101001085100000005000 0300000050000515   
0601SGB3N       20220101001090100000005000 0300000050000523   
0601SGB3N       20220101001095100000005000 0300000050000531   
0601SGB3N       20220101001100100000005000 0300000050000536   
0601SGB3N       20220101001105100000005000 0300000050000544   
0601SGB3N       20220101001110100000005000 0300000050000548   
0601SGB3N       20220101001115100000005000 0300000050000556   
0601SGB3N       20220101001120100000005000 0300000050000564   
0601SGB3N       20220101001125100000005000 0300000050000568   
0601SGB3N       20220101001130100000005000 0300000050000576   
0601SGB3N       20220101001135100000005000 0300000050000580   
0601SGB3N       20220101001140100000005000 0300000050000588   
0601SGB3N       20220101001145100000005000 0300000050000595   
0601SGB3N       20220101001150100000005000 0300000050000600   
0601SGB3N       20220101001155100000005000 0300000050000607   
0601SGB3N       20220101001160100000005000 0300000050000614   
0601SGB3N       20220101001165100000005000 0300000050000618   
0601SGB3N       20220101001170100000005000 0300000050000624   
0601SGB3N       20220101001175100000005000 0300000050000628   
0601SGB3N       20220101001180100000005000 0300000050000634   
0601SGB3N       20220101001185100000005000 0300000050000641   
0601SGB3N       20220101001190100000005000 0300000050000645   
0601SGB3N       20220101001195100000005000 0300000050000651   
0601SGB3N       20220101001200100000005000 0300000050000654   
0601SGB3N       20220101001205100000005000 0300000050000661   
0601SGB3N       20220101001210100000005000 0300000050000667   
0601SGB3N       20220101001215100000005000 0300000050000671   
0601SGB3N       20220101001220100000005000 0300000050000678   
0601SGB3N       20220101001225100000005000 0300000050000681   
0601SGB3N       20220101001230100000005000 0300000050000688   
0601SGB3N       20220101001235100000005000 0300000050000694   
0601SGB3N       20220101001240100000005000 0300000050000698   
0601SGB3N       20220101001245100000005000 0300000050000704   
0601SGB3N       20220101001250100000005000 0300000050000710   
0601SGB3N       20220101001255100000005000 0300000050000714   
0601SGB3N       20220101001260100000005000 0300000050000720   
0601SGB3N       20220101001265100000005000 0300000050000726   
0601SGB3N       20220101001270100000005000 0300000050000729   
0601SGB3N       20220101001275100000005000 0300000050000735   
0601SGB3N       20220101001280100000005000 0300000050000741   
0601SGB3N       20220101001285100000005000 0300000050000745   
0601SGB3N       20220101001290100000005000 0300000050000751   
0601SGB3N       20220101001295100000005000 0300000050000756   
0601SGB3N       20220101001300100000005000 0300000050000759   
0601SGB3N       20220101001305100000005000 0300000050000765   
0601SGB3N       20220101001310100000005000 0300000050000771   
0601SGB3N       20220101001315100000005000 0300000050000774   
0601SGB3N       20220101001320100000005000 0300000050000779   
0601SGB3N       20220101001325100000005000 0300000050000785   
0601SGB3N       20220101001330100000005000 0300000050000788   
0601SGB3N       20220101001335100000005000 0300000050000794   
0601SGB3N       20220101001340100000005000 0300000050000800   
0601SGB3N       20220101001345100000005000 0300000050000803   
0601SGB3N       20220101001350100000005000 0300000050000809   
0601SGB3N       20220101001355100000005000 0300000050000815   
0601SGB3N       20220101001360100000005000 0300000050000818   
0601SGB3N       20220101001365100000005000 0300000050000823   
0601SGB3N       20220101001370100000005000 0300000050000829   
0601SGB3N       20220101001375100000005000 0300000050000832   
0601SGB3N       20220101001380100000005000 0300000050000837   
0601SGB3N       20220101001385100000005000 0300000050000843   
0601SGB3N       20220101001390100000005000 0300000050000846   
0601SGB3N       20220101001395100000005000 0300000050000851   
0601SGB3N       20220101001400100000005000 0300000050000857   
0601SGB3N       20220101001405100000005000 0300000050000860   
0601SGB3N       20220101001410100000005000 0300000050000865   
0601SGB3N       20220101001415100000005000 0300000050000870   
0601SGB3N       20220101001420100000005000 0300000050000873   
0601SGB3N       20220101001425100000005000 0300000050000878   
0601SGB3N       20220101001430100000005000 0300000050000883   
0601SGB3N       20220101001435100000005000 0300000050000886   
0601SGB3N       20220101001440100000005000 0300000050000892   
0601SGB3N       20220101001445100000005000 0300000050000897   
0601SGB3N       20220101001450100000005000 0300000050000900   
0601SGB3N       20220101001455100000005000 0300000050000905   
0601SGB3N       20220101001460100000005000 0300000050000908   
