00SG               20211210                                                                                   
0601SGH7N       20220101006900100000050000 0700000050002363   
0601SGH7N       20220101006950100000050000 0700000050002366   
0601SGH7N       20220101007000100000050000 0700000050002370   
0601SGH7N       20220101007050100000050000 0700000050002373   
0601SGH7N       20220101007100100000050000 0700000050002377   
0601SGH7N       20220101007150100000050000 0700000050002380   
0601SGH7N       20220101007200100000050000 0700000050002383   
0601SGH7N       20220101007250100000050000 0700000050002386   
0601SGH7N       20220101007300100000050000 0700000050002390   
0601SGH7N       20220101007350100000050000 0700000050002392   
0601SGH7N       20220101007400100000050000 0700000050002396   
0601SGH7N       20220101007450100000050000 0700000050002398   
0601SGH7N       20220101007500100000050000 0700000050002401   
0601SGH7N       20220101007550100000050000 0700000050002404   
0601SGH7N       20220101007600100000050000 0700000050002407   
0601SGH7N       20220101007650100000050000 0700000050002410   
0601SGH7N       20220101007700100000050000 0700000050002413   
0601SGH7N       20220101007750100000050000 0700000050002415   
0601SGH7N       20220101007800100000050000 0700000050002418   
0601SGH7N       20220101007850100000050000 0700000050002421   
0601SGH7N       20220101007900100000050000 0700000050002424   
0601SGH7N       20220101007950100000050000 0700000050002426   
0601SGH7N       20220101008000100000050000 0700000050002429   
0601SGH7N       20220101008050100000050000 0700000050002431   
0601SGH7N       20220101008100100000050000 0700000050002434   
0601SGH7N       20220101008150100000050000 0700000050002436   
0601SGH7N       20220101008200100000050000 0700000050002439   
0601SGH7N       20220101008250100000050000 0700000050002441   
0601SGH7N       20220101008300100000050000 0700000050002444   
0601SGH7N       20220101008350100000050000 0700000050002446   
0601SGH7N       20220101008400100000050000 0700000050002448   
0601SGH7N       20220101008450100000050000 0700000050002451   
0601SGH7N       20220101008500100000050000 0700000050002453   
0601SGH7N       20220101008550100000050000 0700000050002455   
0601SGH7N       20220101008600100000050000 0700000050002457   
0601SGH7N       20220101008650100000050000 0700000050002460   
0601SGH7N       20220101008700100000050000 0700000050002462   
0601SGH7N       20220101008750100000050000 0700000050002464   
0601SGH7N       20220101008800100000050000 0700000050002466   
0601SGH7N       20220101008850100000050000 0700000050002468   
0601SGH7N       20220101008900100000050000 0700000050002470   
0601SGH7N       20220101008950100000050000 0700000050002473   
0601SGH7N       20220101009000100000050000 0700000050002474   
0601SGH7N       20220101009050100000050000 0700000050002476   
0601SGH7N       20220101009100100000050000 0700000050002477   
0601SGH7N       20220101009150100000050000 0700000050002478   
0601SGH7N       20220101009200100000050000 0700000050002479   
0601SGH7N       20220101009250100000050000 0700000050002480   
0601SGH7N       20220101009300100000050000 0700000050002482   
0601SGH7N       20220101009350100000050000 0700000050002483   
0601SGH7N       20220101009400100000050000 0700000050002484   
0601SGH7N       20220101009450100000050000 0700000050002485   
0601SGH7N       20220101009500100000050000 0700000050002486   
0601SGH7N       20220101009550100000050000 0700000050002488   
0601SGH7N       20220101009600100000050000 0700000050002489   
0601SGH7N       20220101009650100000050000 0700000050002490   
0601SGH7N       20220101009700100000050000 0700000050002491   
0601SGH7N       20220101009750100000050000 0700000050002492   
0601SGH7N       20220101009800100000050000 0700000050002493   
0601SGH7N       20220101009850100000050000 0700000050002495   
0601SGH7N       20220101009900100000050000 0700000050002495   
0601SGH7N       20220101009950100000050000 0700000050002497   
0601SGH7N       20220101010000100000050000 0700000050002497   
0601SGH7N       20220101010050100000050000 0700000050002499   
0601SGH7N       20220101010100100000050000 0700000050002500   
0601SGH7N       20220101010150100000050000 0700000050002501   
0601SGH7N       20220101010200100000050000 0700000050002502   
0601SGH7N       20220101010250100000050000 0700000050002503   
0601SGH7N       20220101010300100000050000 0700000050002504   
0601SGH7N       20220101010350100000050000 0700000050002505   
0601SGH7N       20220101010400100000050000 0700000050002506   
0601SGH7N       20220101010450100000050000 0700000050002507   
0601SGH7N       20220101010500100000050000 0700000050002508   
0601SGH7N       20220101010550100000050000 0700000050002509   
0601SGH7N       20220101010600100000050000 0700000050002510   
0601SGH7N       20220101010650100000050000 0700000050002510   
0601SGH7N       20220101010700100000050000 0700000050002511   
0601SGH7N       20220101010750100000050000 0700000050002512   
0601SGH7N       20220101010800100000050000 0700000050002513   
0601SGH7N       20220101010850100000050000 0700000050002514   
0601SGH7N       20220101010900100000050000 0700000050002515   
0601SGH7N       20220101010950100000050000 0700000050002516   
0601SGH7N       20220101011000100000050000 0700000050002517   
0601SGH7N       20220101011050100000050000 0700000050002518   
0601SGH7N       20220101011100100000050000 0700000050002519   
0601SGH7N       20220101011150100000050000 0700000050002519   
0601SGH7N       20220101011200100000050000 0700000050002520   
0601SGH7N       20220101011250100000050000 0700000050002521   
0601SGH7N       20220101011300100000050000 0700000050002522   
0601SGH7N       20220101011350100000050000 0700000050002523   
0601SGH7N       20220101011400100000050000 0700000050002524   
0601SGH7N       20220101011450100000050000 0700000050002524   
0601SGH7N       20220101011500100000050000 0700000050002525   
0601SGH7N       20220101011550100000050000 0700000050002526   
0601SGH7N       20220101011600100000050000 0700000050002527   
0601SGH7N       20220101011650100000050000 0700000050002528   
0601SGH7N       20220101011700100000050000 0700000050002528   
0601SGH7N       20220101011750100000050000 0700000050002529   
0601SGH7N       20220101011800100000050000 0700000050002530   
0601SGH7N       20220101011850100000050000 0700000050002531   
0601SGH7N       20220101011900100000050000 0700000050002531   
0601SGH7N       20220101011950100000050000 0700000050002532   
0601SGH7N       20220101012000100000050000 0700000050002533   
0601SGH7N       20220101012050100000050000 0700000050002533   
0601SGH7N       20220101012100100000050000 0700000050002534   
0601SGH7N       20220101012150100000050000 0700000050002535   
0601SGH7N       20220101012200100000050000 0700000050002536   
0601SGH7N       20220101012250100000050000 0700000050002536   
0601SGH7N       20220101012300100000050000 0700000050002537   
0601SGH7N       20220101012350100000050000 0700000050002538   
0601SGH7N       20220101012400100000050000 0700000050002539   
0601SGH7N       20220101012450100000050000 0700000050002539   
0601SGH7N       20220101012500100087500000 0700000050002540   
0601SGH8N       20220101000000100000005000 0800000050002000   
0601SGH8N       20220101000005100000005000 0800000050000667   
0601SGH8N       20220101000010100000005000 0800000050000400   
0601SGH8N       20220101000015100000005000 0800000050000286   
0601SGH8N       20220101000020100000005000 0800000050000222   
0601SGH8N       20220101000025100000005000 0800000050000182   
0601SGH8N       20220101000030100000005000 0800000050000154   
0601SGH8N       20220101000035100000005000 0800000050000133   
0601SGH8N       20220101000040100000005000 0800000050000118   
0601SGH8N       20220101000045100000005000 0800000050000105   
0601SGH8N       20220101000050100000005000 0800000050000095   
0601SGH8N       20220101000055100000005000 0800000050000087   
0601SGH8N       20220101000060100000005000 0800000050000080   
0601SGH8N       20220101000065100000005000 0800000050000074   
0601SGH8N       20220101000070100000005000 0800000050000069   
0601SGH8N       20220101000075100000005000 0800000050000065   
0601SGH8N       20220101000080100000005000 0800000050000061   
0601SGH8N       20220101000085100000005000 0800000050000057   
0601SGH8N       20220101000090100000005000 0800000050000054   
0601SGH8N       20220101000095100000005000 0800000050000051   
0601SGH8N       20220101000100100000005000 0800000050000049   
0601SGH8N       20220101000105100000005000 0800000050000047   
0601SGH8N       20220101000110100000005000 0800000050000044   
0601SGH8N       20220101000115100000005000 0800000050000043   
0601SGH8N       20220101000120100000005000 0800000050000041   
0601SGH8N       20220101000125100000005000 0800000050000039   
0601SGH8N       20220101000130100000005000 0800000050000038   
0601SGH8N       20220101000135100000005000 0800000050000036   
0601SGH8N       20220101000140100000005000 0800000050000035   
0601SGH8N       20220101000145100000005000 0800000050000034   
0601SGH8N       20220101000150100000005000 0800000050000033   
0601SGH8N       20220101000155100000005000 0800000050000032   
0601SGH8N       20220101000160100000005000 0800000050000031   
0601SGH8N       20220101000165100000005000 0800000050000030   
0601SGH8N       20220101000170100000005000 0800000050000029   
0601SGH8N       20220101000175100000005000 0800000050000028   
0601SGH8N       20220101000180100000005000 0800000050000027   
0601SGH8N       20220101000185100000005000 0800000050000027   
0601SGH8N       20220101000190100000005000 0800000050000026   
0601SGH8N       20220101000195100000005000 0800000050000025   
0601SGH8N       20220101000200100000005000 0800000050000025   
0601SGH8N       20220101000205100000005000 0800000050000024   
0601SGH8N       20220101000210100000005000 0800000050000024   
0601SGH8N       20220101000215100000005000 0800000050000023   
0601SGH8N       20220101000220100000005000 0800000050000022   
0601SGH8N       20220101000225100000005000 0800000050000022   
0601SGH8N       20220101000230100000005000 0800000050000022   
0601SGH8N       20220101000235100000005000 0800000050000021   
0601SGH8N       20220101000240100000005000 0800000050000021   
0601SGH8N       20220101000245100000005000 0800000050000020   
0601SGH8N       20220101000250100000005000 0800000050000020   
0601SGH8N       20220101000255100000005000 0800000050000019   
0601SGH8N       20220101000260100000005000 0800000050000019   
0601SGH8N       20220101000265100000005000 0800000050000019   
0601SGH8N       20220101000270100000005000 0800000050000018   
0601SGH8N       20220101000275100000005000 0800000050000018   
0601SGH8N       20220101000280100000005000 0800000050000018   
0601SGH8N       20220101000285100000005000 0800000050000017   
0601SGH8N       20220101000290100000005000 0800000050000017   
0601SGH8N       20220101000295100000005000 0800000050000017   
0601SGH8N       20220101000300100000005000 0800000050000017   
0601SGH8N       20220101000305100000005000 0800000050000016   
0601SGH8N       20220101000310100000005000 0800000050000016   
0601SGH8N       20220101000315100000005000 0800000050000016   
0601SGH8N       20220101000320100000005000 0800000050000016   
0601SGH8N       20220101000325100000005000 0800000050000015   
0601SGH8N       20220101000330100000005000 0800000050000015   
0601SGH8N       20220101000335100000005000 0800000050000015   
0601SGH8N       20220101000340100000005000 0800000050000015   
0601SGH8N       20220101000345100000005000 0800000050000014   
0601SGH8N       20220101000350100000005000 0800000050000014   
0601SGH8N       20220101000355100000005000 0800000050000014   
0601SGH8N       20220101000360100000005000 0800000050000014   
0601SGH8N       20220101000365100000005000 0800000050000014   
0601SGH8N       20220101000370100000005000 0800000050000013   
0601SGH8N       20220101000375100000005000 0800000050000013   
0601SGH8N       20220101000380100000005000 0800000050000013   
0601SGH8N       20220101000385100000005000 0800000050000013   
0601SGH8N       20220101000390100000005000 0800000050000013   
0601SGH8N       20220101000395100000005000 0800000050000013   
0601SGH8N       20220101000400100000005000 0800000050000012   
0601SGH8N       20220101000405100000005000 0800000050000012   
0601SGH8N       20220101000410100000005000 0800000050000012   
0601SGH8N       20220101000415100000005000 0800000050000012   
0601SGH8N       20220101000420100000005000 0800000050000012   
0601SGH8N       20220101000425100000005000 0800000050000012   
0601SGH8N       20220101000430100000005000 0800000050000012   
0601SGH8N       20220101000435100000005000 0800000050000011   
0601SGH8N       20220101000440100000005000 0800000050000011   
0601SGH8N       20220101000445100000005000 0800000050000011   
0601SGH8N       20220101000450100000005000 0800000050000011   
0601SGH8N       20220101000455100000005000 0800000050000011   
0601SGH8N       20220101000460100000005000 0800000050000011   
0601SGH8N       20220101000465100000005000 0800000050000011   
0601SGH8N       20220101000470100000005000 0800000050000011   
0601SGH8N       20220101000475100000005000 0800000050000010   
0601SGH8N       20220101000480100000005000 0800000050000010   
0601SGH8N       20220101000485100000005000 0800000050000010   
0601SGH8N       20220101000490100000005000 0800000050000010   
0601SGH8N       20220101000495100000005000 0800000050000010   
0601SGH8N       20220101000500100000005000 0800000050000010   
0601SGH8N       20220101000505100000005000 0800000050000010   
0601SGH8N       20220101000510100000005000 0800000050000010   
0601SGH8N       20220101000515100000005000 0800000050000010   
0601SGH8N       20220101000520100000005000 0800000050000010   
0601SGH8N       20220101000525100000005000 0800000050000009   
0601SGH8N       20220101000530100000005000 0800000050000009   
0601SGH8N       20220101000535100000005000 0800000050000009   
0601SGH8N       20220101000540100000005000 0800000050000009   
0601SGH8N       20220101000545100000005000 0800000050000009   
0601SGH8N       20220101000550100000005000 0800000050000009   
0601SGH8N       20220101000555100000005000 0800000050000009   
0601SGH8N       20220101000560100000005000 0800000050000009   
0601SGH8N       20220101000565100000005000 0800000050000009   
0601SGH8N       20220101000570100000005000 0800000050000009   
0601SGH8N       20220101000575100000005000 0800000050000009   
0601SGH8N       20220101000580100000005000 0800000050000009   
0601SGH8N       20220101000585100000005000 0800000050000009   
0601SGH8N       20220101000590100000005000 0800000050000008   
0601SGH8N       20220101000595100000005000 0800000050000008   
0601SGH8N       20220101000600100000005000 0800000050000008   
0601SGH8N       20220101000605100000005000 0800000050000008   
0601SGH8N       20220101000610100000005000 0800000050000008   
0601SGH8N       20220101000615100000005000 0800000050000008   
0601SGH8N       20220101000620100000005000 0800000050000008   
0601SGH8N       20220101000625100000005000 0800000050000008   
0601SGH8N       20220101000630100000005000 0800000050000008   
0601SGH8N       20220101000635100000005000 0800000050000008   
0601SGH8N       20220101000640100000005000 0800000050000008   
0601SGH8N       20220101000645100000005000 0800000050000008   
0601SGH8N       20220101000650100000005000 0800000050000008   
0601SGH8N       20220101000655100000005000 0800000050000008   
0601SGH8N       20220101000660100000005000 0800000050000008   
0601SGH8N       20220101000665100000005000 0800000050000007   
0601SGH8N       20220101000670100000005000 0800000050000007   
0601SGH8N       20220101000675100000005000 0800000050000007   
0601SGH8N       20220101000680100000005000 0800000050000007   
0601SGH8N       20220101000685100000005000 0800000050000007   
0601SGH8N       20220101000690100000005000 0800000050000007   
0601SGH8N       20220101000695100000005000 0800000050000007   
0601SGH8N       20220101000700100000005000 0800000050000007   
0601SGH8N       20220101000705100000005000 0800000050000007   
0601SGH8N       20220101000710100000005000 0800000050000007   
0601SGH8N       20220101000715100000005000 0800000050000007   
0601SGH8N       20220101000720100000005000 0800000050000007   
0601SGH8N       20220101000725100000005000 0800000050000007   
0601SGH8N       20220101000730100000005000 0800000050000007   
0601SGH8N       20220101000735100000005000 0800000050000007   
0601SGH8N       20220101000740100000005000 0800000050000007   
0601SGH8N       20220101000745100000005000 0800000050000007   
0601SGH8N       20220101000750100000005000 0800000050000007   
0601SGH8N       20220101000755100000005000 0800000050000007   
0601SGH8N       20220101000760100000005000 0800000050000007   
0601SGH8N       20220101000765100000005000 0800000050000007   
0601SGH8N       20220101000770100000005000 0800000050000006   
0601SGH8N       20220101000775100000005000 0800000050000006   
0601SGH8N       20220101000780100000005000 0800000050000006   
0601SGH8N       20220101000785100000005000 0800000050000006   
0601SGH8N       20220101000790100000005000 0800000050000006   
0601SGH8N       20220101000795100000005000 0800000050000006   
0601SGH8N       20220101000800100000005000 0800000050000006   
0601SGH8N       20220101000805100000005000 0800000050000006   
0601SGH8N       20220101000810100000005000 0800000050000006   
0601SGH8N       20220101000815100000005000 0800000050000006   
0601SGH8N       20220101000820100000005000 0800000050000006   
0601SGH8N       20220101000825100000005000 0800000050000006   
0601SGH8N       20220101000830100000005000 0800000050000006   
0601SGH8N       20220101000835100000005000 0800000050000006   
0601SGH8N       20220101000840100000005000 0800000050000006   
0601SGH8N       20220101000845100000005000 0800000050000006   
0601SGH8N       20220101000850100000005000 0800000050000006   
0601SGH8N       20220101000855100000005000 0800000050000006   
0601SGH8N       20220101000860100000005000 0800000050000006   
0601SGH8N       20220101000865100000005000 0800000050000006   
0601SGH8N       20220101000870100000005000 0800000050000006   
0601SGH8N       20220101000875100000005000 0800000050000006   
0601SGH8N       20220101000880100000005000 0800000050000006   
0601SGH8N       20220101000885100000005000 0800000050000006   
0601SGH8N       20220101000890100000005000 0800000050000006   
0601SGH8N       20220101000895100000005000 0800000050000006   
0601SGH8N       20220101000900100000005000 0800000050000006   
0601SGH8N       20220101000905100000005000 0800000050000006   
0601SGH8N       20220101000910100000005000 0800000050000005   
0601SGH8N       20220101000915100000005000 0800000050000005   
0601SGH8N       20220101000920100000005000 0800000050000005   
0601SGH8N       20220101000925100000005000 0800000050000005   
0601SGH8N       20220101000930100000005000 0800000050000005   
0601SGH8N       20220101000935100000005000 0800000050000005   
0601SGH8N       20220101000940100000005000 0800000050000005   
0601SGH8N       20220101000945100000005000 0800000050000005   
0601SGH8N       20220101000950100000005000 0800000050000005   
0601SGH8N       20220101000955100000005000 0800000050000005   
0601SGH8N       20220101000960100000005000 0800000050000005   
0601SGH8N       20220101000965100000005000 0800000050000005   
0601SGH8N       20220101000970100000005000 0800000050000005   
0601SGH8N       20220101000975100000005000 0800000050000005   
0601SGH8N       20220101000980100000005000 0800000050000005   
0601SGH8N       20220101000985100000005000 0800000050000005   
0601SGH8N       20220101000990100000005000 0800000050000005   
0601SGH8N       20220101000995100000005000 0800000050000005   
0601SGH8N       20220101001000100000005000 0800000050000005   
0601SGH8N       20220101001005100000005000 0800000050000005   
0601SGH8N       20220101001010100000005000 0800000050000005   
0601SGH8N       20220101001015100000005000 0800000050000005   
0601SGH8N       20220101001020100000005000 0800000050000005   
0601SGH8N       20220101001025100000005000 0800000050000005   
0601SGH8N       20220101001030100000005000 0800000050000005   
0601SGH8N       20220101001035100000005000 0800000050000005   
0601SGH8N       20220101001040100000005000 0800000050000005   
0601SGH8N       20220101001045100000005000 0800000050000005   
0601SGH8N       20220101001050100000005000 0800000050000005   
0601SGH8N       20220101001055100000005000 0800000050000005   
0601SGH8N       20220101001060100000005000 0800000050000005   
0601SGH8N       20220101001065100000005000 0800000050000005   
0601SGH8N       20220101001070100000005000 0800000050000005   
0601SGH8N       20220101001075100000005000 0800000050000005   
0601SGH8N       20220101001080100000005000 0800000050000005   
0601SGH8N       20220101001085100000005000 0800000050000005   
0601SGH8N       20220101001090100000005000 0800000050000005   
0601SGH8N       20220101001095100000005000 0800000050000005   
0601SGH8N       20220101001100100000005000 0800000050000005   
0601SGH8N       20220101001105100000005000 0800000050000005   
0601SGH8N       20220101001110100000005000 0800000050000004   
0601SGH8N       20220101001115100000005000 0800000050000004   
0601SGH8N       20220101001120100000005000 0800000050000004   
0601SGH8N       20220101001125100000005000 0800000050000004   
0601SGH8N       20220101001130100000005000 0800000050000004   
0601SGH8N       20220101001135100000005000 0800000050000004   
0601SGH8N       20220101001140100000005000 0800000050000004   
0601SGH8N       20220101001145100000005000 0800000050000004   
0601SGH8N       20220101001150100000005000 0800000050000005   
0601SGH8N       20220101001155100000005000 0800000050000009   
0601SGH8N       20220101001160100000005000 0800000050000012   
0601SGH8N       20220101001165100000005000 0800000050000015   
0601SGH8N       20220101001170100000005000 0800000050000019   
0601SGH8N       20220101001175100000005000 0800000050000021   
0601SGH8N       20220101001180100000005000 0800000050000025   
0601SGH8N       20220101001185100000005000 0800000050000029   
0601SGH8N       20220101001190100000005000 0800000050000031   
0601SGH8N       20220101001195100000005000 0800000050000035   
0601SGH8N       20220101001200100000005000 0800000050000037   
0601SGH8N       20220101001205100000005000 0800000050000041   
0601SGH8N       20220101001210100000005000 0800000050000045   
0601SGH8N       20220101001215100000005000 0800000050000047   
0601SGH8N       20220101001220100000005000 0800000050000051   
0601SGH8N       20220101001225100000005000 0800000050000054   
0601SGH8N       20220101001230100000005000 0800000050000059   
0601SGH8N       20220101001235100000005000 0800000050000065   
0601SGH8N       20220101001240100000005000 0800000050000069   
0601SGH8N       20220101001245100000005000 0800000050000074   
0601SGH8N       20220101001250100000005000 0800000050000080   
0601SGH8N       20220101001255100000005000 0800000050000083   
0601SGH8N       20220101001260100000005000 0800000050000088   
0601SGH8N       20220101001265100000005000 0800000050000094   
0601SGH8N       20220101001270100000005000 0800000050000097   
0601SGH8N       20220101001275100000005000 0800000050000102   
0601SGH8N       20220101001280100000005000 0800000050000107   
0601SGH8N       20220101001285100000005000 0800000050000111   
0601SGH8N       20220101001290100000005000 0800000050000116   
0601SGH8N       20220101001295100000005000 0800000050000121   
0601SGH8N       20220101001300100000005000 0800000050000124   
0601SGH8N       20220101001305100000005000 0800000050000129   
0601SGH8N       20220101001310100000005000 0800000050000134   
0601SGH8N       20220101001315100000005000 0800000050000137   
0601SGH8N       20220101001320100000005000 0800000050000142   
0601SGH8N       20220101001325100000005000 0800000050000147   
0601SGH8N       20220101001330100000005000 0800000050000150   
0601SGH8N       20220101001335100000005000 0800000050000155   
0601SGH8N       20220101001340100000005000 0800000050000160   
0601SGH8N       20220101001345100000005000 0800000050000163   
0601SGH8N       20220101001350100000005000 0800000050000167   
0601SGH8N       20220101001355100000005000 0800000050000172   
0601SGH8N       20220101001360100000005000 0800000050000175   
0601SGH8N       20220101001365100000005000 0800000050000179   
0601SGH8N       20220101001370100000005000 0800000050000184   
0601SGH8N       20220101001375100000005000 0800000050000187   
0601SGH8N       20220101001380100000005000 0800000050000191   
0601SGH8N       20220101001385100000005000 0800000050000196   
0601SGH8N       20220101001390100000005000 0800000050000199   
0601SGH8N       20220101001395100000005000 0800000050000203   
0601SGH8N       20220101001400100000005000 0800000050000207   
0601SGH8N       20220101001405100000005000 0800000050000210   
0601SGH8N       20220101001410100000005000 0800000050000214   
0601SGH8N       20220101001415100000005000 0800000050000219   
0601SGH8N       20220101001420100000005000 0800000050000221   
0601SGH8N       20220101001425100000005000 0800000050000225   
0601SGH8N       20220101001430100000005000 0800000050000230   
0601SGH8N       20220101001435100000005000 0800000050000232   
0601SGH8N       20220101001440100000005000 0800000050000236   
0601SGH8N       20220101001445100000005000 0800000050000241   
0601SGH8N       20220101001450100000005000 0800000050000243   
0601SGH8N       20220101001455100000005000 0800000050000247   
0601SGH8N       20220101001460100000005000 0800000050000249   
0601SGH8N       20220101001465100000005000 0800000050000254   
0601SGH8N       20220101001470100000005000 0800000050000258   
0601SGH8N       20220101001475100000005000 0800000050000260   
0601SGH8N       20220101001480100000005000 0800000050000264   
0601SGH8N       20220101001485100000005000 0800000050000268   
0601SGH8N       20220101001490100000005000 0800000050000270   
0601SGH8N       20220101001495100000005000 0800000050000274   
0601SGH8N       20220101001500100000005000 0800000050000278   
0601SGH8N       20220101001505100000005000 0800000050000280   
0601SGH8N       20220101001510100000005000 0800000050000284   
0601SGH8N       20220101001515100000005000 0800000050000288   
0601SGH8N       20220101001520100000005000 0800000050000290   
0601SGH8N       20220101001525100000005000 0800000050000294   
0601SGH8N       20220101001530100000005000 0800000050000297   
0601SGH8N       20220101001535100000005000 0800000050000299   
0601SGH8N       20220101001540100000005000 0800000050000303   
0601SGH8N       20220101001545100000005000 0800000050000308   
0601SGH8N       20220101001550100000005000 0800000050000311   
0601SGH8N       20220101001555100000005000 0800000050000316   
0601SGH8N       20220101001560100000005000 0800000050000321   
0601SGH8N       20220101001565100000005000 0800000050000324   
0601SGH8N       20220101001570100000005000 0800000050000329   
0601SGH8N       20220101001575100000005000 0800000050000334   
0601SGH8N       20220101001580100000005000 0800000050000337   
0601SGH8N       20220101001585100000005000 0800000050000342   
0601SGH8N       20220101001590100000005000 0800000050000347   
0601SGH8N       20220101001595100000005000 0800000050000350   
0601SGH8N       20220101001600100000005000 0800000050000355   
0601SGH8N       20220101001605100000005000 0800000050000362   
0601SGH8N       20220101001610100000005000 0800000050000366   
0601SGH8N       20220101001615100000005000 0800000050000372   
0601SGH8N       20220101001620100000005000 0800000050000378   
0601SGH8N       20220101001625100000005000 0800000050000382   
0601SGH8N       20220101001630100000005000 0800000050000388   
0601SGH8N       20220101001635100000005000 0800000050000395   
0601SGH8N       20220101001640100000005000 0800000050000399   
0601SGH8N       20220101001645100000005000 0800000050000405   
0601SGH8N       20220101001650100000005000 0800000050000412   
0601SGH8N       20220101001655100000005000 0800000050000416   
0601SGH8N       20220101001660100000005000 0800000050000421   
0601SGH8N       20220101001665100000005000 0800000050000427   
0601SGH8N       20220101001670100000005000 0800000050000431   
0601SGH8N       20220101001675100000005000 0800000050000437   
0601SGH8N       20220101001680100000005000 0800000050000443   
0601SGH8N       20220101001685100000005000 0800000050000446   
0601SGH8N       20220101001690100000005000 0800000050000452   
0601SGH8N       20220101001695100000005000 0800000050000457   
0601SGH8N       20220101001700100000005000 0800000050000461   
0601SGH8N       20220101001705100000005000 0800000050000466   
0601SGH8N       20220101001710100000005000 0800000050000472   
0601SGH8N       20220101001715100000005000 0800000050000476   
0601SGH8N       20220101001720100000005000 0800000050000481   
0601SGH8N       20220101001725100000005000 0800000050000486   
0601SGH8N       20220101001730100000005000 0800000050000490   
0601SGH8N       20220101001735100000005000 0800000050000495   
0601SGH8N       20220101001740100000005000 0800000050000501   
0601SGH8N       20220101001745100000005000 0800000050000505   
0601SGH8N       20220101001750100000005000 0800000050000510   
0601SGH8N       20220101001755100000005000 0800000050000514   
0601SGH8N       20220101001760100000005000 0800000050000519   
0601SGH8N       20220101001765100000005000 0800000050000525   
0601SGH8N       20220101001770100000005000 0800000050000528   
0601SGH8N       20220101001775100000005000 0800000050000534   
0601SGH8N       20220101001780100000005000 0800000050000539   
0601SGH8N       20220101001785100000005000 0800000050000542   
0601SGH8N       20220101001790100000005000 0800000050000548   
0601SGH8N       20220101001795100000005000 0800000050000553   
0601SGH8N       20220101001800100000005000 0800000050000556   
0601SGH8N       20220101001805100000005000 0800000050000561   
0601SGH8N       20220101001810100000005000 0800000050000567   
0601SGH8N       20220101001815100000005000 0800000050000570   
0601SGH8N       20220101001820100000005000 0800000050000575   
0601SGH8N       20220101001825100000005000 0800000050000580   
0601SGH8N       20220101001830100000005000 0800000050000584   
0601SGH8N       20220101001835100000005000 0800000050000589   
0601SGH8N       20220101001840100000005000 0800000050000594   
0601SGH8N       20220101001845100000005000 0800000050000598   
0601SGH8N       20220101001850100000005000 0800000050000603   
0601SGH8N       20220101001855100000005000 0800000050000608   
0601SGH8N       20220101001860100000005000 0800000050000612   
0601SGH8N       20220101001865100000005000 0800000050000617   
0601SGH8N       20220101001870100000005000 0800000050000622   
0601SGH8N       20220101001875100000005000 0800000050000625   
0601SGH8N       20220101001880100000005000 0800000050000630   
0601SGH8N       20220101001885100000005000 0800000050000635   
0601SGH8N       20220101001890100000005000 0800000050000638   
0601SGH8N       20220101001895100000005000 0800000050000643   
0601SGH8N       20220101001900100000005000 0800000050000649   
0601SGH8N       20220101001905100000005000 0800000050000652   
0601SGH8N       20220101001910100000005000 0800000050000657   
0601SGH8N       20220101001915100000005000 0800000050000662   
0601SGH8N       20220101001920100000005000 0800000050000666   
0601SGH8N       20220101001925100000005000 0800000050000671   
0601SGH8N       20220101001930100000005000 0800000050000676   
0601SGH8N       20220101001935100000005000 0800000050000679   
0601SGH8N       20220101001940100000005000 0800000050000684   
0601SGH8N       20220101001945100000005000 0800000050000689   
0601SGH8N       20220101001950100000005000 0800000050000693   
0601SGH8N       20220101001955100000005000 0800000050000698   
0601SGH8N       20220101001960100000005000 0800000050000703   
0601SGH8N       20220101001965100000005000 0800000050000706   
0601SGH8N       20220101001970100000005000 0800000050000711   
0601SGH8N       20220101001975100000005000 0800000050000716   
0601SGH8N       20220101001980100000005000 0800000050000720   
0601SGH8N       20220101001985100000005000 0800000050000725   
0601SGH8N       20220101001990100000005000 0800000050000730   
0601SGH8N       20220101001995100000005000 0800000050000734   
0601SGH8N       20220101002000100000005000 0800000050000739   
0601SGH8N       20220101002005100000005000 0800000050000744   
0601SGH8N       20220101002010100000005000 0800000050000748   
0601SGH8N       20220101002015100000005000 0800000050000754   
0601SGH8N       20220101002020100000005000 0800000050000760   
0601SGH8N       20220101002025100000005000 0800000050000764   
0601SGH8N       20220101002030100000005000 0800000050000770   
0601SGH8N       20220101002035100000005000 0800000050000776   
0601SGH8N       20220101002040100000005000 0800000050000781   
0601SGH8N       20220101002045100000005000 0800000050000786   
0601SGH8N       20220101002050100000005000 0800000050000790   
0601SGH8N       20220101002055100000005000 0800000050000797   
0601SGH8N       20220101002060100000005000 0800000050000802   
0601SGH8N       20220101002065100000005000 0800000050000806   
0601SGH8N       20220101002070100000005000 0800000050000813   
0601SGH8N       20220101002075100000005000 0800000050000818   
0601SGH8N       20220101002080100000005000 0800000050000822   
0601SGH8N       20220101002085100000005000 0800000050000828   
0601SGH8N       20220101002090100000005000 0800000050000834   
0601SGH8N       20220101002095100000005000 0800000050000838   
0601SGH8N       20220101002100100000005000 0800000050000844   
0601SGH8N       20220101002105100000005000 0800000050000849   
0601SGH8N       20220101002110100000005000 0800000050000853   
0601SGH8N       20220101002115100000005000 0800000050000859   
