00BL               20211111                                                                                   
0601BLA4N       20220101000845100000005000 0400000000000837   
0601BLA4N       20220101000850100000005000 0400000000000846   
0601BLA4N       20220101000855100000005000 0400000000000855   
0601BLA4N       20220101000860100000005000 0400000000000864   
0601BLA4N       20220101000865100000005000 0400000000000874   
0601BLA4N       20220101000870100000005000 0400000000000883   
0601BLA4N       20220101000875100000005000 0400000000000891   
0601BLA4N       20220101000880100000005000 0400000000000900   
0601BLA4N       20220101000885100000005000 0400000000000909   
0601BLA4N       20220101000890100000005000 0400000000000918   
0601BLA4N       20220101000895100000005000 0400000000000927   
0601BLA4N       20220101000900100000005000 0400000000000935   
0601BLA4N       20220101000905100000005000 0400000000000944   
0601BLA4N       20220101000910100000005000 0400000000000952   
0601BLA4N       20220101000915100000005000 0400000000000961   
0601BLA4N       20220101000920100000005000 0400000000000969   
0601BLA4N       20220101000925100000005000 0400000000000978   
0601BLA4N       20220101000930100000005000 0400000000000986   
0601BLA4N       20220101000935100000005000 0400000000000994   
0601BLA4N       20220101000940100000005000 0400000000001003   
0601BLA4N       20220101000945100000005000 0400000000001010   
0601BLA4N       20220101000950100000005000 0400000000001018   
0601BLA4N       20220101000955100000005000 0400000000001027   
0601BLA4N       20220101000960100000005000 0400000000001034   
0601BLA4N       20220101000965100000005000 0400000000001042   
0601BLA4N       20220101000970100000005000 0400000000001050   
0601BLA4N       20220101000975100000005000 0400000000001057   
0601BLA4N       20220101000980100000005000 0400000000001065   
0601BLA4N       20220101000985100000005000 0400000000001072   
0601BLA4N       20220101000990100000005000 0400000000001080   
0601BLA4N       20220101000995100000005000 0400000000001088   
0601BLA4N       20220101001000100000005000 0400000000001094   
0601BLA4N       20220101001005100000005000 0400000000001102   
0601BLA4N       20220101001010100000005000 0400000000001109   
0601BLA4N       20220101001015100000005000 0400000000001116   
0601BLA4N       20220101001020100000005000 0400000000001124   
0601BLA4N       20220101001025100000005000 0400000000001131   
0601BLA4N       20220101001030100000005000 0400000000001138   
0601BLA4N       20220101001035100000005000 0400000000001145   
0601BLA4N       20220101001040100000005000 0400000000001152   
0601BLA4N       20220101001045100000005000 0400000000001159   
0601BLA4N       20220101001050100000005000 0400000000001166   
0601BLA4N       20220101001055100000005000 0400000000001173   
0601BLA4N       20220101001060100000005000 0400000000001179   
0601BLA4N       20220101001065100000005000 0400000000001188   
0601BLA4N       20220101001070100000005000 0400000000001195   
0601BLA4N       20220101001075100000005000 0400000000001203   
0601BLA4N       20220101001080100000005000 0400000000001211   
0601BLA4N       20220101001085100000005000 0400000000001218   
0601BLA4N       20220101001090100000005000 0400000000001226   
0601BLA4N       20220101001095100000005000 0400000000001234   
0601BLA4N       20220101001100100000005000 0400000000001241   
0601BLA4N       20220101001105100000005000 0400000000001248   
0601BLA4N       20220101001110100000005000 0400000000001256   
0601BLA4N       20220101001115100000005000 0400000000001264   
0601BLA4N       20220101001120100000005000 0400000000001270   
0601BLA4N       20220101001125100000005000 0400000000001278   
0601BLA4N       20220101001130100000005000 0400000000001286   
0601BLA4N       20220101001135100000005000 0400000000001292   
0601BLA4N       20220101001140100000005000 0400000000001301   
0601BLA4N       20220101001145100000005000 0400000000001307   
0601BLA4N       20220101001150100000005000 0400000000001315   
0601BLA4N       20220101001155100000005000 0400000000001322   
0601BLA4N       20220101001160100000005000 0400000000001329   
0601BLA4N       20220101001165100000005000 0400000000001336   
0601BLA4N       20220101001170100000005000 0400000000001342   
0601BLA4N       20220101001175100000005000 0400000000001349   
0601BLA4N       20220101001180100000005000 0400000000001356   
0601BLA4N       20220101001185100000005000 0400000000001363   
0601BLA4N       20220101001190100000005000 0400000000001370   
0601BLA4N       20220101001195100000005000 0400000000001377   
0601BLA4N       20220101001200100000005000 0400000000001383   
0601BLA4N       20220101001205100000005000 0400000000001390   
0601BLA4N       20220101001210100000005000 0400000000001396   
0601BLA4N       20220101001215100000005000 0400000000001403   
0601BLA4N       20220101001220100000005000 0400000000001409   
0601BLA4N       20220101001225100000005000 0400000000001416   
0601BLA4N       20220101001230100000005000 0400000000001422   
0601BLA4N       20220101001235100000005000 0400000000001429   
0601BLA4N       20220101001240100000005000 0400000000001435   
0601BLA4N       20220101001245100000005000 0400000000001441   
0601BLA4N       20220101001250100000005000 0400000000001448   
0601BLA4N       20220101001255100000005000 0400000000001454   
0601BLA4N       20220101001260100000005000 0400000000001461   
0601BLA4N       20220101001265100000005000 0400000000001467   
0601BLA4N       20220101001270100000005000 0400000000001473   
0601BLA4N       20220101001275100000005000 0400000000001479   
0601BLA4N       20220101001280100000005000 0400000000001485   
0601BLA4N       20220101001285100000005000 0400000000001490   
0601BLA4N       20220101001290100000005000 0400000000001497   
0601BLA4N       20220101001295100000005000 0400000000001503   
0601BLA4N       20220101001300100000005000 0400000000001509   
0601BLA4N       20220101001305100000005000 0400000000001514   
0601BLA4N       20220101001310100000005000 0400000000001520   
0601BLA4N       20220101001315100000005000 0400000000001526   
0601BLA4N       20220101001320100000005000 0400000000001532   
0601BLA4N       20220101001325100000005000 0400000000001537   
0601BLA4N       20220101001330100000005000 0400000000001543   
0601BLA4N       20220101001335100000005000 0400000000001548   
0601BLA4N       20220101001340100000005000 0400000000001555   
0601BLA4N       20220101001345100000005000 0400000000001560   
0601BLA4N       20220101001350100000005000 0400000000001565   
0601BLA4N       20220101001355100000005000 0400000000001571   
0601BLA4N       20220101001360100000005000 0400000000001577   
0601BLA4N       20220101001365100000005000 0400000000001582   
0601BLA4N       20220101001370100000005000 0400000000001589   
0601BLA4N       20220101001375100000005000 0400000000001595   
0601BLA4N       20220101001380100000005000 0400000000001601   
0601BLA4N       20220101001385100000005000 0400000000001607   
0601BLA4N       20220101001390100000005000 0400000000001613   
0601BLA4N       20220101001395100000005000 0400000000001619   
0601BLA4N       20220101001400100000005000 0400000000001624   
0601BLA4N       20220101001405100000005000 0400000000001631   
0601BLA4N       20220101001410100000005000 0400000000001636   
0601BLA4N       20220101001415100000005000 0400000000001642   
0601BLA4N       20220101001420100000005000 0400000000001647   
0601BLA4N       20220101001425100000005000 0400000000001653   
0601BLA4N       20220101001430100000005000 0400000000001659   
0601BLA4N       20220101001435100000005000 0400000000001664   
0601BLA4N       20220101001440100000005000 0400000000001669   
0601BLA4N       20220101001445100000005000 0400000000001675   
0601BLA4N       20220101001450100000005000 0400000000001681   
0601BLA4N       20220101001455100000005000 0400000000001686   
0601BLA4N       20220101001460100000005000 0400000000001691   
0601BLA4N       20220101001465100000005000 0400000000001696   
0601BLA4N       20220101001470100000005000 0400000000001702   
0601BLA4N       20220101001475100000005000 0400000000001707   
0601BLA4N       20220101001480100000005000 0400000000001712   
0601BLA4N       20220101001485100000005000 0400000000001717   
0601BLA4N       20220101001490100000005000 0400000000001722   
0601BLA4N       20220101001495100000005000 0400000000001728   
0601BLA4N       20220101001500100000005000 0400000000001732   
0601BLA4N       20220101001505100000005000 0400000000001737   
0601BLA4N       20220101001510100000005000 0400000000001743   
0601BLA4N       20220101001515100000005000 0400000000001748   
0601BLA4N       20220101001520100000005000 0400000000001752   
0601BLA4N       20220101001525100000005000 0400000000001758   
0601BLA4N       20220101001530100000005000 0400000000001762   
0601BLA4N       20220101001535100000005000 0400000000001767   
0601BLA4N       20220101001540100000005000 0400000000001772   
0601BLA4N       20220101001545100000005000 0400000000001777   
0601BLA4N       20220101001550100000005000 0400000000001782   
0601BLA4N       20220101001555100000005000 0400000000001787   
0601BLA4N       20220101001560100000005000 0400000000001791   
0601BLA4N       20220101001565100000005000 0400000000001796   
0601BLA4N       20220101001570100000005000 0400000000001801   
0601BLA4N       20220101001575100000005000 0400000000001805   
0601BLA4N       20220101001580100000005000 0400000000001810   
0601BLA4N       20220101001585100000005000 0400000000001815   
0601BLA4N       20220101001590100000005000 0400000000001819   
0601BLA4N       20220101001595100000005000 0400000000001823   
0601BLA4N       20220101001600100000005000 0400000000001828   
0601BLA4N       20220101001605100000005000 0400000000001833   
0601BLA4N       20220101001610100000005000 0400000000001837   
0601BLA4N       20220101001615100000005000 0400000000001841   
0601BLA4N       20220101001620100000005000 0400000000001846   
0601BLA4N       20220101001625100000005000 0400000000001850   
0601BLA4N       20220101001630100000005000 0400000000001854   
0601BLA4N       20220101001635100000005000 0400000000001859   
0601BLA4N       20220101001640100000005000 0400000000001863   
0601BLA4N       20220101001645100000005000 0400000000001867   
0601BLA4N       20220101001650100000005000 0400000000001872   
0601BLA4N       20220101001655100000005000 0400000000001877   
0601BLA4N       20220101001660100000005000 0400000000001882   
0601BLA4N       20220101001665100000005000 0400000000001887   
0601BLA4N       20220101001670100000005000 0400000000001891   
0601BLA4N       20220101001675100000005000 0400000000001896   
0601BLA4N       20220101001680100000005000 0400000000001901   
0601BLA4N       20220101001685100000005000 0400000000001905   
0601BLA4N       20220101001690100000005000 0400000000001910   
0601BLA4N       20220101001695100000005000 0400000000001915   
0601BLA4N       20220101001700100000005000 0400000000001919   
0601BLA4N       20220101001705100000005000 0400000000001923   
0601BLA4N       20220101001710100000005000 0400000000001928   
0601BLA4N       20220101001715100000005000 0400000000001932   
0601BLA4N       20220101001720100000005000 0400000000001937   
0601BLA4N       20220101001725100000005000 0400000000001942   
0601BLA4N       20220101001730100000005000 0400000000001946   
0601BLA4N       20220101001735100000005000 0400000000001950   
0601BLA4N       20220101001740100000005000 0400000000001955   
0601BLA4N       20220101001745100000005000 0400000000001959   
0601BLA4N       20220101001750100000005000 0400000000001963   
0601BLA4N       20220101001755100000005000 0400000000001968   
0601BLA4N       20220101001760100000005000 0400000000001972   
0601BLA4N       20220101001765100000005000 0400000000001976   
0601BLA4N       20220101001770100000005000 0400000000001980   
0601BLA4N       20220101001775100000005000 0400000000001985   
0601BLA4N       20220101001780100000005000 0400000000001989   
0601BLA4N       20220101001785100000005000 0400000000001993   
0601BLA4N       20220101001790100000005000 0400000000001997   
0601BLA4N       20220101001795100000005000 0400000000002001   
0601BLA4N       20220101001800100000005000 0400000000002005   
0601BLA4N       20220101001805100000005000 0400000000002009   
0601BLA4N       20220101001810100000005000 0400000000002013   
0601BLA4N       20220101001815100000005000 0400000000002017   
0601BLA4N       20220101001820100000005000 0400000000002021   
0601BLA4N       20220101001825100000005000 0400000000002026   
0601BLA4N       20220101001830100000005000 0400000000002029   
0601BLA4N       20220101001835100000005000 0400000000002034   
0601BLA4N       20220101001840100000005000 0400000000002037   
0601BLA4N       20220101001845100000005000 0400000000002041   
0601BLA4N       20220101001850100000005000 0400000000002045   
0601BLA4N       20220101001855100000005000 0400000000002049   
0601BLA4N       20220101001860100000005000 0400000000002053   
0601BLA4N       20220101001865100000005000 0400000000002057   
0601BLA4N       20220101001870100000005000 0400000000002060   
0601BLA4N       20220101001875100000005000 0400000000002064   
0601BLA4N       20220101001880100000005000 0400000000002069   
0601BLA4N       20220101001885100000005000 0400000000002072   
0601BLA4N       20220101001890100000005000 0400000000002076   
0601BLA4N       20220101001895100000005000 0400000000002079   
0601BLA4N       20220101001900100000005000 0400000000002083   
0601BLA4N       20220101001905100000005000 0400000000002087   
0601BLA4N       20220101001910100000005000 0400000000002090   
0601BLA4N       20220101001915100000005000 0400000000002094   
0601BLA4N       20220101001920100000005000 0400000000002098   
0601BLA4N       20220101001925100000005000 0400000000002101   
0601BLA4N       20220101001930100000005000 0400000000002105   
0601BLA4N       20220101001935100000005000 0400000000002108   
0601BLA4N       20220101001940100000005000 0400000000002112   
0601BLA4N       20220101001945100000005000 0400000000002116   
0601BLA4N       20220101001950100000005000 0400000000002119   
0601BLA4N       20220101001955100000005000 0400000000002122   
0601BLA4N       20220101001960100000005000 0400000000002126   
0601BLA4N       20220101001965100000005000 0400000000002130   
0601BLA4N       20220101001970100000005000 0400000000002133   
0601BLA4N       20220101001975100000005000 0400000000002137   
0601BLA4N       20220101001980100000005000 0400000000002140   
0601BLA4N       20220101001985100000005000 0400000000002143   
0601BLA4N       20220101001990100000005000 0400000000002147   
0601BLA4N       20220101001995100000005000 0400000000002150   
0601BLA4N       20220101002000100000005000 0400000000002153   
0601BLA4N       20220101002005100000005000 0400000000002157   
0601BLA4N       20220101002010100000005000 0400000000002160   
0601BLA4N       20220101002015100000005000 0400000000002163   
0601BLA4N       20220101002020100000005000 0400000000002167   
0601BLA4N       20220101002025100000005000 0400000000002170   
0601BLA4N       20220101002030100000005000 0400000000002173   
0601BLA4N       20220101002035100000005000 0400000000002177   
0601BLA4N       20220101002040100000005000 0400000000002180   
0601BLA4N       20220101002045100000005000 0400000000002184   
0601BLA4N       20220101002050100000005000 0400000000002187   
0601BLA4N       20220101002055100000005000 0400000000002191   
0601BLA4N       20220101002060100000005000 0400000000002195   
0601BLA4N       20220101002065100000005000 0400000000002198   
0601BLA4N       20220101002070100000005000 0400000000002202   
0601BLA4N       20220101002075100000005000 0400000000002206   
0601BLA4N       20220101002080100000005000 0400000000002209   
0601BLA4N       20220101002085100000005000 0400000000002213   
0601BLA4N       20220101002090100000005000 0400000000002216   
0601BLA4N       20220101002095100000005000 0400000000002220   
0601BLA4N       20220101002100100000005000 0400000000002224   
0601BLA4N       20220101002105100000005000 0400000000002227   
0601BLA4N       20220101002110100000005000 0400000000002230   
0601BLA4N       20220101002115100000005000 0400000000002234   
0601BLA4N       20220101002120100000005000 0400000000002237   
0601BLA4N       20220101002125100000005000 0400000000002241   
0601BLA4N       20220101002130100000005000 0400000000002244   
0601BLA4N       20220101002135100000005000 0400000000002247   
0601BLA4N       20220101002140100000005000 0400000000002251   
0601BLA4N       20220101002145100000005000 0400000000002255   
0601BLA4N       20220101002150100000005000 0400000000002258   
0601BLA4N       20220101002155100000005000 0400000000002261   
0601BLA4N       20220101002160100000005000 0400000000002265   
0601BLA4N       20220101002165100000005000 0400000000002268   
0601BLA4N       20220101002170100000005000 0400000000002271   
0601BLA4N       20220101002175100000005000 0400000000002275   
0601BLA4N       20220101002180100000005000 0400000000002278   
0601BLA4N       20220101002185100000005000 0400000000002281   
0601BLA4N       20220101002190100000005000 0400000000002284   
0601BLA4N       20220101002195100000005000 0400000000002288   
0601BLA4N       20220101002200100000005000 0400000000002291   
0601BLA4N       20220101002205100000005000 0400000000002294   
0601BLA4N       20220101002210100000005000 0400000000002297   
0601BLA4N       20220101002215100000005000 0400000000002300   
0601BLA4N       20220101002220100000005000 0400000000002303   
0601BLA4N       20220101002225100000005000 0400000000002307   
0601BLA4N       20220101002230100000005000 0400000000002310   
0601BLA4N       20220101002235100000005000 0400000000002312   
0601BLA4N       20220101002240100000005000 0400000000002316   
0601BLA4N       20220101002245100000005000 0400000000002319   
0601BLA4N       20220101002250100000005000 0400000000002322   
0601BLA4N       20220101002255100000005000 0400000000002325   
0601BLA4N       20220101002260100000005000 0400000000002328   
0601BLA4N       20220101002265100000005000 0400000000002331   
0601BLA4N       20220101002270100000005000 0400000000002334   
0601BLA4N       20220101002275100000005000 0400000000002337   
0601BLA4N       20220101002280100000005000 0400000000002340   
0601BLA4N       20220101002285100000005000 0400000000002344   
0601BLA4N       20220101002290100000005000 0400000000002346   
0601BLA4N       20220101002295100000005000 0400000000002349   
0601BLA4N       20220101002300100000005000 0400000000002352   
0601BLA4N       20220101002305100000005000 0400000000002355   
0601BLA4N       20220101002310100000005000 0400000000002358   
0601BLA4N       20220101002315100000005000 0400000000002361   
0601BLA4N       20220101002320100000005000 0400000000002364   
0601BLA4N       20220101002325100000005000 0400000000002366   
0601BLA4N       20220101002330100000005000 0400000000002370   
0601BLA4N       20220101002335100000005000 0400000000002373   
0601BLA4N       20220101002340100000005000 0400000000002375   
0601BLA4N       20220101002345100000005000 0400000000002378   
0601BLA4N       20220101002350100000005000 0400000000002381   
0601BLA4N       20220101002355100000005000 0400000000002384   
0601BLA4N       20220101002360100000005000 0400000000002386   
0601BLA4N       20220101002365100000005000 0400000000002390   
0601BLA4N       20220101002370100000005000 0400000000002392   
0601BLA4N       20220101002375100000005000 0400000000002395   
0601BLA4N       20220101002380100000005000 0400000000002398   
0601BLA4N       20220101002385100000005000 0400000000002400   
0601BLA4N       20220101002390100000005000 0400000000002403   
0601BLA4N       20220101002395100000005000 0400000000002406   
0601BLA4N       20220101002400100000005000 0400000000002409   
0601BLA4N       20220101002405100000005000 0400000000002412   
0601BLA4N       20220101002410100000005000 0400000000002415   
0601BLA4N       20220101002415100000005000 0400000000002417   
0601BLA4N       20220101002420100000005000 0400000000002419   
0601BLA4N       20220101002425100000005000 0400000000002423   
0601BLA4N       20220101002430100000005000 0400000000002425   
0601BLA4N       20220101002435100000005000 0400000000002427   
0601BLA4N       20220101002440100000005000 0400000000002431   
0601BLA4N       20220101002445100000005000 0400000000002433   
0601BLA4N       20220101002450100000005000 0400000000002435   
0601BLA4N       20220101002455100000005000 0400000000002438   
0601BLA4N       20220101002460100000005000 0400000000002441   
0601BLA4N       20220101002465100000005000 0400000000002443   
0601BLA4N       20220101002470100000005000 0400000000002446   
0601BLA4N       20220101002475100000005000 0400000000002449   
0601BLA4N       20220101002480100000005000 0400000000002451   
0601BLA4N       20220101002485100000005000 0400000000002453   
0601BLA4N       20220101002490100000005000 0400000000002456   
0601BLA4N       20220101002495100000005000 0400000000002459   
0601BLA4N       20220101002500100000005000 0400000000002461   
0601BLA4N       20220101002505100000005000 0400000000002464   
0601BLA4N       20220101002510100000005000 0400000000002466   
0601BLA4N       20220101002515100000005000 0400000000002469   
0601BLA4N       20220101002520100000005000 0400000000002471   
0601BLA4N       20220101002525100000005000 0400000000002474   
0601BLA4N       20220101002530100000005000 0400000000002476   
0601BLA4N       20220101002535100000005000 0400000000002479   
0601BLA4N       20220101002540100000005000 0400000000002481   
0601BLA4N       20220101002545100000005000 0400000000002484   
0601BLA4N       20220101002550100000005000 0400000000002486   
0601BLA4N       20220101002555100000005000 0400000000002488   
0601BLA4N       20220101002560100000005000 0400000000002491   
0601BLA4N       20220101002565100000005000 0400000000002493   
0601BLA4N       20220101002570100000005000 0400000000002496   
0601BLA4N       20220101002575100000005000 0400000000002498   
0601BLA4N       20220101002580100000005000 0400000000002501   
0601BLA4N       20220101002585100000005000 0400000000002503   
0601BLA4N       20220101002590100000005000 0400000000002505   
0601BLA4N       20220101002595100000005000 0400000000002508   
0601BLA4N       20220101002600100000005000 0400000000002510   
0601BLA4N       20220101002605100000005000 0400000000002512   
0601BLA4N       20220101002610100000005000 0400000000002515   
0601BLA4N       20220101002615100000005000 0400000000002517   
0601BLA4N       20220101002620100000005000 0400000000002519   
0601BLA4N       20220101002625100000005000 0400000000002521   
0601BLA4N       20220101002630100000005000 0400000000002524   
0601BLA4N       20220101002635100000005000 0400000000002526   
0601BLA4N       20220101002640100000005000 0400000000002528   
0601BLA4N       20220101002645100000005000 0400000000002531   
0601BLA4N       20220101002650100000005000 0400000000002533   
0601BLA4N       20220101002655100000005000 0400000000002535   
0601BLA4N       20220101002660100000005000 0400000000002537   
0601BLA4N       20220101002665100000005000 0400000000002540   
0601BLA4N       20220101002670100000005000 0400000000002542   
0601BLA4N       20220101002675100000005000 0400000000002545   
0601BLA4N       20220101002680100000005000 0400000000002547   
0601BLA4N       20220101002685100000005000 0400000000002548   
0601BLA4N       20220101002690100000005000 0400000000002551   
0601BLA4N       20220101002695100000005000 0400000000002553   
0601BLA4N       20220101002700100000005000 0400000000002555   
0601BLA4N       20220101002705100000005000 0400000000002558   
0601BLA4N       20220101002710100000005000 0400000000002560   
0601BLA4N       20220101002715100000005000 0400000000002562   
0601BLA4N       20220101002720100000005000 0400000000002564   
0601BLA4N       20220101002725100000005000 0400000000002566   
0601BLA4N       20220101002730100000005000 0400000000002568   
0601BLA4N       20220101002735100000005000 0400000000002571   
0601BLA4N       20220101002740100000005000 0400000000002572   
0601BLA4N       20220101002745100000005000 0400000000002575   
0601BLA4N       20220101002750100000005000 0400000000002577   
0601BLA4N       20220101002755100000005000 0400000000002579   
0601BLA4N       20220101002760100000005000 0400000000002581   
0601BLA4N       20220101002765100000005000 0400000000002583   
0601BLA4N       20220101002770100000005000 0400000000002585   
0601BLA4N       20220101002775100000005000 0400000000002587   
0601BLA4N       20220101002780100000005000 0400000000002589   
0601BLA4N       20220101002785100000005000 0400000000002592   
0601BLA4N       20220101002790100000005000 0400000000002593   
0601BLA4N       20220101002795100000005000 0400000000002595   
0601BLA4N       20220101002800100000005000 0400000000002598   
0601BLA4N       20220101002805100000005000 0400000000002599   
0601BLA4N       20220101002810100000005000 0400000000002602   
0601BLA4N       20220101002815100000005000 0400000000002604   
0601BLA4N       20220101002820100000005000 0400000000002605   
0601BLA4N       20220101002825100000005000 0400000000002608   
0601BLA4N       20220101002830100000005000 0400000000002610   
0601BLA4N       20220101002835100000005000 0400000000002612   
0601BLA4N       20220101002840100000005000 0400000000002614   
0601BLA4N       20220101002845100000005000 0400000000002616   
0601BLA4N       20220101002850100000005000 0400000000002618   
0601BLA4N       20220101002855100000005000 0400000000002619   
0601BLA4N       20220101002860100000005000 0400000000002622   
0601BLA4N       20220101002865100000005000 0400000000002624   
0601BLA4N       20220101002870100000005000 0400000000002625   
0601BLA4N       20220101002875100000005000 0400000000002628   
0601BLA4N       20220101002880100000005000 0400000000002629   
0601BLA4N       20220101002885100000005000 0400000000002631   
0601BLA4N       20220101002890100000005000 0400000000002633   
0601BLA4N       20220101002895100000005000 0400000000002635   
0601BLA4N       20220101002900100000005000 0400000000002637   
0601BLA4N       20220101002905100000005000 0400000000002639   
0601BLA4N       20220101002910100000005000 0400000000002641   
0601BLA4N       20220101002915100000005000 0400000000002643   
0601BLA4N       20220101002920100000005000 0400000000002644   
0601BLA4N       20220101002925100000005000 0400000000002647   
0601BLA4N       20220101002930100000005000 0400000000002648   
0601BLA4N       20220101002935100000005000 0400000000002650   
0601BLA4N       20220101002940100000005000 0400000000002652   
0601BLA4N       20220101002945100000005000 0400000000002654   
0601BLA4N       20220101002950100000005000 0400000000002656   
0601BLA4N       20220101002955100000005000 0400000000002658   
0601BLA4N       20220101002960100000005000 0400000000002660   
0601BLA4N       20220101002965100000005000 0400000000002661   
0601BLA4N       20220101002970100000005000 0400000000002663   
0601BLA4N       20220101002975100000005000 0400000000002665   
0601BLA4N       20220101002980100000005000 0400000000002667   
0601BLA4N       20220101002985100000005000 0400000000002669   
0601BLA4N       20220101002990100000005000 0400000000002671   
0601BLA4N       20220101002995100000005000 0400000000002672   
0601BLA4N       20220101003000100000500000 0400000000002757   
0601BLA4N       20220101003500100000500000 0400000000002893   
0601BLA4N       20220101004000100000500000 0400000000002999   
0601BLA4N       20220101004500100000500000 0400000000003085   
0601BLA4N       20220101005000100000500000 0400000000003155   
0601BLA4N       20220101005500100000500000 0400000000003215   
0601BLA4N       20220101006000100000500000 0400000000003266   
0601BLA4N       20220101006500100000500000 0400000000003311   
0601BLA4N       20220101007000100000500000 0400000000003350   
0601BLA4N       20220101007500100000500000 0400000000003380   
0601BLA4N       20220101008000100000500000 0400000000003402   
0601BLA4N       20220101008500100000500000 0400000000003422   
0601BLA4N       20220101009000100000500000 0400000000003441   
0601BLA4N       20220101009500100000500000 0400000000003458   
0601BLA4N       20220101010000100005000000 0400000000003569   
0601BLA4N       20220101015000100005000000 0400000000003594   
0601BLA4N       20220101020000100005000000 0400000000003607   
0601BLA4N       20220101025000100005000000 0400000000003616   
0601BLA4N       20220101030000100005000000 0400000000003622   
0601BLA4N       20220101035000100005000000 0400000000003627   
0601BLA4N       20220101040000100005000000 0400000000003630   
0601BLA4N       20220101045000100005000000 0400000000003633   
0601BLA4N       20220101050000100005000000 0400000000003635   
0601BLA4N       20220101055000100005000000 0400000000003637   
0601BLA4N       20220101060000100005000000 0400000000003638   
0601BLA4N       20220101065000100005000000 0400000000003640   
0601BLA4N       20220101070000100005000000 0400000000003641   
0601BLA4N       20220101075000100005000000 0400000000003642   
0601BLA4N       20220101080000100005000000 0400000000003643   
0601BLA4N       20220101085000100005000000 0400000000003643   
0601BLA4N       20220101090000100005000000 0400000000003644   
0601BLA4N       20220101095000100005000000 0400000000003645   
0601BLA5N       20220101000000100000120000 0500000000000000   
0601BLA5N       20220101000120100000005000 0500000000000000   
0601BLA5N       20220101000125100000005000 0500000000000000   
0601BLA5N       20220101000130100000005000 0500000000000000   
0601BLA5N       20220101000135100000005000 0500000000000000   
0601BLA5N       20220101000140100000005000 0500000000000007   
0601BLA5N       20220101000145100000005000 0500000000000007   
0601BLA5N       20220101000150100000005000 0500000000000007   
0601BLA5N       20220101000155100000005000 0500000000000006   
0601BLA5N       20220101000160100000005000 0500000000000006   
0601BLA5N       20220101000165100000005000 0500000000000006   
0601BLA5N       20220101000170100000005000 0500000000000006   
0601BLA5N       20220101000175100000005000 0500000000000011   
0601BLA5N       20220101000180100000005000 0500000000000011   
0601BLA5N       20220101000185100000005000 0500000000000011   
0601BLA5N       20220101000190100000005000 0500000000000010   
0601BLA5N       20220101000195100000005000 0500000000000010   
0601BLA5N       20220101000200100000005000 0500000000000010   
0601BLA5N       20220101000205100000005000 0500000000000010   
0601BLA5N       20220101000210100000005000 0500000000000009   
0601BLA5N       20220101000215100000005000 0500000000000014   
0601BLA5N       20220101000220100000005000 0500000000000013   
0601BLA5N       20220101000225100000005000 0500000000000013   
0601BLA5N       20220101000230100000005000 0500000000000013   
0601BLA5N       20220101000235100000005000 0500000000000013   
0601BLA5N       20220101000240100000005000 0500000000000012   
0601BLA5N       20220101000245100000005000 0500000000000012   
0601BLA5N       20220101000250100000005000 0500000000000012   
0601BLA5N       20220101000255100000005000 0500000000000016   
0601BLA5N       20220101000260100000005000 0500000000000015   
0601BLA5N       20220101000265100000005000 0500000000000015   
0601BLA5N       20220101000270100000005000 0500000000000015   
0601BLA5N       20220101000275100000005000 0500000000000014   
0601BLA5N       20220101000280100000005000 0500000000000014   
0601BLA5N       20220101000285100000005000 0500000000000014   
0601BLA5N       20220101000290100000005000 0500000000000017   
0601BLA5N       20220101000295100000005000 0500000000000017   
0601BLA5N       20220101000300100000005000 0500000000000017   
0601BLA5N       20220101000305100000005000 0500000000000016   
0601BLA5N       20220101000310100000005000 0500000000000016   
0601BLA5N       20220101000315100000005000 0500000000000016   
0601BLA5N       20220101000320100000005000 0500000000000016   
0601BLA5N       20220101000325100000005000 0500000000000015   
0601BLA5N       20220101000330100000005000 0500000000000018   
0601BLA5N       20220101000335100000005000 0500000000000018   
0601BLA5N       20220101000340100000005000 0500000000000018   
0601BLA5N       20220101000345100000005000 0500000000000017   
0601BLA5N       20220101000350100000005000 0500000000000017   
0601BLA5N       20220101000355100000005000 0500000000000017   
0601BLA5N       20220101000360100000005000 0500000000000017   
0601BLA5N       20220101000365100000005000 0500000000000019   
0601BLA5N       20220101000370100000005000 0500000000000019   
0601BLA5N       20220101000375100000005000 0500000000000019   
0601BLA5N       20220101000380100000005000 0500000000000018   
0601BLA5N       20220101000385100000005000 0500000000000018   
0601BLA5N       20220101000390100000005000 0500000000000018   
0601BLA5N       20220101000395100000005000 0500000000000018   
0601BLA5N       20220101000400100000005000 0500000000000017   
0601BLA5N       20220101000405100000005000 0500000000000020   
0601BLA5N       20220101000410100000005000 0500000000000019   
0601BLA5N       20220101000415100000005000 0500000000000019   
0601BLA5N       20220101000420100000005000 0500000000000019   
0601BLA5N       20220101000425100000005000 0500000000000019   
0601BLA5N       20220101000430100000005000 0500000000000018   
0601BLA5N       20220101000435100000005000 0500000000000018   
0601BLA5N       20220101000440100000005000 0500000000000018   
0601BLA5N       20220101000445100000005000 0500000000000020   
0601BLA5N       20220101000450100000005000 0500000000000020   
0601BLA5N       20220101000455100000005000 0500000000000020   
0601BLA5N       20220101000460100000005000 0500000000000019   
0601BLA5N       20220101000465100000005000 0500000000000019   
0601BLA5N       20220101000470100000005000 0500000000000019   
0601BLA5N       20220101000475100000005000 0500000000000019   
0601BLA5N       20220101000480100000005000 0500000000000021   
