00BL               20211111                                                                                   
0601BLC4N       20220101001075100000005000 0400000000001030   
0601BLC4N       20220101001080100000005000 0400000000001036   
0601BLC4N       20220101001085100000005000 0400000000001042   
0601BLC4N       20220101001090100000005000 0400000000001048   
0601BLC4N       20220101001095100000005000 0400000000001054   
0601BLC4N       20220101001100100000005000 0400000000001060   
0601BLC4N       20220101001105100000005000 0400000000001065   
0601BLC4N       20220101001110100000005000 0400000000001071   
0601BLC4N       20220101001115100000005000 0400000000001077   
0601BLC4N       20220101001120100000005000 0400000000001083   
0601BLC4N       20220101001125100000005000 0400000000001090   
0601BLC4N       20220101001130100000005000 0400000000001096   
0601BLC4N       20220101001135100000005000 0400000000001102   
0601BLC4N       20220101001140100000005000 0400000000001108   
0601BLC4N       20220101001145100000005000 0400000000001114   
0601BLC4N       20220101001150100000005000 0400000000001120   
0601BLC4N       20220101001155100000005000 0400000000001126   
0601BLC4N       20220101001160100000005000 0400000000001131   
0601BLC4N       20220101001165100000005000 0400000000001137   
0601BLC4N       20220101001170100000005000 0400000000001144   
0601BLC4N       20220101001175100000005000 0400000000001149   
0601BLC4N       20220101001180100000005000 0400000000001154   
0601BLC4N       20220101001185100000005000 0400000000001160   
0601BLC4N       20220101001190100000005000 0400000000001166   
0601BLC4N       20220101001195100000005000 0400000000001172   
0601BLC4N       20220101001200100000005000 0400000000001178   
0601BLC4N       20220101001205100000005000 0400000000001183   
0601BLC4N       20220101001210100000005000 0400000000001188   
0601BLC4N       20220101001215100000005000 0400000000001194   
0601BLC4N       20220101001220100000005000 0400000000001200   
0601BLC4N       20220101001225100000005000 0400000000001206   
0601BLC4N       20220101001230100000005000 0400000000001211   
0601BLC4N       20220101001235100000005000 0400000000001218   
0601BLC4N       20220101001240100000005000 0400000000001223   
0601BLC4N       20220101001245100000005000 0400000000001229   
0601BLC4N       20220101001250100000005000 0400000000001235   
0601BLC4N       20220101001255100000005000 0400000000001241   
0601BLC4N       20220101001260100000005000 0400000000001246   
0601BLC4N       20220101001265100000005000 0400000000001252   
0601BLC4N       20220101001270100000005000 0400000000001257   
0601BLC4N       20220101001275100000005000 0400000000001263   
0601BLC4N       20220101001280100000005000 0400000000001269   
0601BLC4N       20220101001285100000005000 0400000000001275   
0601BLC4N       20220101001290100000005000 0400000000001280   
0601BLC4N       20220101001295100000005000 0400000000001286   
0601BLC4N       20220101001300100000005000 0400000000001291   
0601BLC4N       20220101001305100000005000 0400000000001297   
0601BLC4N       20220101001310100000005000 0400000000001304   
0601BLC4N       20220101001315100000005000 0400000000001309   
0601BLC4N       20220101001320100000005000 0400000000001314   
0601BLC4N       20220101001325100000005000 0400000000001320   
0601BLC4N       20220101001330100000005000 0400000000001325   
0601BLC4N       20220101001335100000005000 0400000000001331   
0601BLC4N       20220101001340100000005000 0400000000001336   
0601BLC4N       20220101001345100000005000 0400000000001342   
0601BLC4N       20220101001350100000005000 0400000000001348   
0601BLC4N       20220101001355100000005000 0400000000001353   
0601BLC4N       20220101001360100000005000 0400000000001359   
0601BLC4N       20220101001365100000005000 0400000000001365   
0601BLC4N       20220101001370100000005000 0400000000001370   
0601BLC4N       20220101001375100000005000 0400000000001376   
0601BLC4N       20220101001380100000005000 0400000000001382   
0601BLC4N       20220101001385100000005000 0400000000001387   
0601BLC4N       20220101001390100000005000 0400000000001394   
0601BLC4N       20220101001395100000005000 0400000000001400   
0601BLC4N       20220101001400100000005000 0400000000001405   
0601BLC4N       20220101001405100000005000 0400000000001411   
0601BLC4N       20220101001410100000005000 0400000000001417   
0601BLC4N       20220101001415100000005000 0400000000001423   
0601BLC4N       20220101001420100000005000 0400000000001429   
0601BLC4N       20220101001425100000005000 0400000000001435   
0601BLC4N       20220101001430100000005000 0400000000001441   
0601BLC4N       20220101001435100000005000 0400000000001448   
0601BLC4N       20220101001440100000005000 0400000000001453   
0601BLC4N       20220101001445100000005000 0400000000001459   
0601BLC4N       20220101001450100000005000 0400000000001465   
0601BLC4N       20220101001455100000005000 0400000000001471   
0601BLC4N       20220101001460100000005000 0400000000001476   
0601BLC4N       20220101001465100000005000 0400000000001483   
0601BLC4N       20220101001470100000005000 0400000000001488   
0601BLC4N       20220101001475100000005000 0400000000001494   
0601BLC4N       20220101001480100000005000 0400000000001499   
0601BLC4N       20220101001485100000005000 0400000000001505   
0601BLC4N       20220101001490100000005000 0400000000001511   
0601BLC4N       20220101001495100000005000 0400000000001517   
0601BLC4N       20220101001500100000005000 0400000000001522   
0601BLC4N       20220101001505100000005000 0400000000001528   
0601BLC4N       20220101001510100000005000 0400000000001533   
0601BLC4N       20220101001515100000005000 0400000000001539   
0601BLC4N       20220101001520100000005000 0400000000001544   
0601BLC4N       20220101001525100000005000 0400000000001550   
0601BLC4N       20220101001530100000005000 0400000000001556   
0601BLC4N       20220101001535100000005000 0400000000001561   
0601BLC4N       20220101001540100000005000 0400000000001566   
0601BLC4N       20220101001545100000005000 0400000000001572   
0601BLC4N       20220101001550100000005000 0400000000001577   
0601BLC4N       20220101001555100000005000 0400000000001582   
0601BLC4N       20220101001560100000005000 0400000000001588   
0601BLC4N       20220101001565100000005000 0400000000001593   
0601BLC4N       20220101001570100000005000 0400000000001597   
0601BLC4N       20220101001575100000005000 0400000000001603   
0601BLC4N       20220101001580100000005000 0400000000001608   
0601BLC4N       20220101001585100000005000 0400000000001613   
0601BLC4N       20220101001590100000005000 0400000000001619   
0601BLC4N       20220101001595100000005000 0400000000001624   
0601BLC4N       20220101001600100000005000 0400000000001629   
0601BLC4N       20220101001605100000005000 0400000000001634   
0601BLC4N       20220101001610100000005000 0400000000001639   
0601BLC4N       20220101001615100000005000 0400000000001644   
0601BLC4N       20220101001620100000005000 0400000000001649   
0601BLC4N       20220101001625100000005000 0400000000001654   
0601BLC4N       20220101001630100000005000 0400000000001659   
0601BLC4N       20220101001635100000005000 0400000000001664   
0601BLC4N       20220101001640100000005000 0400000000001669   
0601BLC4N       20220101001645100000005000 0400000000001674   
0601BLC4N       20220101001650100000005000 0400000000001679   
0601BLC4N       20220101001655100000005000 0400000000001684   
0601BLC4N       20220101001660100000005000 0400000000001688   
0601BLC4N       20220101001665100000005000 0400000000001693   
0601BLC4N       20220101001670100000005000 0400000000001698   
0601BLC4N       20220101001675100000005000 0400000000001703   
0601BLC4N       20220101001680100000005000 0400000000001708   
0601BLC4N       20220101001685100000005000 0400000000001713   
0601BLC4N       20220101001690100000005000 0400000000001717   
0601BLC4N       20220101001695100000005000 0400000000001721   
0601BLC4N       20220101001700100000005000 0400000000001726   
0601BLC4N       20220101001705100000005000 0400000000001731   
0601BLC4N       20220101001710100000005000 0400000000001735   
0601BLC4N       20220101001715100000005000 0400000000001740   
0601BLC4N       20220101001720100000005000 0400000000001745   
0601BLC4N       20220101001725100000005000 0400000000001749   
0601BLC4N       20220101001730100000005000 0400000000001754   
0601BLC4N       20220101001735100000005000 0400000000001758   
0601BLC4N       20220101001740100000005000 0400000000001762   
0601BLC4N       20220101001745100000005000 0400000000001767   
0601BLC4N       20220101001750100000005000 0400000000001772   
0601BLC4N       20220101001755100000005000 0400000000001776   
0601BLC4N       20220101001760100000005000 0400000000001780   
0601BLC4N       20220101001765100000005000 0400000000001785   
0601BLC4N       20220101001770100000005000 0400000000001789   
0601BLC4N       20220101001775100000005000 0400000000001793   
0601BLC4N       20220101001780100000005000 0400000000001798   
0601BLC4N       20220101001785100000005000 0400000000001802   
0601BLC4N       20220101001790100000005000 0400000000001806   
0601BLC4N       20220101001795100000005000 0400000000001811   
0601BLC4N       20220101001800100000005000 0400000000001815   
0601BLC4N       20220101001805100000005000 0400000000001819   
0601BLC4N       20220101001810100000005000 0400000000001823   
0601BLC4N       20220101001815100000005000 0400000000001827   
0601BLC4N       20220101001820100000005000 0400000000001832   
0601BLC4N       20220101001825100000005000 0400000000001836   
0601BLC4N       20220101001830100000005000 0400000000001840   
0601BLC4N       20220101001835100000005000 0400000000001844   
0601BLC4N       20220101001840100000005000 0400000000001848   
0601BLC4N       20220101001845100000005000 0400000000001852   
0601BLC4N       20220101001850100000005000 0400000000001856   
0601BLC4N       20220101001855100000005000 0400000000001861   
0601BLC4N       20220101001860100000005000 0400000000001864   
0601BLC4N       20220101001865100000005000 0400000000001868   
0601BLC4N       20220101001870100000005000 0400000000001872   
0601BLC4N       20220101001875100000005000 0400000000001876   
0601BLC4N       20220101001880100000005000 0400000000001880   
0601BLC4N       20220101001885100000005000 0400000000001884   
0601BLC4N       20220101001890100000005000 0400000000001888   
0601BLC4N       20220101001895100000005000 0400000000001892   
0601BLC4N       20220101001900100000005000 0400000000001896   
0601BLC4N       20220101001905100000005000 0400000000001899   
0601BLC4N       20220101001910100000005000 0400000000001903   
0601BLC4N       20220101001915100000005000 0400000000001908   
0601BLC4N       20220101001920100000005000 0400000000001911   
0601BLC4N       20220101001925100000005000 0400000000001915   
0601BLC4N       20220101001930100000005000 0400000000001918   
0601BLC4N       20220101001935100000005000 0400000000001923   
0601BLC4N       20220101001940100000005000 0400000000001926   
0601BLC4N       20220101001945100000005000 0400000000001930   
0601BLC4N       20220101001950100000005000 0400000000001934   
0601BLC4N       20220101001955100000005000 0400000000001937   
0601BLC4N       20220101001960100000005000 0400000000001941   
0601BLC4N       20220101001965100000005000 0400000000001945   
0601BLC4N       20220101001970100000005000 0400000000001948   
0601BLC4N       20220101001975100000005000 0400000000001951   
0601BLC4N       20220101001980100000005000 0400000000001956   
0601BLC4N       20220101001985100000005000 0400000000001959   
0601BLC4N       20220101001990100000005000 0400000000001962   
0601BLC4N       20220101001995100000005000 0400000000001966   
0601BLC4N       20220101002000100000005000 0400000000001970   
0601BLC4N       20220101002005100000005000 0400000000001973   
0601BLC4N       20220101002010100000005000 0400000000001977   
0601BLC4N       20220101002015100000005000 0400000000001980   
0601BLC4N       20220101002020100000005000 0400000000001984   
0601BLC4N       20220101002025100000005000 0400000000001988   
0601BLC4N       20220101002030100000005000 0400000000001991   
0601BLC4N       20220101002035100000005000 0400000000001994   
0601BLC4N       20220101002040100000005000 0400000000001998   
0601BLC4N       20220101002045100000005000 0400000000002001   
0601BLC4N       20220101002050100000005000 0400000000002004   
0601BLC4N       20220101002055100000005000 0400000000002008   
0601BLC4N       20220101002060100000005000 0400000000002012   
0601BLC4N       20220101002065100000005000 0400000000002015   
0601BLC4N       20220101002070100000005000 0400000000002018   
0601BLC4N       20220101002075100000005000 0400000000002022   
0601BLC4N       20220101002080100000005000 0400000000002025   
0601BLC4N       20220101002085100000005000 0400000000002028   
0601BLC4N       20220101002090100000005000 0400000000002032   
0601BLC4N       20220101002095100000005000 0400000000002035   
0601BLC4N       20220101002100100000005000 0400000000002038   
0601BLC4N       20220101002105100000005000 0400000000002042   
0601BLC4N       20220101002110100000005000 0400000000002044   
0601BLC4N       20220101002115100000005000 0400000000002048   
0601BLC4N       20220101002120100000005000 0400000000002051   
0601BLC4N       20220101002125100000005000 0400000000002055   
0601BLC4N       20220101002130100000005000 0400000000002057   
0601BLC4N       20220101002135100000005000 0400000000002061   
0601BLC4N       20220101002140100000005000 0400000000002064   
0601BLC4N       20220101002145100000005000 0400000000002067   
0601BLC4N       20220101002150100000005000 0400000000002070   
0601BLC4N       20220101002155100000005000 0400000000002073   
0601BLC4N       20220101002160100000005000 0400000000002076   
0601BLC4N       20220101002165100000005000 0400000000002080   
0601BLC4N       20220101002170100000005000 0400000000002083   
0601BLC4N       20220101002175100000005000 0400000000002086   
0601BLC4N       20220101002180100000005000 0400000000002089   
0601BLC4N       20220101002185100000005000 0400000000002092   
0601BLC4N       20220101002190100000005000 0400000000002095   
0601BLC4N       20220101002195100000005000 0400000000002098   
0601BLC4N       20220101002200100000005000 0400000000002101   
0601BLC4N       20220101002205100000005000 0400000000002104   
0601BLC4N       20220101002210100000005000 0400000000002107   
0601BLC4N       20220101002215100000005000 0400000000002110   
0601BLC4N       20220101002220100000005000 0400000000002113   
0601BLC4N       20220101002225100000005000 0400000000002116   
0601BLC4N       20220101002230100000005000 0400000000002119   
0601BLC4N       20220101002235100000005000 0400000000002122   
0601BLC4N       20220101002240100000005000 0400000000002125   
0601BLC4N       20220101002245100000005000 0400000000002128   
0601BLC4N       20220101002250100000005000 0400000000002131   
0601BLC4N       20220101002255100000005000 0400000000002134   
0601BLC4N       20220101002260100000005000 0400000000002137   
0601BLC4N       20220101002265100000005000 0400000000002139   
0601BLC4N       20220101002270100000005000 0400000000002142   
0601BLC4N       20220101002275100000005000 0400000000002145   
0601BLC4N       20220101002280100000005000 0400000000002148   
0601BLC4N       20220101002285100000005000 0400000000002151   
0601BLC4N       20220101002290100000005000 0400000000002154   
0601BLC4N       20220101002295100000005000 0400000000002157   
0601BLC4N       20220101002300100000005000 0400000000002159   
0601BLC4N       20220101002305100000005000 0400000000002163   
0601BLC4N       20220101002310100000005000 0400000000002165   
0601BLC4N       20220101002315100000005000 0400000000002168   
0601BLC4N       20220101002320100000005000 0400000000002171   
0601BLC4N       20220101002325100000005000 0400000000002174   
0601BLC4N       20220101002330100000005000 0400000000002176   
0601BLC4N       20220101002335100000005000 0400000000002179   
0601BLC4N       20220101002340100000005000 0400000000002182   
0601BLC4N       20220101002345100000005000 0400000000002184   
0601BLC4N       20220101002350100000005000 0400000000002187   
0601BLC4N       20220101002355100000005000 0400000000002190   
0601BLC4N       20220101002360100000005000 0400000000002193   
0601BLC4N       20220101002365100000005000 0400000000002195   
0601BLC4N       20220101002370100000005000 0400000000002198   
0601BLC4N       20220101002375100000005000 0400000000002201   
0601BLC4N       20220101002380100000005000 0400000000002203   
0601BLC4N       20220101002385100000005000 0400000000002206   
0601BLC4N       20220101002390100000005000 0400000000002209   
0601BLC4N       20220101002395100000005000 0400000000002211   
0601BLC4N       20220101002400100000005000 0400000000002214   
0601BLC4N       20220101002405100000005000 0400000000002216   
0601BLC4N       20220101002410100000005000 0400000000002219   
0601BLC4N       20220101002415100000005000 0400000000002222   
0601BLC4N       20220101002420100000005000 0400000000002224   
0601BLC4N       20220101002425100000005000 0400000000002227   
0601BLC4N       20220101002430100000005000 0400000000002229   
0601BLC4N       20220101002435100000005000 0400000000002232   
0601BLC4N       20220101002440100000005000 0400000000002235   
0601BLC4N       20220101002445100000005000 0400000000002237   
0601BLC4N       20220101002450100000005000 0400000000002240   
0601BLC4N       20220101002455100000005000 0400000000002242   
0601BLC4N       20220101002460100000005000 0400000000002245   
0601BLC4N       20220101002465100000005000 0400000000002247   
0601BLC4N       20220101002470100000005000 0400000000002250   
0601BLC4N       20220101002475100000005000 0400000000002252   
0601BLC4N       20220101002480100000005000 0400000000002255   
0601BLC4N       20220101002485100000005000 0400000000002257   
0601BLC4N       20220101002490100000005000 0400000000002260   
0601BLC4N       20220101002495100000005000 0400000000002262   
0601BLC4N       20220101002500100000005000 0400000000002265   
0601BLC4N       20220101002505100000005000 0400000000002267   
0601BLC4N       20220101002510100000005000 0400000000002269   
0601BLC4N       20220101002515100000005000 0400000000002272   
0601BLC4N       20220101002520100000005000 0400000000002274   
0601BLC4N       20220101002525100000005000 0400000000002277   
0601BLC4N       20220101002530100000005000 0400000000002279   
0601BLC4N       20220101002535100000005000 0400000000002281   
0601BLC4N       20220101002540100000005000 0400000000002284   
0601BLC4N       20220101002545100000005000 0400000000002286   
0601BLC4N       20220101002550100000005000 0400000000002288   
0601BLC4N       20220101002555100000005000 0400000000002291   
0601BLC4N       20220101002560100000005000 0400000000002293   
0601BLC4N       20220101002565100000005000 0400000000002296   
0601BLC4N       20220101002570100000005000 0400000000002298   
0601BLC4N       20220101002575100000005000 0400000000002300   
0601BLC4N       20220101002580100000005000 0400000000002302   
0601BLC4N       20220101002585100000005000 0400000000002305   
0601BLC4N       20220101002590100000005000 0400000000002307   
0601BLC4N       20220101002595100000005000 0400000000002310   
0601BLC4N       20220101002600100000005000 0400000000002312   
0601BLC4N       20220101002605100000005000 0400000000002314   
0601BLC4N       20220101002610100000005000 0400000000002316   
0601BLC4N       20220101002615100000005000 0400000000002319   
0601BLC4N       20220101002620100000005000 0400000000002321   
0601BLC4N       20220101002625100000005000 0400000000002323   
0601BLC4N       20220101002630100000005000 0400000000002326   
0601BLC4N       20220101002635100000005000 0400000000002328   
0601BLC4N       20220101002640100000005000 0400000000002330   
0601BLC4N       20220101002645100000005000 0400000000002332   
0601BLC4N       20220101002650100000005000 0400000000002334   
0601BLC4N       20220101002655100000005000 0400000000002336   
0601BLC4N       20220101002660100000005000 0400000000002338   
0601BLC4N       20220101002665100000005000 0400000000002341   
0601BLC4N       20220101002670100000005000 0400000000002343   
0601BLC4N       20220101002675100000005000 0400000000002345   
0601BLC4N       20220101002680100000005000 0400000000002347   
0601BLC4N       20220101002685100000005000 0400000000002350   
0601BLC4N       20220101002690100000005000 0400000000002352   
0601BLC4N       20220101002695100000005000 0400000000002354   
0601BLC4N       20220101002700100000005000 0400000000002356   
0601BLC4N       20220101002705100000005000 0400000000002358   
0601BLC4N       20220101002710100000005000 0400000000002361   
0601BLC4N       20220101002715100000005000 0400000000002362   
0601BLC4N       20220101002720100000005000 0400000000002364   
0601BLC4N       20220101002725100000005000 0400000000002367   
0601BLC4N       20220101002730100000005000 0400000000002369   
0601BLC4N       20220101002735100000005000 0400000000002371   
0601BLC4N       20220101002740100000005000 0400000000002373   
0601BLC4N       20220101002745100000005000 0400000000002375   
0601BLC4N       20220101002750100000005000 0400000000002377   
0601BLC4N       20220101002755100000005000 0400000000002379   
0601BLC4N       20220101002760100000005000 0400000000002382   
0601BLC4N       20220101002765100000005000 0400000000002383   
0601BLC4N       20220101002770100000005000 0400000000002386   
0601BLC4N       20220101002775100000005000 0400000000002388   
0601BLC4N       20220101002780100000005000 0400000000002390   
0601BLC4N       20220101002785100000005000 0400000000002392   
0601BLC4N       20220101002790100000005000 0400000000002394   
0601BLC4N       20220101002795100000005000 0400000000002396   
0601BLC4N       20220101002800100000005000 0400000000002398   
0601BLC4N       20220101002805100000005000 0400000000002400   
0601BLC4N       20220101002810100000005000 0400000000002402   
0601BLC4N       20220101002815100000005000 0400000000002404   
0601BLC4N       20220101002820100000005000 0400000000002406   
0601BLC4N       20220101002825100000005000 0400000000002408   
0601BLC4N       20220101002830100000005000 0400000000002410   
0601BLC4N       20220101002835100000005000 0400000000002412   
0601BLC4N       20220101002840100000005000 0400000000002414   
0601BLC4N       20220101002845100000005000 0400000000002415   
0601BLC4N       20220101002850100000005000 0400000000002418   
0601BLC4N       20220101002855100000005000 0400000000002420   
0601BLC4N       20220101002860100000005000 0400000000002421   
0601BLC4N       20220101002865100000005000 0400000000002423   
0601BLC4N       20220101002870100000005000 0400000000002425   
0601BLC4N       20220101002875100000005000 0400000000002427   
0601BLC4N       20220101002880100000005000 0400000000002429   
0601BLC4N       20220101002885100000005000 0400000000002431   
0601BLC4N       20220101002890100000005000 0400000000002433   
0601BLC4N       20220101002895100000005000 0400000000002435   
0601BLC4N       20220101002900100000005000 0400000000002437   
0601BLC4N       20220101002905100000005000 0400000000002439   
0601BLC4N       20220101002910100000005000 0400000000002441   
0601BLC4N       20220101002915100000005000 0400000000002443   
0601BLC4N       20220101002920100000005000 0400000000002444   
0601BLC4N       20220101002925100000005000 0400000000002446   
0601BLC4N       20220101002930100000005000 0400000000002448   
0601BLC4N       20220101002935100000005000 0400000000002450   
0601BLC4N       20220101002940100000005000 0400000000002452   
0601BLC4N       20220101002945100000005000 0400000000002454   
0601BLC4N       20220101002950100000005000 0400000000002456   
0601BLC4N       20220101002955100000005000 0400000000002457   
0601BLC4N       20220101002960100000005000 0400000000002459   
0601BLC4N       20220101002965100000005000 0400000000002461   
0601BLC4N       20220101002970100000005000 0400000000002463   
0601BLC4N       20220101002975100000005000 0400000000002465   
0601BLC4N       20220101002980100000005000 0400000000002466   
0601BLC4N       20220101002985100000005000 0400000000002468   
0601BLC4N       20220101002990100000005000 0400000000002470   
0601BLC4N       20220101002995100000005000 0400000000002472   
0601BLC4N       20220101003000100000500000 0400000000002557   
0601BLC4N       20220101003500100000500000 0400000000002695   
0601BLC4N       20220101004000100000500000 0400000000002805   
0601BLC4N       20220101004500100000500000 0400000000002894   
0601BLC4N       20220101005000100000500000 0400000000002969   
0601BLC4N       20220101005500100000500000 0400000000003033   
0601BLC4N       20220101006000100000500000 0400000000003087   
0601BLC4N       20220101006500100000500000 0400000000003135   
0601BLC4N       20220101007000100000500000 0400000000003177   
0601BLC4N       20220101007500100000500000 0400000000003214   
0601BLC4N       20220101008000100000500000 0400000000003248   
0601BLC4N       20220101008500100000500000 0400000000003274   
0601BLC4N       20220101009000100000500000 0400000000003294   
0601BLC4N       20220101009500100000500000 0400000000003314   
0601BLC4N       20220101010000100005000000 0400000000003397   
0601BLC4N       20220101015000100005000000 0400000000003494   
0601BLC4N       20220101020000100005000000 0400000000003557   
0601BLC4N       20220101025000100005000000 0400000000003525   
0601BLC4N       20220101030000100005000000 0400000000003572   
0601BLC4N       20220101035000100005000000 0400000000003576   
0601BLC4N       20220101040000100005000000 0400000000003579   
0601BLC4N       20220101045000100005000000 0400000000003582   
0601BLC4N       20220101050000100005000000 0400000000003584   
0601BLC4N       20220101055000100005000000 0400000000003586   
0601BLC4N       20220101060000100005000000 0400000000003587   
0601BLC4N       20220101065000100005000000 0400000000003588   
0601BLC4N       20220101070000100005000000 0400000000003589   
0601BLC4N       20220101075000100005000000 0400000000003590   
0601BLC4N       20220101080000100005000000 0400000000003591   
0601BLC4N       20220101085000100005000000 0400000000003592   
0601BLC4N       20220101090000100005000000 0400000000003592   
0601BLC4N       20220101095000100005000000 0400000000003593   
0601BLC5N       20220101000000100000120000 0500000000000000   
0601BLC5N       20220101000120100000005000 0500000000000008   
0601BLC5N       20220101000125100000005000 0500000000000008   
0601BLC5N       20220101000130100000005000 0500000000000015   
0601BLC5N       20220101000135100000005000 0500000000000015   
0601BLC5N       20220101000140100000005000 0500000000000014   
0601BLC5N       20220101000145100000005000 0500000000000014   
0601BLC5N       20220101000150100000005000 0500000000000020   
0601BLC5N       20220101000155100000005000 0500000000000019   
0601BLC5N       20220101000160100000005000 0500000000000018   
0601BLC5N       20220101000165100000005000 0500000000000024   
0601BLC5N       20220101000170100000005000 0500000000000023   
0601BLC5N       20220101000175100000005000 0500000000000023   
0601BLC5N       20220101000180100000005000 0500000000000022   
0601BLC5N       20220101000185100000005000 0500000000000027   
0601BLC5N       20220101000190100000005000 0500000000000026   
0601BLC5N       20220101000195100000005000 0500000000000025   
0601BLC5N       20220101000200100000005000 0500000000000025   
0601BLC5N       20220101000205100000005000 0500000000000029   
0601BLC5N       20220101000210100000005000 0500000000000028   
0601BLC5N       20220101000215100000005000 0500000000000028   
0601BLC5N       20220101000220100000005000 0500000000000027   
0601BLC5N       20220101000225100000005000 0500000000000031   
0601BLC5N       20220101000230100000005000 0500000000000030   
0601BLC5N       20220101000235100000005000 0500000000000029   
0601BLC5N       20220101000240100000005000 0500000000000029   
0601BLC5N       20220101000245100000005000 0500000000000032   
0601BLC5N       20220101000250100000005000 0500000000000032   
0601BLC5N       20220101000255100000005000 0500000000000031   
0601BLC5N       20220101000260100000005000 0500000000000030   
0601BLC5N       20220101000265100000005000 0500000000000034   
0601BLC5N       20220101000270100000005000 0500000000000033   
0601BLC5N       20220101000275100000005000 0500000000000032   
0601BLC5N       20220101000280100000005000 0500000000000035   
0601BLC5N       20220101000285100000005000 0500000000000035   
0601BLC5N       20220101000290100000005000 0500000000000034   
0601BLC5N       20220101000295100000005000 0500000000000034   
0601BLC5N       20220101000300100000005000 0500000000000036   
0601BLC5N       20220101000305100000005000 0500000000000036   
0601BLC5N       20220101000310100000005000 0500000000000035   
0601BLC5N       20220101000315100000005000 0500000000000035   
0601BLC5N       20220101000320100000005000 0500000000000037   
0601BLC5N       20220101000325100000005000 0500000000000037   
0601BLC5N       20220101000330100000005000 0500000000000036   
0601BLC5N       20220101000335100000005000 0500000000000036   
0601BLC5N       20220101000340100000005000 0500000000000038   
0601BLC5N       20220101000345100000005000 0500000000000037   
0601BLC5N       20220101000350100000005000 0500000000000037   
0601BLC5N       20220101000355100000005000 0500000000000036   
0601BLC5N       20220101000360100000005000 0500000000000039   
0601BLC5N       20220101000365100000005000 0500000000000038   
0601BLC5N       20220101000370100000005000 0500000000000038   
0601BLC5N       20220101000375100000005000 0500000000000037   
0601BLC5N       20220101000380100000005000 0500000000000039   
0601BLC5N       20220101000385100000005000 0500000000000039   
0601BLC5N       20220101000390100000005000 0500000000000038   
0601BLC5N       20220101000395100000005000 0500000000000040   
0601BLC5N       20220101000400100000005000 0500000000000040   
0601BLC5N       20220101000405100000005000 0500000000000039   
0601BLC5N       20220101000410100000005000 0500000000000039   
0601BLC5N       20220101000415100000005000 0500000000000041   
0601BLC5N       20220101000420100000005000 0500000000000040   
0601BLC5N       20220101000425100000005000 0500000000000040   
0601BLC5N       20220101000430100000005000 0500000000000039   
0601BLC5N       20220101000435100000005000 0500000000000041   
0601BLC5N       20220101000440100000005000 0500000000000041   
0601BLC5N       20220101000445100000005000 0500000000000040   
0601BLC5N       20220101000450100000005000 0500000000000040   
0601BLC5N       20220101000455100000005000 0500000000000042   
0601BLC5N       20220101000460100000005000 0500000000000041   
0601BLC5N       20220101000465100000005000 0500000000000041   
0601BLC5N       20220101000470100000005000 0500000000000040   
0601BLC5N       20220101000475100000005000 0500000000000042   
0601BLC5N       20220101000480100000005000 0500000000000041   
0601BLC5N       20220101000485100000005000 0500000000000041   
0601BLC5N       20220101000490100000005000 0500000000000041   
0601BLC5N       20220101000495100000005000 0500000000000042   
0601BLC5N       20220101000500100000005000 0500000000000042   
0601BLC5N       20220101000505100000005000 0500000000000041   
0601BLC5N       20220101000510100000005000 0500000000000043   
0601BLC5N       20220101000515100000005000 0500000000000043   
0601BLC5N       20220101000520100000005000 0500000000000042   
0601BLC5N       20220101000525100000005000 0500000000000042   
0601BLC5N       20220101000530100000005000 0500000000000043   
0601BLC5N       20220101000535100000005000 0500000000000043   
0601BLC5N       20220101000540100000005000 0500000000000042   
0601BLC5N       20220101000545100000005000 0500000000000042   
0601BLC5N       20220101000550100000005000 0500000000000043   
0601BLC5N       20220101000555100000005000 0500000000000043   
0601BLC5N       20220101000560100000005000 0500000000000043   
0601BLC5N       20220101000565100000005000 0500000000000042   
0601BLC5N       20220101000570100000005000 0500000000000044   
0601BLC5N       20220101000575100000005000 0500000000000043   
0601BLC5N       20220101000580100000005000 0500000000000055   
0601BLC5N       20220101000585100000005000 0500000000000068   
0601BLC5N       20220101000590100000005000 0500000000000081   
0601BLC5N       20220101000595100000005000 0500000000000092   
0601BLC5N       20220101000600100000005000 0500000000000105   
0601BLC5N       20220101000605100000005000 0500000000000115   
0601BLC5N       20220101000610100000005000 0500000000000127   
0601BLC5N       20220101000615100000005000 0500000000000139   
0601BLC5N       20220101000620100000005000 0500000000000149   
0601BLC5N       20220101000625100000005000 0500000000000161   
0601BLC5N       20220101000630100000005000 0500000000000172   
0601BLC5N       20220101000635100000005000 0500000000000184   
0601BLC5N       20220101000640100000005000 0500000000000195   
0601BLC5N       20220101000645100000005000 0500000000000204   
0601BLC5N       20220101000650100000005000 0500000000000215   
0601BLC5N       20220101000655100000005000 0500000000000225   
0601BLC5N       20220101000660100000005000 0500000000000235   
0601BLC5N       20220101000665100000005000 0500000000000246   
0601BLC5N       20220101000670100000005000 0500000000000256   
0601BLC5N       20220101000675100000005000 0500000000000266   
0601BLC5N       20220101000680100000005000 0500000000000275   
0601BLC5N       20220101000685100000005000 0500000000000285   
0601BLC5N       20220101000690100000005000 0500000000000295   
0601BLC5N       20220101000695100000005000 0500000000000305   
0601BLC5N       20220101000700100000005000 0500000000000315   
0601BLC5N       20220101000705100000005000 0500000000000324   
0601BLC5N       20220101000710100000005000 0500000000000333   
