00VD               20220112                                                                                   
0601VDC5N       20220101005300100000050000 0500000000003126   
0601VDC5N       20220101005350100000050000 0500000000003137   
0601VDC5N       20220101005400100000050000 0500000000003147   
0601VDC5N       20220101005450100000050000 0500000000003159   
0601VDC5N       20220101005500100000050000 0500000000003169   
0601VDC5N       20220101005550100000050000 0500000000003181   
0601VDC5N       20220101005600100000050000 0500000000003191   
0601VDC5N       20220101005650100000050000 0500000000003201   
0601VDC5N       20220101005700100000050000 0500000000003211   
0601VDC5N       20220101005750100000050000 0500000000003221   
0601VDC5N       20220101005800100000050000 0500000000003230   
0601VDC5N       20220101005850100000050000 0500000000003239   
0601VDC5N       20220101005900100000050000 0500000000003249   
0601VDC5N       20220101005950100000050000 0500000000003259   
0601VDC5N       20220101006000100000050000 0500000000003268   
0601VDC5N       20220101006050100000050000 0500000000003278   
0601VDC5N       20220101006100100000050000 0500000000003288   
0601VDC5N       20220101006150100000050000 0500000000003297   
0601VDC5N       20220101006200100000050000 0500000000003306   
0601VDC5N       20220101006250100000050000 0500000000003315   
0601VDC5N       20220101006300100000050000 0500000000003323   
0601VDC5N       20220101006350100000050000 0500000000003332   
0601VDC5N       20220101006400100000050000 0500000000003341   
0601VDC5N       20220101006450100000050000 0500000000003349   
0601VDC5N       20220101006500100000050000 0500000000003358   
0601VDC5N       20220101006550100000050000 0500000000003365   
0601VDC5N       20220101006600100000050000 0500000000003373   
0601VDC5N       20220101006650100000050000 0500000000003382   
0601VDC5N       20220101006700100000050000 0500000000003389   
0601VDC5N       20220101006750100000050000 0500000000003396   
0601VDC5N       20220101006800100000050000 0500000000003404   
0601VDC5N       20220101006850100000050000 0500000000003411   
0601VDC5N       20220101006900100000050000 0500000000003419   
0601VDC5N       20220101006950100000050000 0500000000003426   
0601VDC5N       20220101007000100000050000 0500000000003432   
0601VDC5N       20220101007050100000050000 0500000000003440   
0601VDC5N       20220101007100100000050000 0500000000003446   
0601VDC5N       20220101007150100000050000 0500000000003453   
0601VDC5N       20220101007200100000050000 0500000000003459   
0601VDC5N       20220101007250100000050000 0500000000003465   
0601VDC5N       20220101007300100000050000 0500000000003472   
0601VDC5N       20220101007350100000050000 0500000000003478   
0601VDC5N       20220101007400100000050000 0500000000003484   
0601VDC5N       20220101007450100000050000 0500000000003490   
0601VDC5N       20220101007500100000050000 0500000000003496   
0601VDC5N       20220101007550100000050000 0500000000003502   
0601VDC5N       20220101007600100000050000 0500000000003508   
0601VDC5N       20220101007650100000050000 0500000000003513   
0601VDC5N       20220101007700100000050000 0500000000003519   
0601VDC5N       20220101007750100000050000 0500000000003525   
0601VDC5N       20220101007800100000050000 0500000000003530   
0601VDC5N       20220101007850100000050000 0500000000003535   
0601VDC5N       20220101007900100000050000 0500000000003541   
0601VDC5N       20220101007950100000050000 0500000000003546   
0601VDC5N       20220101008000100000050000 0500000000003551   
0601VDC5N       20220101008050100000050000 0500000000003556   
0601VDC5N       20220101008100100000050000 0500000000003560   
0601VDC5N       20220101008150100000050000 0500000000003565   
0601VDC5N       20220101008200100000050000 0500000000003570   
0601VDC5N       20220101008250100000050000 0500000000003576   
0601VDC5N       20220101008300100000050000 0500000000003580   
0601VDC5N       20220101008350100000050000 0500000000003585   
0601VDC5N       20220101008400100000050000 0500000000003590   
0601VDC5N       20220101008450100000050000 0500000000003594   
0601VDC5N       20220101008500100000050000 0500000000003598   
0601VDC5N       20220101008550100000050000 0500000000003602   
0601VDC5N       20220101008600100000050000 0500000000003606   
0601VDC5N       20220101008650100000050000 0500000000003610   
0601VDC5N       20220101008700100000050000 0500000000003613   
0601VDC5N       20220101008750100000050000 0500000000003617   
0601VDC5N       20220101008800100000050000 0500000000003620   
0601VDC5N       20220101008850100000050000 0500000000003623   
0601VDC5N       20220101008900100000050000 0500000000003626   
0601VDC5N       20220101008950100000050000 0500000000003630   
0601VDC5N       20220101009000100000050000 0500000000003633   
0601VDC5N       20220101009050100000050000 0500000000003636   
0601VDC5N       20220101009100100000050000 0500000000003639   
0601VDC5N       20220101009150100000050000 0500000000003643   
0601VDC5N       20220101009200100000050000 0500000000003646   
0601VDC5N       20220101009250100000050000 0500000000003649   
0601VDC5N       20220101009300100000050000 0500000000003652   
0601VDC5N       20220101009350100000050000 0500000000003655   
0601VDC5N       20220101009400100000050000 0500000000003658   
0601VDC5N       20220101009450100000050000 0500000000003661   
0601VDC5N       20220101009500100000050000 0500000000003663   
0601VDC5N       20220101009550100000050000 0500000000003667   
0601VDC5N       20220101009600100000050000 0500000000003670   
0601VDC5N       20220101009650100000050000 0500000000003672   
0601VDC5N       20220101009700100000050000 0500000000003675   
0601VDC5N       20220101009750100000050000 0500000000003677   
0601VDC5N       20220101009800100000050000 0500000000003681   
0601VDC5N       20220101009850100000050000 0500000000003683   
0601VDC5N       20220101009900100000050000 0500000000003685   
0601VDC5N       20220101009950100000050000 0500000000003688   
0601VDC5N       20220101010000100040000000 0500000000003689   
0601VDC6N       20220101000000100000360000 0600000000000000   
0601VDC6N       20220101000360100000005000 0600000000000008   
0601VDC6N       20220101000365100000005000 0600000000000012   
0601VDC6N       20220101000370100000005000 0600000000000016   
0601VDC6N       20220101000375100000005000 0600000000000020   
0601VDC6N       20220101000380100000005000 0600000000000027   
0601VDC6N       20220101000385100000005000 0600000000000034   
0601VDC6N       20220101000390100000005000 0600000000000042   
0601VDC6N       20220101000395100000005000 0600000000000048   
0601VDC6N       20220101000400100000005000 0600000000000055   
0601VDC6N       20220101000405100000005000 0600000000000065   
0601VDC6N       20220101000410100000005000 0600000000000077   
0601VDC6N       20220101000415100000005000 0600000000000085   
0601VDC6N       20220101000420100000005000 0600000000000096   
0601VDC6N       20220101000425100000005000 0600000000000104   
0601VDC6N       20220101000430100000005000 0600000000000118   
0601VDC6N       20220101000435100000005000 0600000000000130   
0601VDC6N       20220101000440100000005000 0600000000000142   
0601VDC6N       20220101000445100000005000 0600000000000155   
0601VDC6N       20220101000450100000005000 0600000000000165   
0601VDC6N       20220101000455100000005000 0600000000000176   
0601VDC6N       20220101000460100000005000 0600000000000187   
0601VDC6N       20220101000465100000005000 0600000000000199   
0601VDC6N       20220101000470100000005000 0600000000000209   
0601VDC6N       20220101000475100000005000 0600000000000221   
0601VDC6N       20220101000480100000005000 0600000000000233   
0601VDC6N       20220101000485100000005000 0600000000000249   
0601VDC6N       20220101000490100000005000 0600000000000260   
0601VDC6N       20220101000495100000005000 0600000000000272   
0601VDC6N       20220101000500100000005000 0600000000000284   
0601VDC6N       20220101000505100000005000 0600000000000296   
0601VDC6N       20220101000510100000005000 0600000000000309   
0601VDC6N       20220101000515100000005000 0600000000000319   
0601VDC6N       20220101000520100000005000 0600000000000331   
0601VDC6N       20220101000525100000005000 0600000000000344   
0601VDC6N       20220101000530100000005000 0600000000000357   
0601VDC6N       20220101000535100000005000 0600000000000370   
0601VDC6N       20220101000540100000005000 0600000000000385   
0601VDC6N       20220101000545100000005000 0600000000000396   
0601VDC6N       20220101000550100000005000 0600000000000408   
0601VDC6N       20220101000555100000005000 0600000000000420   
0601VDC6N       20220101000560100000005000 0600000000000434   
0601VDC6N       20220101000565100000005000 0600000000000444   
0601VDC6N       20220101000570100000005000 0600000000000450   
0601VDC6N       20220101000575100000005000 0600000000000458   
0601VDC6N       20220101000580100000005000 0600000000000465   
0601VDC6N       20220101000585100000005000 0600000000000473   
0601VDC6N       20220101000590100000005000 0600000000000480   
0601VDC6N       20220101000595100000005000 0600000000000489   
0601VDC6N       20220101000600100000005000 0600000000000498   
0601VDC6N       20220101000605100000005000 0600000000000505   
0601VDC6N       20220101000610100000005000 0600000000000513   
0601VDC6N       20220101000615100000005000 0600000000000519   
0601VDC6N       20220101000620100000005000 0600000000000527   
0601VDC6N       20220101000625100000005000 0600000000000534   
0601VDC6N       20220101000630100000005000 0600000000000541   
0601VDC6N       20220101000635100000005000 0600000000000549   
0601VDC6N       20220101000640100000005000 0600000000000556   
0601VDC6N       20220101000645100000005000 0600000000000563   
0601VDC6N       20220101000650100000005000 0600000000000572   
0601VDC6N       20220101000655100000005000 0600000000000577   
0601VDC6N       20220101000660100000005000 0600000000000585   
0601VDC6N       20220101000665100000005000 0600000000000590   
0601VDC6N       20220101000670100000005000 0600000000000598   
0601VDC6N       20220101000675100000005000 0600000000000603   
0601VDC6N       20220101000680100000005000 0600000000000610   
0601VDC6N       20220101000685100000005000 0600000000000615   
0601VDC6N       20220101000690100000005000 0600000000000623   
0601VDC6N       20220101000695100000005000 0600000000000630   
0601VDC6N       20220101000700100000005000 0600000000000635   
0601VDC6N       20220101000705100000005000 0600000000000642   
0601VDC6N       20220101000710100000005000 0600000000000647   
0601VDC6N       20220101000715100000005000 0600000000000653   
0601VDC6N       20220101000720100000005000 0600000000000659   
0601VDC6N       20220101000725100000005000 0600000000000666   
0601VDC6N       20220101000730100000005000 0600000000000672   
0601VDC6N       20220101000735100000005000 0600000000000677   
0601VDC6N       20220101000740100000005000 0600000000000683   
0601VDC6N       20220101000745100000005000 0600000000000689   
0601VDC6N       20220101000750100000005000 0600000000000694   
0601VDC6N       20220101000755100000005000 0600000000000701   
0601VDC6N       20220101000760100000005000 0600000000000705   
0601VDC6N       20220101000765100000005000 0600000000000712   
0601VDC6N       20220101000770100000005000 0600000000000716   
0601VDC6N       20220101000775100000005000 0600000000000722   
0601VDC6N       20220101000780100000005000 0600000000000726   
0601VDC6N       20220101000785100000005000 0600000000000732   
0601VDC6N       20220101000790100000005000 0600000000000738   
0601VDC6N       20220101000795100000005000 0600000000000741   
0601VDC6N       20220101000800100000005000 0600000000000747   
0601VDC6N       20220101000805100000005000 0600000000000752   
0601VDC6N       20220101000810100000005000 0600000000000757   
0601VDC6N       20220101000815100000005000 0600000000000762   
0601VDC6N       20220101000820100000005000 0600000000000767   
0601VDC6N       20220101000825100000005000 0600000000000772   
0601VDC6N       20220101000830100000005000 0600000000000776   
0601VDC6N       20220101000835100000005000 0600000000000783   
0601VDC6N       20220101000840100000005000 0600000000000787   
0601VDC6N       20220101000845100000005000 0600000000000793   
0601VDC6N       20220101000850100000005000 0600000000000801   
0601VDC6N       20220101000855100000005000 0600000000000805   
0601VDC6N       20220101000860100000005000 0600000000000811   
0601VDC6N       20220101000865100000005000 0600000000000815   
0601VDC6N       20220101000870100000005000 0600000000000823   
0601VDC6N       20220101000875100000005000 0600000000000829   
0601VDC6N       20220101000880100000005000 0600000000000832   
0601VDC6N       20220101000885100000005000 0600000000000838   
0601VDC6N       20220101000890100000005000 0600000000000842   
0601VDC6N       20220101000895100000005000 0600000000000845   
0601VDC6N       20220101000900100000005000 0600000000000847   
0601VDC6N       20220101000905100000005000 0600000000000850   
0601VDC6N       20220101000910100000005000 0600000000000855   
0601VDC6N       20220101000915100000005000 0600000000000858   
0601VDC6N       20220101000920100000005000 0600000000000863   
0601VDC6N       20220101000925100000005000 0600000000000866   
0601VDC6N       20220101000930100000005000 0600000000000872   
0601VDC6N       20220101000935100000005000 0600000000000875   
0601VDC6N       20220101000940100000005000 0600000000000879   
0601VDC6N       20220101000945100000005000 0600000000000883   
0601VDC6N       20220101000950100000005000 0600000000000887   
0601VDC6N       20220101000955100000005000 0600000000000893   
0601VDC6N       20220101000960100000005000 0600000000000896   
0601VDC6N       20220101000965100000005000 0600000000000900   
0601VDC6N       20220101000970100000005000 0600000000000905   
0601VDC6N       20220101000975100000005000 0600000000000908   
0601VDC6N       20220101000980100000005000 0600000000000913   
0601VDC6N       20220101000985100000005000 0600000000000916   
0601VDC6N       20220101000990100000005000 0600000000000920   
0601VDC6N       20220101000995100000005000 0600000000000925   
0601VDC6N       20220101001000100000005000 0600000000000928   
0601VDC6N       20220101001005100000005000 0600000000000931   
0601VDC6N       20220101001010100000005000 0600000000000936   
0601VDC6N       20220101001015100000005000 0600000000000940   
0601VDC6N       20220101001020100000005000 0600000000000943   
0601VDC6N       20220101001025100000005000 0600000000000946   
0601VDC6N       20220101001030100000005000 0600000000000952   
0601VDC6N       20220101001035100000005000 0600000000000955   
0601VDC6N       20220101001040100000005000 0600000000000959   
0601VDC6N       20220101001045100000005000 0600000000000962   
0601VDC6N       20220101001050100000005000 0600000000000967   
0601VDC6N       20220101001055100000005000 0600000000000970   
0601VDC6N       20220101001060100000005000 0600000000000975   
0601VDC6N       20220101001065100000005000 0600000000000980   
0601VDC6N       20220101001070100000005000 0600000000000983   
0601VDC6N       20220101001075100000005000 0600000000000986   
0601VDC6N       20220101001080100000005000 0600000000000990   
0601VDC6N       20220101001085100000005000 0600000000000994   
0601VDC6N       20220101001090100000005000 0600000000000997   
0601VDC6N       20220101001095100000005000 0600000000001000   
0601VDC6N       20220101001100100000005000 0600000000001004   
0601VDC6N       20220101001105100000005000 0600000000001010   
0601VDC6N       20220101001110100000005000 0600000000001012   
0601VDC6N       20220101001115100000005000 0600000000001016   
0601VDC6N       20220101001120100000005000 0600000000001019   
0601VDC6N       20220101001125100000005000 0600000000001024   
0601VDC6N       20220101001130100000005000 0600000000001027   
0601VDC6N       20220101001135100000005000 0600000000001030   
0601VDC6N       20220101001140100000005000 0600000000001035   
0601VDC6N       20220101001145100000005000 0600000000001039   
0601VDC6N       20220101001150100000005000 0600000000001043   
0601VDC6N       20220101001155100000005000 0600000000001046   
0601VDC6N       20220101001160100000005000 0600000000001050   
0601VDC6N       20220101001165100000005000 0600000000001054   
0601VDC6N       20220101001170100000005000 0600000000001059   
0601VDC6N       20220101001175100000005000 0600000000001062   
0601VDC6N       20220101001180100000005000 0600000000001065   
0601VDC6N       20220101001185100000005000 0600000000001070   
0601VDC6N       20220101001190100000005000 0600000000001073   
0601VDC6N       20220101001195100000005000 0600000000001077   
0601VDC6N       20220101001200100000005000 0600000000001081   
0601VDC6N       20220101001205100000005000 0600000000001083   
0601VDC6N       20220101001210100000005000 0600000000001089   
0601VDC6N       20220101001215100000005000 0600000000001091   
0601VDC6N       20220101001220100000005000 0600000000001096   
0601VDC6N       20220101001225100000005000 0600000000001099   
0601VDC6N       20220101001230100000005000 0600000000001103   
0601VDC6N       20220101001235100000005000 0600000000001107   
0601VDC6N       20220101001240100000005000 0600000000001111   
0601VDC6N       20220101001245100000005000 0600000000001114   
0601VDC6N       20220101001250100000005000 0600000000001118   
0601VDC6N       20220101001255100000005000 0600000000001121   
0601VDC6N       20220101001260100000005000 0600000000001126   
0601VDC6N       20220101001265100000005000 0600000000001130   
0601VDC6N       20220101001270100000005000 0600000000001133   
0601VDC6N       20220101001275100000005000 0600000000001138   
0601VDC6N       20220101001280100000005000 0600000000001142   
0601VDC6N       20220101001285100000005000 0600000000001145   
0601VDC6N       20220101001290100000005000 0600000000001150   
0601VDC6N       20220101001295100000005000 0600000000001153   
0601VDC6N       20220101001300100000005000 0600000000001156   
0601VDC6N       20220101001305100000005000 0600000000001161   
0601VDC6N       20220101001310100000005000 0600000000001165   
0601VDC6N       20220101001315100000005000 0600000000001168   
0601VDC6N       20220101001320100000005000 0600000000001172   
0601VDC6N       20220101001325100000005000 0600000000001177   
0601VDC6N       20220101001330100000005000 0600000000001179   
0601VDC6N       20220101001335100000005000 0600000000001183   
0601VDC6N       20220101001340100000005000 0600000000001186   
0601VDC6N       20220101001345100000005000 0600000000001190   
0601VDC6N       20220101001350100000005000 0600000000001193   
0601VDC6N       20220101001355100000005000 0600000000001197   
0601VDC6N       20220101001360100000005000 0600000000001202   
0601VDC6N       20220101001365100000005000 0600000000001205   
0601VDC6N       20220101001370100000005000 0600000000001209   
0601VDC6N       20220101001375100000005000 0600000000001213   
0601VDC6N       20220101001380100000005000 0600000000001216   
0601VDC6N       20220101001385100000005000 0600000000001220   
0601VDC6N       20220101001390100000005000 0600000000001224   
0601VDC6N       20220101001395100000005000 0600000000001228   
0601VDC6N       20220101001400100000005000 0600000000001232   
0601VDC6N       20220101001405100000005000 0600000000001235   
0601VDC6N       20220101001410100000005000 0600000000001239   
0601VDC6N       20220101001415100000005000 0600000000001242   
0601VDC6N       20220101001420100000005000 0600000000001246   
0601VDC6N       20220101001425100000005000 0600000000001249   
0601VDC6N       20220101001430100000005000 0600000000001253   
0601VDC6N       20220101001435100000005000 0600000000001257   
0601VDC6N       20220101001440100000005000 0600000000001261   
0601VDC6N       20220101001445100000005000 0600000000001265   
0601VDC6N       20220101001450100000005000 0600000000001268   
0601VDC6N       20220101001455100000005000 0600000000001272   
0601VDC6N       20220101001460100000005000 0600000000001275   
0601VDC6N       20220101001465100000005000 0600000000001280   
0601VDC6N       20220101001470100000005000 0600000000001283   
0601VDC6N       20220101001475100000005000 0600000000001286   
0601VDC6N       20220101001480100000005000 0600000000001290   
0601VDC6N       20220101001485100000005000 0600000000001295   
0601VDC6N       20220101001490100000005000 0600000000001299   
0601VDC6N       20220101001495100000005000 0600000000001302   
0601VDC6N       20220101001500100000005000 0600000000001306   
0601VDC6N       20220101001505100000005000 0600000000001311   
0601VDC6N       20220101001510100000005000 0600000000001314   
0601VDC6N       20220101001515100000005000 0600000000001320   
0601VDC6N       20220101001520100000005000 0600000000001324   
0601VDC6N       20220101001525100000005000 0600000000001327   
0601VDC6N       20220101001530100000005000 0600000000001334   
0601VDC6N       20220101001535100000005000 0600000000001337   
0601VDC6N       20220101001540100000005000 0600000000001342   
0601VDC6N       20220101001545100000005000 0600000000001346   
0601VDC6N       20220101001550100000005000 0600000000001351   
0601VDC6N       20220101001555100000005000 0600000000001355   
0601VDC6N       20220101001560100000005000 0600000000001361   
0601VDC6N       20220101001565100000005000 0600000000001366   
0601VDC6N       20220101001570100000005000 0600000000001370   
0601VDC6N       20220101001575100000005000 0600000000001375   
0601VDC6N       20220101001580100000005000 0600000000001380   
0601VDC6N       20220101001585100000005000 0600000000001384   
0601VDC6N       20220101001590100000005000 0600000000001389   
0601VDC6N       20220101001595100000005000 0600000000001393   
0601VDC6N       20220101001600100000005000 0600000000001397   
0601VDC6N       20220101001605100000005000 0600000000001403   
0601VDC6N       20220101001610100000005000 0600000000001407   
0601VDC6N       20220101001615100000005000 0600000000001411   
0601VDC6N       20220101001620100000005000 0600000000001415   
0601VDC6N       20220101001625100000005000 0600000000001421   
0601VDC6N       20220101001630100000005000 0600000000001424   
0601VDC6N       20220101001635100000005000 0600000000001429   
0601VDC6N       20220101001640100000005000 0600000000001433   
0601VDC6N       20220101001645100000005000 0600000000001437   
0601VDC6N       20220101001650100000005000 0600000000001442   
0601VDC6N       20220101001655100000005000 0600000000001446   
0601VDC6N       20220101001660100000005000 0600000000001451   
0601VDC6N       20220101001665100000005000 0600000000001455   
0601VDC6N       20220101001670100000005000 0600000000001459   
0601VDC6N       20220101001675100000005000 0600000000001464   
0601VDC6N       20220101001680100000005000 0600000000001468   
0601VDC6N       20220101001685100000005000 0600000000001471   
0601VDC6N       20220101001690100000005000 0600000000001477   
0601VDC6N       20220101001695100000005000 0600000000001480   
0601VDC6N       20220101001700100000005000 0600000000001484   
0601VDC6N       20220101001705100000005000 0600000000001487   
0601VDC6N       20220101001710100000005000 0600000000001491   
0601VDC6N       20220101001715100000005000 0600000000001496   
0601VDC6N       20220101001720100000005000 0600000000001500   
0601VDC6N       20220101001725100000005000 0600000000001504   
0601VDC6N       20220101001730100000005000 0600000000001508   
0601VDC6N       20220101001735100000005000 0600000000001512   
0601VDC6N       20220101001740100000005000 0600000000001515   
0601VDC6N       20220101001745100000005000 0600000000001519   
0601VDC6N       20220101001750100000005000 0600000000001523   
0601VDC6N       20220101001755100000005000 0600000000001526   
0601VDC6N       20220101001760100000005000 0600000000001530   
0601VDC6N       20220101001765100000005000 0600000000001534   
0601VDC6N       20220101001770100000005000 0600000000001537   
0601VDC6N       20220101001775100000005000 0600000000001540   
0601VDC6N       20220101001780100000005000 0600000000001544   
0601VDC6N       20220101001785100000005000 0600000000001547   
0601VDC6N       20220101001790100000005000 0600000000001550   
0601VDC6N       20220101001795100000005000 0600000000001555   
0601VDC6N       20220101001800100000005000 0600000000001558   
0601VDC6N       20220101001805100000005000 0600000000001561   
0601VDC6N       20220101001810100000005000 0600000000001564   
0601VDC6N       20220101001815100000005000 0600000000001567   
0601VDC6N       20220101001820100000005000 0600000000001570   
0601VDC6N       20220101001825100000005000 0600000000001573   
0601VDC6N       20220101001830100000005000 0600000000001577   
0601VDC6N       20220101001835100000005000 0600000000001580   
0601VDC6N       20220101001840100000005000 0600000000001584   
0601VDC6N       20220101001845100000005000 0600000000001588   
0601VDC6N       20220101001850100000005000 0600000000001591   
0601VDC6N       20220101001855100000005000 0600000000001594   
0601VDC6N       20220101001860100000005000 0600000000001597   
0601VDC6N       20220101001865100000005000 0600000000001600   
0601VDC6N       20220101001870100000005000 0600000000001603   
0601VDC6N       20220101001875100000005000 0600000000001607   
0601VDC6N       20220101001880100000005000 0600000000001610   
0601VDC6N       20220101001885100000005000 0600000000001614   
0601VDC6N       20220101001890100000005000 0600000000001617   
0601VDC6N       20220101001895100000005000 0600000000001619   
0601VDC6N       20220101001900100000005000 0600000000001622   
0601VDC6N       20220101001905100000005000 0600000000001626   
0601VDC6N       20220101001910100000005000 0600000000001629   
0601VDC6N       20220101001915100000005000 0600000000001632   
0601VDC6N       20220101001920100000005000 0600000000001635   
0601VDC6N       20220101001925100000005000 0600000000001637   
0601VDC6N       20220101001930100000005000 0600000000001641   
0601VDC6N       20220101001935100000005000 0600000000001645   
0601VDC6N       20220101001940100000005000 0600000000001648   
0601VDC6N       20220101001945100000005000 0600000000001650   
0601VDC6N       20220101001950100000005000 0600000000001654   
0601VDC6N       20220101001955100000005000 0600000000001656   
0601VDC6N       20220101001960100000005000 0600000000001659   
0601VDC6N       20220101001965100000005000 0600000000001662   
0601VDC6N       20220101001970100000005000 0600000000001665   
0601VDC6N       20220101001975100000005000 0600000000001668   
0601VDC6N       20220101001980100000005000 0600000000001671   
0601VDC6N       20220101001985100000005000 0600000000001674   
0601VDC6N       20220101001990100000005000 0600000000001676   
0601VDC6N       20220101001995100000005000 0600000000001679   
0601VDC6N       20220101002000100000050000 0600000000001694   
0601VDC6N       20220101002050100000050000 0600000000001721   
0601VDC6N       20220101002100100000050000 0600000000001748   
0601VDC6N       20220101002150100000050000 0600000000001773   
0601VDC6N       20220101002200100000050000 0600000000001799   
0601VDC6N       20220101002250100000050000 0600000000001826   
0601VDC6N       20220101002300100000050000 0600000000001852   
0601VDC6N       20220101002350100000050000 0600000000001877   
0601VDC6N       20220101002400100000050000 0600000000001901   
0601VDC6N       20220101002450100000050000 0600000000001924   
0601VDC6N       20220101002500100000050000 0600000000001947   
0601VDC6N       20220101002550100000050000 0600000000001969   
0601VDC6N       20220101002600100000050000 0600000000001989   
0601VDC6N       20220101002650100000050000 0600000000002010   
0601VDC6N       20220101002700100000050000 0600000000002039   
0601VDC6N       20220101002750100000050000 0600000000002070   
0601VDC6N       20220101002800100000050000 0600000000002105   
0601VDC6N       20220101002850100000050000 0600000000002139   
0601VDC6N       20220101002900100000050000 0600000000002170   
0601VDC6N       20220101002950100000050000 0600000000002199   
0601VDC6N       20220101003000100000050000 0600000000002228   
0601VDC6N       20220101003050100000050000 0600000000002260   
0601VDC6N       20220101003100100000050000 0600000000002290   
0601VDC6N       20220101003150100000050000 0600000000002321   
0601VDC6N       20220101003200100000050000 0600000000002349   
0601VDC6N       20220101003250100000050000 0600000000002376   
0601VDC6N       20220101003300100000050000 0600000000002402   
0601VDC6N       20220101003350100000050000 0600000000002428   
0601VDC6N       20220101003400100000050000 0600000000002455   
0601VDC6N       20220101003450100000050000 0600000000002479   
0601VDC6N       20220101003500100000050000 0600000000002503   
0601VDC6N       20220101003550100000050000 0600000000002525   
0601VDC6N       20220101003600100000050000 0600000000002547   
0601VDC6N       20220101003650100000050000 0600000000002567   
0601VDC6N       20220101003700100000050000 0600000000002588   
0601VDC6N       20220101003750100000050000 0600000000002609   
0601VDC6N       20220101003800100000050000 0600000000002629   
0601VDC6N       20220101003850100000050000 0600000000002648   
0601VDC6N       20220101003900100000050000 0600000000002668   
0601VDC6N       20220101003950100000050000 0600000000002686   
0601VDC6N       20220101004000100000050000 0600000000002705   
0601VDC6N       20220101004050100000050000 0600000000002722   
0601VDC6N       20220101004100100000050000 0600000000002738   
0601VDC6N       20220101004150100000050000 0600000000002755   
0601VDC6N       20220101004200100000050000 0600000000002772   
0601VDC6N       20220101004250100000050000 0600000000002789   
0601VDC6N       20220101004300100000050000 0600000000002805   
0601VDC6N       20220101004350100000050000 0600000000002821   
0601VDC6N       20220101004400100000050000 0600000000002836   
0601VDC6N       20220101004450100000050000 0600000000002851   
0601VDC6N       20220101004500100000050000 0600000000002866   
0601VDC6N       20220101004550100000050000 0600000000002879   
0601VDC6N       20220101004600100000050000 0600000000002893   
0601VDC6N       20220101004650100000050000 0600000000002908   
0601VDC6N       20220101004700100000050000 0600000000002921   
0601VDC6N       20220101004750100000050000 0600000000002935   
0601VDC6N       20220101004800100000050000 0600000000002950   
0601VDC6N       20220101004850100000050000 0600000000002963   
0601VDC6N       20220101004900100000050000 0600000000002975   
0601VDC6N       20220101004950100000050000 0600000000002988   
0601VDC6N       20220101005000100000050000 0600000000003000   
0601VDC6N       20220101005050100000050000 0600000000003012   
0601VDC6N       20220101005100100000050000 0600000000003024   
0601VDC6N       20220101005150100000050000 0600000000003036   
0601VDC6N       20220101005200100000050000 0600000000003049   
0601VDC6N       20220101005250100000050000 0600000000003061   
0601VDC6N       20220101005300100000050000 0600000000003073   
0601VDC6N       20220101005350100000050000 0600000000003084   
0601VDC6N       20220101005400100000050000 0600000000003095   
0601VDC6N       20220101005450100000050000 0600000000003107   
0601VDC6N       20220101005500100000050000 0600000000003117   
0601VDC6N       20220101005550100000050000 0600000000003128   
0601VDC6N       20220101005600100000050000 0600000000003138   
0601VDC6N       20220101005650100000050000 0600000000003149   
0601VDC6N       20220101005700100000050000 0600000000003160   
0601VDC6N       20220101005750100000050000 0600000000003170   
0601VDC6N       20220101005800100000050000 0600000000003181   
0601VDC6N       20220101005850100000050000 0600000000003191   
0601VDC6N       20220101005900100000050000 0600000000003201   
0601VDC6N       20220101005950100000050000 0600000000003211   
0601VDC6N       20220101006000100000050000 0600000000003221   
0601VDC6N       20220101006050100000050000 0600000000003231   
0601VDC6N       20220101006100100000050000 0600000000003240   
0601VDC6N       20220101006150100000050000 0600000000003249   
0601VDC6N       20220101006200100000050000 0600000000003259   
0601VDC6N       20220101006250100000050000 0600000000003268   
0601VDC6N       20220101006300100000050000 0600000000003278   
0601VDC6N       20220101006350100000050000 0600000000003287   
0601VDC6N       20220101006400100000050000 0600000000003297   
0601VDC6N       20220101006450100000050000 0600000000003305   
0601VDC6N       20220101006500100000050000 0600000000003314   
0601VDC6N       20220101006550100000050000 0600000000003323   
0601VDC6N       20220101006600100000050000 0600000000003332   
0601VDC6N       20220101006650100000050000 0600000000003340   
0601VDC6N       20220101006700100000050000 0600000000003348   
0601VDC6N       20220101006750100000050000 0600000000003357   
0601VDC6N       20220101006800100000050000 0600000000003365   
0601VDC6N       20220101006850100000050000 0600000000003372   
0601VDC6N       20220101006900100000050000 0600000000003380   
0601VDC6N       20220101006950100000050000 0600000000003388   
0601VDC6N       20220101007000100000050000 0600000000003395   
0601VDC6N       20220101007050100000050000 0600000000003403   
0601VDC6N       20220101007100100000050000 0600000000003409   
0601VDC6N       20220101007150100000050000 0600000000003417   
0601VDC6N       20220101007200100000050000 0600000000003424   
0601VDC6N       20220101007250100000050000 0600000000003431   
0601VDC6N       20220101007300100000050000 0600000000003437   
0601VDC6N       20220101007350100000050000 0600000000003445   
0601VDC6N       20220101007400100000050000 0600000000003451   
0601VDC6N       20220101007450100000050000 0600000000003458   
0601VDC6N       20220101007500100000050000 0600000000003464   
0601VDC6N       20220101007550100000050000 0600000000003471   
0601VDC6N       20220101007600100000050000 0600000000003477   
