00VD               20220112                                                                                   
0601VDB3N       20220101002750100000050000 0300000000002183   
0601VDB3N       20220101002800100000050000 0300000000002215   
0601VDB3N       20220101002850100000050000 0300000000002247   
0601VDB3N       20220101002900100000050000 0300000000002277   
0601VDB3N       20220101002950100000050000 0300000000002306   
0601VDB3N       20220101003000100000050000 0300000000002336   
0601VDB3N       20220101003050100000050000 0300000000002363   
0601VDB3N       20220101003100100000050000 0300000000002391   
0601VDB3N       20220101003150100000050000 0300000000002418   
0601VDB3N       20220101003200100000050000 0300000000002442   
0601VDB3N       20220101003250100000050000 0300000000002466   
0601VDB3N       20220101003300100000050000 0300000000002488   
0601VDB3N       20220101003350100000050000 0300000000002510   
0601VDB3N       20220101003400100000050000 0300000000002533   
0601VDB3N       20220101003450100000050000 0300000000002556   
0601VDB3N       20220101003500100000050000 0300000000002578   
0601VDB3N       20220101003550100000050000 0300000000002598   
0601VDB3N       20220101003600100000050000 0300000000002619   
0601VDB3N       20220101003650100000050000 0300000000002638   
0601VDB3N       20220101003700100000050000 0300000000002657   
0601VDB3N       20220101003750100000050000 0300000000002675   
0601VDB3N       20220101003800100000050000 0300000000002692   
0601VDB3N       20220101003850100000050000 0300000000002711   
0601VDB3N       20220101003900100000050000 0300000000002730   
0601VDB3N       20220101003950100000050000 0300000000002747   
0601VDB3N       20220101004000100000050000 0300000000002764   
0601VDB3N       20220101004050100000050000 0300000000002781   
0601VDB3N       20220101004100100000050000 0300000000002796   
0601VDB3N       20220101004150100000050000 0300000000002812   
0601VDB3N       20220101004200100000050000 0300000000002828   
0601VDB3N       20220101004250100000050000 0300000000002842   
0601VDB3N       20220101004300100000050000 0300000000002857   
0601VDB3N       20220101004350100000050000 0300000000002873   
0601VDB3N       20220101004400100000050000 0300000000002888   
0601VDB3N       20220101004450100000050000 0300000000002902   
0601VDB3N       20220101004500100000050000 0300000000002917   
0601VDB3N       20220101004550100000050000 0300000000002929   
0601VDB3N       20220101004600100000050000 0300000000002943   
0601VDB3N       20220101004650100000050000 0300000000002956   
0601VDB3N       20220101004700100000050000 0300000000002970   
0601VDB3N       20220101004750100000050000 0300000000002982   
0601VDB3N       20220101004800100000050000 0300000000002995   
0601VDB3N       20220101004850100000050000 0300000000003008   
0601VDB3N       20220101004900100000050000 0300000000003020   
0601VDB3N       20220101004950100000050000 0300000000003034   
0601VDB3N       20220101005000100000050000 0300000000003046   
0601VDB3N       20220101005050100000050000 0300000000003058   
0601VDB3N       20220101005100100000050000 0300000000003069   
0601VDB3N       20220101005150100000050000 0300000000003080   
0601VDB3N       20220101005200100000050000 0300000000003092   
0601VDB3N       20220101005250100000050000 0300000000003103   
0601VDB3N       20220101005300100000050000 0300000000003114   
0601VDB3N       20220101005350100000050000 0300000000003124   
0601VDB3N       20220101005400100000050000 0300000000003136   
0601VDB3N       20220101005450100000050000 0300000000003148   
0601VDB3N       20220101005500100000050000 0300000000003158   
0601VDB3N       20220101005550100000050000 0300000000003169   
0601VDB3N       20220101005600100000050000 0300000000003179   
0601VDB3N       20220101005650100000050000 0300000000003190   
0601VDB3N       20220101005700100000050000 0300000000003200   
0601VDB3N       20220101005750100000050000 0300000000003209   
0601VDB3N       20220101005800100000050000 0300000000003218   
0601VDB3N       20220101005850100000050000 0300000000003228   
0601VDB3N       20220101005900100000050000 0300000000003238   
0601VDB3N       20220101005950100000050000 0300000000003248   
0601VDB3N       20220101006000100000050000 0300000000003258   
0601VDB3N       20220101006050100000050000 0300000000003268   
0601VDB3N       20220101006100100000050000 0300000000003278   
0601VDB3N       20220101006150100000050000 0300000000003287   
0601VDB3N       20220101006200100000050000 0300000000003296   
0601VDB3N       20220101006250100000050000 0300000000003305   
0601VDB3N       20220101006300100000050000 0300000000003313   
0601VDB3N       20220101006350100000050000 0300000000003323   
0601VDB3N       20220101006400100000050000 0300000000003331   
0601VDB3N       20220101006450100000050000 0300000000003339   
0601VDB3N       20220101006500100000050000 0300000000003348   
0601VDB3N       20220101006550100000050000 0300000000003356   
0601VDB3N       20220101006600100000050000 0300000000003363   
0601VDB3N       20220101006650100000050000 0300000000003371   
0601VDB3N       20220101006700100000050000 0300000000003379   
0601VDB3N       20220101006750100000050000 0300000000003387   
0601VDB3N       20220101006800100000050000 0300000000003394   
0601VDB3N       20220101006850100000050000 0300000000003401   
0601VDB3N       20220101006900100000050000 0300000000003409   
0601VDB3N       20220101006950100000050000 0300000000003415   
0601VDB3N       20220101007000100000050000 0300000000003422   
0601VDB3N       20220101007050100000050000 0300000000003430   
0601VDB3N       20220101007100100000050000 0300000000003436   
0601VDB3N       20220101007150100000050000 0300000000003443   
0601VDB3N       20220101007200100000050000 0300000000003449   
0601VDB3N       20220101007250100000050000 0300000000003456   
0601VDB3N       20220101007300100000050000 0300000000003462   
0601VDB3N       20220101007350100000050000 0300000000003468   
0601VDB3N       20220101007400100000050000 0300000000003474   
0601VDB3N       20220101007450100000050000 0300000000003481   
0601VDB3N       20220101007500100000050000 0300000000003486   
0601VDB3N       20220101007550100000050000 0300000000003493   
0601VDB3N       20220101007600100000050000 0300000000003498   
0601VDB3N       20220101007650100000050000 0300000000003503   
0601VDB3N       20220101007700100000050000 0300000000003510   
0601VDB3N       20220101007750100000050000 0300000000003515   
0601VDB3N       20220101007800100000050000 0300000000003520   
0601VDB3N       20220101007850100000050000 0300000000003526   
0601VDB3N       20220101007900100000050000 0300000000003531   
0601VDB3N       20220101007950100000050000 0300000000003536   
0601VDB3N       20220101008000100000050000 0300000000003541   
0601VDB3N       20220101008050100000050000 0300000000003547   
0601VDB3N       20220101008100100000050000 0300000000003551   
0601VDB3N       20220101008150100000050000 0300000000003556   
0601VDB3N       20220101008200100000050000 0300000000003561   
0601VDB3N       20220101008250100000050000 0300000000003566   
0601VDB3N       20220101008300100000050000 0300000000003571   
0601VDB3N       20220101008350100000050000 0300000000003576   
0601VDB3N       20220101008400100000050000 0300000000003580   
0601VDB3N       20220101008450100000050000 0300000000003585   
0601VDB3N       20220101008500100000050000 0300000000003589   
0601VDB3N       20220101008550100000050000 0300000000003593   
0601VDB3N       20220101008600100000050000 0300000000003598   
0601VDB3N       20220101008650100000050000 0300000000003602   
0601VDB3N       20220101008700100000050000 0300000000003606   
0601VDB3N       20220101008750100000050000 0300000000003610   
0601VDB3N       20220101008800100000050000 0300000000003614   
0601VDB3N       20220101008850100000050000 0300000000003618   
0601VDB3N       20220101008900100000050000 0300000000003621   
0601VDB3N       20220101008950100000050000 0300000000003625   
0601VDB3N       20220101009000100000050000 0300000000003628   
0601VDB3N       20220101009050100000050000 0300000000003631   
0601VDB3N       20220101009100100000050000 0300000000003634   
0601VDB3N       20220101009150100000050000 0300000000003638   
0601VDB3N       20220101009200100000050000 0300000000003640   
0601VDB3N       20220101009250100000050000 0300000000003643   
0601VDB3N       20220101009300100000050000 0300000000003646   
0601VDB3N       20220101009350100000050000 0300000000003650   
0601VDB3N       20220101009400100000050000 0300000000003652   
0601VDB3N       20220101009450100000050000 0300000000003655   
0601VDB3N       20220101009500100000050000 0300000000003658   
0601VDB3N       20220101009550100000050000 0300000000003661   
0601VDB3N       20220101009600100000050000 0300000000003664   
0601VDB3N       20220101009650100000050000 0300000000003667   
0601VDB3N       20220101009700100000050000 0300000000003669   
0601VDB3N       20220101009750100000050000 0300000000003672   
0601VDB3N       20220101009800100000050000 0300000000003675   
0601VDB3N       20220101009850100000050000 0300000000003678   
0601VDB3N       20220101009900100000050000 0300000000003680   
0601VDB3N       20220101009950100000050000 0300000000003683   
0601VDB3N       20220101010000100040000000 0300000000003683   
0601VDB4N       20220101000000100000535000 0400000000000000   
0601VDB4N       20220101000535100000005000 0400000000000003   
0601VDB4N       20220101000540100000005000 0400000000000006   
0601VDB4N       20220101000545100000005000 0400000000000009   
0601VDB4N       20220101000550100000005000 0400000000000011   
0601VDB4N       20220101000555100000005000 0400000000000014   
0601VDB4N       20220101000560100000005000 0400000000000016   
0601VDB4N       20220101000565100000005000 0400000000000018   
0601VDB4N       20220101000570100000005000 0400000000000021   
0601VDB4N       20220101000575100000005000 0400000000000026   
0601VDB4N       20220101000580100000005000 0400000000000031   
0601VDB4N       20220101000585100000005000 0400000000000035   
0601VDB4N       20220101000590100000005000 0400000000000040   
0601VDB4N       20220101000595100000005000 0400000000000044   
0601VDB4N       20220101000600100000005000 0400000000000049   
0601VDB4N       20220101000605100000005000 0400000000000054   
0601VDB4N       20220101000610100000005000 0400000000000058   
0601VDB4N       20220101000615100000005000 0400000000000065   
0601VDB4N       20220101000620100000005000 0400000000000071   
0601VDB4N       20220101000625100000005000 0400000000000077   
0601VDB4N       20220101000630100000005000 0400000000000083   
0601VDB4N       20220101000635100000005000 0400000000000090   
0601VDB4N       20220101000640100000005000 0400000000000095   
0601VDB4N       20220101000645100000005000 0400000000000102   
0601VDB4N       20220101000650100000005000 0400000000000107   
0601VDB4N       20220101000655100000005000 0400000000000115   
0601VDB4N       20220101000660100000005000 0400000000000123   
0601VDB4N       20220101000665100000005000 0400000000000131   
0601VDB4N       20220101000670100000005000 0400000000000138   
0601VDB4N       20220101000675100000005000 0400000000000146   
0601VDB4N       20220101000680100000005000 0400000000000153   
0601VDB4N       20220101000685100000005000 0400000000000161   
0601VDB4N       20220101000690100000005000 0400000000000167   
0601VDB4N       20220101000695100000005000 0400000000000175   
0601VDB4N       20220101000700100000005000 0400000000000181   
0601VDB4N       20220101000705100000005000 0400000000000189   
0601VDB4N       20220101000710100000005000 0400000000000196   
0601VDB4N       20220101000715100000005000 0400000000000203   
0601VDB4N       20220101000720100000005000 0400000000000209   
0601VDB4N       20220101000725100000005000 0400000000000216   
0601VDB4N       20220101000730100000005000 0400000000000223   
0601VDB4N       20220101000735100000005000 0400000000000231   
0601VDB4N       20220101000740100000005000 0400000000000240   
0601VDB4N       20220101000745100000005000 0400000000000247   
0601VDB4N       20220101000750100000005000 0400000000000255   
0601VDB4N       20220101000755100000005000 0400000000000263   
0601VDB4N       20220101000760100000005000 0400000000000271   
0601VDB4N       20220101000765100000005000 0400000000000278   
0601VDB4N       20220101000770100000005000 0400000000000286   
0601VDB4N       20220101000775100000005000 0400000000000293   
0601VDB4N       20220101000780100000005000 0400000000000301   
0601VDB4N       20220101000785100000005000 0400000000000307   
0601VDB4N       20220101000790100000005000 0400000000000315   
0601VDB4N       20220101000795100000005000 0400000000000322   
0601VDB4N       20220101000800100000005000 0400000000000329   
0601VDB4N       20220101000805100000005000 0400000000000335   
0601VDB4N       20220101000810100000005000 0400000000000342   
0601VDB4N       20220101000815100000005000 0400000000000352   
0601VDB4N       20220101000820100000005000 0400000000000360   
0601VDB4N       20220101000825100000005000 0400000000000369   
0601VDB4N       20220101000830100000005000 0400000000000376   
0601VDB4N       20220101000835100000005000 0400000000000385   
0601VDB4N       20220101000840100000005000 0400000000000392   
0601VDB4N       20220101000845100000005000 0400000000000401   
0601VDB4N       20220101000850100000005000 0400000000000408   
0601VDB4N       20220101000855100000005000 0400000000000416   
0601VDB4N       20220101000860100000005000 0400000000000423   
0601VDB4N       20220101000865100000005000 0400000000000431   
0601VDB4N       20220101000870100000005000 0400000000000438   
0601VDB4N       20220101000875100000005000 0400000000000446   
0601VDB4N       20220101000880100000005000 0400000000000452   
0601VDB4N       20220101000885100000005000 0400000000000460   
0601VDB4N       20220101000890100000005000 0400000000000465   
0601VDB4N       20220101000895100000005000 0400000000000476   
0601VDB4N       20220101000900100000005000 0400000000000482   
0601VDB4N       20220101000905100000005000 0400000000000493   
0601VDB4N       20220101000910100000005000 0400000000000499   
0601VDB4N       20220101000915100000005000 0400000000000508   
0601VDB4N       20220101000920100000005000 0400000000000515   
0601VDB4N       20220101000925100000005000 0400000000000527   
0601VDB4N       20220101000930100000005000 0400000000000535   
0601VDB4N       20220101000935100000005000 0400000000000543   
0601VDB4N       20220101000940100000005000 0400000000000551   
0601VDB4N       20220101000945100000005000 0400000000000558   
0601VDB4N       20220101000950100000005000 0400000000000566   
0601VDB4N       20220101000955100000005000 0400000000000573   
0601VDB4N       20220101000960100000005000 0400000000000581   
0601VDB4N       20220101000965100000005000 0400000000000586   
0601VDB4N       20220101000970100000005000 0400000000000596   
0601VDB4N       20220101000975100000005000 0400000000000601   
0601VDB4N       20220101000980100000005000 0400000000000610   
0601VDB4N       20220101000985100000005000 0400000000000615   
0601VDB4N       20220101000990100000005000 0400000000000622   
0601VDB4N       20220101000995100000005000 0400000000000629   
0601VDB4N       20220101001000100000005000 0400000000000636   
0601VDB4N       20220101001005100000005000 0400000000000642   
0601VDB4N       20220101001010100000005000 0400000000000650   
0601VDB4N       20220101001015100000005000 0400000000000656   
0601VDB4N       20220101001020100000005000 0400000000000663   
0601VDB4N       20220101001025100000005000 0400000000000669   
0601VDB4N       20220101001030100000005000 0400000000000676   
0601VDB4N       20220101001035100000005000 0400000000000685   
0601VDB4N       20220101001040100000005000 0400000000000690   
0601VDB4N       20220101001045100000005000 0400000000000698   
0601VDB4N       20220101001050100000005000 0400000000000702   
0601VDB4N       20220101001055100000005000 0400000000000710   
0601VDB4N       20220101001060100000005000 0400000000000714   
0601VDB4N       20220101001065100000005000 0400000000000721   
0601VDB4N       20220101001070100000005000 0400000000000726   
0601VDB4N       20220101001075100000005000 0400000000000733   
0601VDB4N       20220101001080100000005000 0400000000000738   
0601VDB4N       20220101001085100000005000 0400000000000744   
0601VDB4N       20220101001090100000005000 0400000000000750   
0601VDB4N       20220101001095100000005000 0400000000000757   
0601VDB4N       20220101001100100000005000 0400000000000764   
0601VDB4N       20220101001105100000005000 0400000000000771   
0601VDB4N       20220101001110100000005000 0400000000000777   
0601VDB4N       20220101001115100000005000 0400000000000786   
0601VDB4N       20220101001120100000005000 0400000000000795   
0601VDB4N       20220101001125100000005000 0400000000000799   
0601VDB4N       20220101001130100000005000 0400000000000808   
0601VDB4N       20220101001135100000005000 0400000000000812   
0601VDB4N       20220101001140100000005000 0400000000000822   
0601VDB4N       20220101001145100000005000 0400000000000828   
0601VDB4N       20220101001150100000005000 0400000000000834   
0601VDB4N       20220101001155100000005000 0400000000000841   
0601VDB4N       20220101001160100000005000 0400000000000849   
0601VDB4N       20220101001165100000005000 0400000000000857   
0601VDB4N       20220101001170100000005000 0400000000000865   
0601VDB4N       20220101001175100000005000 0400000000000872   
0601VDB4N       20220101001180100000005000 0400000000000876   
0601VDB4N       20220101001185100000005000 0400000000000882   
0601VDB4N       20220101001190100000005000 0400000000000886   
0601VDB4N       20220101001195100000005000 0400000000000889   
0601VDB4N       20220101001200100000005000 0400000000000894   
0601VDB4N       20220101001205100000005000 0400000000000899   
0601VDB4N       20220101001210100000005000 0400000000000903   
0601VDB4N       20220101001215100000005000 0400000000000907   
0601VDB4N       20220101001220100000005000 0400000000000911   
0601VDB4N       20220101001225100000005000 0400000000000915   
0601VDB4N       20220101001230100000005000 0400000000000920   
0601VDB4N       20220101001235100000005000 0400000000000925   
0601VDB4N       20220101001240100000005000 0400000000000928   
0601VDB4N       20220101001245100000005000 0400000000000933   
0601VDB4N       20220101001250100000005000 0400000000000937   
0601VDB4N       20220101001255100000005000 0400000000000940   
0601VDB4N       20220101001260100000005000 0400000000000946   
0601VDB4N       20220101001265100000005000 0400000000000949   
0601VDB4N       20220101001270100000005000 0400000000000952   
0601VDB4N       20220101001275100000005000 0400000000000958   
0601VDB4N       20220101001280100000005000 0400000000000961   
0601VDB4N       20220101001285100000005000 0400000000000965   
0601VDB4N       20220101001290100000005000 0400000000000971   
0601VDB4N       20220101001295100000005000 0400000000000974   
0601VDB4N       20220101001300100000005000 0400000000000979   
0601VDB4N       20220101001305100000005000 0400000000000982   
0601VDB4N       20220101001310100000005000 0400000000000988   
0601VDB4N       20220101001315100000005000 0400000000000990   
0601VDB4N       20220101001320100000005000 0400000000000994   
0601VDB4N       20220101001325100000005000 0400000000000999   
0601VDB4N       20220101001330100000005000 0400000000001003   
0601VDB4N       20220101001335100000005000 0400000000001006   
0601VDB4N       20220101001340100000005000 0400000000001011   
0601VDB4N       20220101001345100000005000 0400000000001016   
0601VDB4N       20220101001350100000005000 0400000000001019   
0601VDB4N       20220101001355100000005000 0400000000001023   
0601VDB4N       20220101001360100000005000 0400000000001027   
0601VDB4N       20220101001365100000005000 0400000000001031   
0601VDB4N       20220101001370100000005000 0400000000001036   
0601VDB4N       20220101001375100000005000 0400000000001040   
0601VDB4N       20220101001380100000005000 0400000000001043   
0601VDB4N       20220101001385100000005000 0400000000001048   
0601VDB4N       20220101001390100000005000 0400000000001052   
0601VDB4N       20220101001395100000005000 0400000000001055   
0601VDB4N       20220101001400100000005000 0400000000001061   
0601VDB4N       20220101001405100000005000 0400000000001064   
0601VDB4N       20220101001410100000005000 0400000000001068   
0601VDB4N       20220101001415100000005000 0400000000001073   
0601VDB4N       20220101001420100000005000 0400000000001077   
0601VDB4N       20220101001425100000005000 0400000000001080   
0601VDB4N       20220101001430100000005000 0400000000001086   
0601VDB4N       20220101001435100000005000 0400000000001088   
0601VDB4N       20220101001440100000005000 0400000000001092   
0601VDB4N       20220101001445100000005000 0400000000001097   
0601VDB4N       20220101001450100000005000 0400000000001100   
0601VDB4N       20220101001455100000005000 0400000000001103   
0601VDB4N       20220101001460100000005000 0400000000001108   
0601VDB4N       20220101001465100000005000 0400000000001112   
0601VDB4N       20220101001470100000005000 0400000000001115   
0601VDB4N       20220101001475100000005000 0400000000001119   
0601VDB4N       20220101001480100000005000 0400000000001123   
0601VDB4N       20220101001485100000005000 0400000000001127   
0601VDB4N       20220101001490100000005000 0400000000001130   
0601VDB4N       20220101001495100000005000 0400000000001135   
0601VDB4N       20220101001500100000005000 0400000000001138   
0601VDB4N       20220101001505100000005000 0400000000001141   
0601VDB4N       20220101001510100000005000 0400000000001146   
0601VDB4N       20220101001515100000005000 0400000000001150   
0601VDB4N       20220101001520100000005000 0400000000001153   
0601VDB4N       20220101001525100000005000 0400000000001157   
0601VDB4N       20220101001530100000005000 0400000000001161   
0601VDB4N       20220101001535100000005000 0400000000001164   
0601VDB4N       20220101001540100000005000 0400000000001169   
0601VDB4N       20220101001545100000005000 0400000000001172   
0601VDB4N       20220101001550100000005000 0400000000001176   
0601VDB4N       20220101001555100000005000 0400000000001180   
0601VDB4N       20220101001560100000005000 0400000000001184   
0601VDB4N       20220101001565100000005000 0400000000001186   
0601VDB4N       20220101001570100000005000 0400000000001192   
0601VDB4N       20220101001575100000005000 0400000000001194   
0601VDB4N       20220101001580100000005000 0400000000001198   
0601VDB4N       20220101001585100000005000 0400000000001202   
0601VDB4N       20220101001590100000005000 0400000000001205   
0601VDB4N       20220101001595100000005000 0400000000001209   
0601VDB4N       20220101001600100000005000 0400000000001212   
0601VDB4N       20220101001605100000005000 0400000000001216   
0601VDB4N       20220101001610100000005000 0400000000001220   
0601VDB4N       20220101001615100000005000 0400000000001224   
0601VDB4N       20220101001620100000005000 0400000000001229   
0601VDB4N       20220101001625100000005000 0400000000001233   
0601VDB4N       20220101001630100000005000 0400000000001237   
0601VDB4N       20220101001635100000005000 0400000000001242   
0601VDB4N       20220101001640100000005000 0400000000001246   
0601VDB4N       20220101001645100000005000 0400000000001250   
0601VDB4N       20220101001650100000005000 0400000000001254   
0601VDB4N       20220101001655100000005000 0400000000001259   
0601VDB4N       20220101001660100000005000 0400000000001261   
0601VDB4N       20220101001665100000005000 0400000000001267   
0601VDB4N       20220101001670100000005000 0400000000001270   
0601VDB4N       20220101001675100000005000 0400000000001274   
0601VDB4N       20220101001680100000005000 0400000000001280   
0601VDB4N       20220101001685100000005000 0400000000001285   
0601VDB4N       20220101001690100000005000 0400000000001289   
0601VDB4N       20220101001695100000005000 0400000000001294   
0601VDB4N       20220101001700100000005000 0400000000001298   
0601VDB4N       20220101001705100000005000 0400000000001302   
0601VDB4N       20220101001710100000005000 0400000000001306   
0601VDB4N       20220101001715100000005000 0400000000001311   
0601VDB4N       20220101001720100000005000 0400000000001315   
0601VDB4N       20220101001725100000005000 0400000000001321   
0601VDB4N       20220101001730100000005000 0400000000001325   
0601VDB4N       20220101001735100000005000 0400000000001328   
0601VDB4N       20220101001740100000005000 0400000000001335   
0601VDB4N       20220101001745100000005000 0400000000001338   
0601VDB4N       20220101001750100000005000 0400000000001342   
0601VDB4N       20220101001755100000005000 0400000000001347   
0601VDB4N       20220101001760100000005000 0400000000001352   
0601VDB4N       20220101001765100000005000 0400000000001356   
0601VDB4N       20220101001770100000005000 0400000000001360   
0601VDB4N       20220101001775100000005000 0400000000001366   
0601VDB4N       20220101001780100000005000 0400000000001370   
0601VDB4N       20220101001785100000005000 0400000000001375   
0601VDB4N       20220101001790100000005000 0400000000001381   
0601VDB4N       20220101001795100000005000 0400000000001386   
0601VDB4N       20220101001800100000005000 0400000000001390   
0601VDB4N       20220101001805100000005000 0400000000001396   
0601VDB4N       20220101001810100000005000 0400000000001400   
0601VDB4N       20220101001815100000005000 0400000000001405   
0601VDB4N       20220101001820100000005000 0400000000001409   
0601VDB4N       20220101001825100000005000 0400000000001415   
0601VDB4N       20220101001830100000005000 0400000000001418   
0601VDB4N       20220101001835100000005000 0400000000001425   
0601VDB4N       20220101001840100000005000 0400000000001429   
0601VDB4N       20220101001845100000005000 0400000000001433   
0601VDB4N       20220101001850100000005000 0400000000001439   
0601VDB4N       20220101001855100000005000 0400000000001443   
0601VDB4N       20220101001860100000005000 0400000000001448   
0601VDB4N       20220101001865100000005000 0400000000001452   
0601VDB4N       20220101001870100000005000 0400000000001457   
0601VDB4N       20220101001875100000005000 0400000000001460   
0601VDB4N       20220101001880100000005000 0400000000001466   
0601VDB4N       20220101001885100000005000 0400000000001469   
0601VDB4N       20220101001890100000005000 0400000000001474   
0601VDB4N       20220101001895100000005000 0400000000001478   
0601VDB4N       20220101001900100000005000 0400000000001483   
0601VDB4N       20220101001905100000005000 0400000000001486   
0601VDB4N       20220101001910100000005000 0400000000001492   
0601VDB4N       20220101001915100000005000 0400000000001497   
0601VDB4N       20220101001920100000005000 0400000000001500   
0601VDB4N       20220101001925100000005000 0400000000001505   
0601VDB4N       20220101001930100000005000 0400000000001509   
0601VDB4N       20220101001935100000005000 0400000000001514   
0601VDB4N       20220101001940100000005000 0400000000001517   
0601VDB4N       20220101001945100000005000 0400000000001523   
0601VDB4N       20220101001950100000005000 0400000000001526   
0601VDB4N       20220101001955100000005000 0400000000001530   
0601VDB4N       20220101001960100000005000 0400000000001534   
0601VDB4N       20220101001965100000005000 0400000000001539   
0601VDB4N       20220101001970100000005000 0400000000001542   
0601VDB4N       20220101001975100000005000 0400000000001547   
0601VDB4N       20220101001980100000005000 0400000000001550   
0601VDB4N       20220101001985100000005000 0400000000001554   
0601VDB4N       20220101001990100000005000 0400000000001559   
0601VDB4N       20220101001995100000005000 0400000000001562   
0601VDB4N       20220101002000100000050000 0400000000001581   
0601VDB4N       20220101002050100000050000 0400000000001614   
0601VDB4N       20220101002100100000050000 0400000000001646   
0601VDB4N       20220101002150100000050000 0400000000001680   
0601VDB4N       20220101002200100000050000 0400000000001713   
0601VDB4N       20220101002250100000050000 0400000000001746   
0601VDB4N       20220101002300100000050000 0400000000001776   
0601VDB4N       20220101002350100000050000 0400000000001805   
0601VDB4N       20220101002400100000050000 0400000000001834   
0601VDB4N       20220101002450100000050000 0400000000001862   
0601VDB4N       20220101002500100000050000 0400000000001888   
0601VDB4N       20220101002550100000050000 0400000000001913   
0601VDB4N       20220101002600100000050000 0400000000001936   
0601VDB4N       20220101002650100000050000 0400000000001960   
0601VDB4N       20220101002700100000050000 0400000000001984   
0601VDB4N       20220101002750100000050000 0400000000002021   
0601VDB4N       20220101002800100000050000 0400000000002056   
0601VDB4N       20220101002850100000050000 0400000000002090   
0601VDB4N       20220101002900100000050000 0400000000002121   
0601VDB4N       20220101002950100000050000 0400000000002152   
0601VDB4N       20220101003000100000050000 0400000000002183   
0601VDB4N       20220101003050100000050000 0400000000002216   
0601VDB4N       20220101003100100000050000 0400000000002247   
0601VDB4N       20220101003150100000050000 0400000000002277   
0601VDB4N       20220101003200100000050000 0400000000002306   
0601VDB4N       20220101003250100000050000 0400000000002333   
0601VDB4N       20220101003300100000050000 0400000000002362   
0601VDB4N       20220101003350100000050000 0400000000002388   
0601VDB4N       20220101003400100000050000 0400000000002414   
0601VDB4N       20220101003450100000050000 0400000000002440   
0601VDB4N       20220101003500100000050000 0400000000002462   
0601VDB4N       20220101003550100000050000 0400000000002485   
0601VDB4N       20220101003600100000050000 0400000000002508   
0601VDB4N       20220101003650100000050000 0400000000002528   
0601VDB4N       20220101003700100000050000 0400000000002550   
0601VDB4N       20220101003750100000050000 0400000000002571   
0601VDB4N       20220101003800100000050000 0400000000002592   
0601VDB4N       20220101003850100000050000 0400000000002613   
0601VDB4N       20220101003900100000050000 0400000000002632   
0601VDB4N       20220101003950100000050000 0400000000002651   
0601VDB4N       20220101004000100000050000 0400000000002668   
0601VDB4N       20220101004050100000050000 0400000000002686   
0601VDB4N       20220101004100100000050000 0400000000002703   
0601VDB4N       20220101004150100000050000 0400000000002721   
0601VDB4N       20220101004200100000050000 0400000000002739   
0601VDB4N       20220101004250100000050000 0400000000002756   
0601VDB4N       20220101004300100000050000 0400000000002772   
0601VDB4N       20220101004350100000050000 0400000000002789   
0601VDB4N       20220101004400100000050000 0400000000002804   
0601VDB4N       20220101004450100000050000 0400000000002819   
0601VDB4N       20220101004500100000050000 0400000000002834   
0601VDB4N       20220101004550100000050000 0400000000002848   
0601VDB4N       20220101004600100000050000 0400000000002863   
0601VDB4N       20220101004650100000050000 0400000000002877   
0601VDB4N       20220101004700100000050000 0400000000002892   
0601VDB4N       20220101004750100000050000 0400000000002906   
0601VDB4N       20220101004800100000050000 0400000000002920   
0601VDB4N       20220101004850100000050000 0400000000002934   
0601VDB4N       20220101004900100000050000 0400000000002946   
0601VDB4N       20220101004950100000050000 0400000000002960   
0601VDB4N       20220101005000100000050000 0400000000002972   
0601VDB4N       20220101005050100000050000 0400000000002984   
0601VDB4N       20220101005100100000050000 0400000000002997   
0601VDB4N       20220101005150100000050000 0400000000003010   
0601VDB4N       20220101005200100000050000 0400000000003022   
0601VDB4N       20220101005250100000050000 0400000000003034   
0601VDB4N       20220101005300100000050000 0400000000003046   
0601VDB4N       20220101005350100000050000 0400000000003058   
0601VDB4N       20220101005400100000050000 0400000000003069   
0601VDB4N       20220101005450100000050000 0400000000003081   
0601VDB4N       20220101005500100000050000 0400000000003092   
0601VDB4N       20220101005550100000050000 0400000000003102   
0601VDB4N       20220101005600100000050000 0400000000003113   
0601VDB4N       20220101005650100000050000 0400000000003125   
0601VDB4N       20220101005700100000050000 0400000000003135   
0601VDB4N       20220101005750100000050000 0400000000003147   
0601VDB4N       20220101005800100000050000 0400000000003157   
0601VDB4N       20220101005850100000050000 0400000000003167   
0601VDB4N       20220101005900100000050000 0400000000003178   
0601VDB4N       20220101005950100000050000 0400000000003188   
0601VDB4N       20220101006000100000050000 0400000000003198   
0601VDB4N       20220101006050100000050000 0400000000003207   
0601VDB4N       20220101006100100000050000 0400000000003217   
0601VDB4N       20220101006150100000050000 0400000000003226   
0601VDB4N       20220101006200100000050000 0400000000003236   
0601VDB4N       20220101006250100000050000 0400000000003246   
0601VDB4N       20220101006300100000050000 0400000000003255   
0601VDB4N       20220101006350100000050000 0400000000003265   
0601VDB4N       20220101006400100000050000 0400000000003275   
0601VDB4N       20220101006450100000050000 0400000000003284   
0601VDB4N       20220101006500100000050000 0400000000003293   
0601VDB4N       20220101006550100000050000 0400000000003302   
0601VDB4N       20220101006600100000050000 0400000000003310   
0601VDB4N       20220101006650100000050000 0400000000003319   
0601VDB4N       20220101006700100000050000 0400000000003327   
0601VDB4N       20220101006750100000050000 0400000000003335   
0601VDB4N       20220101006800100000050000 0400000000003344   
